t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  3.2000020E+02         9.3527532E-01         1.1885674E-01         1.5419592E-01         8.9356641E-04         6.6530395E-01         9.4255018E-01         1.1896240E-01         1.2732479E-01         2.2489980E-03         6.7189538E-01         9.4463760E-01         1.5067123E-01         1.3965829E-01         3.7332338E-03         6.7254668E-01         9.4488698E-01         1.2573533E-01         9.8643593E-02         1.0194561E-03         6.7366928E-01         9.3972194E-01         1.0449971E-01         1.1426450E-01        -6.2134848E-03         6.6938668E-01         9.6925336E-01         1.9795907E-01         8.9519314E-02        -1.4572518E-02         6.9504094E-01         9.3682116E-01         2.5241771E-01         1.7173882E-01         1.4855641E-01         6.6032386E-01         9.3836743E-01         1.5063381E-01         7.9360187E-02         2.8786883E-02         6.6551483E-01         9.5239204E-01         3.3064026E-02         6.4198725E-02         2.4833400E-02         6.7416674E-01
  3.2012520E+02         9.3523276E-01         1.1769576E-01         1.5287860E-01         5.7190959E-04         6.6536218E-01         9.4206363E-01         1.1585538E-01         1.2429098E-01         1.7251637E-03         6.7166853E-01         9.4398874E-01         1.4669584E-01         1.3602147E-01         2.9050247E-03         6.7222434E-01         9.4316858E-01         1.2380350E-01         1.0137421E-01        -5.8277493E-04         6.7232698E-01         9.4963992E-01         2.1360752E-01         7.9934001E-02        -3.1823017E-02         6.7282510E-01         9.4714129E-01         3.1650147E-01        -3.8415186E-02        -3.8940147E-02         6.6408312E-01         9.1421705E-01         1.6161269E-01        -3.4436867E-02         2.9536885E-01         6.3951594E-01         9.6227229E-01         3.3606899E-01         8.6159132E-02        -3.0956693E-02         6.7576456E-01         9.5329648E-01         9.1003198E-03         2.8757101E-02         4.4954035E-02         6.7854154E-01
  3.2025030E+02         9.3515724E-01         1.1658007E-01         1.5162636E-01         2.6526509E-04         6.6538388E-01         9.4203138E-01         1.1266989E-01         1.2121563E-01         1.0907332E-03         6.7181718E-01         9.4374174E-01         1.4086077E-01         1.3133766E-01         2.1751770E-03         6.7235857E-01         9.4388098E-01         1.1641388E-01         9.4503410E-02        -1.5768509E-03         6.7329270E-01         9.4542593E-01         1.2191198E-01         1.4566191E-01         1.5963579E-02         6.7302388E-01         9.3053061E-01         1.8452327E-01         2.1154618E-01         2.7489029E-02         6.5642101E-01         9.5677543E-01         1.3083710E-01         1.9730155E-01        -5.0951868E-02         6.8584239E-01         9.2831236E-01         1.4363643E-02         5.8335029E-02         1.4121752E-02         6.5420437E-01         9.6154284E-01         1.4754099E-01         4.6679277E-02         1.0057163E-01         6.7914069E-01
  3.2037530E+02         9.3526250E-01         1.1509503E-01         1.4992808E-01         2.1975140E-04         6.6556299E-01         9.4181180E-01         1.0865317E-01         1.1734003E-01         8.4943953E-04         6.7181963E-01         9.4352835E-01         1.3556480E-01         1.2640023E-01         1.5656743E-03         6.7242134E-01         9.4242680E-01         1.0927416E-01         9.2246205E-02        -1.9776276E-03         6.7217892E-01         9.4373798E-01         1.3572624E-01         6.8420149E-02        -3.8637724E-02         6.7230183E-01         9.7152221E-01         2.7164352E-01         7.4298359E-02        -1.0821453E-01         6.8702358E-01         9.6969742E-01         2.9914510E-01         2.9901559E-02         2.2105442E-02         6.8754548E-01         9.2737526E-01         1.1728218E-01         9.2348672E-02         4.4538226E-02         6.5892565E-01         9.6530747E-01         3.1135237E-01         5.1386612E-03        -4.4535115E-02         6.7785686E-01
  3.2050020E+02         9.3537879E-01         1.1364207E-01         1.4827849E-01         1.3586503E-04         6.6574413E-01         9.4190747E-01         1.0416175E-01         1.1304276E-01         5.0139020E-04         6.7210621E-01         9.4355136E-01         1.2691551E-01         1.1962977E-01         3.5263138E-04         6.7285520E-01         9.4503605E-01         9.9575475E-02         7.9800121E-02        -4.0045069E-03         6.7485893E-01         9.5261794E-01         1.1254019E-01         8.2795367E-02         1.6726851E-02         6.8104893E-01         9.1258955E-01        -1.4553128E-02         8.5244000E-02        -1.5478932E-02         6.3946360E-01         9.5460159E-01         3.9738676E-01         1.1440697E-01         5.1072381E-02         6.6969138E-01         9.4076788E-01         9.8183572E-02         6.2500902E-02        -2.5902702E-02         6.6691208E-01         9.5216894E-01         3.2266140E-01         6.6564515E-02         1.2623453E-01         6.7140871E-01
  3.2062520E+02         9.3594074E-01         1.1121649E-01         1.4548436E-01        -3.7340593E-04         6.6635340E-01         9.4213182E-01         9.7874478E-02         1.0697877E-01        -3.8846236E-04         6.7256665E-01         9.4353884E-01         1.1670759E-01         1.1093541E-01        -1.3493060E-03         6.7325002E-01         9.4231272E-01         7.9468511E-02         7.9751633E-02        -5.3584906E-03         6.7262077E-01         9.2769897E-01         4.3669075E-02         8.0887362E-02        -4.2151488E-02         6.5953857E-01         9.5938599E-01         1.9242249E-02         8.4169738E-02        -4.4957247E-02         6.8551743E-01         9.7210646E-01         3.2921559E-01         1.2605523E-01         5.1432632E-02         6.8300116E-01         9.5052421E-01         1.5444800E-01         1.1381444E-01         5.5476800E-02         6.8057013E-01         9.4151765E-01         3.3142287E-01        -4.4645499E-02         1.6275615E-01         6.5699685E-01
  3.2075030E+02         9.3654025E-01         1.0856458E-01         1.4240374E-01        -3.6746921E-04         6.6696906E-01         9.4236505E-01         9.0797625E-02         9.9999771E-02        -5.4866215E-04         6.7301303E-01         9.4338506E-01         1.0581362E-01         1.0150333E-01        -2.2162118E-03         6.7347819E-01         9.4294763E-01         7.7749543E-02         6.0795538E-02        -7.9684751E-03         6.7315793E-01         9.7019094E-01         1.6276027E-01         3.6692902E-02        -1.4916425E-02         6.9143248E-01         9.5701253E-01         5.9927955E-02         2.7780285E-02        -3.1065574E-02         6.8848413E-01         9.0926361E-01         2.6454294E-01         8.0573782E-02        -2.0611079E-01         6.3676864E-01         9.4816196E-01         2.9839912E-01         6.6115886E-02        -9.0194985E-02         6.7697203E-01         9.3840176E-01         1.8555751E-01         4.9348208E-03         5.7275604E-02         6.6578239E-01
  3.2087520E+02         9.3720800E-01         1.0609924E-01         1.3950329E-01         7.6708828E-05         6.6761273E-01         9.4257402E-01         8.5030049E-02         9.4054721E-02        -1.3515074E-04         6.7334431E-01         9.4324738E-01         9.6441351E-02         9.2863873E-02        -3.3510535E-03         6.7364359E-01         9.4377446E-01         6.3622572E-02         5.6351755E-02        -3.9477171E-03         6.7389667E-01         9.1090637E-01         1.0079051E-01         2.0393193E-01         2.5840016E-02         6.3669324E-01         9.0238529E-01        -5.3984571E-02         3.8225770E-03        -2.4726347E-03         6.2826556E-01         9.3800241E-01        -6.6030142E-03         2.3811111E-01         8.1724048E-02         6.7071849E-01         9.5517749E-01         4.0349466E-01         5.8291476E-02        -7.5310268E-03         6.6865927E-01         9.4062322E-01         1.7008273E-01         2.6303453E-02         1.2732293E-01         6.7039138E-01
  3.2100030E+02         9.3795407E-01         1.0434721E-01         1.3740075E-01        -1.6276064E-04         6.6827762E-01         9.4322586E-01         8.0581248E-02         8.9572251E-02        -3.8153570E-04         6.7402500E-01         9.4389212E-01         8.7978505E-02         8.5703418E-02        -5.2382071E-03         6.7447877E-01         9.4399655E-01         5.1705375E-02         4.7027055E-02        -6.5564895E-03         6.7422253E-01         9.5572692E-01         1.4319684E-01         4.1881446E-02        -1.0683895E-03         6.7974949E-01         9.7289687E-01         1.2215242E-01         7.5595491E-02        -5.8364678E-02         6.9978881E-01         9.7615236E-01         2.1990977E-01         9.8816670E-02         5.0282527E-02         6.9506294E-01         9.4546068E-01         2.4479000E-01        -8.9512691E-02         9.6520953E-02         6.5934038E-01         9.5105809E-01         1.8998887E-01         1.0939011E-01         1.5460690E-02         6.8125761E-01
  3.2112520E+02         9.3908912E-01         1.0164410E-01         1.3420625E-01        -4.5063492E-04         6.6933346E-01         9.4408113E-01         7.5657941E-02         8.4506564E-02        -9.8731159E-04         6.7486864E-01         9.4438624E-01         7.9320550E-02         7.8171730E-02        -6.8393215E-03         6.7510587E-01         9.4417167E-01         3.8923904E-02         3.8364634E-02        -7.0253955E-03         6.7413914E-01         9.5932251E-01        -3.8239217E-04         8.5974358E-02        -5.9985192E-03         6.8485689E-01         9.5330685E-01         3.0846575E-01         5.6587432E-02        -2.6555287E-02         6.7315048E-01         9.3435025E-01         5.2002285E-02         1.2313756E-02         2.7773818E-02         6.6276795E-01         9.2682254E-01         2.1294648E-02         6.8273574E-02         1.8837187E-01         6.5654820E-01         9.6677548E-01         2.7425385E-01         4.6806842E-02        -7.8105614E-02         6.7731047E-01
