t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  3.2000020E+02         9.3522000E-01         1.1797065E-01         1.5320399E-01        -9.5235460E-05         6.6526568E-01         9.4240379E-01         1.1520123E-01         1.2360580E-01        -1.0857436E-04         6.7186546E-01         9.4429356E-01         1.4143556E-01         1.3188030E-01        -7.1357813E-04         6.7259198E-01         9.4512367E-01         9.1840707E-02         8.7299585E-02        -4.7790525E-03         6.7461580E-01         9.0264577E-01         2.1214105E-01         1.0045770E-01         1.1863571E-02         6.3454330E-01         9.3282038E-01         2.3419487E-01         3.4182910E-02        -6.1121620E-03         6.5645468E-01         9.5359093E-01         6.1123520E-02         1.5131664E-01        -6.9806583E-02         6.8364269E-01         9.3492484E-01         3.1215696E-02         1.2978271E-01         6.9794230E-02         6.6360378E-01         9.5586306E-01         2.7943974E-02         9.6829884E-02         1.2643850E-01         6.8575865E-01
  3.2012520E+02         9.3549687E-01         1.1653978E-01         1.5156966E-01         1.5664702E-04         6.6565448E-01         9.4218767E-01         1.1221671E-01         1.2080358E-01         2.5968184E-04         6.7192024E-01         9.4398248E-01         1.3872916E-01         1.2944780E-01        -4.3247739E-04         6.7252100E-01         9.4065350E-01         9.9071033E-02         9.0144470E-02        -4.5864950E-03         6.7075014E-01         9.6134955E-01         1.9280864E-01         6.7067571E-02        -2.4285635E-02         6.8198019E-01         9.6487999E-01         2.3153415E-01         1.7806059E-01        -2.6573729E-02         6.8606716E-01         9.3351954E-01         2.8925827E-01         2.3077025E-01         6.7869551E-02         6.5836757E-01         9.3914866E-01         1.3300681E-01         7.8076996E-02         6.0448442E-03         6.6405123E-01         9.6184701E-01         1.3610858E-01         7.1503073E-02        -6.1823592E-02         6.8849629E-01
  3.2025030E+02         9.3529183E-01         1.1552039E-01         1.5041706E-01         2.8781549E-04         6.6552436E-01         9.4179422E-01         1.0892162E-01         1.1757556E-01         6.5142574E-04         6.7172939E-01         9.4300497E-01         1.3468294E-01         1.2598518E-01         6.3366708E-05         6.7187655E-01         9.4218141E-01         1.0405934E-01         7.9944924E-02        -7.8314617E-03         6.7193204E-01         9.5684403E-01         6.1954215E-02         1.1450625E-01        -3.2547355E-02         6.8355811E-01         9.3124682E-01         2.8381184E-01         1.5182048E-01         4.7461255E-03         6.5885067E-01         9.2676163E-01         1.9606477E-01         9.5382154E-02         4.4474058E-02         6.5741080E-01         9.4104749E-01         1.8410516E-01         1.3073331E-01        -1.4551766E-01         6.7126667E-01         9.4774824E-01         1.8367299E-01         4.5598272E-02        -8.6294703E-02         6.7169470E-01
  3.2037530E+02         9.3493903E-01         1.1496882E-01         1.4980565E-01         6.0965563E-04         6.6526312E-01         9.4134587E-01         1.0714123E-01         1.1570569E-01         1.2189563E-03         6.7140305E-01         9.4265008E-01         1.3100642E-01         1.2218144E-01         7.4745511E-04         6.7176765E-01         9.4178730E-01         1.0556630E-01         8.3789408E-02        -1.8154694E-03         6.7144138E-01         9.2004085E-01         1.2444462E-01         1.4687118E-01         3.2854307E-02         6.5019333E-01         9.1270411E-01         2.1226743E-01         6.5574490E-02         1.9006584E-02         6.4149135E-01         9.7698301E-01         2.5668049E-01         1.3291833E-01         4.6840485E-02         6.9181561E-01         9.3535250E-01         3.0000037E-01         3.6197077E-02        -1.6123079E-01         6.5810126E-01         9.3969679E-01         2.1901926E-01         1.3797544E-01         9.7685017E-02         6.6540033E-01
  3.2050020E+02         9.3506426E-01         1.1404355E-01         1.4876805E-01         8.9337578E-04         6.6548777E-01         9.4165224E-01         1.0474941E-01         1.1348321E-01         1.7699931E-03         6.7184711E-01         9.4316483E-01         1.2647454E-01         1.1885102E-01         1.1259337E-03         6.7249483E-01         9.4523150E-01         8.7472886E-02         7.2260901E-02        -7.3580668E-05         6.7522037E-01         9.5283854E-01         2.1347497E-01         7.5469024E-02        -2.4212917E-02         6.7525488E-01         9.6203554E-01         2.0408525E-01         1.4262043E-01        -1.2949375E-02         6.8309015E-01         9.6618563E-01         3.3219862E-01         9.1304377E-02        -7.0791631E-03         6.7889017E-01         9.1181421E-01         2.2370583E-01         1.6844507E-01        -5.9572991E-02         6.4065593E-01         9.4187850E-01         2.6703787E-01         8.7980829E-02         1.2608632E-01         6.7690945E-01
  3.2062520E+02         9.3555206E-01         1.1220119E-01         1.4662784E-01         1.1712834E-03         6.6600001E-01         9.4163632E-01         1.0049647E-01         1.0934949E-01         2.4141944E-03         6.7205518E-01         9.4286567E-01         1.2209199E-01         1.1501656E-01         1.9042741E-03         6.7241007E-01         9.3920791E-01         8.2361169E-02         8.6400643E-02        -1.6309671E-03         6.6973895E-01         9.4137114E-01         2.0878980E-02         1.3066033E-01         1.6488435E-02         6.6872489E-01         9.3896443E-01         2.5691298E-01         2.0687126E-01         9.0631962E-02         6.6284782E-01         9.4303340E-01         1.3396187E-01         1.9995424E-01         4.1577525E-02         6.6777927E-01         9.5858097E-01         1.9110030E-01         1.9980066E-01        -4.9845546E-02         6.8491668E-01         9.6294969E-01         3.0801788E-01         1.9992243E-02        -6.4716116E-02         6.7630100E-01
  3.2075030E+02         9.3545294E-01         1.1117811E-01         1.4543706E-01         1.4629943E-03         6.6591865E-01         9.4139749E-01         9.7525045E-02         1.0625800E-01         2.8856150E-03         6.7190897E-01         9.4241041E-01         1.1688028E-01         1.1060471E-01         2.1953103E-03         6.7221844E-01         9.4076538E-01         1.0510967E-01         7.2727069E-02        -1.1537245E-03         6.7049485E-01         9.6494126E-01         2.3812126E-01         7.8123294E-02         1.5919310E-03         6.8190604E-01         9.6098411E-01         3.1764185E-01         1.4691809E-02        -2.0818286E-02         6.7514962E-01         9.4511694E-01         3.8444993E-01         8.8625140E-02        -4.7582000E-02         6.6389012E-01         9.7206348E-01         2.7007532E-01         8.7219119E-02        -6.5743723E-03         6.8467158E-01         9.4677764E-01         1.2065716E-01         4.3066259E-02        -8.3184972E-02         6.6451854E-01
  3.2087520E+02         9.3630970E-01         1.0926370E-01         1.4321260E-01         1.3705500E-03         6.6681063E-01         9.4229054E-01         9.3636505E-02         1.0249295E-01         2.8252362E-03         6.7288804E-01         9.4340026E-01         1.1024144E-01         1.0479170E-01         2.0757646E-03         6.7341441E-01         9.4639724E-01         7.9325631E-02         5.8288392E-02        -7.9008361E-04         6.7618281E-01         9.5019776E-01         6.7331672E-02         2.0121175E-01        -3.9309631E-03         6.7841643E-01         9.5461518E-01         6.4858496E-02         2.3131207E-01        -3.8672466E-04         6.7373896E-01         9.4552648E-01         1.9351840E-01         2.3758306E-01        -8.3231675E-03         6.7104423E-01         9.4392723E-01         8.8255629E-02         1.0620696E-01         8.5975483E-02         6.6690904E-01         9.3863338E-01         8.3352506E-02         2.3265716E-01         3.0862896E-02         6.6563004E-01
  3.2100030E+02         9.3746662E-01         1.0694102E-01         1.4044611E-01         1.1427103E-03         6.6785181E-01         9.4304460E-01         8.7679721E-02         9.6820131E-02         2.4631349E-03         6.7380857E-01         9.4411254E-01         1.0261163E-01         9.8340496E-02         2.0034432E-03         6.7430997E-01         9.4497430E-01         6.2348187E-02         6.3476160E-02         3.0925863E-03         6.7524594E-01         9.0130520E-01         1.5629418E-01         7.3649690E-02         5.9618257E-02         6.3407725E-01         9.4799733E-01         3.0759841E-01         3.3611581E-02         2.0905308E-02         6.7071998E-01         9.5770431E-01         1.9780944E-01         4.7206648E-02        -6.5442645E-03         6.7740303E-01         9.2655158E-01         1.5507053E-01         9.5422149E-02        -4.1557964E-02         6.5478510E-01         9.7118455E-01         3.1650898E-01         8.0422565E-02        -8.4557585E-02         6.8284744E-01
  3.2112520E+02         9.3837100E-01         1.0425627E-01         1.3727628E-01         1.1662238E-03         6.6864651E-01         9.4351524E-01         8.2108453E-02         9.1026574E-02         2.4770582E-03         6.7428702E-01         9.4390547E-01         9.1082126E-02         8.9105301E-02         1.9265410E-03         6.7441851E-01         9.4230342E-01         6.1191078E-02         5.6022476E-02         3.7954231E-03         6.7272681E-01         9.5895267E-01         1.5500726E-01         4.1101113E-02         7.2115446E-03         6.8135196E-01         9.5897728E-01         1.5335627E-01         2.1450399E-01        -4.4948082E-02         6.8171591E-01         9.3774670E-01        -3.0573852E-02         1.5080921E-01         5.9159499E-02         6.6420674E-01         9.4966501E-01         1.5892990E-01         1.9812173E-01        -5.6315720E-02         6.7874300E-01         9.5049685E-01         2.1668531E-01         1.9899413E-02         3.6922719E-02         6.7228669E-01
