x0       	Prob0  	     	x1          Prob1  	 x2       	Prob2	 x3       	Prob3     	
-0.412         0.074         -0.429         0.093       -0.412         0.074 	-0.435         0.100    
-0.390         0.086         -0.409         0.108       -0.389         0.085 	-0.420         0.122    
-0.368         0.102         -0.383         0.121       -0.366         0.100 	-0.400         0.144    
-0.342         0.119         -0.353         0.135       -0.343         0.121 	-0.377         0.168    
-0.315         0.142         -0.312         0.137       -0.310         0.134 	-0.350         0.194    
-0.290         0.175         -0.269         0.142       -0.285         0.167 	-0.315         0.217    
-0.248         0.188         -0.223         0.146       -0.246         0.184 	-0.273         0.235    
-0.205         0.207         -0.174         0.148       -0.208         0.212 	-0.234         0.266    
-0.173         0.257         -0.114         0.132       -0.170         0.250 	-0.182         0.278    
