x0	cl	x1	cd	
6.851800e-01 	 -2.822841e-09 	6.851800e-01 	 2.557454e-03 	 
6.879600e-01 	 1.237816e-08 	6.879600e-01 	 2.573089e-03 	 
6.907400e-01 	 4.494398e-08 	6.907400e-01 	 2.588822e-03 	 
6.935200e-01 	 -2.097097e-08 	6.935200e-01 	 2.604573e-03 	 
6.962900e-01 	 1.159485e-08 	6.962900e-01 	 2.620306e-03 	 
6.990700e-01 	 4.416067e-08 	6.990700e-01 	 2.636040e-03 	 
7.018500e-01 	 -2.175428e-08 	7.018500e-01 	 2.651790e-03 	 
7.046300e-01 	 1.081154e-08 	7.046300e-01 	 2.667524e-03 	 
7.074000e-01 	 -3.773860e-08 	7.074000e-01 	 2.683373e-03 	 
7.101800e-01 	 -5.172780e-09 	7.101800e-01 	 2.699106e-03 	 
7.129600e-01 	 4.475786e-08 	7.129600e-01 	 2.714938e-03 	 
7.157400e-01 	 -2.115710e-08 	7.157400e-01 	 2.730689e-03 	 
7.185200e-01 	 2.877354e-08 	7.185200e-01 	 2.746521e-03 	 
7.212900e-01 	 -3.714141e-08 	7.212900e-01 	 2.762272e-03 	 
7.240700e-01 	 1.278923e-08 	7.240700e-01 	 2.778103e-03 	 
7.268500e-01 	 -3.576091e-08 	7.268500e-01 	 2.793953e-03 	 
7.296300e-01 	 1.416973e-08 	7.296300e-01 	 2.809784e-03 	 
7.324000e-01 	 -3.438041e-08 	7.324000e-01 	 2.825634e-03 	 
7.351800e-01 	 1.555023e-08 	7.351800e-01 	 2.841466e-03 	 
7.379600e-01 	 -3.299991e-08 	7.379600e-01 	 2.857315e-03 	 
7.407400e-01 	 1.693073e-08 	7.407400e-01 	 2.873147e-03 	 
7.435100e-01 	 -3.161941e-08 	7.435100e-01 	 2.888996e-03 	 
7.462900e-01 	 1.831123e-08 	7.462900e-01 	 2.904828e-03 	 
7.490700e-01 	 -1.287409e-08 	7.490700e-01 	 2.920775e-03 	 
7.518500e-01 	 3.705655e-08 	7.518500e-01 	 2.936607e-03 	 
7.546300e-01 	 5.871233e-09 	7.546300e-01 	 2.952555e-03 	 
7.574000e-01 	 -4.267890e-08 	7.574000e-01 	 2.968404e-03 	 
7.601800e-01 	 2.461655e-08 	7.601800e-01 	 2.984334e-03 	 
7.629600e-01 	 -2.393358e-08 	7.629600e-01 	 3.000184e-03 	 
7.657400e-01 	 4.336187e-08 	7.657400e-01 	 3.016114e-03 	 
7.685100e-01 	 1.217655e-08 	7.685100e-01 	 3.032062e-03 	 
7.712900e-01 	 -3.637358e-08 	7.712900e-01 	 3.047911e-03 	 
7.740700e-01 	 3.092187e-08 	7.740700e-01 	 3.063841e-03 	 
7.768500e-01 	 -2.634471e-10 	7.768500e-01 	 3.079789e-03 	 
7.796200e-01 	 -3.144877e-08 	7.796200e-01 	 3.095737e-03 	 
7.824000e-01 	 1.848187e-08 	7.824000e-01 	 3.111569e-03 	 
7.851800e-01 	 -1.270345e-08 	7.851800e-01 	 3.127516e-03 	 
7.879600e-01 	 -4.388877e-08 	7.879600e-01 	 3.143464e-03 	 
7.907400e-01 	 2.340669e-08 	7.907400e-01 	 3.159394e-03 	 
7.935100e-01 	 -7.778629e-09 	7.935100e-01 	 3.175342e-03 	 
7.962900e-01 	 -3.896395e-08 	7.962900e-01 	 3.191290e-03 	 
7.990700e-01 	 2.833151e-08 	7.990700e-01 	 3.207220e-03 	 
8.018500e-01 	 -2.021863e-08 	8.018500e-01 	 3.223069e-03 	 
8.046200e-01 	 -5.140395e-08 	8.046200e-01 	 3.239017e-03 	 
8.074000e-01 	 1.589151e-08 	8.074000e-01 	 3.254947e-03 	 
8.101800e-01 	 -1.529381e-08 	8.101800e-01 	 3.270895e-03 	 
8.129600e-01 	 -4.647913e-08 	8.129600e-01 	 3.286843e-03 	 
8.157300e-01 	 2.081633e-08 	8.157300e-01 	 3.302773e-03 	 
8.185100e-01 	 -1.036899e-08 	8.185100e-01 	 3.318721e-03 	 
8.212900e-01 	 -4.155431e-08 	8.212900e-01 	 3.334668e-03 	 
8.240700e-01 	 2.574115e-08 	8.240700e-01 	 3.350599e-03 	 
8.268400e-01 	 -5.444174e-09 	8.268400e-01 	 3.366546e-03 	 
8.296200e-01 	 -3.662949e-08 	8.296200e-01 	 3.382494e-03 	 
8.324000e-01 	 3.066596e-08 	8.324000e-01 	 3.398424e-03 	 
8.351800e-01 	 -1.788417e-08 	8.351800e-01 	 3.414274e-03 	 
8.379600e-01 	 -4.906949e-08 	8.379600e-01 	 3.430221e-03 	 
8.407300e-01 	 1.822596e-08 	8.407300e-01 	 3.446152e-03 	 
8.435100e-01 	 -1.295936e-08 	8.435100e-01 	 3.462099e-03 	 
8.462900e-01 	 -4.414467e-08 	8.462900e-01 	 3.478047e-03 	 
8.490700e-01 	 2.315078e-08 	8.490700e-01 	 3.493977e-03 	 
8.518400e-01 	 -8.034537e-09 	8.518400e-01 	 3.509925e-03 	 
8.546200e-01 	 -3.921986e-08 	8.546200e-01 	 3.525873e-03 	 
8.574000e-01 	 2.807560e-08 	8.574000e-01 	 3.541803e-03 	 
8.601800e-01 	 -3.109719e-09 	8.601800e-01 	 3.557751e-03 	 
8.629500e-01 	 -3.429504e-08 	8.629500e-01 	 3.573698e-03 	 
8.657300e-01 	 3.300042e-08 	8.657300e-01 	 3.589629e-03 	 
