   n        time         Cl         Cd         AoA         M
 1881960   210.23518   0.8732205   0.0435531   6.0006065   0.3000000
 1881980   210.23737   0.8733665   0.0435772   6.0006179   0.3000000
 1882000   210.23957   0.8735149   0.0436016   6.0006294   0.3000000
 1882020   210.24177   0.8736657   0.0436261   6.0006409   0.3000000
 1882040   210.24396   0.8738184   0.0436509   6.0006526   0.3000000
 1882060   210.24616   0.8739727   0.0436760   6.0006644   0.3000000
 1882080   210.24835   0.8741282   0.0437012   6.0006764   0.3000000
 1882100   210.25055   0.8742842   0.0437266   6.0006884   0.3000000
 1882120   210.25275   0.8744400   0.0437521   6.0007005   0.3000000
 1882140   210.25494   0.8745952   0.0437776   6.0007127   0.3000000
 1882160   210.25714   0.8747491   0.0438029   6.0007251   0.3000000
 1882180   210.25934   0.8749016   0.0438282   6.0007375   0.3000000
 1882200   210.26153   0.8750525   0.0438535   6.0007500   0.3000000
 1882220   210.26373   0.8752018   0.0438787   6.0007627   0.3000000
 1882240   210.26593   0.8753497   0.0439039   6.0007754   0.3000000
 1882260   210.26812   0.8754965   0.0439291   6.0007883   0.3000000
 1882280   210.27032   0.8756423   0.0439541   6.0008013   0.3000000
 1882300   210.27251   0.8757876   0.0439790   6.0008143   0.3000000
 1882320   210.27471   0.8759325   0.0440037   6.0008275   0.3000000
 1882340   210.27691   0.8760773   0.0440281   6.0008408   0.3000000
 1882360   210.27910   0.8762223   0.0440523   6.0008542   0.3000000
 1882380   210.28130   0.8763675   0.0440762   6.0008677   0.3000000
 1882400   210.28350   0.8765129   0.0440998   6.0008813   0.3000000
 1882420   210.28569   0.8766586   0.0441231   6.0008950   0.3000000
 1882440   210.28789   0.8768046   0.0441463   6.0009088   0.3000000
 1882460   210.29009   0.8769508   0.0441694   6.0009227   0.3000000
 1882480   210.29228   0.8770970   0.0441925   6.0009368   0.3000000
 1882500   210.29448   0.8772428   0.0442156   6.0009509   0.3000000
 1882520   210.29668   0.8773876   0.0442386   6.0009651   0.3000000
 1882540   210.29887   0.8775311   0.0442613   6.0009795   0.3000000
 1882560   210.30107   0.8776727   0.0442838   6.0009939   0.3000000
 1882580   210.30326   0.8778121   0.0443059   6.0010085   0.3000000
 1882600   210.30546   0.8779490   0.0443275   6.0010231   0.3000000
 1882620   210.30766   0.8780829   0.0443485   6.0010379   0.3000000
 1882640   210.30985   0.8782137   0.0443689   6.0010528   0.3000000
 1882660   210.31205   0.8783409   0.0443886   6.0010677   0.3000000
 1882680   210.31425   0.8784642   0.0444074   6.0010828   0.3000000
 1882700   210.31644   0.8785833   0.0444255   6.0010980   0.3000000
 1882720   210.31864   0.8786984   0.0444430   6.0011133   0.3000000
 1882740   210.32084   0.8788095   0.0444599   6.0011287   0.3000000
 1882760   210.32303   0.8789163   0.0444761   6.0011442   0.3000000
 1882780   210.32523   0.8790188   0.0444916   6.0011598   0.3000000
 1882800   210.32742   0.8791173   0.0445063   6.0011755   0.3000000
 1882820   210.32962   0.8792120   0.0445199   6.0011914   0.3000000
 1882840   210.33182   0.8793029   0.0445323   6.0012073   0.3000000
 1882860   210.33401   0.8793901   0.0445433   6.0012233   0.3000000
 1882880   210.33621   0.8794738   0.0445529   6.0012395   0.3000000
 1882900   210.33841   0.8795542   0.0445610   6.0012557   0.3000000
 1882920   210.34060   0.8796314   0.0445677   6.0012721   0.3000000
 1882940   210.34280   0.8797055   0.0445730   6.0012885   0.3000000
 1882960   210.34500   0.8797768   0.0445769   6.0013051   0.3000000
 1882980   210.34719   0.8798455   0.0445797   6.0013217   0.3000000
 1883000   210.34939   0.8799117   0.0445814   6.0013385   0.3000000
 1883020   210.35158   0.8799759   0.0445822   6.0013554   0.3000000
 1883040   210.35378   0.8800384   0.0445821   6.0013724   0.3000000
 1883060   210.35598   0.8800994   0.0445814   6.0013895   0.3000000
 1883080   210.35817   0.8801594   0.0445801   6.0014067   0.3000000
 1883100   210.36037   0.8802186   0.0445784   6.0014240   0.3000000
 1883120   210.36257   0.8802772   0.0445764   6.0014414   0.3000000
 1883140   210.36476   0.8803353   0.0445743   6.0014589   0.3000000
 1883160   210.36696   0.8803930   0.0445722   6.0014765   0.3000000
 1883180   210.36915   0.8804507   0.0445702   6.0014942   0.3000000
 1883200   210.37135   0.8805084   0.0445686   6.0015121   0.3000000
 1883220   210.37355   0.8805661   0.0445673   6.0015300   0.3000000
 1883240   210.37574   0.8806239   0.0445665   6.0015480   0.3000000
 1883260   210.37794   0.8806816   0.0445659   6.0015662   0.3000000
 1883280   210.38014   0.8807391   0.0445656   6.0015844   0.3000000
 1883300   210.38233   0.8807961   0.0445654   6.0016028   0.3000000
 1883320   210.38453   0.8808526   0.0445650   6.0016213   0.3000000
 1883340   210.38672   0.8809083   0.0445643   6.0016398   0.3000000
 1883360   210.38892   0.8809631   0.0445631   6.0016585   0.3000000
 1883380   210.39112   0.8810168   0.0445614   6.0016773   0.3000000
 1883400   210.39331   0.8810694   0.0445592   6.0016962   0.3000000
 1883420   210.39551   0.8811210   0.0445565   6.0017152   0.3000000
 1883440   210.39771   0.8811716   0.0445534   6.0017343   0.3000000
 1883460   210.39990   0.8812212   0.0445499   6.0017535   0.3000000
 1883480   210.40210   0.8812700   0.0445461   6.0017728   0.3000000
 1883500   210.40429   0.8813180   0.0445420   6.0017922   0.3000000
 1883520   210.40649   0.8813655   0.0445377   6.0018117   0.3000000
 1883540   210.40869   0.8814126   0.0445333   6.0018314   0.3000000
 1883560   210.41088   0.8814591   0.0445287   6.0018511   0.3000000
 1883580   210.41308   0.8815052   0.0445240   6.0018709   0.3000000
 1883600   210.41528   0.8815508   0.0445191   6.0018909   0.3000000
 1883620   210.41747   0.8815957   0.0445142   6.0019109   0.3000000
 1883640   210.41967   0.8816400   0.0445092   6.0019311   0.3000000
 1883660   210.42186   0.8816835   0.0445042   6.0019513   0.3000000
 1883680   210.42406   0.8817262   0.0444992   6.0019717   0.3000000
 1883700   210.42626   0.8817680   0.0444941   6.0019922   0.3000000
 1883720   210.42845   0.8818090   0.0444891   6.0020127   0.3000000
 1883740   210.43065   0.8818489   0.0444842   6.0020334   0.3000000
 1883760   210.43284   0.8818876   0.0444792   6.0020542   0.3000000
 1883780   210.43504   0.8819251   0.0444741   6.0020751   0.3000000
 1883800   210.43724   0.8819612   0.0444688   6.0020961   0.3000000
 1883820   210.43943   0.8819956   0.0444633   6.0021172   0.3000000
 1883840   210.44163   0.8820283   0.0444575   6.0021384   0.3000000
 1883860   210.44382   0.8820591   0.0444514   6.0021597   0.3000000
 1883880   210.44602   0.8820877   0.0444450   6.0021812   0.3000000
 1883900   210.44822   0.8821138   0.0444383   6.0022027   0.3000000
 1883920   210.45041   0.8821371   0.0444311   6.0022243   0.3000000
 1883940   210.45261   0.8821574   0.0444236   6.0022461   0.3000000
 1883960   210.45480   0.8821743   0.0444157   6.0022679   0.3000000
 1883980   210.45700   0.8821874   0.0444073   6.0022899   0.3000000
 1884000   210.45920   0.8821964   0.0443984   6.0023119   0.3000000
 1884020   210.46139   0.8822010   0.0443891   6.0023341   0.3000000
 1884040   210.46359   0.8822011   0.0443792   6.0023563   0.3000000
 1884060   210.46578   0.8821966   0.0443687   6.0023787   0.3000000
 1884080   210.46798   0.8821877   0.0443577   6.0024012   0.3000000
 1884100   210.47018   0.8821744   0.0443461   6.0024238   0.3000000
 1884120   210.47237   0.8821573   0.0443340   6.0024465   0.3000000
 1884140   210.47457   0.8821367   0.0443215   6.0024693   0.3000000
 1884160   210.47676   0.8821132   0.0443087   6.0024922   0.3000000
 1884180   210.47896   0.8820874   0.0442957   6.0025152   0.3000000
 1884200   210.48116   0.8820601   0.0442828   6.0025383   0.3000000
 1884220   210.48335   0.8820320   0.0442702   6.0025615   0.3000000
 1884240   210.48555   0.8820038   0.0442582   6.0025848   0.3000000
 1884260   210.48774   0.8819761   0.0442469   6.0026082   0.3000000
 1884280   210.48994   0.8819495   0.0442366   6.0026318   0.3000000
 1884300   210.49214   0.8819244   0.0442275   6.0026554   0.3000000
 1884320   210.49433   0.8819012   0.0442194   6.0026792   0.3000000
 1884340   210.49653   0.8818801   0.0442125   6.0027030   0.3000000
 1884360   210.49872   0.8818610   0.0442065   6.0027270   0.3000000
 1884380   210.50092   0.8818438   0.0442012   6.0027510   0.3000000
 1884400   210.50312   0.8818281   0.0441966   6.0027752   0.3000000
 1884420   210.50531   0.8818138   0.0441927   6.0027995   0.3000000
 1884440   210.50751   0.8818006   0.0441892   6.0028238   0.3000000
 1884460   210.50970   0.8817880   0.0441863   6.0028483   0.3000000
 1884480   210.51190   0.8817756   0.0441837   6.0028729   0.3000000
 1884500   210.51410   0.8817630   0.0441814   6.0028976   0.3000000
 1884520   210.51629   0.8817497   0.0441792   6.0029224   0.3000000
 1884540   210.51849   0.8817354   0.0441771   6.0029473   0.3000000
 1884560   210.52068   0.8817198   0.0441751   6.0029723   0.3000000
 1884580   210.52288   0.8817028   0.0441733   6.0029975   0.3000000
 1884600   210.52508   0.8816840   0.0441716   6.0030227   0.3000000
 1884620   210.52727   0.8816636   0.0441700   6.0030480   0.3000000
 1884640   210.52947   0.8816416   0.0441686   6.0030734   0.3000000
 1884660   210.53166   0.8816182   0.0441675   6.0030990   0.3000000
 1884680   210.53386   0.8815936   0.0441668   6.0031246   0.3000000
 1884700   210.53606   0.8815682   0.0441665   6.0031504   0.3000000
 1884720   210.53825   0.8815424   0.0441667   6.0031762   0.3000000
 1884740   210.54045   0.8815162   0.0441674   6.0032022   0.3000000
 1884760   210.54264   0.8814897   0.0441684   6.0032283   0.3000000
 1884780   210.54484   0.8814633   0.0441701   6.0032545   0.3000000
 1884800   210.54704   0.8814370   0.0441722   6.0032807   0.3000000
 1884820   210.54923   0.8814109   0.0441747   6.0033071   0.3000000
 1884840   210.55143   0.8813852   0.0441775   6.0033336   0.3000000
 1884860   210.55362   0.8813602   0.0441808   6.0033602   0.3000000
 1884880   210.55582   0.8813358   0.0441842   6.0033869   0.3000000
 1884900   210.55802   0.8813122   0.0441878   6.0034137   0.3000000
 1884920   210.56021   0.8812897   0.0441916   6.0034406   0.3000000
 1884940   210.56241   0.8812676   0.0441958   6.0034677   0.3000000
 1884960   210.56460   0.8812461   0.0442007   6.0034948   0.3000000
 1884980   210.56680   0.8812252   0.0442062   6.0035220   0.3000000
 1885000   210.56900   0.8812051   0.0442120   6.0035493   0.3000000
 1885020   210.57119   0.8811858   0.0442181   6.0035768   0.3000000
 1885040   210.57339   0.8811673   0.0442247   6.0036043   0.3000000
 1885060   210.57558   0.8811493   0.0442317   6.0036320   0.3000000
 1885080   210.57778   0.8811313   0.0442393   6.0036597   0.3000000
 1885100   210.57998   0.8811135   0.0442472   6.0036876   0.3000000
 1885120   210.58217   0.8810958   0.0442555   6.0037156   0.3000000
 1885140   210.58437   0.8810777   0.0442641   6.0037437   0.3000000
 1885160   210.58657   0.8810588   0.0442728   6.0037718   0.3000000
 1885180   210.58876   0.8810387   0.0442815   6.0038001   0.3000000
 1885200   210.59096   0.8810173   0.0442899   6.0038285   0.3000000
 1885220   210.59315   0.8809946   0.0442978   6.0038570   0.3000000
 1885240   210.59535   0.8809706   0.0443049   6.0038856   0.3000000
 1885260   210.59755   0.8809450   0.0443110   6.0039143   0.3000000
 1885280   210.59974   0.8809179   0.0443160   6.0039431   0.3000000
 1885300   210.60194   0.8808891   0.0443200   6.0039721   0.3000000
 1885320   210.60413   0.8808588   0.0443229   6.0040011   0.3000000
 1885340   210.60633   0.8808266   0.0443247   6.0040302   0.3000000
 1885360   210.60853   0.8807926   0.0443254   6.0040595   0.3000000
 1885380   210.61072   0.8807565   0.0443252   6.0040888   0.3000000
 1885400   210.61292   0.8807184   0.0443240   6.0041183   0.3000000
 1885420   210.61511   0.8806782   0.0443218   6.0041478   0.3000000
 1885440   210.61731   0.8806359   0.0443186   6.0041775   0.3000000
 1885460   210.61951   0.8805914   0.0443143   6.0042072   0.3000000
 1885480   210.62170   0.8805447   0.0443091   6.0042371   0.3000000
 1885500   210.62390   0.8804956   0.0443028   6.0042671   0.3000000
 1885520   210.62610   0.8804440   0.0442956   6.0042972   0.3000000
 1885540   210.62829   0.8803902   0.0442877   6.0043274   0.3000000
 1885560   210.63049   0.8803344   0.0442791   6.0043576   0.3000000
 1885580   210.63268   0.8802766   0.0442700   6.0043880   0.3000000
 1885600   210.63488   0.8802173   0.0442606   6.0044186   0.3000000
 1885620   210.63708   0.8801566   0.0442509   6.0044492   0.3000000
 1885640   210.63927   0.8800952   0.0442411   6.0044799   0.3000000
 1885660   210.64147   0.8800337   0.0442315   6.0045107   0.3000000
 1885680   210.64366   0.8799724   0.0442221   6.0045416   0.3000000
 1885700   210.64586   0.8799120   0.0442129   6.0045727   0.3000000
 1885720   210.64806   0.8798531   0.0442041   6.0046038   0.3000000
 1885740   210.65025   0.8797964   0.0441959   6.0046350   0.3000000
 1885760   210.65245   0.8797425   0.0441882   6.0046664   0.3000000
 1885780   210.65465   0.8796921   0.0441813   6.0046978   0.3000000
 1885800   210.65684   0.8796456   0.0441752   6.0047294   0.3000000
 1885820   210.65904   0.8796033   0.0441700   6.0047611   0.3000000
 1885840   210.66123   0.8795659   0.0441660   6.0047928   0.3000000
 1885860   210.66343   0.8795335   0.0441633   6.0048247   0.3000000
 1885880   210.66563   0.8795065   0.0441621   6.0048567   0.3000000
 1885900   210.66782   0.8794849   0.0441626   6.0048888   0.3000000
 1885920   210.67002   0.8794687   0.0441648   6.0049210   0.3000000
 1885940   210.67221   0.8794580   0.0441687   6.0049533   0.3000000
 1885960   210.67441   0.8794527   0.0441745   6.0049857   0.3000000
 1885980   210.67661   0.8794531   0.0441819   6.0050182   0.3000000
 1886000   210.67880   0.8794591   0.0441911   6.0050508   0.3000000
 1886020   210.68100   0.8794707   0.0442018   6.0050836   0.3000000
 1886040   210.68320   0.8794880   0.0442141   6.0051164   0.3000000
 1886060   210.68539   0.8795105   0.0442277   6.0051493   0.3000000
 1886080   210.68759   0.8795382   0.0442426   6.0051824   0.3000000
 1886100   210.68978   0.8795706   0.0442587   6.0052155   0.3000000
 1886120   210.69198   0.8796075   0.0442757   6.0052487   0.3000000
 1886140   210.69418   0.8796485   0.0442937   6.0052821   0.3000000
 1886160   210.69637   0.8796934   0.0443126   6.0053156   0.3000000
 1886180   210.69857   0.8797418   0.0443322   6.0053491   0.3000000
 1886200   210.70077   0.8797934   0.0443526   6.0053828   0.3000000
 1886220   210.70296   0.8798478   0.0443737   6.0054166   0.3000000
 1886240   210.70516   0.8799046   0.0443952   6.0054505   0.3000000
 1886260   210.70736   0.8799632   0.0444172   6.0054845   0.3000000
 1886280   210.70955   0.8800232   0.0444395   6.0055186   0.3000000
 1886300   210.71175   0.8800837   0.0444619   6.0055528   0.3000000
 1886320   210.71394   0.8801441   0.0444842   6.0055871   0.3000000
 1886340   210.71614   0.8802036   0.0445061   6.0056215   0.3000000
 1886360   210.71834   0.8802611   0.0445273   6.0056560   0.3000000
 1886380   210.72053   0.8803158   0.0445478   6.0056906   0.3000000
 1886400   210.72273   0.8803664   0.0445671   6.0057253   0.3000000
 1886420   210.72493   0.8804119   0.0445852   6.0057602   0.3000000
 1886440   210.72712   0.8804512   0.0446020   6.0057951   0.3000000
 1886460   210.72932   0.8804835   0.0446173   6.0058302   0.3000000
 1886480   210.73151   0.8805079   0.0446312   6.0058653   0.3000000
 1886500   210.73371   0.8805240   0.0446437   6.0059006   0.3000000
 1886520   210.73591   0.8805312   0.0446547   6.0059359   0.3000000
 1886540   210.73810   0.8805295   0.0446643   6.0059714   0.3000000
 1886560   210.74030   0.8805189   0.0446727   6.0060070   0.3000000
 1886580   210.74250   0.8804995   0.0446798   6.0060426   0.3000000
 1886600   210.74469   0.8804718   0.0446858   6.0060784   0.3000000
 1886620   210.74689   0.8804363   0.0446908   6.0061143   0.3000000
 1886640   210.74908   0.8803938   0.0446947   6.0061503   0.3000000
 1886660   210.75128   0.8803450   0.0446978   6.0061864   0.3000000
 1886680   210.75348   0.8802909   0.0447002   6.0062226   0.3000000
 1886700   210.75567   0.8802324   0.0447019   6.0062589   0.3000000
 1886720   210.75787   0.8801704   0.0447031   6.0062953   0.3000000
 1886740   210.76007   0.8801059   0.0447039   6.0063318   0.3000000
 1886760   210.76226   0.8800396   0.0447045   6.0063685   0.3000000
 1886780   210.76446   0.8799724   0.0447050   6.0064052   0.3000000
 1886800   210.76665   0.8799049   0.0447054   6.0064420   0.3000000
 1886820   210.76885   0.8798376   0.0447056   6.0064790   0.3000000
 1886840   210.77105   0.8797709   0.0447059   6.0065160   0.3000000
 1886860   210.77324   0.8797054   0.0447062   6.0065532   0.3000000
 1886880   210.77544   0.8796410   0.0447063   6.0065904   0.3000000
 1886900   210.77763   0.8795783   0.0447066   6.0066278   0.3000000
 1886920   210.77983   0.8795180   0.0447071   6.0066653   0.3000000
 1886940   210.78203   0.8794590   0.0447073   6.0067028   0.3000000
 1886960   210.78422   0.8794034   0.0447080   6.0067405   0.3000000
 1886980   210.78642   0.8793500   0.0447089   6.0067783   0.3000000
 1887000   210.78862   0.8792992   0.0447098   6.0068162   0.3000000
 1887020   210.79081   0.8792537   0.0447109   6.0068542   0.3000000
 1887040   210.79301   0.8792103   0.0447129   6.0068923   0.3000000
 1887060   210.79520   0.8791723   0.0447178   6.0069305   0.3000000
 1887080   210.79740   0.8791396   0.0447237   6.0069688   0.3000000
 1887100   210.79960   0.8791098   0.0447285   6.0070072   0.3000000
 1887120   210.80179   0.8790879   0.0447340   6.0070457   0.3000000
 1887140   210.80399   0.8790737   0.0447411   6.0070844   0.3000000
 1887160   210.80618   0.8790641   0.0447485   6.0071231   0.3000000
 1887180   210.80838   0.8790596   0.0447561   6.0071619   0.3000000
 1887200   210.81058   0.8790611   0.0447645   6.0072009   0.3000000
 1887220   210.81277   0.8790670   0.0447743   6.0072399   0.3000000
 1887240   210.81497   0.8790756   0.0447862   6.0072791   0.3000000
 1887260   210.81716   0.8790858   0.0448001   6.0073183   0.3000000
 1887280   210.81936   0.8790971   0.0448154   6.0073577   0.3000000
 1887300   210.82156   0.8791092   0.0448316   6.0073972   0.3000000
 1887320   210.82375   0.8791219   0.0448478   6.0074367   0.3000000
 1887340   210.82595   0.8791349   0.0448638   6.0074764   0.3000000
 1887360   210.82815   0.8791481   0.0448794   6.0075162   0.3000000
 1887380   210.83034   0.8791617   0.0448945   6.0075561   0.3000000
 1887400   210.83254   0.8791756   0.0449092   6.0075961   0.3000000
 1887420   210.83473   0.8791899   0.0449237   6.0076362   0.3000000
 1887440   210.83693   0.8792049   0.0449381   6.0076764   0.3000000
 1887460   210.83913   0.8792209   0.0449525   6.0077167   0.3000000
 1887480   210.84132   0.8792382   0.0449670   6.0077571   0.3000000
 1887500   210.84352   0.8792570   0.0449816   6.0077976   0.3000000
 1887520   210.84571   0.8792776   0.0449963   6.0078383   0.3000000
 1887540   210.84791   0.8793001   0.0450113   6.0078790   0.3000000
 1887560   210.85011   0.8793247   0.0450265   6.0079198   0.3000000
 1887580   210.85230   0.8793512   0.0450418   6.0079608   0.3000000
 1887600   210.85450   0.8793796   0.0450572   6.0080018   0.3000000
 1887620   210.85669   0.8794097   0.0450727   6.0080430   0.3000000
 1887640   210.85889   0.8794412   0.0450883   6.0080842   0.3000000
 1887660   210.86109   0.8794740   0.0451041   6.0081256   0.3000000
 1887680   210.86328   0.8795079   0.0451198   6.0081671   0.3000000
 1887700   210.86548   0.8795427   0.0451353   6.0082086   0.3000000
 1887720   210.86767   0.8795783   0.0451505   6.0082503   0.3000000
 1887740   210.86987   0.8796149   0.0451653   6.0082921   0.3000000
 1887760   210.87207   0.8796524   0.0451799   6.0083340   0.3000000
 1887780   210.87426   0.8796909   0.0451941   6.0083760   0.3000000
 1887800   210.87646   0.8797306   0.0452080   6.0084181   0.3000000
 1887820   210.87865   0.8797715   0.0452218   6.0084603   0.3000000
 1887840   210.88085   0.8798137   0.0452354   6.0085026   0.3000000
 1887860   210.88305   0.8798574   0.0452489   6.0085450   0.3000000
 1887880   210.88524   0.8799027   0.0452626   6.0085876   0.3000000
 1887900   210.88744   0.8799497   0.0452765   6.0086302   0.3000000
 1887920   210.88963   0.8799982   0.0452904   6.0086729   0.3000000
 1887940   210.89183   0.8800483   0.0453044   6.0087158   0.3000000
 1887960   210.89403   0.8800998   0.0453185   6.0087587   0.3000000
 1887980   210.89622   0.8801522   0.0453323   6.0088018   0.3000000
 1888000   210.89842   0.8802054   0.0453460   6.0088449   0.3000000
