   n        time         Cl         Cd         AoA         M
 1660180   212.00013   1.0213625   0.0444025  10.0000000   0.3000000
 1660200   212.00258   1.0213767   0.0442736  10.0000000   0.3000000
 1660220   212.00502   1.0228913   0.0444530  10.0000000   0.3000000
 1660240   212.00747   1.0228276   0.0445754  10.0000000   0.3000000
 1660260   212.00992   1.0228251   0.0446191  10.0000000   0.3000000
 1660280   212.01237   1.0226034   0.0446265  10.0000000   0.3000000
 1660300   212.01482   1.0224416   0.0446337  10.0000000   0.3000000
 1660320   212.01727   1.0224480   0.0446367  10.0000000   0.3000000
 1660340   212.01972   1.0223863   0.0446344  10.0000000   0.3000000
 1660360   212.02217   1.0222661   0.0446258  10.0000000   0.3000000
 1660380   212.02462   1.0221453   0.0446100  10.0000000   0.3000000
 1660400   212.02707   1.0220192   0.0445885  10.0000000   0.3000000
 1660420   212.02952   1.0219431   0.0445765  10.0000000   0.3000000
 1660440   212.03197   1.0218919   0.0445672  10.0000000   0.3000000
 1660460   212.03442   1.0218497   0.0445544  10.0000000   0.3000000
 1660480   212.03687   1.0218085   0.0445398  10.0000000   0.3000000
 1660500   212.03932   1.0217718   0.0445271  10.0000000   0.3000000
 1660520   212.04177   1.0217355   0.0445137  10.0000000   0.3000000
 1660540   212.04421   1.0216888   0.0444957  10.0000000   0.3000000
 1660560   212.04666   1.0216417   0.0444765  10.0000000   0.3000000
 1660580   212.04911   1.0216060   0.0444590  10.0000000   0.3000000
 1660600   212.05156   1.0215795   0.0444416  10.0000000   0.3000000
 1660620   212.05401   1.0215601   0.0444248  10.0000000   0.3000000
 1660640   212.05646   1.0215463   0.0444102  10.0000000   0.3000000
 1660660   212.05891   1.0215314   0.0443971  10.0000000   0.3000000
 1660680   212.06136   1.0215119   0.0443839  10.0000000   0.3000000
 1660700   212.06381   1.0214919   0.0443708  10.0000000   0.3000000
 1660720   212.06626   1.0214749   0.0443586  10.0000000   0.3000000
 1660740   212.06871   1.0214602   0.0443471  10.0000000   0.3000000
 1660760   212.07116   1.0214471   0.0443362  10.0000000   0.3000000
 1660780   212.07361   1.0214352   0.0443258  10.0000000   0.3000000
 1660800   212.07606   1.0214234   0.0443157  10.0000000   0.3000000
 1660820   212.07851   1.0214106   0.0443057  10.0000000   0.3000000
 1660840   212.08095   1.0213973   0.0442959  10.0000000   0.3000000
 1660860   212.08340   1.0213846   0.0442866  10.0000000   0.3000000
 1660880   212.08585   1.0213745   0.0442783  10.0000000   0.3000000
 1660900   212.08830   1.0213674   0.0442711  10.0000000   0.3000000
 1660920   212.09075   1.0213626   0.0442647  10.0000000   0.3000000
 1660940   212.09320   1.0213603   0.0442590  10.0000000   0.3000000
 1660960   212.09565   1.0213608   0.0442545  10.0000000   0.3000000
 1660980   212.09810   1.0213641   0.0442511  10.0000000   0.3000000
 1661000   212.10055   1.0213703   0.0442490  10.0000000   0.3000000
 1661020   212.10300   1.0213792   0.0442484  10.0000000   0.3000000
 1661040   212.10545   1.0213895   0.0442488  10.0000000   0.3000000
 1661060   212.10790   1.0213994   0.0442499  10.0000000   0.3000000
 1661080   212.11035   1.0214076   0.0442511  10.0000000   0.3000000
 1661100   212.11280   1.0214137   0.0442524  10.0000000   0.3000000
 1661120   212.11524   1.0214183   0.0442538  10.0000000   0.3000000
 1661140   212.11769   1.0214225   0.0442558  10.0000000   0.3000000
 1661160   212.12014   1.0214273   0.0442587  10.0000000   0.3000000
