   n        time         Cl         Cd         AoA         M
 2975160   330.00202   0.9080093   0.0542192  10.0000000   0.3000000
 2975180   330.00422   0.9085648   0.0543658  10.0000000   0.3000000
 2975200   330.00641   0.9090378   0.0545008  10.0000000   0.3000000
 2975220   330.00861   0.9093618   0.0545887  10.0000000   0.3000000
 2975240   330.01080   0.9095411   0.0546417  10.0000000   0.3000000
 2975260   330.01300   0.9096733   0.0546805  10.0000000   0.3000000
 2975280   330.01519   0.9097291   0.0547012  10.0000000   0.3000000
 2975300   330.01739   0.9099191   0.0547506  10.0000000   0.3000000
 2975320   330.01958   0.9093168   0.0546421  10.0000000   0.3000000
 2975340   330.02178   0.9091726   0.0546165  10.0000000   0.3000000
 2975360   330.02397   0.9092131   0.0546262  10.0000000   0.3000000
 2975380   330.02616   0.9092525   0.0546454  10.0000000   0.3000000
 2975400   330.02836   0.9092827   0.0546599  10.0000000   0.3000000
 2975420   330.03055   0.9092211   0.0546498  10.0000000   0.3000000
 2975440   330.03275   0.9092176   0.0546539  10.0000000   0.3000000
 2975460   330.03494   0.9092100   0.0546559  10.0000000   0.3000000
 2975480   330.03714   0.9091973   0.0546566  10.0000000   0.3000000
 2975500   330.03933   0.9091608   0.0546496  10.0000000   0.3000000
 2975520   330.04153   0.9090217   0.0546151  10.0000000   0.3000000
 2975540   330.04372   0.9088763   0.0545797  10.0000000   0.3000000
 2975560   330.04592   0.9088180   0.0545677  10.0000000   0.3000000
 2975580   330.04811   0.9088015   0.0545660  10.0000000   0.3000000
 2975600   330.05031   0.9087743   0.0545602  10.0000000   0.3000000
 2975620   330.05250   0.9087287   0.0545495  10.0000000   0.3000000
 2975640   330.05469   0.9086781   0.0545388  10.0000000   0.3000000
 2975660   330.05689   0.9086360   0.0545313  10.0000000   0.3000000
 2975680   330.05908   0.9085953   0.0545240  10.0000000   0.3000000
 2975700   330.06128   0.9085454   0.0545130  10.0000000   0.3000000
 2975720   330.06347   0.9084908   0.0545000  10.0000000   0.3000000
 2975740   330.06567   0.9084393   0.0544883  10.0000000   0.3000000
 2975760   330.06786   0.9083901   0.0544780  10.0000000   0.3000000
 2975780   330.07006   0.9083398   0.0544675  10.0000000   0.3000000
 2975800   330.07225   0.9082885   0.0544562  10.0000000   0.3000000
 2975820   330.07445   0.9082373   0.0544444  10.0000000   0.3000000
 2975840   330.07664   0.9081867   0.0544330  10.0000000   0.3000000
 2975860   330.07884   0.9081378   0.0544226  10.0000000   0.3000000
 2975880   330.08103   0.9080912   0.0544136  10.0000000   0.3000000
 2975900   330.08322   0.9080468   0.0544055  10.0000000   0.3000000
 2975920   330.08542   0.9080037   0.0543977  10.0000000   0.3000000
 2975940   330.08761   0.9079607   0.0543897  10.0000000   0.3000000
 2975960   330.08981   0.9079169   0.0543812  10.0000000   0.3000000
 2975980   330.09200   0.9078720   0.0543721  10.0000000   0.3000000
 2976000   330.09420   0.9078261   0.0543623  10.0000000   0.3000000
 2976020   330.09639   0.9077793   0.0543520  10.0000000   0.3000000
 2976040   330.09859   0.9077318   0.0543410  10.0000000   0.3000000
 2976060   330.10078   0.9076834   0.0543294  10.0000000   0.3000000
 2976080   330.10298   0.9076335   0.0543170  10.0000000   0.3000000
 2976100   330.10517   0.9075819   0.0543036  10.0000000   0.3000000
 2976120   330.10736   0.9075294   0.0542895  10.0000000   0.3000000
 2976140   330.10956   0.9074779   0.0542756  10.0000000   0.3000000
 2976160   330.11175   0.9074290   0.0542627  10.0000000   0.3000000
 2976180   330.11395   0.9073827   0.0542511  10.0000000   0.3000000
 2976200   330.11614   0.9073382   0.0542406  10.0000000   0.3000000
 2976220   330.11834   0.9072942   0.0542308  10.0000000   0.3000000
 2976240   330.12053   0.9072504   0.0542215  10.0000000   0.3000000
 2976260   330.12273   0.9072073   0.0542129  10.0000000   0.3000000
 2976280   330.12492   0.9071661   0.0542054  10.0000000   0.3000000
 2976300   330.12712   0.9071285   0.0541995  10.0000000   0.3000000
 2976320   330.12931   0.9070957   0.0541955  10.0000000   0.3000000
 2976340   330.13151   0.9070688   0.0541936  10.0000000   0.3000000
 2976360   330.13370   0.9070477   0.0541939  10.0000000   0.3000000
 2976380   330.13590   0.9070315   0.0541957  10.0000000   0.3000000
 2976400   330.13809   0.9070188   0.0541985  10.0000000   0.3000000
 2976420   330.14028   0.9070083   0.0542017  10.0000000   0.3000000
 2976440   330.14248   0.9069995   0.0542052  10.0000000   0.3000000
 2976460   330.14467   0.9069924   0.0542089  10.0000000   0.3000000
 2976480   330.14687   0.9069878   0.0542129  10.0000000   0.3000000
 2976500   330.14906   0.9069866   0.0542176  10.0000000   0.3000000
 2976520   330.15126   0.9069893   0.0542231  10.0000000   0.3000000
 2976540   330.15345   0.9069961   0.0542294  10.0000000   0.3000000
 2976560   330.15565   0.9070060   0.0542366  10.0000000   0.3000000
 2976580   330.15784   0.9070177   0.0542444  10.0000000   0.3000000
 2976600   330.16004   0.9070298   0.0542525  10.0000000   0.3000000
 2976620   330.16223   0.9070410   0.0542605  10.0000000   0.3000000
 2976640   330.16442   0.9070502   0.0542684  10.0000000   0.3000000
 2976660   330.16662   0.9070566   0.0542758  10.0000000   0.3000000
 2976680   330.16881   0.9070598   0.0542826  10.0000000   0.3000000
 2976700   330.17101   0.9070595   0.0542886  10.0000000   0.3000000
 2976720   330.17320   0.9070558   0.0542939  10.0000000   0.3000000
 2976740   330.17540   0.9070485   0.0542982  10.0000000   0.3000000
 2976760   330.17759   0.9070379   0.0543015  10.0000000   0.3000000
 2976780   330.17979   0.9070249   0.0543040  10.0000000   0.3000000
 2976800   330.18198   0.9070112   0.0543060  10.0000000   0.3000000
 2976820   330.18418   0.9069986   0.0543081  10.0000000   0.3000000
 2976840   330.18637   0.9069889   0.0543105  10.0000000   0.3000000
 2976860   330.18857   0.9069832   0.0543137  10.0000000   0.3000000
 2976880   330.19076   0.9069816   0.0543175  10.0000000   0.3000000
 2976900   330.19295   0.9069840   0.0543220  10.0000000   0.3000000
 2976920   330.19515   0.9069901   0.0543270  10.0000000   0.3000000
 2976940   330.19734   0.9069998   0.0543325  10.0000000   0.3000000
 2976960   330.19954   0.9070132   0.0543387  10.0000000   0.3000000
 2976980   330.20173   0.9070305   0.0543457  10.0000000   0.3000000
 2977000   330.20393   0.9070519   0.0543536  10.0000000   0.3000000
 2977020   330.20612   0.9070773   0.0543623  10.0000000   0.3000000
 2977040   330.20832   0.9071060   0.0543716  10.0000000   0.3000000
 2977060   330.21051   0.9071369   0.0543813  10.0000000   0.3000000
 2977080   330.21271   0.9071692   0.0543911  10.0000000   0.3000000
 2977100   330.21490   0.9072015   0.0544007  10.0000000   0.3000000
 2977120   330.21709   0.9072331   0.0544100  10.0000000   0.3000000
 2977140   330.21929   0.9072633   0.0544188  10.0000000   0.3000000
 2977160   330.22148   0.9072916   0.0544271  10.0000000   0.3000000
 2977180   330.22368   0.9073175   0.0544347  10.0000000   0.3000000
 2977200   330.22587   0.9073410   0.0544416  10.0000000   0.3000000
 2977220   330.22807   0.9073618   0.0544479  10.0000000   0.3000000
 2977240   330.23026   0.9073800   0.0544535  10.0000000   0.3000000
 2977260   330.23246   0.9073957   0.0544586  10.0000000   0.3000000
 2977280   330.23465   0.9074087   0.0544631  10.0000000   0.3000000
