t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.4000040E+02         9.4556987E-01         7.9967650E-03         8.1692468E-03        -1.2516461E-02         6.7719823E-01         9.4658279E-01         2.7001301E-02         3.5480671E-02        -1.3537215E-02         6.7625064E-01         9.3605143E-01         1.7327264E-02         1.2044822E-01         3.1922948E-02         6.5934551E-01         9.4990283E-01         9.4995774E-02         1.2340398E-01         2.2331202E-02         6.7105651E-01         9.4797736E-01         3.2347548E-01         1.6022889E-02         1.1621900E-01         6.6285270E-01         9.6421403E-01         1.0380188E-01         9.7740635E-02         2.4129679E-02         6.9204760E-01         9.2618400E-01         2.4516433E-02         1.5676127E-01        -8.8106848E-02         6.5513235E-01         9.3773967E-01         7.8295790E-02         1.5476036E-01        -2.6890442E-02         6.5864962E-01         9.4028997E-01         2.1737653E-01         1.1707070E-01         4.7766805E-02         6.6754919E-01
  2.4001590E+02         9.4572413E-01         9.1737267E-03         7.3209936E-03        -1.2403625E-02         6.7735636E-01         9.4766814E-01         3.0383231E-02         3.4215011E-02        -1.1132021E-02         6.7728585E-01         9.4629592E-01         1.2507449E-02         1.2405804E-01         3.4519549E-02         6.6907412E-01         9.4810480E-01         1.3486184E-01         9.6499875E-02        -2.7192809E-02         6.7139697E-01         9.4329917E-01         2.7095532E-01         7.8250058E-03         1.3886070E-01         6.5989119E-01         9.6887064E-01         1.3216211E-01         8.7386705E-02         3.2558866E-02         6.9393677E-01         9.2545855E-01         2.3464631E-02         1.4489523E-01        -1.1459111E-01         6.5639031E-01         9.3768305E-01         6.6736124E-02         1.8297154E-01        -1.6431766E-02         6.5896541E-01         9.3856376E-01         2.0252180E-01         9.3740381E-02         1.0847776E-02         6.6643989E-01
  2.4003160E+02         9.4574606E-01         9.7077219E-03         5.9693437E-03        -1.2214732E-02         6.7737383E-01         9.4826251E-01         3.4623280E-02         3.1110894E-02        -1.0545906E-02         6.7778742E-01         9.5267433E-01         1.0222489E-02         1.1132290E-01         3.4549288E-02         6.7615014E-01         9.5061260E-01         1.8242708E-01         6.8786032E-02        -8.3290830E-02         6.7405599E-01         9.3782336E-01         2.2653583E-01        -4.5949635E-03         1.6364667E-01         6.5648115E-01         9.7277552E-01         1.6638678E-01         7.7718325E-02         3.5713665E-02         6.9375920E-01         9.2499202E-01         2.6687562E-02         1.3078271E-01        -1.4028502E-01         6.5726286E-01         9.3658423E-01         8.1059463E-02         1.7989817E-01        -1.6038977E-02         6.6064483E-01         9.3802941E-01         1.8989263E-01         7.1505345E-02        -2.7336981E-02         6.6576058E-01
  2.4004720E+02         9.4565779E-01         9.4355643E-03         4.6732044E-03        -1.1988728E-02         6.7727107E-01         9.4824225E-01         3.7962765E-02         2.7975818E-02        -1.2053885E-02         6.7768973E-01         9.5558351E-01         1.0815137E-02         8.9094132E-02         2.9666353E-02         6.8016487E-01         9.5709908E-01         2.2704831E-01         4.0726654E-02        -1.2117370E-01         6.7808598E-01         9.3181229E-01         2.0133267E-01        -2.2355309E-02         2.0817493E-01         6.5372980E-01         9.7397023E-01         1.9988781E-01         7.3661901E-02         2.6713580E-02         6.9142079E-01         9.2485797E-01         1.7403098E-02         1.2179855E-01        -1.6255233E-01         6.5743268E-01         9.3475288E-01         1.2094282E-01         1.4528100E-01        -2.8239412E-02         6.6246742E-01         9.3840134E-01         1.7667587E-01         5.4139204E-02        -5.6979489E-02         6.6562784E-01
  2.4006270E+02         9.4546717E-01         8.5443761E-03         3.9659822E-03        -1.1779743E-02         6.7705661E-01         9.4778425E-01         3.9416049E-02         2.6213767E-02        -1.5140890E-02         6.7722994E-01         9.5623356E-01         1.2712219E-02         6.3562118E-02         1.7302681E-02         6.8173552E-01         9.6131378E-01         2.5869438E-01         1.1633026E-02        -1.3160682E-01         6.7946833E-01         9.2696345E-01         1.6749591E-01        -5.2856514E-03         2.4842264E-01         6.5299952E-01         9.7232836E-01         2.2789797E-01         6.8419129E-02         5.4045132E-04         6.8820685E-01         9.2616814E-01        -2.8899838E-03         1.1796661E-01        -1.8276159E-01         6.5808409E-01         9.3420231E-01         1.5227039E-01         1.1149162E-01        -2.7865956E-02         6.6323709E-01         9.3888515E-01         1.5737864E-01         4.4263165E-02        -7.1841091E-02         6.6573793E-01
  2.4007830E+02         9.4524932E-01         7.3974743E-03         4.1492539E-03        -1.1612650E-02         6.7680848E-01         9.4721448E-01         3.9068483E-02         2.6283706E-02        -1.8767526E-02         6.7675585E-01         9.5555806E-01         1.3747306E-02         3.8716700E-02        -1.5494303E-03         6.8159699E-01         9.5724624E-01         2.8004128E-01        -1.0528148E-02        -1.2367456E-01         6.7488688E-01         9.2818499E-01         9.8814949E-02         5.2894164E-02         2.3735884E-01         6.5518963E-01         9.6915299E-01         2.4764517E-01         5.4376047E-02        -3.7355326E-02         6.8499589E-01         9.2865437E-01        -2.1142660E-02         1.1287708E-01        -1.9767204E-01         6.5931058E-01         9.3539041E-01         1.6065770E-01         9.3822315E-02        -4.0639224E-03         6.6454029E-01         9.3818718E-01         1.2879699E-01         4.1291535E-02        -7.3128693E-02         6.6499680E-01
  2.4009400E+02         9.4507700E-01         6.4881560E-03         5.1902356E-03        -1.1509530E-02         6.7660648E-01         9.4684768E-01         3.7909299E-02         2.7860485E-02        -2.1627000E-02         6.7655671E-01         9.5400703E-01         1.2741887E-02         1.7628653E-02        -2.1875430E-02         6.8025118E-01         9.4262588E-01         2.8957859E-01        -1.4729753E-02        -1.0057370E-01         6.6331136E-01         9.3288356E-01         2.4336280E-02         1.3282123E-01         1.7561471E-01         6.5914112E-01         9.6625006E-01         2.6098996E-01         3.4191880E-02        -7.6729156E-02         6.8306750E-01         9.3071419E-01        -3.5977926E-02         1.0616013E-01        -2.0230626E-01         6.6035932E-01         9.3704253E-01         1.5545025E-01         9.4208702E-02         2.9659135E-02         6.6634738E-01         9.3627053E-01         9.3581647E-02         4.4870149E-02        -6.4250864E-02         6.6323280E-01
  2.4010970E+02         9.4498354E-01         6.2248032E-03         6.6754916E-03        -1.1456133E-02         6.7649162E-01         9.4686818E-01         3.7392862E-02         3.0081347E-02        -2.2675917E-02         6.7676580E-01         9.5175064E-01         9.6615069E-03         2.5966826E-03        -3.7325546E-02         6.7811745E-01         9.2178035E-01         2.6277727E-01         5.9312247E-03        -5.0417874E-02         6.4819962E-01         9.4130051E-01        -1.2964664E-02         1.9666509E-01         1.2518013E-01         6.6525787E-01         9.6684992E-01         2.6617879E-01         8.4959650E-03        -1.0724724E-01         6.8252581E-01         9.3187046E-01        -4.9982920E-02         1.0071498E-01        -1.9560632E-01         6.6122901E-01         9.3822891E-01         1.4882754E-01         1.1271898E-01         5.3485107E-02         6.6797489E-01         9.3390340E-01         5.6558415E-02         5.2899897E-02        -5.0857145E-02         6.6083771E-01
  2.4012520E+02         9.4499618E-01         6.6875964E-03         8.0274781E-03        -1.1425027E-02         6.7649561E-01         9.4723088E-01         3.8717963E-02         3.2028921E-02        -2.1533109E-02         6.7728758E-01         9.4899857E-01         4.9850955E-03        -4.7816248E-03        -4.3982524E-02         6.7566800E-01         9.0857500E-01         1.9568487E-01         4.8818789E-02         2.3214042E-02         6.3836402E-01         9.4555694E-01         1.0375100E-02         1.9799058E-01         1.3597147E-01         6.7106688E-01         9.6578807E-01         2.9525667E-01        -2.8629728E-02        -1.1310861E-01         6.8039185E-01         9.3307513E-01        -6.1403826E-02         9.8466784E-02        -1.7956661E-01         6.6231656E-01         9.3947673E-01         1.4296883E-01         1.4031500E-01         6.2011223E-02         6.6943014E-01         9.3180817E-01         2.1402532E-02         6.4608805E-02        -3.8855333E-02         6.5844232E-01
  2.4014090E+02         9.4504195E-01         7.6848487E-03         8.8288393E-03        -1.1384535E-02         6.7654306E-01         9.4771940E-01         4.2406939E-02         3.3240519E-02        -1.8496647E-02         6.7786086E-01         9.4631457E-01        -8.0302573E-04        -4.2519337E-03        -4.1758496E-02         6.7351717E-01         9.0992469E-01         1.4704785E-01         9.3407758E-02         8.6651012E-02         6.3798523E-01         9.5146781E-01         7.1779959E-02         1.5810990E-01         1.7521372E-01         6.7739046E-01         9.5393044E-01         3.4333372E-01        -3.2133315E-02        -8.2173720E-02         6.7114532E-01         9.3549430E-01        -6.7447111E-02         1.0126638E-01        -1.5716663E-01         6.6415817E-01         9.4146079E-01         1.3712013E-01         1.6515462E-01         6.1318357E-02         6.7092538E-01         9.3046421E-01        -1.0267633E-02         7.8403719E-02        -3.0316880E-02         6.5683764E-01
