t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.4000040E+02         9.4490379E-01        -2.7827276E-02        -1.1550996E-02        -2.7101182E-03         6.7552239E-01         9.3697280E-01         2.1194769E-02         1.1445300E-01        -3.0573964E-02         6.6417229E-01         9.5456290E-01         3.0937258E-02         1.3777877E-01        -3.1459413E-02         6.8305057E-01         9.3462092E-01         2.7345106E-01        -5.6899781E-04        -3.0850196E-02         6.5877360E-01         9.7304225E-01         1.9055143E-01         9.1848716E-02         8.1633024E-02         6.9311535E-01         9.5318085E-01         7.3282450E-02         1.5842983E-01        -4.7508930E-03         6.7776030E-01         9.5253545E-01         2.2907659E-01         2.1655999E-02        -4.8557822E-02         6.7940372E-01         9.3730760E-01         1.9830777E-01         8.5327953E-02        -1.2196939E-01         6.6543788E-01         9.5066172E-01         5.2329451E-02         1.6221531E-02         2.5779711E-02         6.8052953E-01
  2.4001590E+02         9.4552833E-01        -2.5655545E-02        -6.4567835E-03        -3.3918335E-03         6.7616522E-01         9.4573492E-01         1.6703881E-02         1.2076889E-01        -1.9552719E-02         6.7316604E-01         9.5845407E-01         6.2448703E-02         1.1677761E-01        -2.0961113E-02         6.8721694E-01         9.2583442E-01         2.0983364E-01         6.0362774E-03        -4.0335879E-02         6.5275103E-01         9.6207923E-01         2.0887005E-01         7.5046510E-02         1.2088306E-01         6.8116796E-01         9.5505786E-01         7.8530774E-02         1.6291347E-01        -8.6221006E-03         6.8013382E-01         9.5143032E-01         1.9915400E-01         1.8777410E-02        -7.2224632E-02         6.7778635E-01         9.4259655E-01         2.1319331E-01         1.0251085E-01        -1.1301076E-01         6.7109448E-01         9.4968045E-01         5.4273855E-02         6.4490419E-03         3.2405179E-02         6.7915326E-01
  2.4003160E+02         9.4634694E-01        -2.0971896E-02        -4.0538153E-03        -3.9264918E-03         6.7703688E-01         9.5146060E-01         2.9566042E-02         1.0251617E-01        -7.5514200E-03         6.8042701E-01         9.6098554E-01         9.6688814E-02         7.8765564E-02        -2.4745276E-02         6.8942159E-01         9.2022508E-01         1.6478619E-01         2.7297117E-02         1.9023245E-02         6.4839888E-01         9.4353157E-01         1.9001919E-01         6.7688406E-02         1.0228116E-01         6.6819310E-01         9.5363158E-01         8.6918660E-02         1.2361625E-01         1.7847462E-02         6.8274939E-01         9.4931400E-01         2.0098007E-01         2.9481957E-02        -6.0708486E-02         6.7461050E-01         9.4599432E-01         2.3448379E-01         1.1410624E-01        -8.6116597E-02         6.7519802E-01         9.4857997E-01         5.3483993E-02        -3.4129457E-03         3.4935594E-02         6.7730838E-01
  2.4004720E+02         9.4703448E-01        -1.5733600E-02        -5.1583340E-03        -4.1556824E-03         6.7779142E-01         9.5426744E-01         4.9846549E-02         6.9880046E-02        -1.9685398E-03         6.8414205E-01         9.6412820E-01         1.3532443E-01         4.1478854E-02        -4.7429737E-02         6.8961233E-01         9.1749698E-01         1.2476764E-01         4.8128817E-02         8.9862108E-02         6.4533800E-01         9.3046933E-01         1.5367176E-01         6.4213723E-02         1.5208301E-02         6.6187078E-01         9.5456988E-01         7.1488827E-02         7.2120890E-02         6.3437887E-02         6.8481535E-01         9.4898272E-01         2.4314106E-01         4.2434238E-02        -1.9579154E-02         6.7243046E-01         9.4690770E-01         2.5373220E-01         1.2769996E-01        -5.4918312E-02         6.7621797E-01         9.4728547E-01         5.0900396E-02        -1.0486784E-02         3.3932179E-02         6.7513424E-01
  2.4006270E+02         9.4734305E-01        -1.1918567E-02        -9.1435425E-03        -4.0153633E-03         6.7815340E-01         9.5527506E-01         6.9305830E-02         3.8884129E-02        -4.0004789E-03         6.8445814E-01         9.6600765E-01         1.7021191E-01         1.4269521E-02        -7.2946787E-02         6.8718016E-01         9.1460663E-01         8.7715209E-02         1.0160249E-01         6.7066178E-02         6.4557761E-01         9.3193388E-01         1.3554275E-01         5.8119703E-02        -8.8006988E-02         6.6384548E-01         9.5733261E-01         6.1431091E-02         5.2348755E-02         9.5317326E-02         6.8602961E-01         9.5153093E-01         2.9735133E-01         4.3817900E-02         1.1884643E-02         6.7233038E-01         9.4687384E-01         2.6478270E-01         1.4955634E-01        -2.6188148E-02         6.7557418E-01         9.4604170E-01         4.7291711E-02        -1.3127745E-02         3.2237623E-02         6.7298615E-01
  2.4007830E+02         9.4721067E-01        -1.0630300E-02        -1.4473869E-02        -3.6019760E-03         6.7803496E-01         9.5416653E-01         8.4777735E-02         2.0064607E-02        -1.0607547E-02         6.8179113E-01         9.6146566E-01         1.8955678E-01        -3.3942615E-03        -8.5553080E-02         6.8074006E-01         9.1790468E-01         8.0845684E-02         1.7992122E-01         6.7015134E-02         6.5008301E-01         9.4481844E-01         1.5338965E-01         4.7561184E-02        -1.4374751E-01         6.7259264E-01         9.5901227E-01         7.9618044E-02         6.1199959E-02         1.1259493E-01         6.8612182E-01         9.4942725E-01         3.1185332E-01         5.7294957E-02         2.7062609E-03         6.7240489E-01         9.4708675E-01         2.6944157E-01         1.7050301E-01        -5.2858406E-04         6.7451382E-01         9.4497663E-01         4.2535853E-02        -1.0763133E-02         3.1549871E-02         6.7114091E-01
  2.4009400E+02         9.4670928E-01        -1.2057769E-02        -1.9081296E-02        -3.1241027E-03         6.7749655E-01         9.4994336E-01         9.2174150E-02         1.6574899E-02        -1.7942810E-02         6.7666435E-01         9.4868803E-01         1.8713959E-01        -5.4211994E-03        -8.2227476E-02         6.7065835E-01         9.2749333E-01         1.1002968E-01         2.2719942E-01         1.3954750E-01         6.5634531E-01         9.5930916E-01         1.9113502E-01         3.5223175E-02        -1.3695447E-01         6.8209362E-01         9.5980662E-01         1.1200935E-01         7.0073754E-02         1.2391789E-01         6.8538189E-01         9.4451213E-01         2.7510691E-01         1.0560010E-01        -4.5147244E-02         6.7246908E-01         9.4718689E-01         2.7135754E-01         1.8117107E-01         1.4710356E-02         6.7360651E-01         9.4411063E-01         3.7459720E-02        -3.9934837E-03         3.2016262E-02         6.6976178E-01
  2.4010970E+02         9.4600761E-01        -1.5382430E-02        -2.1207938E-02        -2.7975992E-03         6.7672282E-01         9.4346714E-01         8.5927747E-02         2.6041480E-02        -2.3194076E-02         6.7077261E-01         9.3386286E-01         1.7153189E-01         1.4428397E-02        -6.8170190E-02         6.6046077E-01         9.3535286E-01         1.5993802E-01         2.2943868E-01         1.7925127E-01         6.5951997E-01         9.6740133E-01         2.2202417E-01         2.2903740E-02        -1.0125645E-01         6.8570888E-01         9.5960510E-01         1.3770257E-01         6.7008264E-02         1.2877323E-01         6.8530101E-01         9.4412863E-01         2.4279915E-01         1.4455687E-01        -9.4637178E-02         6.7167443E-01         9.4785869E-01         2.7602595E-01         1.8229485E-01         9.0968441E-03         6.7387968E-01         9.4333076E-01         3.4325842E-02         4.6895808E-03         3.2439046E-02         6.6872042E-01
  2.4012520E+02         9.4534892E-01        -1.9261712E-02        -2.0225387E-02        -2.7691158E-03         6.7599046E-01         9.3839031E-01         6.5821059E-02         4.4205077E-02        -2.5562771E-02         6.6698492E-01         9.2466789E-01         1.5824471E-01         4.8085742E-02        -4.6296075E-02         6.5374273E-01         9.3314773E-01         2.0177263E-01         2.0568042E-01         1.5040545E-01         6.5808243E-01         9.6845460E-01         2.3438855E-01         6.8707755E-03        -7.2333336E-02         6.8343651E-01         9.5733511E-01         1.5774599E-01         6.2910475E-02         1.2287904E-01         6.8525237E-01         9.4670582E-01         2.3238608E-01         1.4117642E-01        -1.2163829E-01         6.7087853E-01         9.5029068E-01         2.8653201E-01         1.7597273E-01        -1.3236525E-02         6.7529285E-01         9.4263613E-01         3.3853244E-02         1.3571454E-02         3.2404162E-02         6.6802406E-01
  2.4014090E+02         9.4491392E-01        -2.2411963E-02        -1.6725777E-02        -3.0520326E-03         6.7550540E-01         9.3828136E-01         4.0956058E-02         6.4864382E-02        -2.5265399E-02         6.6753983E-01         9.2228574E-01         1.5016469E-01         8.2206920E-02        -1.8105457E-02         6.5125072E-01         9.2530519E-01         2.4166574E-01         1.7144483E-01         9.2870489E-02         6.5350592E-01         9.6422011E-01         2.3637132E-01        -2.6143257E-02        -6.8081871E-02         6.7704272E-01         9.5553851E-01         1.8049178E-01         7.0111960E-02         1.1037590E-01         6.8450361E-01         9.4758701E-01         2.2322805E-01         1.3227552E-01        -1.2622082E-01         6.6997975E-01         9.5458812E-01         2.9997718E-01         1.6083471E-01        -3.5894331E-02         6.7680126E-01         9.4180030E-01         3.4464203E-02         2.2144884E-02         3.3536509E-02         6.6751379E-01
