t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.4000040E+02         9.4633287E-01        -1.7714538E-02        -1.0611047E-02         1.1751355E-02         6.7643303E-01         9.2745900E-01         6.4331740E-03         4.7316201E-02         3.2646641E-02         6.5656006E-01         9.4535828E-01        -5.3297721E-02         8.8597670E-02         3.5943642E-02         6.7023462E-01         9.2146277E-01         1.9355573E-01         1.7912619E-02         1.7416392E-02         6.5248460E-01         9.4840467E-01         5.4620009E-02         1.8322904E-01        -5.5370569E-02         6.7500585E-01         9.5911503E-01         1.4507277E-01        -4.1951828E-02         5.2571591E-02         6.7703867E-01         9.5152748E-01        -1.3935250E-03         7.2810031E-02        -3.6512110E-03         6.7994577E-01         8.9417344E-01         2.0274544E-01         1.0693532E-01        -8.8305622E-02         6.3524836E-01         9.4509745E-01         6.9868550E-02         1.0724362E-01        -8.8221431E-02         6.7438227E-01
  2.4001590E+02         9.4664896E-01        -1.6518285E-02        -7.4706329E-03         1.2067372E-02         6.7673945E-01         9.3369609E-01        -1.6108481E-02         7.7454232E-02         2.8309003E-02         6.6170436E-01         9.5400149E-01        -1.9727483E-02         1.1222506E-01         2.6783479E-02         6.8022931E-01         9.1577327E-01         2.0703618E-01         5.4579105E-02         6.1130229E-02         6.4779586E-01         9.5439088E-01         6.2251888E-02         1.8850984E-01        -7.9204865E-02         6.8166751E-01         9.4800210E-01         1.3363528E-01        -2.3672646E-02         4.8237041E-02         6.7225021E-01         9.5312291E-01         4.3030875E-03         7.7053927E-02        -2.5322647E-03         6.8165851E-01         8.9942116E-01         1.7538272E-01         1.2910193E-01        -1.0817698E-01         6.3902247E-01         9.4607460E-01         6.3700207E-02         1.0830886E-01        -8.8911526E-02         6.7468691E-01
  2.4003160E+02         9.4704998E-01        -1.3777480E-02        -6.0477643E-03         1.2128524E-02         6.7714530E-01         9.4344831E-01        -2.7247373E-02         9.1547817E-02         2.2947371E-02         6.7048621E-01         9.6032673E-01         1.8623985E-02         1.1026821E-01         1.4424633E-02         6.8835294E-01         9.1665334E-01         2.2566864E-01         8.0141693E-02         9.5120311E-02         6.4664030E-01         9.5893228E-01         6.8655506E-02         1.7747994E-01        -1.0334718E-01         6.8719512E-01         9.4159859E-01         1.4816460E-01         2.3074886E-02         4.3909866E-02         6.7046511E-01         9.5477498E-01         1.2310941E-02         7.9368368E-02         2.1630113E-03         6.8353635E-01         9.0634322E-01         1.4688508E-01         1.4604545E-01        -1.3322343E-01         6.4355212E-01         9.4741517E-01         6.5916002E-02         1.1433501E-01        -8.8360131E-02         6.7574435E-01
  2.4004720E+02         9.4738024E-01        -1.0657539E-02        -6.7564044E-03         1.1900548E-02         6.7749232E-01         9.5156074E-01        -2.2972891E-02         8.4528670E-02         1.6969906E-02         6.7882019E-01         9.6345025E-01         4.6820816E-02         8.6892650E-02         6.1735054E-03         6.9337523E-01         9.1915131E-01         2.4285622E-01         8.5998803E-02         1.0770852E-01         6.4581126E-01         9.6172506E-01         6.9780119E-02         1.5305057E-01        -1.1419278E-01         6.9087124E-01         9.4058299E-01         1.6246521E-01         6.7501575E-02         5.4518826E-02         6.7007083E-01         9.5569354E-01         2.0891409E-02         7.7796660E-02         8.8650361E-03         6.8461818E-01         9.1246474E-01         1.2343321E-01         1.5974852E-01        -1.5315248E-01         6.4749521E-01         9.4893140E-01         7.8639865E-02         1.2184948E-01        -8.6019069E-02         6.7757863E-01
  2.4006270E+02         9.4748551E-01        -8.3102956E-03        -9.1204168E-03         1.1448857E-02         6.7761707E-01         9.5595616E-01        -7.9878792E-03         6.0870998E-02         1.2635165E-02         6.8403369E-01         9.6502298E-01         6.4893857E-02         5.1465038E-02         9.3947910E-03         6.9580454E-01         9.1798413E-01         2.3667158E-01         7.9679020E-02         1.1598208E-01         6.4268476E-01         9.6305072E-01         6.6566601E-02         1.2050200E-01        -9.8789096E-02         6.9299430E-01         9.4176120E-01         1.5753259E-01         8.5936151E-02         7.4291930E-02         6.7002624E-01         9.5519507E-01         2.8591702E-02         7.4745476E-02         1.6007086E-02         6.8440109E-01         9.1656572E-01         1.1107339E-01         1.7607830E-01        -1.6095740E-01         6.5016866E-01         9.5023519E-01         1.0077848E-01         1.2525162E-01        -7.8559637E-02         6.7989236E-01
  2.4007830E+02         9.4733709E-01        -7.4251513E-03        -1.2141425E-02         1.0836457E-02         6.7747790E-01         9.5745039E-01         9.4367601E-03         3.0127106E-02         1.2412415E-02         6.8589926E-01         9.6742851E-01         8.5162506E-02         1.5598581E-02         2.3494992E-02         6.9608486E-01         9.1366339E-01         1.9761635E-01         7.7641346E-02         1.2965661E-01         6.3832748E-01         9.6412057E-01         7.1071811E-02         8.8148512E-02        -5.9960123E-02         6.9402480E-01         9.4239777E-01         1.4336139E-01         8.5842051E-02         8.5364513E-02         6.7003489E-01         9.5373720E-01         3.5753310E-02         7.3894888E-02         2.1061685E-02         6.8338937E-01         9.1963559E-01         1.1140450E-01         2.0070873E-01        -1.5474764E-01         6.5233356E-01         9.5120716E-01         1.2810756E-01         1.2044466E-01        -6.4361155E-02         6.8221825E-01
  2.4009400E+02         9.4696742E-01        -8.1426334E-03        -1.4600952E-02         1.0209466E-02         6.7709881E-01         9.5684379E-01         2.3260906E-02         2.5368074E-03         1.6864758E-02         6.8501955E-01         9.6971256E-01         1.1698857E-01        -1.1991428E-02         3.7765000E-02         6.9360131E-01         9.1076249E-01         1.3660270E-01         9.5038265E-02         1.3675728E-01         6.3582563E-01         9.6678293E-01         1.0143582E-01         6.7563161E-02        -2.0727353E-02         6.9425035E-01         9.4256365E-01         1.2684979E-01         8.0118626E-02         8.5000098E-02         6.7045689E-01         9.5222038E-01         4.4716354E-02         7.6378085E-02         2.2691811E-02         6.8237936E-01         9.2342508E-01         1.1932122E-01         2.2312593E-01        -1.3956553E-01         6.5577227E-01         9.5207697E-01         1.5046178E-01         1.0702911E-01        -4.9166750E-02         6.8371952E-01
  2.4010970E+02         9.4652015E-01        -1.0012371E-02        -1.5590439E-02         9.7188158E-03         6.7662537E-01         9.5423138E-01         3.1922329E-02        -1.4897889E-02         2.4025986E-02         6.8204618E-01         9.6689683E-01         1.5517116E-01        -3.0709101E-02         4.1729216E-02         6.8689436E-01         9.1267633E-01         7.6305673E-02         1.3067141E-01         1.1832900E-01         6.3818759E-01         9.7020239E-01         1.5673983E-01         5.8455117E-02        -7.2116946E-04         6.9263977E-01         9.4296098E-01         1.0538528E-01         7.2527021E-02         7.9515755E-02         6.7142290E-01         9.5122260E-01         5.4179534E-02         7.9560526E-02         2.3569139E-02         6.8146312E-01         9.2967892E-01         1.1895128E-01         2.2440237E-01        -1.2341698E-01         6.6177887E-01         9.5313370E-01         1.6062947E-01         8.8063240E-02        -3.9514441E-02         6.8402249E-01
  2.4012520E+02         9.4614828E-01        -1.2201234E-02        -1.4877491E-02         9.4815642E-03         6.7622137E-01         9.4994932E-01         3.5671115E-02        -1.9292660E-02         3.0688915E-02         6.7789376E-01         9.5505929E-01         1.8537679E-01        -4.1289460E-02         3.2704502E-02         6.7530626E-01         9.1882241E-01         2.7132155E-02         1.7016602E-01         7.6879829E-02         6.4547443E-01         9.6958816E-01         2.1186621E-01         4.6714194E-02         5.8633462E-03         6.8706214E-01         9.4371647E-01         7.8345515E-02         6.3961804E-02         7.3643401E-02         6.7261660E-01         9.5073992E-01         5.9842996E-02         7.9290137E-02         2.5706816E-02         6.8031687E-01         9.3706548E-01         1.0234255E-01         2.0433863E-01        -1.0454757E-01         6.6836542E-01         9.5396626E-01         1.6390803E-01         6.6707693E-02        -3.6019128E-02         6.8334508E-01
  2.4014090E+02         9.4598144E-01        -1.3940646E-02        -1.2888376E-02         9.4694141E-03         6.7602581E-01         9.4502193E-01         3.4869555E-02        -1.1433371E-02         3.4133092E-02         6.7371684E-01         9.3575680E-01         1.9644222E-01        -3.9286580E-02         1.2728352E-02         6.6047794E-01         9.2985731E-01        -2.0182356E-02         2.0941411E-01         3.3787981E-02         6.5651244E-01         9.6110690E-01         2.4003212E-01         2.1569867E-02         2.0566596E-02         6.7779380E-01         9.4474262E-01         4.9879599E-02         5.6133367E-02         6.9188811E-02         6.7377597E-01         9.5047241E-01         6.2221415E-02         7.6788656E-02         2.6627114E-02         6.7910719E-01         9.4298273E-01         7.8959577E-02         1.7627205E-01        -7.9187080E-02         6.7313170E-01         9.5353836E-01         1.6854101E-01         4.4041093E-02        -3.6525745E-02         6.8166780E-01
