   n        time         Clp         Cdp         Clv         Cdv
 1639540   228.44424   0.5322646   0.0005308   0.0156282   0.0089741
 1639560   228.44688   0.5321660   0.0005309   0.0156148   0.0089724
 1639580   228.44951   0.5320744   0.0005310   0.0156022   0.0089707
 1639600   228.45214   0.5319898   0.0005311   0.0155904   0.0089691
 1639620   228.45478   0.5319121   0.0005312   0.0155795   0.0089674
 1639640   228.45741   0.5318413   0.0005312   0.0155693   0.0089659
 1639660   228.46005   0.5317772   0.0005313   0.0155599   0.0089644
 1639680   228.46268   0.5317196   0.0005314   0.0155513   0.0089630
 1639700   228.46531   0.5316684   0.0005314   0.0155435   0.0089617
 1639720   228.46795   0.5316235   0.0005315   0.0155365   0.0089605
 1639740   228.47058   0.5315847   0.0005315   0.0155302   0.0089594
 1639760   228.47322   0.5315519   0.0005315   0.0155246   0.0089583
 1639780   228.47585   0.5315248   0.0005315   0.0155198   0.0089573
 1639800   228.47848   0.5315033   0.0005315   0.0155156   0.0089564
 1639820   228.48112   0.5314872   0.0005314   0.0155121   0.0089555
 1639840   228.48375   0.5314764   0.0005314   0.0155092   0.0089547
 1639860   228.48639   0.5314706   0.0005314   0.0155070   0.0089540
 1639880   228.48902   0.5314698   0.0005313   0.0155055   0.0089534
 1639900   228.49166   0.5314739   0.0005312   0.0155045   0.0089530
 1639920   228.49429   0.5314827   0.0005311   0.0155042   0.0089527
 1639940   228.49692   0.5314963   0.0005309   0.0155045   0.0089527
 1639960   228.49956   0.5315144   0.0005307   0.0155055   0.0089528
 1639980   228.50219   0.5315369   0.0005304   0.0155071   0.0089532
 1640000   228.50483   0.5315635   0.0005302   0.0155092   0.0089538
 1640020   228.50746   0.5315940   0.0005298   0.0155119   0.0089546
 1640040   228.51010   0.5316281   0.0005295   0.0155150   0.0089557
 1640060   228.51273   0.5316655   0.0005291   0.0155187   0.0089570
 1640080   228.51537   0.5317062   0.0005287   0.0155228   0.0089585
 1640100   228.51800   0.5317500   0.0005282   0.0155273   0.0089603
 1640120   228.52063   0.5317971   0.0005277   0.0155323   0.0089622
 1640140   228.52327   0.5318475   0.0005272   0.0155378   0.0089644
 1640160   228.52590   0.5319012   0.0005267   0.0155439   0.0089667
 1640180   228.52854   0.5319582   0.0005261   0.0155505   0.0089691
 1640200   228.53117   0.5320182   0.0005255   0.0155576   0.0089716
 1640220   228.53381   0.5320810   0.0005249   0.0155651   0.0089742
 1640240   228.53644   0.5321464   0.0005243   0.0155732   0.0089769
 1640260   228.53908   0.5322144   0.0005237   0.0155816   0.0089796
 1640280   228.54171   0.5322848   0.0005232   0.0155905   0.0089822
 1640300   228.54434   0.5323575   0.0005226   0.0155998   0.0089847
 1640320   228.54698   0.5324325   0.0005220   0.0156094   0.0089872
 1640340   228.54961   0.5325096   0.0005214   0.0156195   0.0089895
 1640360   228.55225   0.5325887   0.0005209   0.0156299   0.0089917
 1640380   228.55488   0.5326696   0.0005203   0.0156406   0.0089939
 1640400   228.55752   0.5327523   0.0005198   0.0156517   0.0089961
 1640420   228.56015   0.5328366   0.0005193   0.0156631   0.0089984
 1640440   228.56279   0.5329226   0.0005187   0.0156748   0.0090008
 1640460   228.56542   0.5330100   0.0005181   0.0156868   0.0090032
 1640480   228.56806   0.5330987   0.0005176   0.0156990   0.0090056
 1640500   228.57069   0.5331885   0.0005170   0.0157115   0.0090079
 1640520   228.57333   0.5332794   0.0005165   0.0157242   0.0090101
 1640540   228.57596   0.5333711   0.0005160   0.0157372   0.0090121
 1640560   228.57859   0.5334638   0.0005155   0.0157502   0.0090139
 1640580   228.58123   0.5335574   0.0005151   0.0157636   0.0090157
 1640600   228.58386   0.5336520   0.0005146   0.0157771   0.0090173
 1640620   228.58650   0.5337475   0.0005141   0.0157908   0.0090189
 1640640   228.58913   0.5338439   0.0005137   0.0158048   0.0090205
 1640660   228.59177   0.5339413   0.0005132   0.0158189   0.0090221
 1640680   228.59440   0.5340394   0.0005127   0.0158333   0.0090237
 1640700   228.59704   0.5341384   0.0005123   0.0158478   0.0090254
 1640720   228.59967   0.5342382   0.0005118   0.0158625   0.0090272
 1640740   228.60231   0.5343389   0.0005113   0.0158775   0.0090290
 1640760   228.60494   0.5344408   0.0005108   0.0158927   0.0090308
 1640780   228.60758   0.5345440   0.0005103   0.0159082   0.0090327
 1640800   228.61021   0.5346483   0.0005098   0.0159240   0.0090345
 1640820   228.61285   0.5347538   0.0005093   0.0159401   0.0090363
 1640840   228.61548   0.5348602   0.0005088   0.0159563   0.0090379
 1640860   228.61812   0.5349676   0.0005084   0.0159728   0.0090394
 1640880   228.62075   0.5350758   0.0005080   0.0159896   0.0090407
 1640900   228.62338   0.5351849   0.0005076   0.0160065   0.0090418
 1640920   228.62602   0.5352948   0.0005073   0.0160236   0.0090427
 1640940   228.62865   0.5354055   0.0005070   0.0160409   0.0090435
 1640960   228.63129   0.5355169   0.0005067   0.0160585   0.0090441
 1640980   228.63392   0.5356288   0.0005064   0.0160762   0.0090446
 1641000   228.63656   0.5357412   0.0005061   0.0160940   0.0090450
 1641020   228.63919   0.5358541   0.0005059   0.0161120   0.0090455
 1641040   228.64183   0.5359674   0.0005056   0.0161301   0.0090460
 1641060   228.64446   0.5360811   0.0005053   0.0161484   0.0090465
 1641080   228.64710   0.5361952   0.0005051   0.0161669   0.0090470
 1641100   228.64973   0.5363097   0.0005048   0.0161854   0.0090475
 1641120   228.65237   0.5364246   0.0005046   0.0162041   0.0090479
 1641140   228.65500   0.5365397   0.0005044   0.0162229   0.0090483
 1641160   228.65764   0.5366549   0.0005042   0.0162418   0.0090485
 1641180   228.66027   0.5367702   0.0005040   0.0162607   0.0090487
 1641200   228.66291   0.5368858   0.0005038   0.0162797   0.0090488
 1641220   228.66554   0.5370019   0.0005036   0.0162989   0.0090489
 1641240   228.66818   0.5371185   0.0005035   0.0163181   0.0090490
 1641260   228.67081   0.5372358   0.0005033   0.0163375   0.0090492
 1641280   228.67345   0.5373538   0.0005031   0.0163571   0.0090494
 1641300   228.67608   0.5374725   0.0005029   0.0163768   0.0090497
 1641320   228.67872   0.5375919   0.0005027   0.0163966   0.0090501
 1641340   228.68135   0.5377119   0.0005024   0.0164164   0.0090505
 1641360   228.68399   0.5378327   0.0005022   0.0164364   0.0090510
 1641380   228.68662   0.5379542   0.0005019   0.0164565   0.0090515
 1641400   228.68926   0.5380769   0.0005017   0.0164768   0.0090521
 1641420   228.69190   0.5382009   0.0005014   0.0164973   0.0090525
 1641440   228.69453   0.5383263   0.0005012   0.0165180   0.0090530
 1641460   228.69717   0.5384533   0.0005009   0.0165390   0.0090534
 1641480   228.69980   0.5385818   0.0005007   0.0165602   0.0090536
 1641500   228.70244   0.5387117   0.0005005   0.0165817   0.0090538
 1641520   228.70507   0.5388429   0.0005003   0.0166033   0.0090538
 1641540   228.70771   0.5389752   0.0005001   0.0166251   0.0090537
 1641560   228.71034   0.5391087   0.0005000   0.0166470   0.0090535
 1641580   228.71298   0.5392433   0.0004999   0.0166690   0.0090530
 1641600   228.71561   0.5393790   0.0004998   0.0166912   0.0090524
 1641620   228.71825   0.5395158   0.0004997   0.0167135   0.0090516
 1641640   228.72088   0.5396537   0.0004996   0.0167360   0.0090507
 1641660   228.72352   0.5397925   0.0004996   0.0167585   0.0090496
 1641680   228.72616   0.5399322   0.0004996   0.0167812   0.0090484
 1641700   228.72879   0.5400725   0.0004996   0.0168038   0.0090471
 1641720   228.73143   0.5402134   0.0004996   0.0168265   0.0090457
 1641740   228.73406   0.5403548   0.0004997   0.0168492   0.0090442
 1641760   228.73670   0.5404966   0.0004997   0.0168719   0.0090428
 1641780   228.73933   0.5406388   0.0004998   0.0168945   0.0090413
 1641800   228.74197   0.5407815   0.0004998   0.0169171   0.0090399
 1641820   228.74460   0.5409247   0.0004998   0.0169398   0.0090386
 1641840   228.74724   0.5410684   0.0004998   0.0169624   0.0090373
 1641860   228.74987   0.5412126   0.0004998   0.0169850   0.0090360
 1641880   228.75251   0.5413572   0.0004998   0.0170077   0.0090349
 1641900   228.75515   0.5415020   0.0004998   0.0170303   0.0090338
 1641920   228.75778   0.5416472   0.0004998   0.0170529   0.0090328
 1641940   228.76042   0.5417926   0.0004998   0.0170754   0.0090319
 1641960   228.76305   0.5419382   0.0004998   0.0170979   0.0090310
 1641980   228.76569   0.5420840   0.0004997   0.0171203   0.0090303
 1642000   228.76832   0.5422299   0.0004996   0.0171427   0.0090297
 1642020   228.77096   0.5423758   0.0004995   0.0171650   0.0090292
 1642040   228.77359   0.5425216   0.0004994   0.0171873   0.0090287
 1642060   228.77623   0.5426672   0.0004993   0.0172094   0.0090282
 1642080   228.77887   0.5428125   0.0004992   0.0172314   0.0090278
 1642100   228.78150   0.5429575   0.0004991   0.0172532   0.0090274
 1642120   228.78414   0.5431022   0.0004990   0.0172749   0.0090270
 1642140   228.78677   0.5432464   0.0004989   0.0172965   0.0090266
 1642160   228.78941   0.5433901   0.0004988   0.0173179   0.0090264
 1642180   228.79204   0.5435331   0.0004986   0.0173391   0.0090262
 1642200   228.79468   0.5436755   0.0004985   0.0173602   0.0090260
 1642220   228.79731   0.5438170   0.0004983   0.0173810   0.0090259
 1642240   228.79995   0.5439577   0.0004982   0.0174016   0.0090258
 1642260   228.80258   0.5440973   0.0004981   0.0174219   0.0090256
 1642280   228.80522   0.5442359   0.0004980   0.0174421   0.0090254
 1642300   228.80785   0.5443734   0.0004979   0.0174619   0.0090252
 1642320   228.81049   0.5445097   0.0004978   0.0174815   0.0090248
 1642340   228.81313   0.5446448   0.0004977   0.0175008   0.0090244
 1642360   228.81576   0.5447787   0.0004976   0.0175199   0.0090240
 1642380   228.81840   0.5449113   0.0004975   0.0175387   0.0090235
 1642400   228.82103   0.5450427   0.0004975   0.0175572   0.0090230
 1642420   228.82367   0.5451730   0.0004974   0.0175755   0.0090225
 1642440   228.82630   0.5453020   0.0004973   0.0175935   0.0090221
 1642460   228.82894   0.5454299   0.0004972   0.0176113   0.0090217
 1642480   228.83157   0.5455565   0.0004972   0.0176288   0.0090213
 1642500   228.83421   0.5456819   0.0004971   0.0176461   0.0090209
 1642520   228.83684   0.5458061   0.0004970   0.0176631   0.0090206
 1642540   228.83948   0.5459290   0.0004969   0.0176799   0.0090202
 1642560   228.84211   0.5460507   0.0004968   0.0176964   0.0090198
 1642580   228.84475   0.5461710   0.0004967   0.0177126   0.0090193
 1642600   228.84738   0.5462901   0.0004966   0.0177286   0.0090187
 1642620   228.85002   0.5464079   0.0004966   0.0177444   0.0090181
 1642640   228.85266   0.5465243   0.0004965   0.0177598   0.0090174
 1642660   228.85529   0.5466394   0.0004965   0.0177750   0.0090166
 1642680   228.85793   0.5467532   0.0004965   0.0177900   0.0090157
 1642700   228.86056   0.5468657   0.0004964   0.0178047   0.0090148
 1642720   228.86320   0.5469769   0.0004964   0.0178191   0.0090138
 1642740   228.86583   0.5470869   0.0004964   0.0178333   0.0090128
 1642760   228.86847   0.5471956   0.0004964   0.0178472   0.0090118
 1642780   228.87110   0.5473032   0.0004964   0.0178610   0.0090109
 1642800   228.87374   0.5474095   0.0004964   0.0178745   0.0090099
 1642820   228.87637   0.5475148   0.0004964   0.0178877   0.0090091
 1642840   228.87901   0.5476189   0.0004964   0.0179008   0.0090083
 1642860   228.88164   0.5477218   0.0004963   0.0179137   0.0090076
 1642880   228.88428   0.5478236   0.0004963   0.0179264   0.0090069
 1642900   228.88691   0.5479243   0.0004962   0.0179388   0.0090064
 1642920   228.88955   0.5480238   0.0004961   0.0179511   0.0090059
 1642940   228.89219   0.5481221   0.0004961   0.0179631   0.0090055
 1642960   228.89482   0.5482193   0.0004960   0.0179749   0.0090052
 1642980   228.89746   0.5483153   0.0004959   0.0179866   0.0090049
 1643000   228.90009   0.5484103   0.0004958   0.0179980   0.0090047
 1643020   228.90273   0.5485041   0.0004957   0.0180093   0.0090045
 1643040   228.90536   0.5485969   0.0004955   0.0180204   0.0090044
 1643060   228.90800   0.5486885   0.0004954   0.0180313   0.0090044
 1643080   228.91063   0.5487791   0.0004953   0.0180420   0.0090043
 1643100   228.91327   0.5488685   0.0004951   0.0180525   0.0090043
 1643120   228.91591   0.5489569   0.0004950   0.0180628   0.0090044
 1643140   228.91854   0.5490441   0.0004948   0.0180730   0.0090045
 1643160   228.92118   0.5491301   0.0004947   0.0180829   0.0090045
 1643180   228.92381   0.5492148   0.0004945   0.0180927   0.0090047
 1643200   228.92645   0.5492983   0.0004943   0.0181022   0.0090048
 1643220   228.92908   0.5493805   0.0004942   0.0181116   0.0090050
 1643240   228.93172   0.5494613   0.0004940   0.0181207   0.0090052
 1643260   228.93435   0.5495407   0.0004938   0.0181295   0.0090055
 1643280   228.93699   0.5496186   0.0004936   0.0181382   0.0090058
 1643300   228.93963   0.5496952   0.0004934   0.0181466   0.0090062
 1643320   228.94226   0.5497703   0.0004932   0.0181548   0.0090066
 1643340   228.94490   0.5498440   0.0004929   0.0181627   0.0090071
 1643360   228.94753   0.5499163   0.0004927   0.0181705   0.0090077
 1643380   228.95017   0.5499873   0.0004925   0.0181780   0.0090085
 1643400   228.95280   0.5500571   0.0004922   0.0181853   0.0090093
 1643420   228.95544   0.5501256   0.0004919   0.0181925   0.0090102
 1643440   228.95808   0.5501929   0.0004916   0.0181994   0.0090113
 1643460   228.96071   0.5502591   0.0004913   0.0182062   0.0090125
 1643480   228.96335   0.5503243   0.0004910   0.0182128   0.0090138
 1643500   228.96598   0.5503885   0.0004907   0.0182193   0.0090153
 1643520   228.96862   0.5504519   0.0004903   0.0182257   0.0090168
 1643540   228.97125   0.5505144   0.0004899   0.0182319   0.0090185
 1643560   228.97389   0.5505761   0.0004896   0.0182381   0.0090202
 1643580   228.97653   0.5506371   0.0004892   0.0182443   0.0090219
 1643600   228.97916   0.5506973   0.0004888   0.0182503   0.0090237
 1643620   228.98180   0.5507566   0.0004884   0.0182562   0.0090255
 1643640   228.98443   0.5508148   0.0004880   0.0182620   0.0090273
 1643660   228.98707   0.5508720   0.0004876   0.0182677   0.0090290
 1643680   228.98970   0.5509280   0.0004872   0.0182732   0.0090307
 1643700   228.99234   0.5509827   0.0004868   0.0182785   0.0090323
 1643720   228.99498   0.5510360   0.0004865   0.0182837   0.0090338
 1643740   228.99761   0.5510879   0.0004861   0.0182887   0.0090352
 1643760   229.00025   0.5511383   0.0004858   0.0182935   0.0090366
 1643780   229.00288   0.5511869   0.0004854   0.0182981   0.0090379
 1643800   229.00552   0.5512335   0.0004851   0.0183024   0.0090392
 1643820   229.00815   0.5512779   0.0004848   0.0183063   0.0090405
 1643840   229.01079   0.5513199   0.0004845   0.0183099   0.0090417
 1643860   229.01343   0.5513598   0.0004842   0.0183132   0.0090429
 1643880   229.01606   0.5513977   0.0004839   0.0183162   0.0090440
 1643900   229.01870   0.5514338   0.0004836   0.0183190   0.0090451
 1643920   229.02133   0.5514677   0.0004833   0.0183215   0.0090461
 1643940   229.02397   0.5514994   0.0004830   0.0183237   0.0090471
 1643960   229.02660   0.5515289   0.0004827   0.0183256   0.0090480
 1643980   229.02924   0.5515565   0.0004825   0.0183272   0.0090488
 1644000   229.03187   0.5515824   0.0004822   0.0183286   0.0090495
 1644020   229.03451   0.5516067   0.0004820   0.0183298   0.0090501
 1644040   229.03715   0.5516293   0.0004818   0.0183308   0.0090507
 1644060   229.03978   0.5516502   0.0004816   0.0183316   0.0090512
 1644080   229.04242   0.5516695   0.0004814   0.0183321   0.0090517
 1644100   229.04505   0.5516873   0.0004812   0.0183323   0.0090520
 1644120   229.04769   0.5517038   0.0004810   0.0183324   0.0090523
 1644140   229.05032   0.5517193   0.0004808   0.0183324   0.0090526
 1644160   229.05296   0.5517340   0.0004806   0.0183322   0.0090528
 1644180   229.05559   0.5517481   0.0004804   0.0183319   0.0090530
 1644200   229.05823   0.5517619   0.0004802   0.0183316   0.0090531
 1644220   229.06087   0.5517755   0.0004800   0.0183312   0.0090531
 1644240   229.06350   0.5517890   0.0004799   0.0183309   0.0090531
 1644260   229.06614   0.5518027   0.0004797   0.0183306   0.0090531
 1644280   229.06877   0.5518168   0.0004796   0.0183303   0.0090530
 1644300   229.07141   0.5518313   0.0004794   0.0183302   0.0090529
 1644320   229.07404   0.5518463   0.0004793   0.0183301   0.0090527
 1644340   229.07668   0.5518620   0.0004791   0.0183301   0.0090525
 1644360   229.07931   0.5518784   0.0004790   0.0183303   0.0090522
 1644380   229.08195   0.5518955   0.0004789   0.0183305   0.0090519
 1644400   229.08458   0.5519134   0.0004788   0.0183309   0.0090515
 1644420   229.08722   0.5519322   0.0004787   0.0183314   0.0090511
 1644440   229.08986   0.5519520   0.0004786   0.0183320   0.0090507
 1644460   229.09249   0.5519727   0.0004785   0.0183328   0.0090503
 1644480   229.09513   0.5519942   0.0004784   0.0183337   0.0090498
 1644500   229.09776   0.5520163   0.0004783   0.0183347   0.0090493
 1644520   229.10040   0.5520391   0.0004782   0.0183357   0.0090487
 1644540   229.10303   0.5520627   0.0004781   0.0183368   0.0090481
 1644560   229.10567   0.5520872   0.0004781   0.0183379   0.0090475
 1644580   229.10830   0.5521129   0.0004780   0.0183393   0.0090468
 1644600   229.11094   0.5521398   0.0004780   0.0183408   0.0090460
 1644620   229.11358   0.5521680   0.0004779   0.0183425   0.0090452
 1644640   229.11621   0.5521973   0.0004779   0.0183443   0.0090444
 1644660   229.11885   0.5522274   0.0004779   0.0183462   0.0090435
 1644680   229.12148   0.5522582   0.0004779   0.0183481   0.0090425
 1644700   229.12412   0.5522899   0.0004778   0.0183500   0.0090415
 1644720   229.12675   0.5523228   0.0004779   0.0183521   0.0090405
 1644740   229.12939   0.5523572   0.0004779   0.0183544   0.0090394
 1644760   229.13202   0.5523932   0.0004779   0.0183570   0.0090383
 1644780   229.13466   0.5524306   0.0004779   0.0183597   0.0090371
 1644800   229.13730   0.5524690   0.0004780   0.0183625   0.0090359
 1644820   229.13993   0.5525082   0.0004780   0.0183653   0.0090347
 1644840   229.14257   0.5525481   0.0004781   0.0183682   0.0090335
 1644860   229.14520   0.5525891   0.0004781   0.0183711   0.0090322
 1644880   229.14784   0.5526316   0.0004782   0.0183743   0.0090309
 1644900   229.15047   0.5526758   0.0004783   0.0183776   0.0090295
 1644920   229.15311   0.5527217   0.0004783   0.0183812   0.0090282
 1644940   229.15575   0.5527692   0.0004784   0.0183850   0.0090268
 1644960   229.15838   0.5528180   0.0004784   0.0183889   0.0090253
 1644980   229.16102   0.5528680   0.0004785   0.0183929   0.0090239
 1645000   229.16365   0.5529194   0.0004786   0.0183970   0.0090225
 1645020   229.16629   0.5529723   0.0004787   0.0184013   0.0090210
 1645040   229.16892   0.5530267   0.0004787   0.0184058   0.0090195
 1645060   229.17156   0.5530828   0.0004788   0.0184105   0.0090181
 1645080   229.17419   0.5531405   0.0004789   0.0184154   0.0090166
 1645100   229.17683   0.5531998   0.0004790   0.0184205   0.0090152
 1645120   229.17947   0.5532608   0.0004790   0.0184259   0.0090138
 1645140   229.18210   0.5533237   0.0004791   0.0184314   0.0090125
 1645160   229.18474   0.5533883   0.0004791   0.0184373   0.0090112
 1645180   229.18737   0.5534547   0.0004792   0.0184434   0.0090099
 1645200   229.19001   0.5535227   0.0004792   0.0184497   0.0090087
 1645220   229.19264   0.5535922   0.0004792   0.0184562   0.0090075
 1645240   229.19528   0.5536632   0.0004793   0.0184630   0.0090063
 1645260   229.19792   0.5537355   0.0004793   0.0184699   0.0090051
 1645280   229.20055   0.5538089   0.0004793   0.0184770   0.0090039
 1645300   229.20319   0.5538834   0.0004794   0.0184843   0.0090027
 1645320   229.20582   0.5539587   0.0004794   0.0184916   0.0090015
 1645340   229.20846   0.5540345   0.0004794   0.0184990   0.0090003
 1645360   229.21109   0.5541108   0.0004795   0.0185065   0.0089991
 1645380   229.21373   0.5541874   0.0004795   0.0185140   0.0089979
 1645400   229.21637   0.5542641   0.0004795   0.0185215   0.0089966
 1645420   229.21900   0.5543408   0.0004795   0.0185289   0.0089953
 1645440   229.22164   0.5544175   0.0004795   0.0185364   0.0089941
 1645460   229.22427   0.5544940   0.0004795   0.0185439   0.0089928
 1645480   229.22691   0.5545702   0.0004795   0.0185513   0.0089915
 1645500   229.22954   0.5546458   0.0004795   0.0185587   0.0089902
 1645520   229.23218   0.5547204   0.0004794   0.0185659   0.0089889
 1645540   229.23481   0.5547936   0.0004794   0.0185729   0.0089876
 1645560   229.23745   0.5548650   0.0004794   0.0185796   0.0089862
 1645580   229.24009   0.5549345   0.0004794   0.0185860   0.0089849
 1645600   229.24272   0.5550018   0.0004794   0.0185920   0.0089836
 1645620   229.24536   0.5550669   0.0004794   0.0185977   0.0089823
 1645640   229.24799   0.5551300   0.0004794   0.0186030   0.0089810
 1645660   229.25063   0.5551910   0.0004793   0.0186081   0.0089798
 1645680   229.25326   0.5552500   0.0004793   0.0186129   0.0089786
 1645700   229.25590   0.5553070   0.0004793   0.0186174   0.0089774
 1645720   229.25853   0.5553620   0.0004793   0.0186217   0.0089762
 1645740   229.26117   0.5554151   0.0004793   0.0186258   0.0089750
 1645760   229.26380   0.5554661   0.0004793   0.0186296   0.0089738
 1645780   229.26644   0.5555152   0.0004793   0.0186333   0.0089725
 1645800   229.26907   0.5555622   0.0004793   0.0186366   0.0089712
 1645820   229.27171   0.5556071   0.0004793   0.0186398   0.0089698
 1645840   229.27435   0.5556499   0.0004793   0.0186426   0.0089684
 1645860   229.27698   0.5556906   0.0004794   0.0186452   0.0089668
 1645880   229.27962   0.5557294   0.0004794   0.0186476   0.0089651
 1645900   229.28225   0.5557663   0.0004795   0.0186498   0.0089633
 1645920   229.28489   0.5558016   0.0004795   0.0186518   0.0089614
 1645940   229.28752   0.5558350   0.0004796   0.0186536   0.0089593
 1645960   229.29016   0.5558667   0.0004798   0.0186552   0.0089571
 1645980   229.29279   0.5558966   0.0004799   0.0186565   0.0089547
 1646000   229.29543   0.5559249   0.0004801   0.0186576   0.0089521
 1646020   229.29806   0.5559515   0.0004804   0.0186585   0.0089494
 1646040   229.30070   0.5559767   0.0004807   0.0186592   0.0089466
 1646060   229.30333   0.5560006   0.0004810   0.0186598   0.0089436
 1646080   229.30597   0.5560236   0.0004813   0.0186602   0.0089405
 1646100   229.30860   0.5560457   0.0004817   0.0186605   0.0089373
 1646120   229.31124   0.5560673   0.0004820   0.0186608   0.0089340
 1646140   229.31388   0.5560886   0.0004824   0.0186610   0.0089306
 1646160   229.31651   0.5561100   0.0004828   0.0186613   0.0089270
 1646180   229.31915   0.5561317   0.0004832   0.0186617   0.0089235
 1646200   229.32178   0.5561540   0.0004836   0.0186623   0.0089198
 1646220   229.32442   0.5561769   0.0004840   0.0186630   0.0089161
 1646240   229.32705   0.5562001   0.0004844   0.0186638   0.0089124
 1646260   229.32969   0.5562235   0.0004848   0.0186646   0.0089087
 1646280   229.33232   0.5562470   0.0004852   0.0186654   0.0089050
 1646300   229.33496   0.5562710   0.0004856   0.0186662   0.0089013
 1646320   229.33759   0.5562958   0.0004859   0.0186672   0.0088976
 1646340   229.34023   0.5563215   0.0004863   0.0186684   0.0088941
 1646360   229.34286   0.5563481   0.0004866   0.0186698   0.0088905
 1646380   229.34550   0.5563755   0.0004869   0.0186712   0.0088871
 1646400   229.34814   0.5564033   0.0004872   0.0186727   0.0088837
 1646420   229.35077   0.5564315   0.0004875   0.0186743   0.0088804
 1646440   229.35341   0.5564600   0.0004878   0.0186758   0.0088772
 1646460   229.35604   0.5564890   0.0004882   0.0186773   0.0088740
 1646480   229.35868   0.5565188   0.0004885   0.0186790   0.0088710
 1646500   229.36131   0.5565492   0.0004888   0.0186807   0.0088680
 1646520   229.36395   0.5565800   0.0004891   0.0186823   0.0088651
 1646540   229.36658   0.5566111   0.0004894   0.0186840   0.0088623
 1646560   229.36922   0.5566426   0.0004896   0.0186856   0.0088596
 1646580   229.37186   0.5566748   0.0004899   0.0186873   0.0088570
 1646600   229.37449   0.5567079   0.0004901   0.0186891   0.0088545
 1646620   229.37713   0.5567417   0.0004903   0.0186909   0.0088521
 1646640   229.37976   0.5567755   0.0004905   0.0186927   0.0088498
 1646660   229.38240   0.5568096   0.0004906   0.0186944   0.0088476
 1646680   229.38503   0.5568442   0.0004908   0.0186962   0.0088455
 1646700   229.38767   0.5568801   0.0004909   0.0186981   0.0088435
 1646720   229.39030   0.5569172   0.0004910   0.0187003   0.0088415
 1646740   229.39294   0.5569550   0.0004910   0.0187025   0.0088397
 1646760   229.39558   0.5569929   0.0004911   0.0187046   0.0088379
 1646780   229.39821   0.5570307   0.0004911   0.0187067   0.0088362
 1646800   229.40085   0.5570687   0.0004911   0.0187086   0.0088346
 1646820   229.40348   0.5571070   0.0004911   0.0187105   0.0088331
 1646840   229.40612   0.5571457   0.0004911   0.0187123   0.0088318
 1646860   229.40875   0.5571846   0.0004911   0.0187141   0.0088305
 1646880   229.41139   0.5572238   0.0004911   0.0187158   0.0088294
 1646900   229.41402   0.5572634   0.0004910   0.0187175   0.0088285
 1646920   229.41666   0.5573036   0.0004909   0.0187191   0.0088277
 1646940   229.41930   0.5573447   0.0004908   0.0187208   0.0088271
 1646960   229.42193   0.5573867   0.0004907   0.0187225   0.0088267
 1646980   229.42457   0.5574298   0.0004905   0.0187244   0.0088264
 1647000   229.42720   0.5574738   0.0004904   0.0187263   0.0088262
 1647020   229.42984   0.5575186   0.0004902   0.0187283   0.0088261
 1647040   229.43247   0.5575642   0.0004900   0.0187303   0.0088260
 1647060   229.43511   0.5576104   0.0004897   0.0187324   0.0088261
 1647080   229.43775   0.5576573   0.0004895   0.0187346   0.0088262
 1647100   229.44038   0.5577044   0.0004892   0.0187367   0.0088263
 1647120   229.44302   0.5577513   0.0004890   0.0187388   0.0088266
 1647140   229.44565   0.5577977   0.0004887   0.0187408   0.0088269
 1647160   229.44829   0.5578432   0.0004884   0.0187425   0.0088273
 1647180   229.45092   0.5578876   0.0004881   0.0187441   0.0088278
 1647200   229.45356   0.5579307   0.0004878   0.0187454   0.0088284
 1647220   229.45619   0.5579718   0.0004874   0.0187464   0.0088291
 1647240   229.45883   0.5580108   0.0004870   0.0187469   0.0088301
 1647260   229.46147   0.5580473   0.0004866   0.0187471   0.0088312
 1647280   229.46410   0.5580812   0.0004862   0.0187468   0.0088325
 1647300   229.46674   0.5581121   0.0004857   0.0187460   0.0088341
 1647320   229.46937   0.5581397   0.0004852   0.0187446   0.0088359
 1647340   229.47201   0.5581638   0.0004846   0.0187426   0.0088381
 1647360   229.47464   0.5581843   0.0004840   0.0187400   0.0088405
 1647380   229.47728   0.5582011   0.0004833   0.0187368   0.0088431
 1647400   229.47991   0.5582143   0.0004827   0.0187330   0.0088460
 1647420   229.48255   0.5582241   0.0004820   0.0187287   0.0088491
 1647440   229.48519   0.5582304   0.0004812   0.0187238   0.0088523
 1647460   229.48782   0.5582332   0.0004805   0.0187183   0.0088555
 1647480   229.49046   0.5582327   0.0004797   0.0187123   0.0088589
 1647500   229.49309   0.5582290   0.0004790   0.0187057   0.0088622
 1647520   229.49573   0.5582224   0.0004783   0.0186988   0.0088656
 1647540   229.49836   0.5582134   0.0004775   0.0186914   0.0088690
 1647560   229.50100   0.5582021   0.0004768   0.0186838   0.0088724
 1647580   229.50363   0.5581888   0.0004760   0.0186758   0.0088758
 1647600   229.50627   0.5581737   0.0004753   0.0186676   0.0088792
 1647620   229.50891   0.5581569   0.0004745   0.0186592   0.0088827
 1647640   229.51154   0.5581387   0.0004738   0.0186506   0.0088861
 1647660   229.51418   0.5581191   0.0004731   0.0186418   0.0088896
 1647680   229.51681   0.5580983   0.0004723   0.0186329   0.0088930
 1647700   229.51945   0.5580766   0.0004716   0.0186238   0.0088963
 1647720   229.52208   0.5580541   0.0004709   0.0186147   0.0088997
 1647740   229.52472   0.5580308   0.0004702   0.0186055   0.0089029
