   n        time         Clp         Cdp         Clv         Cdv
 1744600   242.33644   0.6157903   0.0005461   0.0273425   0.0081399
 1744620   242.33909   0.6158477   0.0005458   0.0273522   0.0081413
 1744640   242.34173   0.6159098   0.0005455   0.0273627   0.0081425
 1744660   242.34438   0.6159770   0.0005453   0.0273740   0.0081437
 1744680   242.34702   0.6160485   0.0005450   0.0273860   0.0081448
 1744700   242.34966   0.6161236   0.0005448   0.0273986   0.0081458
 1744720   242.35231   0.6162014   0.0005446   0.0274114   0.0081466
 1744740   242.35495   0.6162814   0.0005444   0.0274245   0.0081472
 1744760   242.35760   0.6163631   0.0005442   0.0274376   0.0081476
 1744780   242.36024   0.6164460   0.0005441   0.0274506   0.0081479
 1744800   242.36288   0.6165304   0.0005440   0.0274637   0.0081480
 1744820   242.36553   0.6166170   0.0005439   0.0274770   0.0081480
 1744840   242.36817   0.6167058   0.0005438   0.0274905   0.0081480
 1744860   242.37082   0.6167962   0.0005437   0.0275043   0.0081479
 1744880   242.37346   0.6168872   0.0005436   0.0275180   0.0081479
 1744900   242.37610   0.6169778   0.0005435   0.0275316   0.0081478
 1744920   242.37875   0.6170670   0.0005434   0.0275447   0.0081478
 1744940   242.38139   0.6171543   0.0005433   0.0275573   0.0081478
 1744960   242.38404   0.6172394   0.0005432   0.0275694   0.0081480
 1744980   242.38668   0.6173219   0.0005431   0.0275810   0.0081483
 1745000   242.38932   0.6174014   0.0005430   0.0275921   0.0081488
 1745020   242.39197   0.6174770   0.0005429   0.0276024   0.0081494
 1745040   242.39461   0.6175473   0.0005427   0.0276118   0.0081501
 1745060   242.39726   0.6176114   0.0005426   0.0276201   0.0081509
 1745080   242.39990   0.6176687   0.0005424   0.0276273   0.0081515
 1745100   242.40255   0.6177192   0.0005423   0.0276332   0.0081520
 1745120   242.40519   0.6177627   0.0005423   0.0276379   0.0081524
 1745140   242.40783   0.6177989   0.0005422   0.0276414   0.0081527
 1745160   242.41048   0.6178278   0.0005421   0.0276436   0.0081530
 1745180   242.41312   0.6178496   0.0005421   0.0276445   0.0081534
 1745200   242.41577   0.6178649   0.0005420   0.0276443   0.0081539
 1745220   242.41841   0.6178744   0.0005419   0.0276431   0.0081545
 1745240   242.42106   0.6178795   0.0005418   0.0276411   0.0081553
 1745260   242.42370   0.6178817   0.0005418   0.0276387   0.0081561
 1745280   242.42634   0.6178824   0.0005417   0.0276361   0.0081569
 1745300   242.42899   0.6178825   0.0005417   0.0276335   0.0081576
 1745320   242.43163   0.6178821   0.0005416   0.0276309   0.0081582
 1745340   242.43428   0.6178814   0.0005416   0.0276282   0.0081586
 1745360   242.43692   0.6178807   0.0005417   0.0276255   0.0081588
 1745380   242.43956   0.6178806   0.0005418   0.0276230   0.0081587
 1745400   242.44221   0.6178813   0.0005419   0.0276207   0.0081584
 1745420   242.44485   0.6178825   0.0005420   0.0276186   0.0081578
 1745440   242.44750   0.6178845   0.0005422   0.0276166   0.0081569
 1745460   242.45014   0.6178874   0.0005425   0.0276148   0.0081558
 1745480   242.45279   0.6178916   0.0005428   0.0276135   0.0081544
 1745500   242.45543   0.6178969   0.0005431   0.0276124   0.0081529
 1745520   242.45807   0.6179021   0.0005434   0.0276114   0.0081512
 1745540   242.46072   0.6179061   0.0005437   0.0276101   0.0081494
 1745560   242.46336   0.6179095   0.0005440   0.0276087   0.0081476
 1745580   242.46601   0.6179138   0.0005444   0.0276076   0.0081458
 1745600   242.46865   0.6179192   0.0005447   0.0276067   0.0081441
 1745620   242.47130   0.6179249   0.0005450   0.0276060   0.0081425
 1745640   242.47394   0.6179300   0.0005452   0.0276053   0.0081409
 1745660   242.47658   0.6179345   0.0005455   0.0276044   0.0081395
 1745680   242.47923   0.6179389   0.0005458   0.0276035   0.0081380
 1745700   242.48187   0.6179435   0.0005461   0.0276028   0.0081367
 1745720   242.48452   0.6179482   0.0005463   0.0276020   0.0081353
 1745740   242.48716   0.6179528   0.0005466   0.0276013   0.0081340
 1745760   242.48980   0.6179572   0.0005469   0.0276006   0.0081328
 1745780   242.49245   0.6179615   0.0005471   0.0275998   0.0081316
 1745800   242.49509   0.6179658   0.0005474   0.0275990   0.0081304
 1745820   242.49774   0.6179705   0.0005476   0.0275983   0.0081293
 1745840   242.50038   0.6179757   0.0005478   0.0275977   0.0081283
 1745860   242.50303   0.6179816   0.0005481   0.0275972   0.0081274
 1745880   242.50567   0.6179887   0.0005483   0.0275968   0.0081267
 1745900   242.50831   0.6179970   0.0005484   0.0275967   0.0081260
 1745920   242.51096   0.6180069   0.0005486   0.0275968   0.0081254
 1745940   242.51360   0.6180185   0.0005488   0.0275972   0.0081250
 1745960   242.51625   0.6180319   0.0005489   0.0275979   0.0081248
 1745980   242.51889   0.6180473   0.0005490   0.0275989   0.0081248
 1746000   242.52153   0.6180645   0.0005490   0.0276003   0.0081249
 1746020   242.52418   0.6180835   0.0005491   0.0276018   0.0081253
 1746040   242.52682   0.6181042   0.0005491   0.0276037   0.0081257
 1746060   242.52947   0.6181264   0.0005491   0.0276057   0.0081262
 1746080   242.53211   0.6181499   0.0005491   0.0276080   0.0081266
 1746100   242.53475   0.6181746   0.0005492   0.0276104   0.0081270
 1746120   242.53740   0.6182003   0.0005492   0.0276131   0.0081273
 1746140   242.54004   0.6182269   0.0005493   0.0276158   0.0081275
 1746160   242.54269   0.6182543   0.0005494   0.0276186   0.0081276
 1746180   242.54533   0.6182824   0.0005494   0.0276215   0.0081279
 1746200   242.54798   0.6183112   0.0005494   0.0276246   0.0081283
 1746220   242.55062   0.6183405   0.0005494   0.0276277   0.0081290
 1746240   242.55326   0.6183705   0.0005494   0.0276309   0.0081300
 1746260   242.55591   0.6184011   0.0005492   0.0276343   0.0081314
 1746280   242.55855   0.6184322   0.0005490   0.0276377   0.0081332
 1746300   242.56120   0.6184638   0.0005487   0.0276413   0.0081356
 1746320   242.56384   0.6184957   0.0005483   0.0276449   0.0081384
 1746340   242.56648   0.6185279   0.0005479   0.0276487   0.0081416
 1746360   242.56913   0.6185603   0.0005473   0.0276525   0.0081454
 1746380   242.57177   0.6185928   0.0005467   0.0276564   0.0081495
 1746400   242.57442   0.6186250   0.0005460   0.0276602   0.0081540
 1746420   242.57706   0.6186569   0.0005453   0.0276640   0.0081589
 1746440   242.57970   0.6186883   0.0005445   0.0276678   0.0081640
 1746460   242.58235   0.6187190   0.0005437   0.0276714   0.0081693
 1746480   242.58499   0.6187487   0.0005428   0.0276749   0.0081749
 1746500   242.58763   0.6187771   0.0005420   0.0276782   0.0081806
 1746520   242.59028   0.6188038   0.0005410   0.0276812   0.0081864
 1746540   242.59292   0.6188288   0.0005401   0.0276838   0.0081923
 1746560   242.59557   0.6188519   0.0005392   0.0276862   0.0081982
 1746580   242.59821   0.6188733   0.0005382   0.0276883   0.0082042
 1746600   242.60085   0.6188927   0.0005373   0.0276900   0.0082103
 1746620   242.60350   0.6189100   0.0005363   0.0276915   0.0082163
 1746640   242.60614   0.6189251   0.0005354   0.0276926   0.0082223
 1746660   242.60879   0.6189377   0.0005344   0.0276933   0.0082284
 1746680   242.61143   0.6189480   0.0005335   0.0276936   0.0082344
 1746700   242.61407   0.6189561   0.0005325   0.0276935   0.0082403
 1746720   242.61672   0.6189619   0.0005316   0.0276931   0.0082462
 1746740   242.61936   0.6189657   0.0005306   0.0276924   0.0082520
 1746760   242.62201   0.6189672   0.0005297   0.0276914   0.0082577
 1746780   242.62465   0.6189667   0.0005288   0.0276900   0.0082633
 1746800   242.62729   0.6189644   0.0005279   0.0276882   0.0082687
 1746820   242.62994   0.6189604   0.0005271   0.0276862   0.0082739
 1746840   242.63258   0.6189550   0.0005263   0.0276841   0.0082790
 1746860   242.63523   0.6189484   0.0005255   0.0276817   0.0082837
 1746880   242.63787   0.6189405   0.0005248   0.0276791   0.0082883
 1746900   242.64051   0.6189315   0.0005241   0.0276763   0.0082926
 1746920   242.64316   0.6189217   0.0005234   0.0276734   0.0082966
 1746940   242.64580   0.6189112   0.0005228   0.0276703   0.0083003
 1746960   242.64845   0.6189005   0.0005223   0.0276672   0.0083037
 1746980   242.65109   0.6188898   0.0005218   0.0276642   0.0083069
 1747000   242.65373   0.6188793   0.0005213   0.0276611   0.0083097
 1747020   242.65638   0.6188690   0.0005209   0.0276582   0.0083123
 1747040   242.65902   0.6188586   0.0005205   0.0276552   0.0083147
 1747060   242.66167   0.6188481   0.0005202   0.0276521   0.0083167
 1747080   242.66431   0.6188374   0.0005199   0.0276489   0.0083186
 1747100   242.66695   0.6188269   0.0005196   0.0276457   0.0083202
 1747120   242.66960   0.6188168   0.0005194   0.0276426   0.0083215
 1747140   242.67224   0.6188072   0.0005192   0.0276395   0.0083227
 1747160   242.67488   0.6187983   0.0005191   0.0276366   0.0083236
 1747180   242.67753   0.6187900   0.0005189   0.0276337   0.0083244
 1747200   242.68017   0.6187826   0.0005189   0.0276310   0.0083249
 1747220   242.68282   0.6187762   0.0005188   0.0276284   0.0083253
 1747240   242.68546   0.6187711   0.0005188   0.0276260   0.0083254
 1747260   242.68810   0.6187677   0.0005188   0.0276239   0.0083254
 1747280   242.69075   0.6187659   0.0005189   0.0276221   0.0083252
 1747300   242.69339   0.6187660   0.0005189   0.0276206   0.0083249
 1747320   242.69604   0.6187681   0.0005190   0.0276194   0.0083243
 1747340   242.69868   0.6187726   0.0005192   0.0276186   0.0083236
 1747360   242.70132   0.6187794   0.0005193   0.0276182   0.0083227
 1747380   242.70397   0.6187890   0.0005195   0.0276182   0.0083217
 1747400   242.70661   0.6188013   0.0005197   0.0276188   0.0083205
 1747420   242.70925   0.6188161   0.0005200   0.0276199   0.0083192
 1747440   242.71190   0.6188331   0.0005202   0.0276213   0.0083178
 1747460   242.71454   0.6188517   0.0005205   0.0276230   0.0083163
 1747480   242.71719   0.6188717   0.0005207   0.0276249   0.0083148
 1747500   242.71983   0.6188926   0.0005210   0.0276270   0.0083132
 1747520   242.72247   0.6189140   0.0005212   0.0276291   0.0083116
 1747540   242.72512   0.6189355   0.0005215   0.0276312   0.0083100
 1747560   242.72776   0.6189570   0.0005217   0.0276333   0.0083085
 1747580   242.73040   0.6189785   0.0005220   0.0276354   0.0083069
 1747600   242.73305   0.6189996   0.0005222   0.0276375   0.0083054
 1747620   242.73569   0.6190197   0.0005225   0.0276394   0.0083039
 1747640   242.73834   0.6190383   0.0005227   0.0276410   0.0083024
 1747660   242.74098   0.6190551   0.0005229   0.0276423   0.0083009
 1747680   242.74362   0.6190698   0.0005231   0.0276432   0.0082994
 1747700   242.74627   0.6190822   0.0005233   0.0276437   0.0082980
 1747720   242.74891   0.6190921   0.0005234   0.0276439   0.0082967
 1747740   242.75155   0.6190993   0.0005236   0.0276435   0.0082955
 1747760   242.75420   0.6191034   0.0005238   0.0276427   0.0082944
 1747780   242.75684   0.6191043   0.0005240   0.0276413   0.0082934
 1747800   242.75949   0.6191022   0.0005241   0.0276393   0.0082924
 1747820   242.76213   0.6190971   0.0005242   0.0276370   0.0082916
 1747840   242.76477   0.6190892   0.0005244   0.0276341   0.0082908
 1747860   242.76742   0.6190784   0.0005244   0.0276308   0.0082901
 1747880   242.77006   0.6190650   0.0005245   0.0276271   0.0082895
 1747900   242.77270   0.6190491   0.0005245   0.0276230   0.0082891
 1747920   242.77535   0.6190309   0.0005245   0.0276186   0.0082889
 1747940   242.77799   0.6190104   0.0005245   0.0276138   0.0082889
 1747960   242.78063   0.6189879   0.0005245   0.0276087   0.0082890
 1747980   242.78328   0.6189636   0.0005244   0.0276034   0.0082894
 1748000   242.78592   0.6189378   0.0005243   0.0275979   0.0082899
 1748020   242.78857   0.6189107   0.0005241   0.0275922   0.0082906
 1748040   242.79121   0.6188826   0.0005240   0.0275865   0.0082915
 1748060   242.79385   0.6188540   0.0005238   0.0275807   0.0082925
 1748080   242.79650   0.6188248   0.0005235   0.0275750   0.0082937
 1748100   242.79914   0.6187951   0.0005233   0.0275692   0.0082949
 1748120   242.80178   0.6187648   0.0005230   0.0275635   0.0082964
 1748140   242.80443   0.6187337   0.0005227   0.0275576   0.0082980
 1748160   242.80707   0.6187018   0.0005224   0.0275517   0.0082997
 1748180   242.80971   0.6186687   0.0005221   0.0275458   0.0083018
 1748200   242.81236   0.6186342   0.0005217   0.0275396   0.0083041
 1748220   242.81500   0.6185980   0.0005212   0.0275332   0.0083066
 1748240   242.81765   0.6185600   0.0005208   0.0275266   0.0083094
 1748260   242.82029   0.6185201   0.0005203   0.0275198   0.0083124
 1748280   242.82293   0.6184779   0.0005197   0.0275126   0.0083155
 1748300   242.82558   0.6184330   0.0005192   0.0275051   0.0083189
 1748320   242.82822   0.6183853   0.0005185   0.0274971   0.0083224
 1748340   242.83086   0.6183345   0.0005179   0.0274887   0.0083262
 1748360   242.83351   0.6182809   0.0005172   0.0274798   0.0083302
 1748380   242.83615   0.6182244   0.0005165   0.0274706   0.0083344
 1748400   242.83879   0.6181651   0.0005157   0.0274610   0.0083387
 1748420   242.84144   0.6181034   0.0005150   0.0274512   0.0083433
 1748440   242.84408   0.6180394   0.0005142   0.0274410   0.0083479
 1748460   242.84672   0.6179732   0.0005134   0.0274306   0.0083526
 1748480   242.84937   0.6179050   0.0005126   0.0274200   0.0083573
 1748500   242.85201   0.6178353   0.0005118   0.0274093   0.0083619
 1748520   242.85466   0.6177647   0.0005110   0.0273985   0.0083664
 1748540   242.85730   0.6176935   0.0005103   0.0273878   0.0083707
 1748560   242.85994   0.6176220   0.0005096   0.0273772   0.0083748
 1748580   242.86259   0.6175503   0.0005089   0.0273666   0.0083786
 1748600   242.86523   0.6174786   0.0005083   0.0273561   0.0083821
 1748620   242.86787   0.6174073   0.0005078   0.0273459   0.0083852
 1748640   242.87052   0.6173370   0.0005074   0.0273358   0.0083879
 1748660   242.87316   0.6172677   0.0005070   0.0273261   0.0083903
 1748680   242.87580   0.6171998   0.0005067   0.0273167   0.0083922
 1748700   242.87845   0.6171333   0.0005064   0.0273076   0.0083937
 1748720   242.88109   0.6170682   0.0005062   0.0272989   0.0083949
 1748740   242.88374   0.6170045   0.0005061   0.0272904   0.0083958
 1748760   242.88638   0.6169421   0.0005060   0.0272822   0.0083964
 1748780   242.88902   0.6168808   0.0005059   0.0272742   0.0083968
 1748800   242.89167   0.6168205   0.0005060   0.0272664   0.0083969
 1748820   242.89431   0.6167613   0.0005060   0.0272588   0.0083968
 1748840   242.89695   0.6167035   0.0005061   0.0272515   0.0083964
 1748860   242.89960   0.6166471   0.0005062   0.0272444   0.0083959
 1748880   242.90224   0.6165921   0.0005063   0.0272376   0.0083950
 1748900   242.90488   0.6165384   0.0005065   0.0272310   0.0083940
 1748920   242.90753   0.6164860   0.0005067   0.0272246   0.0083926
 1748940   242.91017   0.6164350   0.0005070   0.0272184   0.0083909
 1748960   242.91282   0.6163855   0.0005074   0.0272124   0.0083890
 1748980   242.91546   0.6163378   0.0005077   0.0272067   0.0083869
 1749000   242.91810   0.6162921   0.0005082   0.0272013   0.0083845
 1749020   242.92075   0.6162489   0.0005086   0.0271962   0.0083820
 1749040   242.92339   0.6162081   0.0005090   0.0271915   0.0083794
 1749060   242.92603   0.6161699   0.0005095   0.0271872   0.0083768
 1749080   242.92868   0.6161342   0.0005100   0.0271833   0.0083741
 1749100   242.93132   0.6161009   0.0005104   0.0271798   0.0083715
 1749120   242.93396   0.6160699   0.0005109   0.0271765   0.0083689
 1749140   242.93661   0.6160410   0.0005114   0.0271736   0.0083664
 1749160   242.93925   0.6160140   0.0005118   0.0271709   0.0083640
 1749180   242.94190   0.6159887   0.0005123   0.0271685   0.0083615
 1749200   242.94454   0.6159651   0.0005128   0.0271663   0.0083592
 1749220   242.94718   0.6159429   0.0005132   0.0271643   0.0083569
 1749240   242.94983   0.6159219   0.0005137   0.0271624   0.0083547
 1749260   242.95247   0.6159017   0.0005142   0.0271606   0.0083526
 1749280   242.95511   0.6158823   0.0005146   0.0271589   0.0083506
 1749300   242.95776   0.6158633   0.0005150   0.0271571   0.0083488
 1749320   242.96040   0.6158447   0.0005154   0.0271554   0.0083471
 1749340   242.96305   0.6158263   0.0005158   0.0271535   0.0083455
 1749360   242.96569   0.6158081   0.0005161   0.0271517   0.0083442
 1749380   242.96833   0.6157902   0.0005164   0.0271498   0.0083430
 1749400   242.97098   0.6157728   0.0005166   0.0271480   0.0083420
 1749420   242.97362   0.6157562   0.0005168   0.0271463   0.0083412
 1749440   242.97626   0.6157408   0.0005170   0.0271447   0.0083405
 1749460   242.97891   0.6157265   0.0005172   0.0271433   0.0083399
 1749480   242.98155   0.6157131   0.0005173   0.0271420   0.0083394
 1749500   242.98419   0.6157003   0.0005175   0.0271407   0.0083390
 1749520   242.98684   0.6156879   0.0005176   0.0271394   0.0083386
 1749540   242.98948   0.6156759   0.0005177   0.0271380   0.0083383
 1749560   242.99213   0.6156644   0.0005179   0.0271366   0.0083380
 1749580   242.99477   0.6156538   0.0005180   0.0271352   0.0083378
 1749600   242.99741   0.6156446   0.0005180   0.0271339   0.0083377
 1749620   243.00006   0.6156372   0.0005181   0.0271329   0.0083376
 1749640   243.00270   0.6156320   0.0005182   0.0271322   0.0083376
 1749660   243.00534   0.6156291   0.0005182   0.0271319   0.0083377
 1749680   243.00799   0.6156279   0.0005183   0.0271319   0.0083378
 1749700   243.01063   0.6156277   0.0005183   0.0271319   0.0083379
 1749720   243.01328   0.6156274   0.0005183   0.0271318   0.0083380
 1749740   243.01592   0.6156267   0.0005184   0.0271314   0.0083381
 1749760   243.01856   0.6156255   0.0005185   0.0271307   0.0083381
 1749780   243.02121   0.6156244   0.0005186   0.0271298   0.0083381
 1749800   243.02385   0.6156246   0.0005187   0.0271291   0.0083380
 1749820   243.02649   0.6156274   0.0005188   0.0271288   0.0083379
 1749840   243.02914   0.6156337   0.0005189   0.0271291   0.0083379
 1749860   243.03178   0.6156435   0.0005190   0.0271302   0.0083378
 1749880   243.03442   0.6156560   0.0005191   0.0271317   0.0083378
 1749900   243.03707   0.6156700   0.0005192   0.0271334   0.0083377
 1749920   243.03971   0.6156843   0.0005192   0.0271352   0.0083376
 1749940   243.04236   0.6156986   0.0005193   0.0271368   0.0083376
 1749960   243.04500   0.6157131   0.0005194   0.0271384   0.0083375
 1749980   243.04764   0.6157284   0.0005194   0.0271400   0.0083374
 1750000   243.05029   0.6157448   0.0005195   0.0271419   0.0083373
 1750020   243.05293   0.6157627   0.0005196   0.0271441   0.0083372
 1750040   243.05557   0.6157818   0.0005197   0.0271466   0.0083369
 1750060   243.05822   0.6158018   0.0005198   0.0271492   0.0083365
 1750080   243.06086   0.6158218   0.0005200   0.0271519   0.0083360
 1750100   243.06351   0.6158414   0.0005202   0.0271545   0.0083354
 1750120   243.06615   0.6158600   0.0005204   0.0271570   0.0083346
 1750140   243.06879   0.6158775   0.0005206   0.0271592   0.0083337
 1750160   243.07144   0.6158939   0.0005208   0.0271613   0.0083327
 1750180   243.07408   0.6159092   0.0005211   0.0271632   0.0083315
 1750200   243.07672   0.6159236   0.0005214   0.0271650   0.0083302
 1750220   243.07937   0.6159371   0.0005217   0.0271667   0.0083287
 1750240   243.08201   0.6159498   0.0005220   0.0271683   0.0083270
 1750260   243.08465   0.6159614   0.0005223   0.0271697   0.0083251
 1750280   243.08730   0.6159719   0.0005227   0.0271711   0.0083230
 1750300   243.08994   0.6159807   0.0005231   0.0271722   0.0083206
 1750320   243.09259   0.6159878   0.0005236   0.0271730   0.0083182
 1750340   243.09523   0.6159931   0.0005241   0.0271736   0.0083156
 1750360   243.09787   0.6159966   0.0005247   0.0271740   0.0083129
 1750380   243.10052   0.6159984   0.0005252   0.0271742   0.0083102
 1750400   243.10316   0.6159986   0.0005258   0.0271741   0.0083075
 1750420   243.10580   0.6159970   0.0005262   0.0271738   0.0083048
 1750440   243.10845   0.6159937   0.0005267   0.0271732   0.0083020
 1750460   243.11109   0.6159885   0.0005272   0.0271724   0.0082993
 1750480   243.11374   0.6159810   0.0005277   0.0271712   0.0082965
 1750500   243.11638   0.6159715   0.0005283   0.0271697   0.0082937
 1750520   243.11902   0.6159599   0.0005289   0.0271679   0.0082908
 1750540   243.12167   0.6159469   0.0005295   0.0271658   0.0082878
 1750560   243.12431   0.6159328   0.0005301   0.0271636   0.0082847
 1750580   243.12695   0.6159180   0.0005306   0.0271614   0.0082815
 1750600   243.12960   0.6159027   0.0005312   0.0271591   0.0082783
 1750620   243.13224   0.6158867   0.0005318   0.0271567   0.0082753
 1750640   243.13488   0.6158702   0.0005324   0.0271544   0.0082725
 1750660   243.13753   0.6158532   0.0005329   0.0271520   0.0082699
 1750680   243.14017   0.6158360   0.0005334   0.0271497   0.0082677
 1750700   243.14282   0.6158185   0.0005339   0.0271473   0.0082657
 1750720   243.14546   0.6158010   0.0005343   0.0271450   0.0082637
 1750740   243.14810   0.6157834   0.0005347   0.0271427   0.0082617
 1750760   243.15075   0.6157661   0.0005351   0.0271405   0.0082597
 1750780   243.15339   0.6157491   0.0005356   0.0271384   0.0082576
 1750800   243.15603   0.6157327   0.0005360   0.0271364   0.0082556
 1750820   243.15868   0.6157168   0.0005365   0.0271345   0.0082536
 1750840   243.16132   0.6157013   0.0005368   0.0271328   0.0082519
 1750860   243.16396   0.6156861   0.0005371   0.0271311   0.0082504
 1750880   243.16661   0.6156709   0.0005374   0.0271295   0.0082492
 1750900   243.16925   0.6156557   0.0005376   0.0271279   0.0082485
 1750920   243.17189   0.6156403   0.0005377   0.0271263   0.0082482
 1750940   243.17454   0.6156246   0.0005378   0.0271247   0.0082482
 1750960   243.17718   0.6156086   0.0005378   0.0271231   0.0082485
 1750980   243.17983   0.6155920   0.0005378   0.0271214   0.0082490
 1751000   243.18247   0.6155749   0.0005377   0.0271197   0.0082498
 1751020   243.18511   0.6155570   0.0005376   0.0271179   0.0082506
 1751040   243.18776   0.6155383   0.0005376   0.0271160   0.0082514
 1751060   243.19040   0.6155187   0.0005375   0.0271140   0.0082522
 1751080   243.19304   0.6154979   0.0005375   0.0271119   0.0082530
 1751100   243.19569   0.6154758   0.0005374   0.0271095   0.0082538
 1751120   243.19833   0.6154521   0.0005373   0.0271070   0.0082546
 1751140   243.20097   0.6154264   0.0005373   0.0271041   0.0082554
 1751160   243.20362   0.6153987   0.0005372   0.0271009   0.0082562
 1751180   243.20626   0.6153688   0.0005372   0.0270974   0.0082570
 1751200   243.20890   0.6153368   0.0005371   0.0270935   0.0082577
 1751220   243.21155   0.6153026   0.0005371   0.0270894   0.0082583
 1751240   243.21419   0.6152661   0.0005371   0.0270849   0.0082588
 1751260   243.21683   0.6152272   0.0005371   0.0270800   0.0082591
 1751280   243.21948   0.6151856   0.0005372   0.0270747   0.0082592
 1751300   243.22212   0.6151412   0.0005373   0.0270690   0.0082590
 1751320   243.22476   0.6150940   0.0005375   0.0270628   0.0082587
 1751340   243.22741   0.6150441   0.0005377   0.0270562   0.0082582
 1751360   243.23005   0.6149917   0.0005379   0.0270493   0.0082575
 1751380   243.23269   0.6149371   0.0005381   0.0270420   0.0082568
 1751400   243.23534   0.6148805   0.0005383   0.0270345   0.0082561
 1751420   243.23798   0.6148222   0.0005385   0.0270268   0.0082553
 1751440   243.24062   0.6147622   0.0005388   0.0270189   0.0082546
 1751460   243.24327   0.6147006   0.0005390   0.0270107   0.0082539
 1751480   243.24591   0.6146375   0.0005392   0.0270023   0.0082533
 1751500   243.24855   0.6145727   0.0005394   0.0269937   0.0082527
 1751520   243.25120   0.6145062   0.0005396   0.0269848   0.0082522
 1751540   243.25384   0.6144383   0.0005397   0.0269756   0.0082518
 1751560   243.25648   0.6143693   0.0005399   0.0269662   0.0082515
 1751580   243.25913   0.6142998   0.0005400   0.0269568   0.0082512
 1751600   243.26177   0.6142307   0.0005402   0.0269475   0.0082509
 1751620   243.26441   0.6141625   0.0005403   0.0269385   0.0082508
 1751640   243.26706   0.6140958   0.0005405   0.0269298   0.0082506
 1751660   243.26970   0.6140303   0.0005406   0.0269216   0.0082505
 1751680   243.27234   0.6139656   0.0005407   0.0269135   0.0082503
 1751700   243.27499   0.6139009   0.0005409   0.0269055   0.0082502
 1751720   243.27763   0.6138358   0.0005410   0.0268974   0.0082500
 1751740   243.28027   0.6137702   0.0005411   0.0268892   0.0082498
 1751760   243.28292   0.6137046   0.0005412   0.0268810   0.0082496
 1751780   243.28556   0.6136396   0.0005414   0.0268729   0.0082493
 1751800   243.28820   0.6135754   0.0005415   0.0268651   0.0082490
 1751820   243.29085   0.6135121   0.0005417   0.0268575   0.0082487
 1751840   243.29349   0.6134496   0.0005419   0.0268502   0.0082482
 1751860   243.29613   0.6133877   0.0005420   0.0268430   0.0082477
 1751880   243.29878   0.6133260   0.0005422   0.0268359   0.0082470
 1751900   243.30142   0.6132641   0.0005424   0.0268288   0.0082463
 1751920   243.30406   0.6132015   0.0005427   0.0268216   0.0082453
 1751940   243.30671   0.6131387   0.0005429   0.0268142   0.0082443
 1751960   243.30935   0.6130760   0.0005432   0.0268069   0.0082431
 1751980   243.31199   0.6130139   0.0005435   0.0267997   0.0082417
 1752000   243.31464   0.6129523   0.0005438   0.0267926   0.0082402
 1752020   243.31728   0.6128911   0.0005441   0.0267855   0.0082387
 1752040   243.31992   0.6128301   0.0005445   0.0267784   0.0082370
 1752060   243.32256   0.6127690   0.0005448   0.0267713   0.0082353
 1752080   243.32521   0.6127079   0.0005451   0.0267641   0.0082335
 1752100   243.32785   0.6126473   0.0005455   0.0267569   0.0082317
 1752120   243.33049   0.6125878   0.0005459   0.0267499   0.0082298
 1752140   243.33314   0.6125296   0.0005463   0.0267432   0.0082278
 1752160   243.33578   0.6124729   0.0005467   0.0267366   0.0082257
 1752180   243.33842   0.6124178   0.0005471   0.0267303   0.0082236
 1752200   243.34107   0.6123643   0.0005475   0.0267242   0.0082214
 1752220   243.34371   0.6123125   0.0005480   0.0267183   0.0082191
 1752240   243.34635   0.6122626   0.0005485   0.0267126   0.0082167
 1752260   243.34899   0.6122145   0.0005489   0.0267072   0.0082142
 1752280   243.35164   0.6121686   0.0005494   0.0267021   0.0082118
 1752300   243.35428   0.6121252   0.0005499   0.0266974   0.0082093
 1752320   243.35692   0.6120848   0.0005503   0.0266931   0.0082069
 1752340   243.35957   0.6120474   0.0005508   0.0266892   0.0082044
 1752360   243.36221   0.6120127   0.0005512   0.0266856   0.0082020
 1752380   243.36485   0.6119802   0.0005517   0.0266823   0.0081997
 1752400   243.36750   0.6119497   0.0005521   0.0266792   0.0081974
 1752420   243.37014   0.6119210   0.0005525   0.0266763   0.0081952
 1752440   243.37278   0.6118944   0.0005529   0.0266735   0.0081931
 1752460   243.37542   0.6118703   0.0005533   0.0266710   0.0081910
 1752480   243.37807   0.6118489   0.0005537   0.0266688   0.0081889
 1752500   243.38071   0.6118303   0.0005541   0.0266670   0.0081869
 1752520   243.38335   0.6118141   0.0005544   0.0266654   0.0081848
 1752540   243.38599   0.6117999   0.0005548   0.0266640   0.0081828
 1752560   243.38864   0.6117871   0.0005551   0.0266627   0.0081808
 1752580   243.39128   0.6117757   0.0005555   0.0266614   0.0081788
 1752600   243.39392   0.6117659   0.0005558   0.0266602   0.0081768
 1752620   243.39657   0.6117580   0.0005562   0.0266591   0.0081748
 1752640   243.39921   0.6117523   0.0005565   0.0266582   0.0081728
 1752660   243.40185   0.6117490   0.0005569   0.0266577   0.0081708
 1752680   243.40449   0.6117483   0.0005572   0.0266574   0.0081688
 1752700   243.40714   0.6117502   0.0005575   0.0266576   0.0081667
 1752720   243.40978   0.6117544   0.0005579   0.0266580   0.0081647
 1752740   243.41242   0.6117604   0.0005582   0.0266586   0.0081627
 1752760   243.41507   0.6117674   0.0005585   0.0266592   0.0081606
 1752780   243.41771   0.6117750   0.0005589   0.0266598   0.0081585
 1752800   243.42035   0.6117828   0.0005592   0.0266602   0.0081563
