   n        time         Clp         Cdp     Clv         Cdv
    1099    96.58600   0.6071385   0.0005120   0.0271513   0.0080562
    1100    96.59390   0.6074489   0.0005113   0.0271988   0.0080599
    1101    96.60160   0.6077600   0.0005104   0.0272468   0.0080650
    1102    96.60950   0.6080736   0.0005092   0.0272950   0.0080720
    1103    96.61720   0.6083748   0.0005079   0.0273414   0.0080802
    1104    96.62510   0.6086687   0.0005067   0.0273865   0.0080886
    1105    96.63280   0.6089364   0.0005058   0.0274275   0.0080953
    1106    96.64070   0.6091815   0.0005053   0.0274647   0.0080992
    1107    96.64840   0.6093952   0.0005055   0.0274965   0.0080994
    1108    96.65630   0.6095833   0.0005061   0.0275234   0.0080960
    1109    96.66420   0.6097522   0.0005073   0.0275472   0.0080896
    1110    96.67190   0.6099113   0.0005087   0.0275697   0.0080808
    1111    96.67980   0.6100639   0.0005102   0.0275909   0.0080702
    1112    96.68760   0.6102035   0.0005118   0.0276092   0.0080587
    1113    96.69540   0.6103453   0.0005136   0.0276275   0.0080464
    1114    96.70320   0.6104891   0.0005157   0.0276463   0.0080343
    1115    96.71110   0.6106303   0.0005179   0.0276639   0.0080221
    1116    96.71880   0.6107604   0.0005204   0.0276788   0.0080106
    1117    96.72670   0.6108928   0.0005230   0.0276932   0.0079996
    1118    96.73440   0.6110279   0.0005253   0.0277073   0.0079896
    1119    96.74230   0.6111735   0.0005272   0.0277220   0.0079806
    1120    96.75000   0.6113304   0.0005285   0.0277379   0.0079730
    1121    96.75790   0.6115069   0.0005293   0.0277561   0.0079666
    1122    96.76570   0.6116945   0.0005296   0.0277759   0.0079619
    1123    96.77350   0.6118943   0.0005296   0.0277971   0.0079587
    1124    96.78130   0.6120880   0.0005293   0.0278166   0.0079572
    1125    96.78920   0.6122798   0.0005287   0.0278347   0.0079569
    1126    96.79690   0.6124656   0.0005281   0.0278518   0.0079574
    1127    96.80480   0.6126485   0.0005274   0.0278678   0.0079581
    1128    96.81250   0.6128204   0.0005268   0.0278818   0.0079584
    1129    96.82040   0.6129883   0.0005264   0.0278945   0.0079579
    1130    96.82810   0.6131485   0.0005262   0.0279062   0.0079566
    1131    96.83600   0.6133062   0.0005263   0.0279173   0.0079546
    1132    96.84380   0.6134542   0.0005266   0.0279268   0.0079524
    1133    96.85160   0.6136003   0.0005270   0.0279355   0.0079504
    1134    96.85950   0.6137482   0.0005271   0.0279443   0.0079491
    1135    96.86730   0.6138953   0.0005270   0.0279534   0.0079491
    1136    96.87510   0.6140430   0.0005266   0.0279621   0.0079508
    1137    96.88290   0.6141847   0.0005260   0.0279700   0.0079542
    1138    96.89080   0.6143246   0.0005251   0.0279772   0.0079596
    1139    96.89850   0.6144570   0.0005239   0.0279831   0.0079664
    1140    96.90640   0.6145890   0.0005225   0.0279887   0.0079742
    1141    96.91410   0.6147155   0.0005211   0.0279935   0.0079818
    1142    96.92200   0.6148432   0.0005199   0.0279979   0.0079887
    1143    96.92970   0.6149711   0.0005190   0.0280026   0.0079936
    1144    96.93760   0.6151005   0.0005187   0.0280072   0.0079960
    1145    96.94540   0.6152235   0.0005190   0.0280108   0.0079955
    1146    96.95320   0.6153448   0.0005198   0.0280137   0.0079922
    1147    96.96100   0.6154577   0.0005210   0.0280153   0.0079868
    1148    96.96890   0.6155612   0.0005224   0.0280146   0.0079798
    1149    96.97660   0.6156480   0.0005239   0.0280106   0.0079724
    1150    96.98450   0.6157244   0.0005253   0.0280039   0.0079655
    1151    96.99220   0.6157934   0.0005262   0.0279957   0.0079604
    1152    97.00010   0.6158637   0.0005266   0.0279872   0.0079576
    1153    97.00780   0.6159361   0.0005263   0.0279793   0.0079577
    1154    97.01570   0.6160111   0.0005256   0.0279711   0.0079603
    1155    97.02350   0.6160860   0.0005246   0.0279629   0.0079651
    1156    97.03130   0.6161707   0.0005235   0.0279561   0.0079712
    1157    97.03910   0.6162632   0.0005225   0.0279511   0.0079779
    1158    97.04700   0.6163591   0.0005215   0.0279460   0.0079844
    1159    97.05470   0.6164508   0.0005208   0.0279399   0.0079898
    1160    97.06260   0.6165450   0.0005204   0.0279335   0.0079939
    1161    97.07030   0.6166419   0.0005203   0.0279278   0.0079958
    1162    97.07820   0.6167440   0.0005205   0.0279227   0.0079956
    1163    97.08590   0.6168445   0.0005211   0.0279176   0.0079932
    1164    97.09380   0.6169471   0.0005219   0.0279127   0.0079892
    1165    97.10170   0.6170519   0.0005229   0.0279087   0.0079843
    1166    97.10940   0.6171571   0.0005239   0.0279055   0.0079794
    1167    97.11730   0.6172666   0.0005246   0.0279030   0.0079746
    1168    97.12510   0.6173780   0.0005252   0.0279018   0.0079698
    1169    97.13290   0.6174923   0.0005262   0.0279018   0.0079641
    1170    97.14070   0.6176029   0.0005276   0.0279023   0.0079573
    1171    97.14860   0.6177172   0.0005292   0.0279042   0.0079489
    1172    97.15630   0.6178337   0.0005308   0.0279077   0.0079397
    1173    97.16420   0.6179503   0.0005328   0.0279120   0.0079299
    1174    97.17190   0.6180567   0.0005350   0.0279157   0.0079206
    1175    97.17980   0.6181571   0.0005370   0.0279189   0.0079123
    1176    97.18750   0.6182453   0.0005383   0.0279210   0.0079069
    1177    97.19540   0.6183161   0.0005388   0.0279205   0.0079061
    1178    97.20320   0.6183641   0.0005386   0.0279170   0.0079104
    1179    97.21100   0.6183919   0.0005377   0.0279106   0.0079187
    1180    97.21880   0.6183966   0.0005365   0.0279012   0.0079285
    1181    97.22670   0.6183784   0.0005352   0.0278885   0.0079383
    1182    97.23440   0.6183431   0.0005337   0.0278739   0.0079470
    1183    97.24230   0.6182945   0.0005319   0.0278578   0.0079554
    1184    97.25000   0.6182347   0.0005297   0.0278412   0.0079642
    1185    97.25790   0.6181596   0.0005272   0.0278229   0.0079743
    1186    97.26580   0.6180689   0.0005247   0.0278032   0.0079853
    1187    97.27350   0.6179649   0.0005224   0.0277823   0.0079959
    1188    97.28140   0.6178453   0.0005205   0.0277598   0.0080056
    1189    97.28910   0.6177164   0.0005190   0.0277370   0.0080135
    1190    97.29700   0.6175738   0.0005180   0.0277128   0.0080199
    1191    97.30470   0.6174241   0.0005172   0.0276881   0.0080248
    1192    97.31260   0.6172696   0.0005167   0.0276635   0.0080285
    1193    97.32030   0.6171240   0.0005162   0.0276415   0.0080312
    1194    97.32820   0.6169840   0.0005158   0.0276216   0.0080331
    1195    97.33600   0.6168520   0.0005155   0.0276037   0.0080345
    1196    97.34380   0.6167263   0.0005155   0.0275878   0.0080355
    1197    97.35170   0.6166175   0.0005156   0.0275761   0.0080362
    1198    97.35940   0.6165269   0.0005159   0.0275685   0.0080362
    1199    97.36730   0.6164445   0.0005163   0.0275627   0.0080354
    1200    97.37510   0.6163729   0.0005167   0.0275586   0.0080332
    1201    97.38290   0.6163147   0.0005173   0.0275570   0.0080292
    1202    97.39070   0.6162679   0.0005182   0.0275570   0.0080234
    1203    97.39850   0.6162251   0.0005194   0.0275574   0.0080157
    1204    97.40630   0.6161904   0.0005208   0.0275589   0.0080067
    1205    97.41410   0.6161630   0.0005223   0.0275614   0.0079968
    1206    97.42190   0.6161433   0.0005237   0.0275648   0.0079870
    1207    97.42980   0.6161296   0.0005249   0.0275694   0.0079777
    1208    97.43760   0.6161139   0.0005259   0.0275732   0.0079695
    1209    97.44540   0.6160891   0.0005266   0.0275747   0.0079626
    1210    97.45320   0.6160482   0.0005272   0.0275725   0.0079566
    1211    97.46100   0.6159901   0.0005278   0.0275664   0.0079514
    1212    97.46880   0.6159153   0.0005284   0.0275568   0.0079463
    1213    97.47660   0.6158290   0.0005290   0.0275450   0.0079410
    1214    97.48450   0.6157311   0.0005299   0.0275310   0.0079349
    1215    97.49230   0.6156274   0.0005309   0.0275160   0.0079280
    1216    97.50010   0.6155261   0.0005320   0.0275015   0.0079205
    1217    97.50790   0.6154285   0.0005333   0.0274881   0.0079125
    1218    97.51570   0.6153361   0.0005346   0.0274753   0.0079046
    1219    97.52350   0.6152552   0.0005359   0.0274644   0.0078969
    1220    97.53130   0.6152059   0.0005371   0.0274598   0.0078900
    1221    97.53910   0.6151867   0.0005381   0.0274612   0.0078840
    1222    97.54700   0.6151921   0.0005389   0.0274673   0.0078791
    1223    97.55470   0.6152187   0.0005396   0.0274775   0.0078755
    1224    97.56260   0.6152609   0.0005399   0.0274909   0.0078730
    1225    97.57030   0.6153055   0.0005399   0.0275041   0.0078719
    1226    97.57820   0.6153478   0.0005397   0.0275168   0.0078722
    1227    97.58600   0.6153852   0.0005392   0.0275286   0.0078740
    1228    97.59380   0.6154172   0.0005383   0.0275394   0.0078774
    1229    97.60170   0.6154434   0.0005373   0.0275489   0.0078821
    1230    97.60940   0.6154809   0.0005362   0.0275609   0.0078875
    1231    97.61730   0.6155377   0.0005351   0.0275766   0.0078929
    1232    97.62500   0.6156026   0.0005342   0.0275925   0.0078971
    1233    97.63290   0.6156870   0.0005337   0.0276109   0.0078995
    1234    97.64060   0.6158003   0.0005338   0.0276339   0.0078998
    1235    97.64850   0.6159474   0.0005343   0.0276625   0.0078979
    1236    97.65640   0.6161170   0.0005353   0.0276942   0.0078939
    1237    97.66410   0.6162965   0.0005367   0.0277265   0.0078880
    1238    97.67200   0.6164904   0.0005383   0.0277601   0.0078802
    1239    97.67970   0.6166919   0.0005398   0.0277938   0.0078707
    1240    97.68760   0.6169026   0.0005414   0.0278274   0.0078593
    1241    97.69530   0.6171044   0.0005431   0.0278584   0.0078465
    1242    97.70320   0.6172952   0.0005451   0.0278865   0.0078323
    1243    97.71110   0.6174639   0.0005474   0.0279103   0.0078176
    1244    97.71880   0.6175988   0.0005497   0.0279276   0.0078036
    1245    97.72670   0.6177039   0.0005518   0.0279390   0.0077909
    1246    97.73440   0.6177853   0.0005533   0.0279464   0.0077808
    1247    97.74230   0.6178531   0.0005542   0.0279519   0.0077737
    1248    97.75010   0.6179061   0.0005545   0.0279550   0.0077699
    1249    97.75790   0.6179472   0.0005544   0.0279561   0.0077690
    1250    97.76570   0.6179884   0.0005541   0.0279574   0.0077702
    1251    97.77350   0.6180391   0.0005537   0.0279614   0.0077723
    1252    97.78130   0.6181001   0.0005532   0.0279678   0.0077745
    1253    97.78910   0.6181584   0.0005528   0.0279743   0.0077761
    1254    97.79690   0.6182120   0.0005525   0.0279803   0.0077770
    1255    97.80480   0.6182635   0.0005522   0.0279870   0.0077777
    1256    97.81260   0.6183044   0.0005517   0.0279925   0.0077790
    1257    97.82040   0.6183324   0.0005508   0.0279958   0.0077823
    1258    97.82820   0.6183575   0.0005495   0.0279992   0.0077883
    1259    97.83600   0.6183916   0.0005478   0.0280056   0.0077979
    1260    97.84380   0.6184207   0.0005459   0.0280114   0.0078099
    1261    97.85160   0.6184268   0.0005440   0.0280123   0.0078236
    1262    97.85950   0.6184184   0.0005422   0.0280097   0.0078369
    1263    97.86720   0.6184108   0.0005407   0.0280074   0.0078482
    1264    97.87510   0.6184012   0.0005392   0.0280047   0.0078569
    1265    97.88280   0.6183763   0.0005380   0.0279986   0.0078625
    1266    97.89070   0.6183407   0.0005372   0.0279904   0.0078661
    1267    97.89840   0.6183076   0.0005368   0.0279836   0.0078687
    1268    97.90630   0.6182731   0.0005367   0.0279777   0.0078707
    1269    97.91420   0.6182429   0.0005369   0.0279736   0.0078719
    1270    97.92190   0.6182224   0.0005373   0.0279729   0.0078718
    1271    97.92980   0.6182077   0.0005379   0.0279746   0.0078703
    1272    97.93750   0.6181974   0.0005385   0.0279781   0.0078677
    1273    97.94540   0.6181889   0.0005390   0.0279829   0.0078644
    1274    97.95310   0.6181810   0.0005395   0.0279885   0.0078613
    1275    97.96100   0.6181732   0.0005398   0.0279949   0.0078589
    1276    97.96890   0.6181648   0.0005400   0.0280019   0.0078573
    1277    97.97660   0.6181597   0.0005402   0.0280097   0.0078566
    1278    97.98450   0.6181628   0.0005404   0.0280197   0.0078568
    1279    97.99220   0.6181805   0.0005406   0.0280324   0.0078575
    1280    98.00010   0.6182191   0.0005409   0.0280494   0.0078583
    1281    98.00780   0.6182799   0.0005412   0.0280704   0.0078587
    1282    98.01570   0.6183697   0.0005416   0.0280969   0.0078584
    1283    98.02360   0.6184875   0.0005419   0.0281285   0.0078570
    1284    98.03130   0.6186265   0.0005423   0.0281632   0.0078545
    1285    98.03920   0.6187934   0.0005428   0.0282026   0.0078505
    1286    98.04690   0.6189860   0.0005435   0.0282466   0.0078450
    1287    98.05480   0.6192050   0.0005445   0.0282959   0.0078378
    1288    98.06250   0.6194265   0.0005456   0.0283452   0.0078299
    1289    98.07040   0.6196513   0.0005468   0.0283949   0.0078219
    1290    98.07810   0.6198705   0.0005479   0.0284435   0.0078152
    1291    98.08600   0.6200831   0.0005489   0.0284913   0.0078103
    1292    98.09380   0.6202785   0.0005496   0.0285358   0.0078075
    1293    98.10160   0.6204604   0.0005501   0.0285782   0.0078067
    1294    98.10950   0.6206196   0.0005502   0.0286162   0.0078073
    1295    98.11730   0.6207562   0.0005500   0.0286500   0.0078092
    1296    98.12510   0.6208783   0.0005496   0.0286816   0.0078121
    1297    98.13290   0.6209774   0.0005490   0.0287091   0.0078159
    1298    98.14070   0.6210505   0.0005481   0.0287319   0.0078210
    1299    98.14850   0.6210961   0.0005472   0.0287495   0.0078269
    1300    98.15640   0.6211229   0.0005462   0.0287641   0.0078339
    1301    98.16410   0.6211330   0.0005453   0.0287757   0.0078413
    1302    98.17200   0.6211295   0.0005443   0.0287851   0.0078488
    1303    98.17970   0.6211190   0.0005434   0.0287932   0.0078556
    1304    98.18760   0.6211009   0.0005425   0.0288000   0.0078615
    1305    98.19530   0.6210727   0.0005416   0.0288042   0.0078660
    1306    98.20320   0.6210391   0.0005407   0.0288075   0.0078697
    1307    98.21110   0.6210077   0.0005398   0.0288115   0.0078729
    1308    98.21880   0.6209642   0.0005388   0.0288130   0.0078764
    1309    98.22670   0.6208913   0.0005374   0.0288083   0.0078814
    1310    98.23440   0.6208045   0.0005358   0.0288004   0.0078884
    1311    98.24230   0.6207197   0.0005338   0.0287938   0.0078981
    1312    98.25000   0.6206337   0.0005314   0.0287874   0.0079099
    1313    98.25790   0.6205259   0.0005288   0.0287769   0.0079232
    1314    98.26570   0.6204050   0.0005266   0.0287637   0.0079358
    1315    98.27350   0.6202785   0.0005249   0.0287505   0.0079470
    1316    98.28130   0.6201434   0.0005238   0.0287361   0.0079552
    1317    98.28910   0.6199891   0.0005232   0.0287179   0.0079603
    1318    98.29690   0.6198288   0.0005233   0.0286981   0.0079623
    1319    98.30480   0.6196683   0.0005239   0.0286786   0.0079616
    1320    98.31260   0.6195163   0.0005249   0.0286607   0.0079591
    1321    98.32040   0.6193741   0.0005261   0.0286441   0.0079557
    1322    98.32830   0.6192397   0.0005271   0.0286282   0.0079522
    1323    98.33600   0.6191252   0.0005279   0.0286153   0.0079491
    1324    98.34390   0.6190309   0.0005284   0.0286059   0.0079468
    1325    98.35160   0.6189588   0.0005287   0.0285999   0.0079456
    1326    98.35950   0.6189031   0.0005285   0.0285962   0.0079455
    1327    98.36720   0.6188677   0.0005280   0.0285953   0.0079465
    1328    98.37510   0.6188565   0.0005271   0.0285984   0.0079488
    1329    98.38280   0.6188702   0.0005261   0.0286058   0.0079519
    1330    98.39070   0.6189033   0.0005250   0.0286160   0.0079554
    1331    98.39850   0.6189469   0.0005242   0.0286268   0.0079584
    1332    98.40630   0.6190013   0.0005237   0.0286379   0.0079602
    1333    98.41420   0.6190747   0.0005236   0.0286510   0.0079602
    1334    98.42190   0.6191744   0.0005241   0.0286681   0.0079583
    1335    98.42980   0.6193046   0.0005249   0.0286900   0.0079542
    1336    98.43760   0.6194534   0.0005260   0.0287141   0.0079481
    1337    98.44540   0.6196181   0.0005274   0.0287399   0.0079398
    1338    98.45320   0.6197939   0.0005290   0.0287668   0.0079296
    1339    98.46100   0.6199856   0.0005308   0.0287959   0.0079171
    1340    98.46880   0.6201763   0.0005330   0.0288240   0.0079028
    1341    98.47670   0.6203695   0.0005356   0.0288515   0.0078866
    1342    98.48440   0.6205566   0.0005386   0.0288777   0.0078697
    1343    98.49230   0.6207388   0.0005419   0.0289023   0.0078522
    1344    98.50000   0.6209111   0.0005450   0.0289250   0.0078357
    1345    98.50790   0.6210799   0.0005478   0.0289470   0.0078206
    1346    98.51580   0.6212326   0.0005498   0.0289659   0.0078080
    1347    98.52350   0.6213581   0.0005511   0.0289799   0.0077985
    1348    98.53140   0.6214627   0.0005518   0.0289905   0.0077917
    1349    98.53910   0.6215402   0.0005522   0.0289975   0.0077875
    1350    98.54700   0.6215791   0.0005526   0.0289982   0.0077846
    1351    98.55470   0.6215786   0.0005532   0.0289926   0.0077819
    1352    98.56260   0.6215574   0.0005542   0.0289845   0.0077781
    1353    98.57030   0.6215273   0.0005558   0.0289763   0.0077724
    1354    98.57820   0.6214915   0.0005579   0.0289683   0.0077640
    1355    98.58600   0.6214588   0.0005605   0.0289614   0.0077526
    1356    98.59380   0.6214383   0.0005636   0.0289574   0.0077380
    1357    98.60160   0.6214390   0.0005669   0.0289578   0.0077211
    1358    98.60940   0.6214639   0.0005704   0.0289630   0.0077025
    1359    98.61730   0.6215096   0.0005738   0.0289719   0.0076836
    1360    98.62510   0.6215662   0.0005769   0.0289820   0.0076661
    1361    98.63290   0.6216351   0.0005796   0.0289934   0.0076505
    1362    98.64070   0.6217181   0.0005818   0.0290068   0.0076378
    1363    98.64860   0.6218133   0.0005833   0.0290216   0.0076281
    1364    98.65630   0.6219061   0.0005842   0.0290346   0.0076220
    1365    98.66420   0.6219995   0.0005849   0.0290462   0.0076192
    1366    98.67190   0.6221004   0.0005852   0.0290583   0.0076193
    1367    98.67980   0.6222150   0.0005855   0.0290721   0.0076206
    1368    98.68750   0.6223403   0.0005857   0.0290873   0.0076218
    1369    98.69540   0.6224815   0.0005860   0.0291044   0.0076222
    1370    98.70330   0.6226369   0.0005862   0.0291233   0.0076221
    1371    98.71100   0.6228044   0.0005862   0.0291439   0.0076226
    1372    98.71890   0.6229866   0.0005857   0.0291665   0.0076248
    1373    98.72660   0.6231699   0.0005845   0.0291888   0.0076293
    1374    98.73450   0.6233511   0.0005828   0.0292098   0.0076367
    1375    98.74220   0.6235197   0.0005807   0.0292280   0.0076463
    1376    98.75010   0.6236834   0.0005781   0.0292448   0.0076581
    1377    98.75780   0.6238403   0.0005753   0.0292608   0.0076707
    1378    98.76570   0.6239904   0.0005725   0.0292760   0.0076836
    1379    98.77340   0.6241073   0.0005701   0.0292855   0.0076954
    1380    98.78130   0.6241846   0.0005683   0.0292875   0.0077061
    1381    98.78920   0.6242415   0.0005670   0.0292870   0.0077157
    1382    98.79690   0.6242938   0.0005658   0.0292882   0.0077247
    1383    98.80480   0.6243232   0.0005642   0.0292860   0.0077344
    1384    98.81250   0.6243273   0.0005623   0.0292795   0.0077448
    1385    98.82040   0.6243378   0.0005602   0.0292756   0.0077564
    1386    98.82820   0.6243557   0.0005580   0.0292750   0.0077679
    1387    98.83600   0.6243569   0.0005559   0.0292721   0.0077793
    1388    98.84380   0.6243341   0.0005541   0.0292656   0.0077900
    1389    98.85160   0.6242927   0.0005526   0.0292568   0.0078005
    1390    98.85950   0.6242368   0.0005510   0.0292467   0.0078103
    1391    98.86720   0.6241702   0.0005493   0.0292355   0.0078189
    1392    98.87510   0.6240908   0.0005475   0.0292233   0.0078262
    1393    98.88290   0.6239957   0.0005462   0.0292096   0.0078322
    1394    98.89070   0.6238815   0.0005455   0.0291940   0.0078371
    1395    98.89850   0.6237586   0.0005451   0.0291783   0.0078404
    1396    98.90630   0.6236267   0.0005449   0.0291623   0.0078410
    1397    98.91410   0.6234885   0.0005453   0.0291461   0.0078373
    1398    98.92200   0.6233392   0.0005466   0.0291290   0.0078285
    1399    98.92980   0.6231822   0.0005489   0.0291112   0.0078151
    1400    98.93760   0.6230187   0.0005517   0.0290924   0.0077992
    1401    98.94540   0.6228434   0.0005547   0.0290718   0.0077821
    1402    98.95320   0.6226630   0.0005577   0.0290500   0.0077658
    1403    98.96100   0.6224747   0.0005606   0.0290269   0.0077504
    1404    98.96880   0.6222866   0.0005633   0.0290035   0.0077365
    1405    98.97670   0.6220833   0.0005658   0.0289767   0.0077235
    1406    98.98440   0.6218745   0.0005682   0.0289475   0.0077118
    1407    98.99230   0.6216633   0.0005704   0.0289173   0.0077008
    1408    99.00010   0.6214571   0.0005724   0.0288872   0.0076906
    1409    99.00790   0.6212639   0.0005743   0.0288585   0.0076812
    1410    99.01580   0.6210853   0.0005761   0.0288317   0.0076720
    1411    99.02350   0.6209333   0.0005778   0.0288088   0.0076631
    1412    99.03140   0.6208069   0.0005795   0.0287898   0.0076541
    1413    99.03910   0.6207159   0.0005811   0.0287763   0.0076452
    1414    99.04700   0.6206579   0.0005827   0.0287676   0.0076359
    1415    99.05470   0.6206316   0.0005842   0.0287630   0.0076265
    1416    99.06260   0.6206361   0.0005857   0.0287621   0.0076167
    1417    99.07030   0.6206765   0.0005873   0.0287661   0.0076065
    1418    99.07820   0.6207542   0.0005890   0.0287754   0.0075956
    1419    99.08610   0.6208547   0.0005907   0.0287862   0.0075843
    1420    99.09380   0.6209707   0.0005924   0.0287977   0.0075733
    1421    99.10170   0.6211164   0.0005940   0.0288132   0.0075631
    1422    99.10940   0.6212832   0.0005952   0.0288316   0.0075549
    1423    99.11730   0.6214637   0.0005961   0.0288511   0.0075489
    1424    99.12500   0.6216483   0.0005964   0.0288705   0.0075459
    1425    99.13290   0.6218452   0.0005963   0.0288911   0.0075457
    1426    99.14070   0.6220474   0.0005958   0.0289124   0.0075482
    1427    99.14850   0.6222586   0.0005949   0.0289348   0.0075528
    1428    99.15630   0.6224686   0.0005938   0.0289572   0.0075587
    1429    99.16410   0.6226848   0.0005925   0.0289805   0.0075655
    1430    99.17200   0.6229025   0.0005911   0.0290044   0.0075725
    1431    99.17980   0.6231166   0.0005897   0.0290283   0.0075791
    1432    99.18760   0.6233329   0.0005884   0.0290528   0.0075852
    1433    99.19540   0.6235495   0.0005873   0.0290783   0.0075905
    1434    99.20320   0.6237718   0.0005864   0.0291055   0.0075950
    1435    99.21100   0.6239850   0.0005856   0.0291317   0.0075986
    1436    99.21890   0.6241949   0.0005849   0.0291576   0.0076013
    1437    99.22660   0.6243918   0.0005844   0.0291820   0.0076031
    1438    99.23450   0.6245801   0.0005841   0.0292052   0.0076042
    1439    99.24220   0.6247527   0.0005840   0.0292267   0.0076047
    1440    99.25010   0.6249136   0.0005841   0.0292466   0.0076048
    1441    99.25780   0.6250525   0.0005843   0.0292634   0.0076048
    1442    99.26570   0.6251710   0.0005844   0.0292768   0.0076050
    1443    99.27360   0.6252647   0.0005844   0.0292861   0.0076056
    1444    99.28130   0.6253325   0.0005842   0.0292911   0.0076067
    1445    99.28920   0.6253818   0.0005838   0.0292929   0.0076088
    1446    99.29690   0.6254205   0.0005833   0.0292932   0.0076118
    1447    99.30480   0.6254595   0.0005826   0.0292937   0.0076159
    1448    99.31250   0.6255057   0.0005818   0.0292954   0.0076209
    1449    99.32040   0.6255652   0.0005808   0.0292993   0.0076267
    1450    99.32820   0.6256370   0.0005798   0.0293048   0.0076327
    1451    99.33600   0.6257252   0.0005788   0.0293122   0.0076385
    1452    99.34380   0.6258270   0.0005779   0.0293212   0.0076435
    1453    99.35160   0.6259442   0.0005773   0.0293316   0.0076472
    1454    99.35950   0.6260736   0.0005770   0.0293430   0.0076493
    1455    99.36730   0.6262135   0.0005771   0.0293553   0.0076495
    1456    99.37510   0.6263691   0.0005776   0.0293695   0.0076481
    1457    99.38290   0.6265342   0.0005783   0.0293847   0.0076453
    1458    99.39070   0.6267154   0.0005792   0.0294015   0.0076417
    1459    99.39850   0.6269106   0.0005801   0.0294202   0.0076379
    1460    99.40640   0.6271317   0.0005810   0.0294427   0.0076342
    1461    99.41410   0.6273723   0.0005817   0.0294681   0.0076313
    1462    99.42200   0.6276401   0.0005823   0.0294973   0.0076290
    1463    99.42970   0.6279238   0.0005827   0.0295290   0.0076275
    1464    99.43760   0.6282266   0.0005830   0.0295632   0.0076265
    1465    99.44550   0.6285357   0.0005833   0.0295978   0.0076257
    1466    99.45320   0.6288394   0.0005836   0.0296313   0.0076247
    1467    99.46110   0.6291440   0.0005839   0.0296640   0.0076230
    1468    99.46880   0.6294370   0.0005843   0.0296945   0.0076201
    1469    99.47670   0.6297299   0.0005848   0.0297244   0.0076155
    1470    99.48440   0.6300092   0.0005856   0.0297525   0.0076094
    1471    99.49230   0.6302785   0.0005868   0.0297782   0.0076017
    1472    99.50000   0.6305256   0.0005882   0.0298004   0.0075936
    1473    99.50790   0.6307593   0.0005895   0.0298199   0.0075857
    1474    99.51560   0.6309699   0.0005905   0.0298361   0.0075791
    1475    99.52350   0.6311622   0.0005911   0.0298493   0.0075745
    1476    99.53140   0.6313295   0.0005913   0.0298588   0.0075728
    1477    99.53910   0.6314691   0.0005910   0.0298647   0.0075742
    1478    99.54700   0.6315881   0.0005900   0.0298678   0.0075784
    1479    99.55470   0.6316869   0.0005886   0.0298688   0.0075850
    1480    99.56260   0.6317739   0.0005866   0.0298689   0.0075938
    1481    99.57030   0.6318494   0.0005845   0.0298686   0.0076039
    1482    99.57820   0.6319165   0.0005822   0.0298679   0.0076154
    1483    99.58600   0.6319746   0.0005800   0.0298670   0.0076276
    1484    99.59380   0.6320297   0.0005780   0.0298665   0.0076407
    1485    99.60170   0.6320816   0.0005761   0.0298661   0.0076541
    1486    99.60940   0.6321307   0.0005742   0.0298658   0.0076675
    1487    99.61730   0.6321811   0.0005721   0.0298661   0.0076809
    1488    99.62500   0.6322301   0.0005699   0.0298668   0.0076935
    1489    99.63290   0.6322747   0.0005675   0.0298666   0.0077055
    1490    99.64070   0.6323094   0.0005654   0.0298651   0.0077163
    1491    99.64850   0.6323329   0.0005637   0.0298619   0.0077263
    1492    99.65630   0.6323406   0.0005628   0.0298567   0.0077352
    1493    99.66410   0.6323329   0.0005624   0.0298488   0.0077432
    1494    99.67200   0.6323185   0.0005622   0.0298399   0.0077499
    1495    99.67970   0.6323065   0.0005617   0.0298317   0.0077555
    1496    99.68760   0.6322968   0.0005607   0.0298243   0.0077609
    1497    99.69540   0.6322774   0.0005594   0.0298156   0.0077673
    1498    99.70320   0.6322334   0.0005576   0.0298023   0.0077762
    1499    99.71100   0.6321658   0.0005554   0.0297850   0.0077883
    1500    99.71880   0.6320855   0.0005526   0.0297664   0.0078044
    1501    99.72660   0.6319864   0.0005490   0.0297453   0.0078237
    1502    99.73440   0.6318557   0.0005448   0.0297185   0.0078465
    1503    99.74230   0.6317036   0.0005404   0.0296889   0.0078720
    1504    99.75000   0.6315350   0.0005359   0.0296578   0.0078994
    1505    99.75790   0.6313356   0.0005313   0.0296220   0.0079294
    1506    99.76570   0.6311165   0.0005269   0.0295833   0.0079606
    1507    99.77350   0.6308814   0.0005224   0.0295427   0.0079937
    1508    99.78130   0.6306405   0.0005179   0.0295016   0.0080270
    1509    99.78910   0.6303884   0.0005131   0.0294588   0.0080609
    1510    99.79700   0.6301387   0.0005081   0.0294170   0.0080941
    1511    99.80470   0.6298975   0.0005032   0.0293772   0.0081251
    1512    99.81260   0.6296496   0.0004984   0.0293366   0.0081542
    1513    99.82030   0.6293983   0.0004943   0.0292955   0.0081799
    1514    99.82820   0.6291316   0.0004908   0.0292519   0.0082026
    1515    99.83590   0.6288638   0.0004880   0.0292081   0.0082212
    1516    99.84380   0.6285970   0.0004855   0.0291645   0.0082366
    1517    99.85170   0.6283423   0.0004834   0.0291232   0.0082486
    1518    99.85940   0.6281032   0.0004817   0.0290846   0.0082572
    1519    99.86730   0.6278712   0.0004806   0.0290473   0.0082633
    1520    99.87500   0.6276589   0.0004801   0.0290136   0.0082669
    1521    99.88290   0.6274615   0.0004800   0.0289826   0.0082686
