   n        time         Clp         Cdp     Clv         Cdv
    1080   138.42980   0.6115600   0.0006259   0.0267980   0.0078457
    1081   138.43760   0.6118734   0.0006280   0.0268433   0.0078331
    1082   138.44540   0.6121881   0.0006299   0.0268899   0.0078222
    1083   138.45320   0.6125028   0.0006314   0.0269377   0.0078135
    1084   138.46100   0.6128083   0.0006325   0.0269849   0.0078070
    1085   138.46880   0.6130943   0.0006332   0.0270291   0.0078022
    1086   138.47660   0.6133650   0.0006339   0.0270714   0.0077982
    1087   138.48440   0.6136225   0.0006346   0.0271126   0.0077940
    1088   138.49220   0.6138688   0.0006355   0.0271527   0.0077888
    1089   138.50020   0.6141087   0.0006365   0.0271922   0.0077820
    1090   138.50800   0.6143380   0.0006378   0.0272304   0.0077740
    1091   138.51580   0.6145698   0.0006391   0.0272699   0.0077653
    1092   138.52360   0.6148041   0.0006405   0.0273108   0.0077564
    1093   138.53140   0.6150326   0.0006420   0.0273509   0.0077474
    1094   138.53920   0.6152504   0.0006437   0.0273891   0.0077380
    1095   138.54700   0.6154589   0.0006457   0.0274257   0.0077280
    1096   138.55480   0.6156613   0.0006477   0.0274614   0.0077175
    1097   138.56260   0.6158520   0.0006494   0.0274947   0.0077068
    1098   138.57040   0.6160243   0.0006509   0.0275243   0.0076960
    1099   138.57820   0.6161743   0.0006527   0.0275501   0.0076850
    1100   138.58600   0.6163042   0.0006552   0.0275730   0.0076736
    1101   138.59380   0.6164185   0.0006573   0.0275927   0.0076621
    1102   138.60170   0.6165173   0.0006589   0.0276088   0.0076503
    1103   138.60950   0.6165954   0.0006607   0.0276219   0.0076389
    1104   138.61730   0.6166487   0.0006630   0.0276314   0.0076284
    1105   138.62510   0.6166798   0.0006650   0.0276363   0.0076178
    1106   138.63290   0.6166924   0.0006668   0.0276368   0.0076050
    1107   138.64070   0.6166876   0.0006697   0.0276345   0.0075884
    1108   138.64850   0.6166715   0.0006734   0.0276307   0.0075700
    1109   138.65630   0.6166550   0.0006766   0.0276267   0.0075525
    1110   138.66410   0.6166409   0.0006792   0.0276228   0.0075361
    1111   138.67200   0.6166287   0.0006822   0.0276201   0.0075204
    1112   138.67980   0.6166195   0.0006853   0.0276186   0.0075056
    1113   138.68760   0.6166130   0.0006879   0.0276179   0.0074923
    1114   138.69550   0.6166095   0.0006901   0.0276180   0.0074809
    1115   138.70330   0.6166129   0.0006917   0.0276193   0.0074729
    1116   138.71110   0.6166266   0.0006924   0.0276225   0.0074697
    1117   138.71890   0.6166521   0.0006917   0.0276280   0.0074729
    1118   138.72670   0.6166796   0.0006896   0.0276340   0.0074830
    1119   138.73450   0.6166951   0.0006868   0.0276385   0.0074981
    1120   138.74230   0.6166912   0.0006841   0.0276411   0.0075146
    1121   138.75010   0.6166485   0.0006816   0.0276374   0.0075302
    1122   138.75790   0.6165597   0.0006791   0.0276256   0.0075441
    1123   138.76570   0.6164405   0.0006771   0.0276098   0.0075568
    1124   138.77350   0.6162920   0.0006750   0.0275897   0.0075691
    1125   138.78130   0.6161162   0.0006723   0.0275644   0.0075825
    1126   138.78910   0.6159210   0.0006695   0.0275366   0.0075988
    1127   138.79700   0.6157098   0.0006663   0.0275067   0.0076186
    1128   138.80480   0.6154847   0.0006625   0.0274731   0.0076377
    1129   138.81270   0.6152453   0.0006598   0.0274372   0.0076544
    1130   138.82050   0.6150121   0.0006575   0.0274033   0.0076706
    1131   138.82830   0.6147811   0.0006547   0.0273687   0.0076858
    1132   138.83610   0.6145485   0.0006536   0.0273325   0.0076955
    1133   138.84390   0.6143676   0.0006534   0.0273056   0.0076977
    1134   138.85170   0.6142460   0.0006535   0.0272896   0.0076970
    1135   138.85950   0.6141502   0.0006530   0.0272766   0.0076988
    1136   138.86730   0.6140713   0.0006516   0.0272653   0.0077055
    1137   138.87510   0.6140098   0.0006507   0.0272576   0.0077128
    1138   138.88290   0.6139704   0.0006488   0.0272538   0.0077252
    1139   138.89080   0.6139025   0.0006471   0.0272424   0.0077378
    1140   138.89860   0.6138361   0.0006461   0.0272302   0.0077446
    1141   138.90640   0.6137807   0.0006447   0.0272195   0.0077533
    1142   138.91420   0.6137183   0.0006425   0.0272058   0.0077669
    1143   138.92200   0.6136695   0.0006402   0.0271941   0.0077815
    1144   138.92980   0.6136233   0.0006383   0.0271822   0.0077932
    1145   138.93760   0.6135574   0.0006369   0.0271656   0.0078016
    1146   138.94540   0.6135014   0.0006361   0.0271511   0.0078072
    1147   138.95320   0.6134546   0.0006356   0.0271385   0.0078097
    1148   138.96100   0.6133852   0.0006356   0.0271205   0.0078089
    1149   138.96880   0.6133171   0.0006361   0.0271025   0.0078058
    1150   138.97660   0.6132823   0.0006366   0.0270918   0.0078011
    1151   138.98450   0.6132574   0.0006372   0.0270842   0.0077959
    1152   138.99240   0.6132245   0.0006376   0.0270750   0.0077921
    1153   139.00020   0.6131892   0.0006372   0.0270648   0.0077933
    1154   139.00800   0.6131575   0.0006362   0.0270546   0.0078000
    1155   139.01580   0.6131498   0.0006354   0.0270485   0.0078065
    1156   139.02360   0.6131931   0.0006349   0.0270515   0.0078100
    1157   139.03140   0.6132846   0.0006349   0.0270633   0.0078099
    1158   139.03920   0.6133822   0.0006358   0.0270730   0.0078040
    1159   139.04700   0.6135307   0.0006367   0.0270906   0.0077987
    1160   139.05480   0.6137526   0.0006365   0.0271221   0.0078002
    1161   139.06260   0.6140030   0.0006352   0.0271572   0.0078074
    1162   139.07040   0.6142703   0.0006334   0.0271940   0.0078176
    1163   139.07830   0.6145542   0.0006316   0.0272330   0.0078282
    1164   139.08610   0.6148344   0.0006300   0.0272710   0.0078368
    1165   139.09390   0.6151108   0.0006287   0.0273085   0.0078422
    1166   139.10170   0.6153810   0.0006279   0.0273456   0.0078446
    1167   139.10950   0.6156342   0.0006275   0.0273796   0.0078450
    1168   139.11730   0.6158810   0.0006274   0.0274124   0.0078445
    1169   139.12510   0.6161350   0.0006274   0.0274468   0.0078433
    1170   139.13290   0.6163919   0.0006276   0.0274814   0.0078410
    1171   139.14070   0.6166522   0.0006281   0.0275163   0.0078371
    1172   139.14850   0.6169221   0.0006290   0.0275534   0.0078317
    1173   139.15630   0.6171965   0.0006300   0.0275918   0.0078251
    1174   139.16410   0.6174660   0.0006312   0.0276300   0.0078173
    1175   139.17200   0.6177258   0.0006328   0.0276673   0.0078075
    1176   139.17980   0.6179564   0.0006349   0.0277003   0.0077960
    1177   139.18760   0.6181670   0.0006370   0.0277300   0.0077836
    1178   139.19550   0.6183706   0.0006386   0.0277589   0.0077716
    1179   139.20330   0.6185688   0.0006401   0.0277873   0.0077611
    1180   139.21110   0.6187584   0.0006414   0.0278143   0.0077529
    1181   139.21890   0.6189431   0.0006421   0.0278401   0.0077479
    1182   139.22670   0.6191261   0.0006418   0.0278654   0.0077472
    1183   139.23450   0.6193049   0.0006407   0.0278897   0.0077517
    1184   139.24230   0.6194788   0.0006387   0.0279128   0.0077615
    1185   139.25010   0.6196497   0.0006360   0.0279353   0.0077757
    1186   139.25790   0.6198213   0.0006329   0.0279576   0.0077930
    1187   139.26580   0.6199969   0.0006293   0.0279803   0.0078129
    1188   139.27360   0.6201702   0.0006256   0.0280025   0.0078338
    1189   139.28140   0.6203424   0.0006219   0.0280241   0.0078552
    1190   139.28920   0.6205119   0.0006183   0.0280447   0.0078760
    1191   139.29700   0.6206842   0.0006151   0.0280653   0.0078950
    1192   139.30480   0.6208659   0.0006123   0.0280872   0.0079110
    1193   139.31260   0.6210536   0.0006099   0.0281097   0.0079234
    1194   139.32040   0.6212468   0.0006082   0.0281324   0.0079320
    1195   139.32820   0.6214442   0.0006072   0.0281556   0.0079365
    1196   139.33600   0.6216395   0.0006067   0.0281780   0.0079376
    1197   139.34380   0.6218248   0.0006063   0.0281982   0.0079370
    1198   139.35160   0.6219974   0.0006059   0.0282157   0.0079367
    1199   139.35950   0.6221640   0.0006053   0.0282317   0.0079379
    1200   139.36730   0.6223235   0.0006046   0.0282467   0.0079404
    1201   139.37510   0.6224837   0.0006038   0.0282616   0.0079435
    1202   139.38300   0.6226482   0.0006029   0.0282770   0.0079471
    1203   139.39080   0.6228145   0.0006019   0.0282924   0.0079509
    1204   139.39860   0.6229777   0.0006009   0.0283071   0.0079547
    1205   139.40640   0.6231353   0.0005999   0.0283205   0.0079585
    1206   139.41420   0.6232869   0.0005988   0.0283330   0.0079619
    1207   139.42200   0.6234338   0.0005978   0.0283449   0.0079644
    1208   139.42980   0.6235767   0.0005972   0.0283566   0.0079654
    1209   139.43760   0.6237151   0.0005967   0.0283681   0.0079652
    1210   139.44540   0.6238520   0.0005963   0.0283798   0.0079649
    1211   139.45320   0.6239888   0.0005957   0.0283922   0.0079650
    1212   139.46110   0.6241253   0.0005952   0.0284051   0.0079658
    1213   139.46890   0.6242547   0.0005946   0.0284177   0.0079672
    1214   139.47670   0.6243804   0.0005940   0.0284306   0.0079690
    1215   139.48450   0.6245083   0.0005932   0.0284448   0.0079711
    1216   139.49230   0.6246319   0.0005921   0.0284592   0.0079745
    1217   139.50010   0.6247469   0.0005909   0.0284730   0.0079800
    1218   139.50790   0.6248571   0.0005893   0.0284866   0.0079866
    1219   139.51570   0.6249539   0.0005880   0.0284988   0.0079929
    1220   139.52350   0.6250335   0.0005873   0.0285087   0.0079976
    1221   139.53130   0.6250977   0.0005867   0.0285163   0.0080001
    1222   139.53910   0.6251451   0.0005862   0.0285216   0.0080008
    1223   139.54690   0.6251702   0.0005862   0.0285240   0.0080003
    1224   139.55480   0.6251638   0.0005866   0.0285214   0.0080000
    1225   139.56260   0.6251305   0.0005866   0.0285144   0.0080015
    1226   139.57040   0.6250941   0.0005856   0.0285080   0.0080069
    1227   139.57830   0.6250464   0.0005840   0.0285010   0.0080166
    1228   139.58610   0.6249748   0.0005820   0.0284900   0.0080286
    1229   139.59390   0.6248840   0.0005798   0.0284758   0.0080402
    1230   139.60170   0.6247623   0.0005782   0.0284571   0.0080507
    1231   139.60950   0.6246197   0.0005764   0.0284349   0.0080611
    1232   139.61730   0.6244571   0.0005745   0.0284092   0.0080716
    1233   139.62510   0.6242717   0.0005736   0.0283806   0.0080792
    1234   139.63290   0.6240671   0.0005728   0.0283476   0.0080832
    1235   139.64070   0.6238354   0.0005728   0.0283092   0.0080852
    1236   139.64850   0.6236009   0.0005734   0.0282706   0.0080844
    1237   139.65640   0.6233697   0.0005741   0.0282320   0.0080809
    1238   139.66420   0.6231559   0.0005747   0.0281964   0.0080782
    1239   139.67200   0.6229610   0.0005749   0.0281638   0.0080787
    1240   139.67980   0.6227887   0.0005750   0.0281351   0.0080813
    1241   139.68760   0.6226432   0.0005750   0.0281108   0.0080839
    1242   139.69540   0.6225270   0.0005750   0.0280910   0.0080857
    1243   139.70320   0.6224434   0.0005753   0.0280773   0.0080863
    1244   139.71100   0.6223640   0.0005759   0.0280628   0.0080852
    1245   139.71880   0.6223006   0.0005770   0.0280497   0.0080823
    1246   139.72670   0.6222842   0.0005783   0.0280455   0.0080783
    1247   139.73450   0.6223055   0.0005795   0.0280480   0.0080742
    1248   139.74230   0.6223455   0.0005803   0.0280521   0.0080706
    1249   139.75020   0.6224286   0.0005808   0.0280638   0.0080680
    1250   139.75800   0.6225407   0.0005811   0.0280804   0.0080665
    1251   139.76580   0.6226515   0.0005814   0.0280949   0.0080664
    1252   139.77360   0.6227663   0.0005814   0.0281085   0.0080680
    1253   139.78140   0.6228848   0.0005810   0.0281221   0.0080720
    1254   139.78920   0.6229967   0.0005800   0.0281338   0.0080791
    1255   139.79700   0.6230802   0.0005784   0.0281397   0.0080902
    1256   139.80480   0.6231296   0.0005762   0.0281386   0.0081051
    1257   139.81260   0.6231658   0.0005734   0.0281357   0.0081231
    1258   139.82040   0.6231845   0.0005702   0.0281307   0.0081431
    1259   139.82820   0.6231673   0.0005669   0.0281194   0.0081637
    1260   139.83600   0.6231195   0.0005638   0.0281029   0.0081829
    1261   139.84380   0.6230532   0.0005612   0.0280842   0.0081988
    1262   139.85160   0.6229702   0.0005593   0.0280634   0.0082101
    1263   139.85940   0.6228741   0.0005580   0.0280407   0.0082166
    1264   139.86720   0.6227767   0.0005573   0.0280184   0.0082191
    1265   139.87520   0.6226778   0.0005571   0.0279964   0.0082191
    1266   139.88300   0.6225783   0.0005572   0.0279748   0.0082177
    1267   139.89080   0.6224829   0.0005575   0.0279544   0.0082157
    1268   139.89860   0.6223952   0.0005579   0.0279360   0.0082135
    1269   139.90640   0.6223099   0.0005584   0.0279182   0.0082112
    1270   139.91420   0.6222246   0.0005590   0.0279002   0.0082087
    1271   139.92200   0.6221413   0.0005597   0.0278825   0.0082057
    1272   139.92980   0.6220641   0.0005606   0.0278662   0.0082019
    1273   139.93760   0.6219824   0.0005616   0.0278487   0.0081973
    1274   139.94540   0.6218893   0.0005626   0.0278284   0.0081918
    1275   139.95320   0.6217867   0.0005638   0.0278062   0.0081857
    1276   139.96100   0.6216723   0.0005651   0.0277820   0.0081797
    1277   139.96880   0.6215409   0.0005662   0.0277550   0.0081745
    1278   139.97660   0.6213833   0.0005671   0.0277234   0.0081701
    1279   139.98440   0.6211982   0.0005676   0.0276874   0.0081675
    1280   139.99220   0.6209995   0.0005678   0.0276502   0.0081676
    1281   140.00020   0.6208022   0.0005675   0.0276147   0.0081709
    1282   140.00800   0.6206176   0.0005665   0.0275824   0.0081777
    1283   140.01580   0.6204324   0.0005647   0.0275503   0.0081885
    1284   140.02360   0.6202414   0.0005625   0.0275175   0.0082024
    1285   140.03140   0.6200449   0.0005599   0.0274840   0.0082184
    1286   140.03920   0.6198475   0.0005568   0.0274507   0.0082364
    1287   140.04700   0.6196509   0.0005536   0.0274182   0.0082559
    1288   140.05480   0.6194480   0.0005503   0.0273847   0.0082750
    1289   140.06260   0.6192383   0.0005475   0.0273500   0.0082916
    1290   140.07040   0.6190363   0.0005452   0.0273169   0.0083042
    1291   140.07820   0.6188534   0.0005438   0.0272883   0.0083124
    1292   140.08600   0.6186691   0.0005429   0.0272592   0.0083161
    1293   140.09380   0.6184837   0.0005427   0.0272298   0.0083153
    1294   140.10170   0.6183019   0.0005434   0.0272010   0.0083103
    1295   140.10950   0.6181315   0.0005446   0.0271741   0.0083021
    1296   140.11730   0.6179773   0.0005460   0.0271507   0.0082924
    1297   140.12510   0.6178353   0.0005474   0.0271296   0.0082825
    1298   140.13290   0.6176979   0.0005489   0.0271089   0.0082718
    1299   140.14070   0.6175689   0.0005507   0.0270898   0.0082604
    1300   140.14850   0.6174643   0.0005524   0.0270762   0.0082487
    1301   140.15630   0.6173365   0.0005540   0.0270561   0.0082374
    1302   140.16410   0.6172402   0.0005556   0.0270424   0.0082278
    1303   140.17190   0.6171578   0.0005567   0.0270321   0.0082205
    1304   140.17990   0.6170422   0.0005576   0.0270140   0.0082151
    1305   140.18770   0.6169244   0.0005584   0.0269949   0.0082111
    1306   140.19550   0.6168214   0.0005591   0.0269791   0.0082076
    1307   140.20330   0.6167354   0.0005597   0.0269665   0.0082044
    1308   140.21110   0.6166669   0.0005602   0.0269564   0.0082016
    1309   140.21890   0.6166388   0.0005605   0.0269534   0.0082002
    1310   140.22670   0.6166719   0.0005604   0.0269628   0.0082012
    1311   140.23450   0.6167374   0.0005598   0.0269778   0.0082048
    1312   140.24230   0.6168214   0.0005592   0.0269948   0.0082097
    1313   140.25010   0.6169424   0.0005587   0.0270180   0.0082138
    1314   140.25800   0.6170957   0.0005585   0.0270466   0.0082158
    1315   140.26580   0.6172715   0.0005587   0.0270784   0.0082153
    1316   140.27360   0.6174762   0.0005591   0.0271151   0.0082128
    1317   140.28140   0.6176753   0.0005595   0.0271486   0.0082094
    1318   140.28920   0.6178877   0.0005599   0.0271834   0.0082061
    1319   140.29700   0.6181267   0.0005600   0.0272235   0.0082039
    1320   140.30480   0.6183578   0.0005598   0.0272613   0.0082038
    1321   140.31260   0.6185695   0.0005593   0.0272939   0.0082062
    1322   140.32040   0.6187777   0.0005584   0.0273259   0.0082108
    1323   140.32820   0.6189766   0.0005572   0.0273561   0.0082168
    1324   140.33610   0.6191674   0.0005559   0.0273851   0.0082234
    1325   140.34390   0.6193374   0.0005545   0.0274102   0.0082299
    1326   140.35170   0.6194778   0.0005533   0.0274285   0.0082356
    1327   140.35950   0.6196131   0.0005524   0.0274455   0.0082403
    1328   140.36730   0.6197609   0.0005517   0.0274655   0.0082438
    1329   140.37510   0.6199316   0.0005513   0.0274911   0.0082458
    1330   140.38290   0.6200918   0.0005511   0.0275149   0.0082462
    1331   140.39070   0.6202298   0.0005513   0.0275341   0.0082448
    1332   140.39850   0.6203699   0.0005521   0.0275555   0.0082409
    1333   140.40640   0.6204967   0.0005532   0.0275758   0.0082340
    1334   140.41420   0.6205856   0.0005550   0.0275892   0.0082241
    1335   140.42200   0.6206515   0.0005571   0.0275991   0.0082119
    1336   140.42980   0.6207061   0.0005595   0.0276081   0.0081985
    1337   140.43760   0.6207471   0.0005619   0.0276159   0.0081850
    1338   140.44540   0.6207779   0.0005641   0.0276230   0.0081723
    1339   140.45320   0.6208044   0.0005662   0.0276302   0.0081611
    1340   140.46100   0.6208223   0.0005678   0.0276364   0.0081516
    1341   140.46880   0.6208287   0.0005692   0.0276407   0.0081436
    1342   140.47670   0.6208303   0.0005704   0.0276445   0.0081365
    1343   140.48450   0.6208324   0.0005715   0.0276489   0.0081303
    1344   140.49230   0.6208299   0.0005725   0.0276529   0.0081252
    1345   140.50010   0.6208189   0.0005734   0.0276548   0.0081216
    1346   140.50790   0.6208091   0.0005737   0.0276565   0.0081201
    1347   140.51570   0.6208147   0.0005735   0.0276605   0.0081206
    1348   140.52350   0.6208311   0.0005731   0.0276656   0.0081224
    1349   140.53130   0.6208582   0.0005730   0.0276713   0.0081235
    1350   140.53910   0.6209092   0.0005732   0.0276802   0.0081232
    1351   140.54700   0.6209950   0.0005735   0.0276943   0.0081219
    1352   140.55480   0.6211049   0.0005741   0.0277119   0.0081187
    1353   140.56260   0.6212355   0.0005750   0.0277321   0.0081129
    1354   140.57040   0.6213901   0.0005759   0.0277559   0.0081059
    1355   140.57820   0.6215719   0.0005769   0.0277854   0.0080993
    1356   140.58600   0.6217595   0.0005773   0.0278159   0.0080941
    1357   140.59380   0.6219222   0.0005771   0.0278405   0.0080920
    1358   140.60160   0.6220679   0.0005767   0.0278619   0.0080940
    1359   140.60940   0.6222082   0.0005763   0.0278828   0.0080977
    1360   140.61740   0.6223329   0.0005759   0.0279008   0.0081004
    1361   140.62520   0.6224186   0.0005757   0.0279112   0.0081004
    1362   140.63290   0.6224648   0.0005759   0.0279145   0.0080981
    1363   140.64070   0.6224782   0.0005764   0.0279134   0.0080951
    1364   140.64850   0.6224557   0.0005768   0.0279073   0.0080927
    1365   140.65630   0.6223886   0.0005768   0.0278940   0.0080906
    1366   140.66410   0.6222827   0.0005770   0.0278751   0.0080874
    1367   140.67190   0.6221472   0.0005779   0.0278535   0.0080825
    1368   140.67990   0.6219761   0.0005789   0.0278272   0.0080758
    1369   140.68770   0.6217811   0.0005800   0.0277972   0.0080681
    1370   140.69550   0.6215765   0.0005813   0.0277672   0.0080599
    1371   140.70330   0.6213589   0.0005826   0.0277363   0.0080522
    1372   140.71110   0.6211354   0.0005837   0.0277050   0.0080461
    1373   140.71890   0.6209144   0.0005842   0.0276752   0.0080433
    1374   140.72660   0.6207008   0.0005835   0.0276476   0.0080452
    1375   140.73440   0.6204939   0.0005821   0.0276218   0.0080517
    1376   140.74220   0.6202866   0.0005803   0.0275965   0.0080620
    1377   140.75020   0.6200708   0.0005782   0.0275700   0.0080748
    1378   140.75800   0.6198586   0.0005763   0.0275442   0.0080875
    1379   140.76580   0.6196562   0.0005743   0.0275201   0.0080991
    1380   140.77360   0.6194595   0.0005723   0.0274973   0.0081113
    1381   140.78140   0.6192616   0.0005706   0.0274740   0.0081213
    1382   140.78910   0.6190331   0.0005714   0.0274449   0.0081245
    1383   140.79690   0.6188386   0.0005710   0.0274204   0.0081237
    1384   140.80470   0.6186354   0.0005722   0.0273942   0.0081211
    1385   140.81270   0.6184478   0.0005738   0.0273703   0.0081157
    1386   140.82050   0.6183092   0.0005714   0.0273537   0.0081196
    1387   140.82830   0.6181574   0.0005670   0.0273345   0.0081470
    1388   140.83610   0.6180089   0.0005613   0.0273152   0.0081893
    1389   140.84390   0.6178760   0.0005558   0.0272983   0.0082280
    1390   140.85160   0.6177507   0.0005519   0.0272826   0.0082545
    1391   140.85940   0.6176221   0.0005498   0.0272652   0.0082688
    1392   140.86720   0.6174857   0.0005494   0.0272447   0.0082738
    1393   140.87520   0.6173617   0.0005501   0.0272255   0.0082724
    1394   140.88300   0.6172692   0.0005515   0.0272117   0.0082664
    1395   140.89080   0.6171898   0.0005533   0.0271994   0.0082568
    1396   140.89860   0.6171247   0.0005556   0.0271883   0.0082443
    1397   140.90630   0.6170766   0.0005583   0.0271791   0.0082299
    1398   140.91410   0.6170502   0.0005611   0.0271733   0.0082155
    1399   140.92190   0.6170374   0.0005635   0.0271694   0.0082026
    1400   140.92990   0.6170312   0.0005656   0.0271660   0.0081911
    1401   140.93770   0.6170357   0.0005674   0.0271646   0.0081807
    1402   140.94550   0.6170456   0.0005689   0.0271646   0.0081700
    1403   140.95320   0.6170487   0.0005704   0.0271631   0.0081583
    1404   140.96100   0.6170448   0.0005719   0.0271604   0.0081466
    1405   140.96880   0.6170497   0.0005733   0.0271608   0.0081369
    1406   140.97660   0.6170650   0.0005742   0.0271643   0.0081301
    1407   140.98440   0.6170605   0.0005747   0.0271632   0.0081259
    1408   140.99230   0.6170485   0.0005750   0.0271597   0.0081232
    1409   141.00010   0.6170789   0.0005752   0.0271662   0.0081216
    1410   141.00790   0.6171195   0.0005752   0.0271752   0.0081207
    1411   141.01570   0.6171394   0.0005755   0.0271790   0.0081190
    1412   141.02350   0.6171678   0.0005762   0.0271844   0.0081157
    1413   141.03130   0.6172086   0.0005772   0.0271924   0.0081102
    1414   141.03910   0.6172435   0.0005785   0.0271980   0.0081024
    1415   141.04700   0.6172942   0.0005801   0.0272057   0.0080925
    1416   141.05480   0.6173722   0.0005816   0.0272185   0.0080817
    1417   141.06260   0.6174667   0.0005831   0.0272337   0.0080709
    1418   141.07040   0.6175761   0.0005845   0.0272505   0.0080606
    1419   141.07820   0.6177044   0.0005860   0.0272699   0.0080508
    1420   141.08600   0.6178512   0.0005875   0.0272919   0.0080414
    1421   141.09390   0.6180230   0.0005889   0.0273179   0.0080322
    1422   141.10170   0.6182105   0.0005902   0.0273471   0.0080231
    1423   141.10950   0.6183907   0.0005913   0.0273743   0.0080139
    1424   141.11730   0.6185559   0.0005926   0.0273983   0.0080049
    1425   141.12510   0.6187254   0.0005940   0.0274245   0.0079968
    1426   141.13290   0.6188978   0.0005949   0.0274535   0.0079902
    1427   141.14070   0.6190097   0.0005954   0.0274705   0.0079845
    1428   141.14860   0.6190727   0.0005962   0.0274783   0.0079786
    1429   141.15640   0.6191401   0.0005974   0.0274905   0.0079719
    1430   141.16420   0.6191794   0.0005984   0.0274986   0.0079639
    1431   141.17200   0.6191839   0.0005994   0.0275000   0.0079544
    1432   141.17980   0.6191753   0.0006008   0.0275000   0.0079438
    1433   141.18760   0.6191728   0.0006027   0.0275032   0.0079328
    1434   141.19550   0.6191725   0.0006044   0.0275078   0.0079223
    1435   141.20330   0.6191738   0.0006056   0.0275127   0.0079141
    1436   141.21110   0.6191813   0.0006062   0.0275187   0.0079086
    1437   141.21890   0.6192092   0.0006064   0.0275292   0.0079057
    1438   141.22660   0.6192530   0.0006064   0.0275429   0.0079042
    1439   141.23440   0.6193004   0.0006066   0.0275569   0.0079032
    1440   141.24240   0.6193582   0.0006069   0.0275728   0.0079022
    1441   141.25010   0.6194308   0.0006073   0.0275913   0.0079010
    1442   141.25790   0.6195205   0.0006077   0.0276132   0.0078998
    1443   141.26570   0.6196202   0.0006080   0.0276368   0.0078984
    1444   141.27350   0.6197283   0.0006085   0.0276619   0.0078965
    1445   141.28130   0.6198453   0.0006091   0.0276889   0.0078934
    1446   141.28920   0.6199647   0.0006100   0.0277170   0.0078888
    1447   141.29700   0.6200681   0.0006110   0.0277423   0.0078831
    1448   141.30480   0.6201558   0.0006121   0.0277650   0.0078766
    1449   141.31260   0.6202313   0.0006133   0.0277866   0.0078701
    1450   141.32040   0.6202860   0.0006145   0.0278054   0.0078647
    1451   141.32820   0.6203155   0.0006151   0.0278195   0.0078615
    1452   141.33600   0.6203287   0.0006150   0.0278309   0.0078616
    1453   141.34390   0.6203367   0.0006145   0.0278426   0.0078652
    1454   141.35170   0.6203284   0.0006139   0.0278516   0.0078697
    1455   141.35950   0.6202965   0.0006136   0.0278558   0.0078729
    1456   141.36730   0.6202652   0.0006134   0.0278605   0.0078739
    1457   141.37510   0.6202348   0.0006137   0.0278660   0.0078730
    1458   141.38290   0.6201963   0.0006142   0.0278698   0.0078706
    1459   141.39070   0.6201469   0.0006146   0.0278711   0.0078687
    1460   141.39860   0.6200899   0.0006147   0.0278708   0.0078693
    1461   141.40640   0.6200370   0.0006146   0.0278716   0.0078719
    1462   141.41420   0.6199731   0.0006143   0.0278700   0.0078750
    1463   141.42200   0.6198948   0.0006140   0.0278653   0.0078780
    1464   141.42980   0.6198199   0.0006138   0.0278620   0.0078808
    1465   141.43760   0.6197445   0.0006134   0.0278594   0.0078836
    1466   141.44550   0.6196387   0.0006129   0.0278506   0.0078864
    1467   141.45330   0.6195180   0.0006126   0.0278392   0.0078888
    1468   141.46110   0.6193760   0.0006128   0.0278246   0.0078914
    1469   141.46890   0.6192137   0.0006127   0.0278061   0.0078947
    1470   141.47670   0.6190379   0.0006121   0.0277844   0.0078987
    1471   141.48450   0.6188473   0.0006116   0.0277596   0.0079038
    1472   141.49230   0.6186555   0.0006110   0.0277339   0.0079105
    1473   141.50010   0.6184873   0.0006100   0.0277122   0.0079179
    1474   141.50800   0.6183382   0.0006094   0.0276934   0.0079240
    1475   141.51580   0.6182078   0.0006093   0.0276770   0.0079274
    1476   141.52360   0.6181024   0.0006094   0.0276638   0.0079282
    1477   141.53140   0.6180187   0.0006100   0.0276537   0.0079267
    1478   141.53920   0.6179527   0.0006109   0.0276459   0.0079234
    1479   141.54700   0.6179036   0.0006114   0.0276403   0.0079202
    1480   141.55470   0.6178667   0.0006113   0.0276359   0.0079197
    1481   141.56270   0.6178382   0.0006105   0.0276320   0.0079231
    1482   141.57050   0.6178204   0.0006094   0.0276290   0.0079291
    1483   141.57830   0.6178144   0.0006083   0.0276271   0.0079352
    1484   141.58610   0.6178238   0.0006075   0.0276269   0.0079394
    1485   141.59390   0.6178442   0.0006070   0.0276275   0.0079411
    1486   141.60170   0.6178669   0.0006069   0.0276270   0.0079406
    1487   141.60950   0.6178929   0.0006072   0.0276260   0.0079381
    1488   141.61730   0.6179244   0.0006079   0.0276254   0.0079335
    1489   141.62500   0.6179551   0.0006089   0.0276240   0.0079269
    1490   141.63300   0.6179802   0.0006103   0.0276206   0.0079182
    1491   141.64080   0.6179926   0.0006118   0.0276141   0.0079083
    1492   141.64860   0.6179952   0.0006135   0.0276056   0.0078976
    1493   141.65640   0.6179820   0.0006153   0.0275940   0.0078870
    1494   141.66420   0.6179472   0.0006170   0.0275781   0.0078771
    1495   141.67200   0.6178936   0.0006186   0.0275591   0.0078679
    1496   141.67980   0.6178217   0.0006201   0.0275372   0.0078590
    1497   141.68760   0.6177266   0.0006218   0.0275111   0.0078500
    1498   141.69550   0.6176131   0.0006234   0.0274821   0.0078406
    1499   141.70330   0.6174941   0.0006247   0.0274529   0.0078316
    1500   141.71110   0.6173734   0.0006259   0.0274245   0.0078233
    1501   141.71890   0.6172354   0.0006273   0.0273929   0.0078159
    1502   141.72670   0.6171116   0.0006286   0.0273656   0.0078096
