   n        time         Cl         Cd         AoA         M
    4980     0.85455  -0.0000000   0.0004610   0.0000000   0.0031947
    5000     0.85798  -0.0000000   0.0004636   0.0000000   0.0032204
    5020     0.86142  -0.0000000   0.0004662   0.0000000   0.0032461
    5040     0.86486  -0.0000000   0.0004688   0.0000000   0.0032720
    5060     0.86829  -0.0000000   0.0004714   0.0000000   0.0032980
    5080     0.87173  -0.0000000   0.0004740   0.0000000   0.0033241
    5100     0.87516  -0.0000000   0.0004765   0.0000000   0.0033503
    5120     0.87860  -0.0000000   0.0004791   0.0000000   0.0033766
    5140     0.88204  -0.0000000   0.0004817   0.0000000   0.0034030
    5160     0.88547  -0.0000000   0.0004842   0.0000000   0.0034294
    5180     0.88891  -0.0000000   0.0004868   0.0000000   0.0034560
    5200     0.89235  -0.0000000   0.0004893   0.0000000   0.0034827
    5220     0.89578  -0.0000000   0.0004919   0.0000000   0.0035095
    5240     0.89922  -0.0000000   0.0004944   0.0000000   0.0035364
    5260     0.90266  -0.0000000   0.0004969   0.0000000   0.0035634
    5280     0.90609  -0.0000000   0.0004994   0.0000000   0.0035905
    5300     0.90953  -0.0000000   0.0005020   0.0000000   0.0036177
    5320     0.91297  -0.0000000   0.0005045   0.0000000   0.0036450
    5340     0.91640  -0.0000000   0.0005070   0.0000000   0.0036724
    5360     0.91984  -0.0000000   0.0005094   0.0000000   0.0037000
    5380     0.92327  -0.0000000   0.0005119   0.0000000   0.0037276
    5400     0.92671  -0.0000000   0.0005144   0.0000000   0.0037553
    5420     0.93015  -0.0000000   0.0005169   0.0000000   0.0037831
    5440     0.93358  -0.0000000   0.0005193   0.0000000   0.0038110
    5460     0.93702  -0.0000000   0.0005218   0.0000000   0.0038390
    5480     0.94046  -0.0000000   0.0005242   0.0000000   0.0038671
    5500     0.94389  -0.0000000   0.0005267   0.0000000   0.0038954
    5520     0.94733  -0.0000000   0.0005291   0.0000000   0.0039237
    5540     0.95077  -0.0000000   0.0005315   0.0000000   0.0039521
    5560     0.95420  -0.0000000   0.0005339   0.0000000   0.0039806
    5580     0.95764  -0.0000000   0.0005364   0.0000000   0.0040093
    5600     0.96107  -0.0000000   0.0005388   0.0000000   0.0040380
    5620     0.96451  -0.0000000   0.0005412   0.0000000   0.0040668
    5640     0.96795  -0.0000000   0.0005435   0.0000000   0.0040957
    5660     0.97138  -0.0000000   0.0005459   0.0000000   0.0041248
    5680     0.97482  -0.0000000   0.0005483   0.0000000   0.0041539
    5700     0.97826  -0.0000000   0.0005507   0.0000000   0.0041831
    5720     0.98169  -0.0000000   0.0005530   0.0000000   0.0042125
    5740     0.98513  -0.0000000   0.0005554   0.0000000   0.0042419
    5760     0.98857  -0.0000000   0.0005577   0.0000000   0.0042715
    5780     0.99200  -0.0000000   0.0005600   0.0000000   0.0043011
    5800     0.99544  -0.0000000   0.0005624   0.0000000   0.0043308
    5820     0.99887  -0.0000000   0.0005647   0.0000000   0.0043607
    5840     1.00231  -0.0000000   0.0005670   0.0000000   0.0043906
    5860     1.00575  -0.0000000   0.0005693   0.0000000   0.0044207
    5880     1.00918  -0.0000000   0.0005716   0.0000000   0.0044508
    5900     1.01262  -0.0000000   0.0005739   0.0000000   0.0044811
    5920     1.01606  -0.0000000   0.0005762   0.0000000   0.0045114
    5940     1.01949  -0.0000000   0.0005785   0.0000000   0.0045419
    5960     1.02293  -0.0000000   0.0005807   0.0000000   0.0045724
    5980     1.02637  -0.0000000   0.0005830   0.0000000   0.0046031
    6000     1.02980  -0.0000000   0.0005853   0.0000000   0.0046338
    6020     1.03324  -0.0000000   0.0005875   0.0000000   0.0046647
    6040     1.03668  -0.0000000   0.0005897   0.0000000   0.0046957
    6060     1.04011  -0.0000000   0.0005920   0.0000000   0.0047267
    6080     1.04355  -0.0000000   0.0005942   0.0000000   0.0047579
    6100     1.04698  -0.0000000   0.0005964   0.0000000   0.0047891
    6120     1.05042  -0.0000000   0.0005986   0.0000000   0.0048205
    6140     1.05386  -0.0000000   0.0006009   0.0000000   0.0048520
    6160     1.05729  -0.0000000   0.0006031   0.0000000   0.0048835
    6180     1.06073  -0.0000000   0.0006052   0.0000000   0.0049152
    6200     1.06417  -0.0000000   0.0006074   0.0000000   0.0049470
    6220     1.06760  -0.0000000   0.0006096   0.0000000   0.0049788
    6240     1.07104  -0.0000000   0.0006118   0.0000000   0.0050108
    6260     1.07448  -0.0000000   0.0006140   0.0000000   0.0050429
    6280     1.07791  -0.0000000   0.0006161   0.0000000   0.0050750
    6300     1.08135  -0.0000000   0.0006183   0.0000000   0.0051073
    6320     1.08478  -0.0000000   0.0006204   0.0000000   0.0051397
    6340     1.08822  -0.0000000   0.0006226   0.0000000   0.0051721
    6360     1.09166  -0.0000000   0.0006247   0.0000000   0.0052047
    6380     1.09509  -0.0000000   0.0006268   0.0000000   0.0052374
    6400     1.09853  -0.0000000   0.0006290   0.0000000   0.0052702
    6420     1.10197  -0.0000000   0.0006311   0.0000000   0.0053030
    6440     1.10540  -0.0000000   0.0006332   0.0000000   0.0053360
    6460     1.10884  -0.0000000   0.0006353   0.0000000   0.0053691
    6480     1.11228  -0.0000000   0.0006374   0.0000000   0.0054023
    6500     1.11571  -0.0000000   0.0006395   0.0000000   0.0054356
    6520     1.11915  -0.0000000   0.0006416   0.0000000   0.0054689
    6540     1.12259  -0.0000000   0.0006437   0.0000000   0.0055024
    6560     1.12602  -0.0000000   0.0006458   0.0000000   0.0055360
    6580     1.12946  -0.0000000   0.0006478   0.0000000   0.0055697
    6600     1.13289  -0.0000000   0.0006499   0.0000000   0.0056035
    6620     1.13633  -0.0000000   0.0006519   0.0000000   0.0056374
    6640     1.13977  -0.0000000   0.0006540   0.0000000   0.0056713
    6660     1.14320  -0.0000000   0.0006560   0.0000000   0.0057054
    6680     1.14664  -0.0000000   0.0006581   0.0000000   0.0057396
    6700     1.15008  -0.0000000   0.0006601   0.0000000   0.0057739
    6720     1.15351  -0.0000000   0.0006622   0.0000000   0.0058083
    6740     1.15695  -0.0000000   0.0006642   0.0000000   0.0058428
    6760     1.16039  -0.0000000   0.0006662   0.0000000   0.0058774
    6780     1.16382  -0.0000000   0.0006682   0.0000000   0.0059121
    6800     1.16726  -0.0000000   0.0006702   0.0000000   0.0059469
    6820     1.17069  -0.0000000   0.0006722   0.0000000   0.0059817
    6840     1.17413  -0.0000000   0.0006742   0.0000000   0.0060167
    6860     1.17757  -0.0000000   0.0006762   0.0000000   0.0060518
    6880     1.18100  -0.0000000   0.0006782   0.0000000   0.0060870
    6900     1.18444  -0.0000000   0.0006802   0.0000000   0.0061223
    6920     1.18788  -0.0000000   0.0006821   0.0000000   0.0061577
    6940     1.19131  -0.0000000   0.0006841   0.0000000   0.0061932
    6960     1.19475  -0.0000000   0.0006861   0.0000000   0.0062288
    6980     1.19819  -0.0000000   0.0006880   0.0000000   0.0062645
    7000     1.20162  -0.0000000   0.0006900   0.0000000   0.0063003
    7020     1.20506  -0.0000000   0.0006919   0.0000000   0.0063362
    7040     1.20850  -0.0000000   0.0006939   0.0000000   0.0063722
    7060     1.21193  -0.0000000   0.0006958   0.0000000   0.0064083
    7080     1.21537  -0.0000000   0.0006978   0.0000000   0.0064445
    7100     1.21880  -0.0000000   0.0006997   0.0000000   0.0064808
    7120     1.22224  -0.0000000   0.0007016   0.0000000   0.0065172
    7140     1.22568  -0.0000000   0.0007035   0.0000000   0.0065536
    7160     1.22911  -0.0000000   0.0007054   0.0000000   0.0065902
    7180     1.23255  -0.0000000   0.0007073   0.0000000   0.0066269
    7200     1.23599  -0.0000000   0.0007092   0.0000000   0.0066637
    7220     1.23942  -0.0000000   0.0007111   0.0000000   0.0067006
    7240     1.24286  -0.0000000   0.0007130   0.0000000   0.0067376
    7260     1.24630  -0.0000000   0.0007149   0.0000000   0.0067747
    7280     1.24973  -0.0000000   0.0007168   0.0000000   0.0068119
    7300     1.25317  -0.0000000   0.0007186   0.0000000   0.0068492
    7320     1.25660  -0.0000000   0.0007205   0.0000000   0.0068866
    7340     1.26004  -0.0000000   0.0007224   0.0000000   0.0069241
    7360     1.26348  -0.0000000   0.0007242   0.0000000   0.0069617
    7380     1.26691  -0.0000000   0.0007261   0.0000000   0.0069994
    7400     1.27035  -0.0000000   0.0007279   0.0000000   0.0070372
    7420     1.27379  -0.0000000   0.0007298   0.0000000   0.0070751
    7440     1.27722  -0.0000000   0.0007316   0.0000000   0.0071131
    7460     1.28066  -0.0000000   0.0007335   0.0000000   0.0071512
    7480     1.28410  -0.0000000   0.0007353   0.0000000   0.0071894
    7500     1.28753  -0.0000000   0.0007371   0.0000000   0.0072277
    7520     1.29097  -0.0000000   0.0007389   0.0000000   0.0072661
    7540     1.29441  -0.0000000   0.0007407   0.0000000   0.0073046
    7560     1.29784  -0.0000000   0.0007425   0.0000000   0.0073432
    7580     1.30128  -0.0000000   0.0007443   0.0000000   0.0073819
    7600     1.30471  -0.0000000   0.0007461   0.0000000   0.0074207
    7620     1.30815  -0.0000000   0.0007479   0.0000000   0.0074596
    7640     1.31159  -0.0000000   0.0007497   0.0000000   0.0074986
    7660     1.31502  -0.0000000   0.0007515   0.0000000   0.0075377
    7680     1.31846  -0.0000000   0.0007533   0.0000000   0.0075769
    7700     1.32190  -0.0000000   0.0007551   0.0000000   0.0076162
    7720     1.32533  -0.0000000   0.0007568   0.0000000   0.0076556
    7740     1.32877  -0.0000000   0.0007586   0.0000000   0.0076951
    7760     1.33221  -0.0000000   0.0007604   0.0000000   0.0077346
    7780     1.33564  -0.0000000   0.0007621   0.0000000   0.0077743
    7800     1.33908  -0.0000000   0.0007639   0.0000000   0.0078141
    7820     1.34251  -0.0000000   0.0007656   0.0000000   0.0078540
    7840     1.34595  -0.0000000   0.0007673   0.0000000   0.0078940
    7860     1.34939  -0.0000000   0.0007691   0.0000000   0.0079341
    7880     1.35282  -0.0000000   0.0007708   0.0000000   0.0079743
    7900     1.35626  -0.0000000   0.0007725   0.0000000   0.0080146
    7920     1.35970  -0.0000000   0.0007743   0.0000000   0.0080550
    7940     1.36313  -0.0000000   0.0007760   0.0000000   0.0080955
    7960     1.36657  -0.0000000   0.0007777   0.0000000   0.0081361
    7980     1.37001  -0.0000000   0.0007794   0.0000000   0.0081767
    8000     1.37344  -0.0000000   0.0007811   0.0000000   0.0082175
    8020     1.37688  -0.0000000   0.0007828   0.0000000   0.0082584
    8040     1.38032  -0.0000000   0.0007845   0.0000000   0.0082994
    8060     1.38375  -0.0000000   0.0007862   0.0000000   0.0083405
    8080     1.38719  -0.0000000   0.0007879   0.0000000   0.0083817
    8100     1.39062  -0.0000000   0.0007895   0.0000000   0.0084230
    8120     1.39406  -0.0000000   0.0007912   0.0000000   0.0084643
    8140     1.39750  -0.0000000   0.0007929   0.0000000   0.0085058
    8160     1.40093  -0.0000000   0.0007946   0.0000000   0.0085474
