St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
1.718952e+01 	 4.749364e-07 	1.718952e+01 	 7.046584e-06 	1.718952e+01 	 8.716332e-05 	1.718952e+01 	 5.139608e-04 	1.718952e+01 	 2.506053e-03 	1.718952e+01 	 1.775173e-02 	1.718952e+01 	 7.565286e-02 	 
1.751385e+01 	 3.730414e-07 	1.751385e+01 	 5.220116e-06 	1.751385e+01 	 9.161858e-05 	1.751385e+01 	 3.482467e-04 	1.751385e+01 	 2.247781e-03 	1.751385e+01 	 1.604056e-02 	1.751385e+01 	 7.683625e-02 	 
1.783818e+01 	 2.809571e-07 	1.783818e+01 	 6.356138e-06 	1.783818e+01 	 5.419695e-05 	1.783818e+01 	 2.826535e-04 	1.783818e+01 	 2.123599e-03 	1.783818e+01 	 1.489348e-02 	1.783818e+01 	 8.732737e-02 	 
1.816251e+01 	 1.620150e-07 	1.816251e+01 	 5.930511e-06 	1.816251e+01 	 4.794016e-05 	1.816251e+01 	 4.218391e-04 	1.816251e+01 	 2.774242e-03 	1.816251e+01 	 2.424099e-02 	1.816251e+01 	 4.837621e-02 	 
1.848684e+01 	 1.654836e-07 	1.848684e+01 	 6.717310e-06 	1.848684e+01 	 6.049818e-05 	1.848684e+01 	 3.688919e-04 	1.848684e+01 	 2.855714e-03 	1.848684e+01 	 2.576065e-02 	1.848684e+01 	 3.363304e-02 	 
1.881117e+01 	 2.709818e-07 	1.881117e+01 	 7.789351e-06 	1.881117e+01 	 5.380671e-05 	1.881117e+01 	 2.828044e-04 	1.881117e+01 	 2.237021e-03 	1.881117e+01 	 1.608242e-02 	1.881117e+01 	 3.932173e-02 	 
1.913550e+01 	 1.650122e-07 	1.913550e+01 	 3.829453e-06 	1.913550e+01 	 3.349324e-05 	1.913550e+01 	 2.079457e-04 	1.913550e+01 	 1.758616e-03 	1.913550e+01 	 1.393242e-02 	1.913550e+01 	 3.770971e-02 	 
1.945983e+01 	 1.248306e-07 	1.945983e+01 	 3.451444e-06 	1.945983e+01 	 1.812937e-05 	1.945983e+01 	 1.543362e-04 	1.945983e+01 	 1.785766e-03 	1.945983e+01 	 1.216832e-02 	1.945983e+01 	 3.842688e-02 	 
1.978416e+01 	 1.156349e-07 	1.978416e+01 	 3.460225e-06 	1.978416e+01 	 3.744175e-05 	1.978416e+01 	 1.982817e-04 	1.978416e+01 	 2.288384e-03 	1.978416e+01 	 1.233160e-02 	1.978416e+01 	 4.829522e-02 	 
2.010850e+01 	 3.614517e-08 	2.010850e+01 	 2.230763e-06 	2.010850e+01 	 2.291640e-05 	2.010850e+01 	 5.819466e-05 	2.010850e+01 	 1.302147e-03 	2.010850e+01 	 6.827511e-03 	2.010850e+01 	 2.980196e-02 	 
