St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
0.000000e+00 	 1.172503e-06 	0.000000e+00 	 1.035389e-05 	0.000000e+00 	 8.621067e-05 	0.000000e+00 	 8.430762e-04 	0.000000e+00 	 2.671061e-02 	0.000000e+00 	 2.490983e-01 	0.000000e+00 	 2.080720e+00 	 
3.136837e-01 	 7.719511e-06 	3.136837e-01 	 6.191196e-05 	3.136837e-01 	 6.187927e-04 	3.136837e-01 	 6.798692e-03 	3.136837e-01 	 1.175414e-01 	3.136837e-01 	 1.096977e+00 	3.136837e-01 	 1.403170e+01 	 
6.273673e-01 	 9.928459e-07 	6.273673e-01 	 7.034443e-06 	6.273673e-01 	 1.576817e-04 	6.273673e-01 	 3.374405e-03 	6.273673e-01 	 6.402792e-02 	6.273673e-01 	 9.540076e-01 	6.273673e-01 	 1.084147e+01 	 
9.410510e-01 	 6.875238e-08 	9.410510e-01 	 2.415962e-06 	9.410510e-01 	 1.293922e-04 	9.410510e-01 	 2.868023e-03 	9.410510e-01 	 6.312932e-02 	9.410510e-01 	 1.752594e+00 	9.410510e-01 	 8.105654e+00 	 
1.254735e+00 	 2.844578e-08 	1.254735e+00 	 1.292883e-06 	1.254735e+00 	 1.116526e-04 	1.254735e+00 	 5.810427e-03 	1.254735e+00 	 1.494678e-01 	1.254735e+00 	 2.972303e+00 	1.254735e+00 	 1.655453e+01 	 
1.568418e+00 	 3.661441e-08 	1.568418e+00 	 1.543012e-06 	1.568418e+00 	 1.182802e-04 	1.568418e+00 	 6.697177e-03 	1.568418e+00 	 1.160922e-01 	1.568418e+00 	 1.516856e+00 	1.568418e+00 	 1.981053e+01 	 
1.882102e+00 	 3.645261e-08 	1.882102e+00 	 1.676868e-06 	1.882102e+00 	 1.322203e-04 	1.882102e+00 	 1.027823e-02 	1.882102e+00 	 2.007767e-01 	1.882102e+00 	 3.610931e+00 	1.882102e+00 	 2.721674e+01 	 
2.195786e+00 	 2.786381e-08 	2.195786e+00 	 1.009383e-06 	2.195786e+00 	 1.828640e-04 	2.195786e+00 	 1.314619e-02 	2.195786e+00 	 2.601677e-01 	2.195786e+00 	 4.592189e+00 	2.195786e+00 	 2.060303e+01 	 
2.509469e+00 	 1.675952e-08 	2.509469e+00 	 6.617732e-07 	2.509469e+00 	 3.728229e-04 	2.509469e+00 	 1.339602e-02 	2.509469e+00 	 1.807880e-01 	2.509469e+00 	 3.619700e+00 	2.509469e+00 	 1.757533e+01 	 
2.823153e+00 	 1.274071e-08 	2.823153e+00 	 1.434371e-06 	2.823153e+00 	 9.663379e-04 	2.823153e+00 	 4.022649e-02 	2.823153e+00 	 5.795652e-01 	2.823153e+00 	 4.311012e+00 	2.823153e+00 	 2.904839e+01 	 
3.136837e+00 	 6.563914e-09 	3.136837e+00 	 2.773615e-06 	3.136837e+00 	 1.302758e-03 	3.136837e+00 	 6.686235e-02 	3.136837e+00 	 9.493742e-01 	3.136837e+00 	 4.890350e+00 	3.136837e+00 	 2.587009e+01 	 
3.450520e+00 	 2.304516e-09 	3.450520e+00 	 2.471308e-06 	3.450520e+00 	 7.770633e-04 	3.450520e+00 	 4.339614e-02 	3.450520e+00 	 4.793130e-01 	3.450520e+00 	 2.342227e+00 	3.450520e+00 	 1.168835e+01 	 
