St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
0.000000e+00 	 8.420205e-07 	0.000000e+00 	 7.116264e-06 	0.000000e+00 	 1.430741e-04 	0.000000e+00 	 2.680557e-03 	0.000000e+00 	 9.274042e-02 	0.000000e+00 	 1.000262e+00 	0.000000e+00 	 7.271160e+00 	 
3.243306e-01 	 4.417881e-06 	3.243306e-01 	 5.566628e-05 	3.243306e-01 	 1.074114e-03 	3.243306e-01 	 1.736019e-02 	3.243306e-01 	 2.590308e-01 	3.243306e-01 	 3.817529e+00 	3.243306e-01 	 3.718232e+01 	 
6.486611e-01 	 3.330007e-06 	6.486611e-01 	 5.276065e-05 	6.486611e-01 	 1.438138e-03 	6.486611e-01 	 2.218291e-02 	6.486611e-01 	 2.002584e-01 	6.486611e-01 	 4.949840e+00 	6.486611e-01 	 4.942412e+01 	 
9.729917e-01 	 1.834694e-06 	9.729917e-01 	 3.511491e-05 	9.729917e-01 	 1.644379e-03 	9.729917e-01 	 1.758141e-02 	9.729917e-01 	 1.674729e-01 	9.729917e-01 	 2.956853e+00 	9.729917e-01 	 3.534599e+01 	 
1.297322e+00 	 1.397624e-06 	1.297322e+00 	 4.198189e-05 	1.297322e+00 	 2.190592e-03 	1.297322e+00 	 2.169008e-02 	1.297322e+00 	 2.601102e-01 	1.297322e+00 	 3.069348e+00 	1.297322e+00 	 2.241733e+01 	 
1.621653e+00 	 1.190015e-06 	1.621653e+00 	 4.316412e-05 	1.621653e+00 	 1.540954e-03 	1.621653e+00 	 1.770860e-02 	1.621653e+00 	 4.708773e-01 	1.621653e+00 	 3.912622e+00 	1.621653e+00 	 3.063046e+01 	 
1.945983e+00 	 1.250151e-06 	1.945983e+00 	 3.120237e-05 	1.945983e+00 	 9.668173e-04 	1.945983e+00 	 1.926822e-02 	1.945983e+00 	 3.295289e-01 	1.945983e+00 	 2.449487e+00 	1.945983e+00 	 2.289042e+01 	 
2.270314e+00 	 1.489160e-06 	2.270314e+00 	 3.843999e-05 	2.270314e+00 	 1.246764e-03 	2.270314e+00 	 1.456780e-02 	2.270314e+00 	 2.354932e-01 	2.270314e+00 	 1.491697e+00 	2.270314e+00 	 1.317327e+01 	 
2.594645e+00 	 1.705823e-06 	2.594645e+00 	 5.950212e-05 	2.594645e+00 	 1.563385e-03 	2.594645e+00 	 1.822089e-02 	2.594645e+00 	 1.858566e-01 	2.594645e+00 	 1.359756e+00 	2.594645e+00 	 1.184972e+01 	 
2.918975e+00 	 1.728851e-06 	2.918975e+00 	 4.810034e-05 	2.918975e+00 	 1.462501e-03 	2.918975e+00 	 1.838382e-02 	2.918975e+00 	 1.479873e-01 	2.918975e+00 	 1.517622e+00 	2.918975e+00 	 1.178511e+01 	 
3.243306e+00 	 1.503243e-06 	3.243306e+00 	 5.805041e-05 	3.243306e+00 	 1.550367e-03 	3.243306e+00 	 2.201905e-02 	3.243306e+00 	 1.779630e-01 	3.243306e+00 	 1.640497e+00 	3.243306e+00 	 1.235558e+01 	 
3.567636e+00 	 1.832319e-06 	3.567636e+00 	 5.981212e-05 	3.567636e+00 	 1.437456e-03 	3.567636e+00 	 2.603282e-02 	3.567636e+00 	 1.253961e-01 	3.567636e+00 	 1.162453e+00 	3.567636e+00 	 1.020699e+01 	 
3.891967e+00 	 1.311929e-06 	3.891967e+00 	 7.862085e-05 	3.891967e+00 	 1.052346e-03 	3.891967e+00 	 1.200837e-02 	3.891967e+00 	 1.335783e-01 	3.891967e+00 	 1.165050e+00 	3.891967e+00 	 8.732456e+00 	 
