St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
0.000000e+00 	 3.387958e-07 	0.000000e+00 	 1.156976e-05 	0.000000e+00 	 7.754727e-05 	0.000000e+00 	 8.032869e-04 	0.000000e+00 	 1.635243e-02 	0.000000e+00 	 1.922513e-01 	0.000000e+00 	 3.025553e+00 	 
3.331251e-01 	 2.405412e-06 	3.331251e-01 	 4.185745e-05 	3.331251e-01 	 5.382669e-04 	3.331251e-01 	 5.819115e-03 	3.331251e-01 	 9.010917e-02 	3.331251e-01 	 1.187731e+00 	3.331251e-01 	 1.056691e+01 	 
6.662502e-01 	 9.256066e-07 	6.662502e-01 	 2.997621e-05 	6.662502e-01 	 3.632524e-04 	6.662502e-01 	 3.809224e-03 	6.662502e-01 	 5.488028e-02 	6.662502e-01 	 8.431418e-01 	6.662502e-01 	 1.171122e+01 	 
9.993753e-01 	 6.302724e-07 	9.993753e-01 	 2.695726e-05 	9.993753e-01 	 3.496568e-04 	9.993753e-01 	 4.136323e-03 	9.993753e-01 	 5.784573e-02 	9.993753e-01 	 9.770374e-01 	9.993753e-01 	 1.706178e+01 	 
1.332500e+00 	 5.491140e-07 	1.332500e+00 	 1.896771e-05 	1.332500e+00 	 4.166011e-04 	1.332500e+00 	 6.246141e-03 	1.332500e+00 	 6.210430e-02 	1.332500e+00 	 9.647215e-01 	1.332500e+00 	 1.749530e+01 	 
1.665625e+00 	 4.529579e-07 	1.665625e+00 	 9.776976e-06 	1.665625e+00 	 3.819847e-04 	1.665625e+00 	 4.634339e-03 	1.665625e+00 	 4.853337e-02 	1.665625e+00 	 7.961685e-01 	1.665625e+00 	 1.145673e+01 	 
1.998751e+00 	 2.806022e-07 	1.998751e+00 	 1.174642e-05 	1.998751e+00 	 3.004685e-04 	1.998751e+00 	 3.223712e-03 	1.998751e+00 	 5.010665e-02 	1.998751e+00 	 9.885752e-01 	1.998751e+00 	 1.055913e+01 	 
2.331876e+00 	 2.406064e-07 	2.331876e+00 	 1.200874e-05 	2.331876e+00 	 2.911392e-04 	2.331876e+00 	 3.553527e-03 	2.331876e+00 	 5.005518e-02 	2.331876e+00 	 6.449355e-01 	2.331876e+00 	 8.179157e+00 	 
2.665001e+00 	 2.464732e-07 	2.665001e+00 	 1.564123e-05 	2.665001e+00 	 3.225166e-04 	2.665001e+00 	 3.030716e-03 	2.665001e+00 	 5.657753e-02 	2.665001e+00 	 4.222866e-01 	2.665001e+00 	 5.260086e+00 	 
2.998126e+00 	 3.143821e-07 	2.998126e+00 	 3.267859e-05 	2.998126e+00 	 3.574212e-04 	2.998126e+00 	 2.483401e-03 	2.998126e+00 	 4.514451e-02 	2.998126e+00 	 3.826107e-01 	2.998126e+00 	 2.988964e+00 	 
3.331251e+00 	 2.574263e-07 	3.331251e+00 	 3.553419e-05 	3.331251e+00 	 4.736650e-04 	3.331251e+00 	 3.271815e-03 	3.331251e+00 	 3.239279e-02 	3.331251e+00 	 2.207667e-01 	3.331251e+00 	 3.583618e+00 	 
3.664376e+00 	 2.740533e-07 	3.664376e+00 	 3.751665e-05 	3.664376e+00 	 5.454107e-04 	3.664376e+00 	 3.287940e-03 	3.664376e+00 	 5.394359e-02 	3.664376e+00 	 2.718983e-01 	3.664376e+00 	 4.136119e+00 	 
3.997501e+00 	 3.228844e-07 	3.997501e+00 	 3.382325e-05 	3.997501e+00 	 4.974889e-04 	3.997501e+00 	 2.672019e-03 	3.997501e+00 	 4.159136e-02 	3.997501e+00 	 4.940060e-01 	3.997501e+00 	 3.252621e+00 	 
4.330626e+00 	 3.821118e-07 	4.330626e+00 	 4.298517e-05 	4.330626e+00 	 5.173542e-04 	4.330626e+00 	 3.918340e-03 	4.330626e+00 	 2.519997e-02 	4.330626e+00 	 4.210687e-01 	4.330626e+00 	 3.056487e+00 	 
4.663751e+00 	 4.004965e-07 	4.663751e+00 	 6.140521e-05 	4.663751e+00 	 6.022355e-04 	4.663751e+00 	 4.323818e-03 	4.663751e+00 	 2.197157e-02 	4.663751e+00 	 2.560930e-01 	4.663751e+00 	 3.928386e+00 	 
4.996876e+00 	 9.954307e-07 	4.996876e+00 	 9.878352e-05 	4.996876e+00 	 1.177771e-03 	4.996876e+00 	 6.540246e-03 	4.996876e+00 	 2.557916e-02 	4.996876e+00 	 2.479144e-01 	4.996876e+00 	 2.438320e+00 	 
