St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
3.891940e+00 	 4.124891e-05 	3.891940e+00 	 3.683139e-04 	3.891940e+00 	 2.940843e-03 	3.891940e+00 	 2.478680e-02 	3.891940e+00 	 1.583026e-01 	3.891940e+00 	 1.015540e+00 	3.891940e+00 	 9.847350e+00 	 
4.216268e+00 	 2.592643e-05 	4.216268e+00 	 2.391586e-04 	4.216268e+00 	 2.143776e-03 	4.216268e+00 	 2.780100e-02 	4.216268e+00 	 1.353327e-01 	4.216268e+00 	 1.012030e+00 	4.216268e+00 	 5.121089e+00 	 
4.540597e+00 	 2.194425e-05 	4.540597e+00 	 2.643385e-04 	4.540597e+00 	 2.436621e-03 	4.540597e+00 	 1.699671e-02 	4.540597e+00 	 1.064336e-01 	4.540597e+00 	 6.243997e-01 	4.540597e+00 	 6.138561e+00 	 
4.864925e+00 	 2.866493e-05 	4.864925e+00 	 2.632590e-04 	4.864925e+00 	 1.783959e-03 	4.864925e+00 	 1.147153e-02 	4.864925e+00 	 9.680975e-02 	4.864925e+00 	 3.494438e-01 	4.864925e+00 	 4.869682e+00 	 
5.189253e+00 	 3.383400e-05 	5.189253e+00 	 2.939930e-04 	5.189253e+00 	 1.688921e-03 	5.189253e+00 	 1.062569e-02 	5.189253e+00 	 7.842861e-02 	5.189253e+00 	 4.785665e-01 	5.189253e+00 	 3.043953e+00 	 
5.513582e+00 	 2.811999e-05 	5.513582e+00 	 2.531497e-04 	5.513582e+00 	 1.144721e-03 	5.513582e+00 	 9.504755e-03 	5.513582e+00 	 8.765867e-02 	5.513582e+00 	 4.331473e-01 	5.513582e+00 	 2.428607e+00 	 
5.837910e+00 	 3.234724e-05 	5.837910e+00 	 1.850440e-04 	5.837910e+00 	 1.139898e-03 	5.837910e+00 	 1.162918e-02 	5.837910e+00 	 6.894235e-02 	5.837910e+00 	 3.457880e-01 	5.837910e+00 	 1.896820e+00 	 
6.162238e+00 	 3.626734e-05 	6.162238e+00 	 1.016189e-04 	6.162238e+00 	 1.208765e-03 	6.162238e+00 	 9.631013e-03 	6.162238e+00 	 5.654845e-02 	6.162238e+00 	 3.436509e-01 	6.162238e+00 	 1.847616e+00 	 
6.486567e+00 	 3.646216e-05 	6.486567e+00 	 1.441818e-04 	6.486567e+00 	 1.562419e-03 	6.486567e+00 	 8.981227e-03 	6.486567e+00 	 2.528408e-02 	6.486567e+00 	 3.028388e-01 	6.486567e+00 	 1.874444e+00 	 
6.810895e+00 	 3.023312e-05 	6.810895e+00 	 1.349320e-04 	6.810895e+00 	 1.073780e-03 	6.810895e+00 	 5.809210e-03 	6.810895e+00 	 1.844574e-02 	6.810895e+00 	 1.713392e-01 	6.810895e+00 	 8.492651e-01 	 
7.135223e+00 	 2.902837e-05 	7.135223e+00 	 9.537082e-05 	7.135223e+00 	 4.977416e-04 	7.135223e+00 	 5.953069e-03 	7.135223e+00 	 1.583394e-02 	7.135223e+00 	 1.920776e-01 	7.135223e+00 	 7.767497e-01 	 
7.459552e+00 	 1.894970e-05 	7.459552e+00 	 6.721250e-05 	7.459552e+00 	 3.597646e-04 	7.459552e+00 	 3.416998e-03 	7.459552e+00 	 1.504681e-02 	7.459552e+00 	 1.502605e-01 	7.459552e+00 	 7.122587e-01 	 
7.783880e+00 	 7.581330e-06 	7.783880e+00 	 4.864016e-05 	7.783880e+00 	 4.218314e-04 	7.783880e+00 	 2.191186e-03 	7.783880e+00 	 1.045887e-02 	7.783880e+00 	 8.979801e-02 	7.783880e+00 	 9.559782e-01 	 
8.108208e+00 	 7.238801e-06 	8.108208e+00 	 3.447716e-05 	8.108208e+00 	 4.182739e-04 	8.108208e+00 	 2.580267e-03 	8.108208e+00 	 1.153865e-02 	8.108208e+00 	 6.599470e-02 	8.108208e+00 	 8.862002e-01 	 
8.432537e+00 	 4.290371e-06 	8.432537e+00 	 4.165652e-05 	8.432537e+00 	 3.290969e-04 	8.432537e+00 	 3.658385e-03 	8.432537e+00 	 1.477351e-02 	8.432537e+00 	 6.707617e-02 	8.432537e+00 	 4.262012e-01 	 
8.756865e+00 	 2.408076e-06 	8.756865e+00 	 4.276586e-05 	8.756865e+00 	 3.893307e-04 	8.756865e+00 	 3.645364e-03 	8.756865e+00 	 1.703567e-02 	8.756865e+00 	 8.452145e-02 	8.756865e+00 	 3.382682e-01 	 
9.081193e+00 	 2.878933e-06 	9.081193e+00 	 4.761572e-05 	9.081193e+00 	 4.296457e-04 	9.081193e+00 	 4.060906e-03 	9.081193e+00 	 1.499450e-02 	9.081193e+00 	 6.888392e-02 	9.081193e+00 	 3.489189e-01 	 
9.405522e+00 	 3.468213e-06 	9.405522e+00 	 3.593614e-05 	9.405522e+00 	 2.783926e-04 	9.405522e+00 	 2.500931e-03 	9.405522e+00 	 1.033920e-02 	9.405522e+00 	 5.673710e-02 	9.405522e+00 	 2.922309e-01 	 
9.729850e+00 	 2.692614e-06 	9.729850e+00 	 2.386163e-05 	9.729850e+00 	 2.996425e-04 	9.729850e+00 	 2.018334e-03 	9.729850e+00 	 7.698568e-03 	9.729850e+00 	 4.485420e-02 	9.729850e+00 	 2.655141e-01 	 
1.005418e+01 	 1.873964e-06 	1.005418e+01 	 1.669430e-05 	1.005418e+01 	 1.328315e-04 	1.005418e+01 	 1.096913e-03 	1.005418e+01 	 6.976043e-03 	1.005418e+01 	 4.993087e-02 	1.005418e+01 	 2.042312e-01 	 
1.037851e+01 	 3.218169e-06 	1.037851e+01 	 1.419061e-05 	1.037851e+01 	 1.083103e-04 	1.037851e+01 	 8.379880e-04 	1.037851e+01 	 5.051933e-03 	1.037851e+01 	 2.500452e-02 	1.037851e+01 	 2.087306e-01 	 
1.070283e+01 	 2.182846e-06 	1.070283e+01 	 1.952255e-05 	1.070283e+01 	 1.837925e-04 	1.070283e+01 	 8.845050e-04 	1.070283e+01 	 2.633408e-03 	1.070283e+01 	 3.525628e-02 	1.070283e+01 	 2.964867e-01 	 
1.102716e+01 	 1.369798e-06 	1.102716e+01 	 1.780387e-05 	1.102716e+01 	 1.506325e-04 	1.102716e+01 	 1.108402e-03 	1.102716e+01 	 2.804010e-03 	1.102716e+01 	 2.518112e-02 	1.102716e+01 	 2.703300e-01 	 
1.135149e+01 	 1.604490e-06 	1.135149e+01 	 1.467028e-05 	1.135149e+01 	 1.024610e-04 	1.135149e+01 	 1.125543e-03 	1.135149e+01 	 3.325979e-03 	1.135149e+01 	 1.882613e-02 	1.135149e+01 	 1.421943e-01 	 
1.167582e+01 	 1.685253e-06 	1.167582e+01 	 1.404344e-05 	1.167582e+01 	 8.977327e-05 	1.167582e+01 	 9.806683e-04 	1.167582e+01 	 2.943148e-03 	1.167582e+01 	 1.267611e-02 	1.167582e+01 	 7.363011e-02 	 
1.200015e+01 	 1.465749e-06 	1.200015e+01 	 1.158243e-05 	1.200015e+01 	 9.185052e-05 	1.200015e+01 	 6.109461e-04 	1.200015e+01 	 2.021775e-03 	1.200015e+01 	 1.595314e-02 	1.200015e+01 	 9.813984e-02 	 
1.232448e+01 	 1.489713e-06 	1.232448e+01 	 1.281213e-05 	1.232448e+01 	 8.267537e-05 	1.232448e+01 	 4.682978e-04 	1.232448e+01 	 2.275433e-03 	1.232448e+01 	 1.666308e-02 	1.232448e+01 	 1.123558e-01 	 
1.264880e+01 	 1.357218e-06 	1.264880e+01 	 9.436891e-06 	1.264880e+01 	 7.463054e-05 	1.264880e+01 	 4.758147e-04 	1.264880e+01 	 1.588067e-03 	1.264880e+01 	 1.046379e-02 	1.264880e+01 	 8.811432e-02 	 
1.297313e+01 	 1.054211e-06 	1.297313e+01 	 1.117157e-05 	1.297313e+01 	 6.790919e-05 	1.297313e+01 	 3.265876e-04 	1.297313e+01 	 1.108975e-03 	1.297313e+01 	 1.147704e-02 	1.297313e+01 	 8.132757e-02 	 
1.329746e+01 	 7.600279e-07 	1.329746e+01 	 8.332439e-06 	1.329746e+01 	 7.318264e-05 	1.329746e+01 	 6.240182e-04 	1.329746e+01 	 1.222012e-03 	1.329746e+01 	 1.050943e-02 	1.329746e+01 	 6.640220e-02 	 
1.362179e+01 	 9.882111e-07 	1.362179e+01 	 4.413191e-06 	1.362179e+01 	 6.324155e-05 	1.362179e+01 	 5.376913e-04 	1.362179e+01 	 1.041497e-03 	1.362179e+01 	 7.489568e-03 	1.362179e+01 	 5.855920e-02 	 
1.394612e+01 	 7.430253e-07 	1.394612e+01 	 5.673384e-06 	1.394612e+01 	 3.826633e-05 	1.394612e+01 	 4.453623e-04 	1.394612e+01 	 8.050806e-04 	1.394612e+01 	 4.939512e-03 	1.394612e+01 	 4.314010e-02 	 
1.427045e+01 	 4.979792e-07 	1.427045e+01 	 7.434749e-06 	1.427045e+01 	 4.320868e-05 	1.427045e+01 	 3.516261e-04 	1.427045e+01 	 1.174642e-03 	1.427045e+01 	 4.781249e-03 	1.427045e+01 	 2.820272e-02 	 
1.459477e+01 	 5.707564e-07 	1.459477e+01 	 5.733107e-06 	1.459477e+01 	 4.454085e-05 	1.459477e+01 	 2.082003e-04 	1.459477e+01 	 1.205735e-03 	1.459477e+01 	 3.588527e-03 	1.459477e+01 	 2.418022e-02 	 
1.491910e+01 	 5.235723e-07 	1.491910e+01 	 4.463290e-06 	1.491910e+01 	 3.734295e-05 	1.491910e+01 	 2.887478e-04 	1.491910e+01 	 7.465907e-04 	1.491910e+01 	 4.563083e-03 	1.491910e+01 	 1.258336e-02 	 
1.524343e+01 	 3.338762e-07 	1.524343e+01 	 3.858730e-06 	1.524343e+01 	 4.138795e-05 	1.524343e+01 	 2.976794e-04 	1.524343e+01 	 2.708148e-04 	1.524343e+01 	 4.144988e-03 	1.524343e+01 	 2.454318e-02 	 
1.556776e+01 	 3.471774e-07 	1.556776e+01 	 2.437303e-06 	1.556776e+01 	 3.758352e-05 	1.556776e+01 	 2.082419e-04 	1.556776e+01 	 4.288403e-04 	1.556776e+01 	 3.252431e-03 	1.556776e+01 	 2.801085e-02 	 
1.589209e+01 	 3.377756e-07 	1.589209e+01 	 2.604249e-06 	1.589209e+01 	 3.727112e-05 	1.589209e+01 	 1.198026e-04 	1.589209e+01 	 4.564747e-04 	1.589209e+01 	 2.309931e-03 	1.589209e+01 	 1.585815e-02 	 
1.621642e+01 	 2.492969e-07 	1.621642e+01 	 2.364043e-06 	1.621642e+01 	 3.906110e-05 	1.621642e+01 	 8.543325e-05 	1.621642e+01 	 3.851162e-04 	1.621642e+01 	 2.608422e-03 	1.621642e+01 	 1.733996e-02 	 
1.654074e+01 	 2.214110e-07 	1.654074e+01 	 1.591249e-06 	1.654074e+01 	 3.119738e-05 	1.654074e+01 	 1.162251e-04 	1.654074e+01 	 7.307603e-04 	1.654074e+01 	 4.206537e-03 	1.654074e+01 	 1.130706e-02 	 
1.686507e+01 	 2.330882e-07 	1.686507e+01 	 1.641905e-06 	1.686507e+01 	 2.659525e-05 	1.686507e+01 	 1.287949e-04 	1.686507e+01 	 6.622176e-04 	1.686507e+01 	 2.899071e-03 	1.686507e+01 	 1.112123e-02 	 
1.718940e+01 	 2.360985e-07 	1.718940e+01 	 2.110350e-06 	1.718940e+01 	 2.525394e-05 	1.718940e+01 	 1.064978e-04 	1.718940e+01 	 3.925182e-04 	1.718940e+01 	 2.183199e-03 	1.718940e+01 	 1.464927e-02 	 
1.751373e+01 	 3.101498e-07 	1.751373e+01 	 3.272418e-06 	1.751373e+01 	 1.796589e-05 	1.751373e+01 	 9.878774e-05 	1.751373e+01 	 2.483770e-04 	1.751373e+01 	 1.738867e-03 	1.751373e+01 	 1.040988e-02 	 
1.783806e+01 	 2.686291e-07 	1.783806e+01 	 2.836493e-06 	1.783806e+01 	 1.553411e-05 	1.783806e+01 	 1.211208e-04 	1.783806e+01 	 1.735963e-04 	1.783806e+01 	 2.160869e-03 	1.783806e+01 	 7.690839e-03 	 
1.816239e+01 	 1.478082e-07 	1.816239e+01 	 2.295402e-06 	1.816239e+01 	 2.484201e-05 	1.816239e+01 	 9.452029e-05 	1.816239e+01 	 2.268448e-04 	1.816239e+01 	 1.731148e-03 	1.816239e+01 	 1.003929e-02 	 
1.848671e+01 	 1.137038e-07 	1.848671e+01 	 2.144103e-06 	1.848671e+01 	 2.206415e-05 	1.848671e+01 	 1.045910e-04 	1.848671e+01 	 1.878014e-04 	1.848671e+01 	 1.467413e-03 	1.848671e+01 	 5.690568e-03 	 
1.881104e+01 	 1.251257e-07 	1.881104e+01 	 1.437118e-06 	1.881104e+01 	 2.081399e-05 	1.881104e+01 	 8.399629e-05 	1.881104e+01 	 3.280937e-04 	1.881104e+01 	 2.249326e-03 	1.881104e+01 	 4.889842e-03 	 
1.913537e+01 	 1.615380e-07 	1.913537e+01 	 1.138978e-06 	1.913537e+01 	 2.202754e-05 	1.913537e+01 	 1.195116e-04 	1.913537e+01 	 5.237648e-04 	1.913537e+01 	 1.805121e-03 	1.913537e+01 	 7.492348e-03 	 
1.945970e+01 	 1.938038e-07 	1.945970e+01 	 1.039329e-06 	1.945970e+01 	 1.779701e-05 	1.945970e+01 	 1.034854e-04 	1.945970e+01 	 3.115577e-04 	1.945970e+01 	 1.537175e-03 	1.945970e+01 	 6.472309e-03 	 
1.978403e+01 	 1.164482e-07 	1.978403e+01 	 1.533210e-06 	1.978403e+01 	 1.752854e-05 	1.978403e+01 	 8.367531e-05 	1.978403e+01 	 3.987706e-04 	1.978403e+01 	 1.492182e-03 	1.978403e+01 	 4.546439e-03 	 
2.010836e+01 	 4.380091e-08 	2.010836e+01 	 8.601027e-07 	2.010836e+01 	 1.284525e-05 	2.010836e+01 	 2.613669e-05 	2.010836e+01 	 1.036922e-04 	2.010836e+01 	 7.854093e-04 	2.010836e+01 	 1.863772e-03 	 
