St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
0.000000e+00 	 3.680109e-07 	0.000000e+00 	 1.203524e-05 	0.000000e+00 	 3.141896e-04 	0.000000e+00 	 3.757376e-03 	0.000000e+00 	 4.632162e-02 	0.000000e+00 	 8.954371e-01 	0.000000e+00 	 1.500344e+01 	 
3.243306e-01 	 2.571282e-06 	3.243306e-01 	 4.852793e-05 	3.243306e-01 	 1.436745e-03 	3.243306e-01 	 1.751258e-02 	3.243306e-01 	 2.184548e-01 	3.243306e-01 	 4.532719e+00 	3.243306e-01 	 8.944039e+01 	 
6.486611e-01 	 2.377779e-06 	6.486611e-01 	 4.792626e-05 	6.486611e-01 	 1.485990e-03 	6.486611e-01 	 2.302391e-02 	6.486611e-01 	 3.419239e-01 	6.486611e-01 	 6.150060e+00 	6.486611e-01 	 6.900108e+01 	 
9.729917e-01 	 2.345543e-06 	9.729917e-01 	 7.140648e-05 	9.729917e-01 	 1.634214e-03 	9.729917e-01 	 2.957809e-02 	9.729917e-01 	 3.529938e-01 	9.729917e-01 	 4.946455e+00 	9.729917e-01 	 4.054833e+01 	 
1.297322e+00 	 2.732118e-06 	1.297322e+00 	 7.217861e-05 	1.297322e+00 	 1.482677e-03 	1.297322e+00 	 4.206113e-02 	1.297322e+00 	 4.732694e-01 	1.297322e+00 	 3.850684e+00 	1.297322e+00 	 2.495790e+01 	 
1.621653e+00 	 2.478321e-06 	1.621653e+00 	 5.406317e-05 	1.621653e+00 	 1.388893e-03 	1.621653e+00 	 3.737695e-02 	1.621653e+00 	 4.692272e-01 	1.621653e+00 	 4.697921e+00 	1.621653e+00 	 2.844652e+01 	 
1.945983e+00 	 2.160007e-06 	1.945983e+00 	 5.407749e-05 	1.945983e+00 	 1.417383e-03 	1.945983e+00 	 2.756525e-02 	1.945983e+00 	 3.119298e-01 	1.945983e+00 	 2.096440e+00 	1.945983e+00 	 1.805800e+01 	 
2.270314e+00 	 1.867154e-06 	2.270314e+00 	 3.571892e-05 	2.270314e+00 	 1.319180e-03 	2.270314e+00 	 1.925249e-02 	2.270314e+00 	 2.066791e-01 	2.270314e+00 	 1.636056e+00 	2.270314e+00 	 1.344964e+01 	 
2.594645e+00 	 1.537408e-06 	2.594645e+00 	 3.662620e-05 	2.594645e+00 	 1.241156e-03 	2.594645e+00 	 1.966708e-02 	2.594645e+00 	 1.615856e-01 	2.594645e+00 	 1.093669e+00 	2.594645e+00 	 1.136235e+01 	 
2.918975e+00 	 1.632780e-06 	2.918975e+00 	 3.895429e-05 	2.918975e+00 	 7.263759e-04 	2.918975e+00 	 1.927956e-02 	2.918975e+00 	 1.883592e-01 	2.918975e+00 	 1.295050e+00 	2.918975e+00 	 1.366361e+01 	 
3.243306e+00 	 2.295283e-06 	3.243306e+00 	 4.561581e-05 	3.243306e+00 	 1.161363e-03 	3.243306e+00 	 2.603180e-02 	3.243306e+00 	 1.736155e-01 	3.243306e+00 	 8.824824e-01 	3.243306e+00 	 9.305077e+00 	 
3.567636e+00 	 1.813014e-06 	3.567636e+00 	 4.069146e-05 	3.567636e+00 	 1.149010e-03 	3.567636e+00 	 1.859540e-02 	3.567636e+00 	 1.288529e-01 	3.567636e+00 	 1.099576e+00 	3.567636e+00 	 6.385049e+00 	 
3.891967e+00 	 1.044834e-06 	3.891967e+00 	 4.550138e-05 	3.891967e+00 	 9.954164e-04 	3.891967e+00 	 1.691624e-02 	3.891967e+00 	 9.443606e-02 	3.891967e+00 	 7.739181e-01 	3.891967e+00 	 5.310362e+00 	 
4.216297e+00 	 1.047274e-06 	4.216297e+00 	 5.237372e-05 	4.216297e+00 	 7.654709e-04 	4.216297e+00 	 1.302196e-02 	4.216297e+00 	 1.407646e-01 	4.216297e+00 	 5.254679e-01 	4.216297e+00 	 4.928099e+00 	 
4.540628e+00 	 1.234586e-06 	4.540628e+00 	 4.448910e-05 	4.540628e+00 	 8.037513e-04 	4.540628e+00 	 1.017072e-02 	4.540628e+00 	 1.127494e-01 	4.540628e+00 	 4.996839e-01 	4.540628e+00 	 3.005126e+00 	 
4.864958e+00 	 1.358854e-06 	4.864958e+00 	 3.125854e-05 	4.864958e+00 	 7.082501e-04 	4.864958e+00 	 1.045230e-02 	4.864958e+00 	 5.683777e-02 	4.864958e+00 	 5.355541e-01 	4.864958e+00 	 2.612504e+00 	 
5.189289e+00 	 2.046799e-06 	5.189289e+00 	 3.451596e-05 	5.189289e+00 	 1.267109e-03 	5.189289e+00 	 8.951411e-03 	5.189289e+00 	 4.132888e-02 	5.189289e+00 	 4.835914e-01 	5.189289e+00 	 3.074862e+00 	 
5.513620e+00 	 2.200500e-06 	5.513620e+00 	 2.474486e-05 	5.513620e+00 	 1.048101e-03 	5.513620e+00 	 6.727549e-03 	5.513620e+00 	 3.957957e-02 	5.513620e+00 	 4.062662e-01 	5.513620e+00 	 3.100924e+00 	 
5.837950e+00 	 2.321785e-06 	5.837950e+00 	 2.548335e-05 	5.837950e+00 	 4.501444e-04 	5.837950e+00 	 7.469169e-03 	5.837950e+00 	 3.544801e-02 	5.837950e+00 	 3.263544e-01 	5.837950e+00 	 1.779597e+00 	 
6.162281e+00 	 2.429077e-06 	6.162281e+00 	 4.111745e-05 	6.162281e+00 	 3.553971e-04 	6.162281e+00 	 5.558075e-03 	6.162281e+00 	 3.573909e-02 	6.162281e+00 	 3.152933e-01 	6.162281e+00 	 1.501563e+00 	 
6.486611e+00 	 2.659679e-06 	6.486611e+00 	 4.188593e-05 	6.486611e+00 	 2.738397e-04 	6.486611e+00 	 4.352439e-03 	6.486611e+00 	 4.273421e-02 	6.486611e+00 	 2.770242e-01 	6.486611e+00 	 1.429843e+00 	 
6.810942e+00 	 3.061743e-06 	6.810942e+00 	 3.194355e-05 	6.810942e+00 	 4.349056e-04 	6.810942e+00 	 6.942393e-03 	6.810942e+00 	 3.902673e-02 	6.810942e+00 	 2.954917e-01 	6.810942e+00 	 1.231566e+00 	 
7.135272e+00 	 3.381113e-06 	7.135272e+00 	 2.313208e-05 	7.135272e+00 	 4.683834e-04 	7.135272e+00 	 8.314116e-03 	7.135272e+00 	 2.745432e-02 	7.135272e+00 	 2.628496e-01 	7.135272e+00 	 9.175782e-01 	 
7.459603e+00 	 2.810142e-06 	7.459603e+00 	 2.007172e-05 	7.459603e+00 	 5.558889e-04 	7.459603e+00 	 9.108160e-03 	7.459603e+00 	 2.144497e-02 	7.459603e+00 	 2.209977e-01 	7.459603e+00 	 8.032745e-01 	 
7.783934e+00 	 1.884569e-06 	7.783934e+00 	 2.798563e-05 	7.783934e+00 	 5.195956e-04 	7.783934e+00 	 5.925092e-03 	7.783934e+00 	 2.914744e-02 	7.783934e+00 	 1.299920e-01 	7.783934e+00 	 8.760777e-01 	 
8.108264e+00 	 1.372496e-06 	8.108264e+00 	 2.900162e-05 	8.108264e+00 	 5.911305e-04 	8.108264e+00 	 4.765900e-03 	8.108264e+00 	 2.775586e-02 	8.108264e+00 	 1.401213e-01 	8.108264e+00 	 6.861956e-01 	 
8.432595e+00 	 1.707418e-06 	8.432595e+00 	 1.987209e-05 	8.432595e+00 	 5.896027e-04 	8.432595e+00 	 4.391367e-03 	8.432595e+00 	 1.569331e-02 	8.432595e+00 	 1.550964e-01 	8.432595e+00 	 7.360494e-01 	 
8.756925e+00 	 1.406876e-06 	8.756925e+00 	 1.871257e-05 	8.756925e+00 	 5.727151e-04 	8.756925e+00 	 2.924280e-03 	8.756925e+00 	 1.702713e-02 	8.756925e+00 	 1.162254e-01 	8.756925e+00 	 6.894380e-01 	 
9.081256e+00 	 1.005797e-06 	9.081256e+00 	 1.434395e-05 	9.081256e+00 	 4.531320e-04 	9.081256e+00 	 3.276527e-03 	9.081256e+00 	 1.378130e-02 	9.081256e+00 	 1.004424e-01 	9.081256e+00 	 4.129202e-01 	 
