St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
9.405586e+00 	 9.177278e-07 	9.405586e+00 	 1.811203e-05 	9.405586e+00 	 4.180495e-04 	9.405586e+00 	 3.658641e-03 	9.405586e+00 	 1.545910e-02 	9.405586e+00 	 9.321408e-02 	9.405586e+00 	 5.015380e-01 	 
9.729917e+00 	 8.819334e-07 	9.729917e+00 	 2.139911e-05 	9.729917e+00 	 3.587965e-04 	9.729917e+00 	 3.173409e-03 	9.729917e+00 	 1.445821e-02 	9.729917e+00 	 9.880147e-02 	9.729917e+00 	 5.465923e-01 	 
1.005425e+01 	 6.472500e-07 	1.005425e+01 	 1.608322e-05 	1.005425e+01 	 3.235049e-04 	1.005425e+01 	 1.799214e-03 	1.005425e+01 	 9.610065e-03 	1.005425e+01 	 5.803251e-02 	1.005425e+01 	 6.045164e-01 	 
1.037858e+01 	 8.356129e-07 	1.037858e+01 	 1.435493e-05 	1.037858e+01 	 2.960760e-04 	1.037858e+01 	 1.087238e-03 	1.037858e+01 	 1.011589e-02 	1.037858e+01 	 7.309993e-02 	1.037858e+01 	 5.271023e-01 	 
1.070291e+01 	 1.206232e-06 	1.070291e+01 	 1.429996e-05 	1.070291e+01 	 2.536893e-04 	1.070291e+01 	 2.187054e-03 	1.070291e+01 	 8.233504e-03 	1.070291e+01 	 6.804303e-02 	1.070291e+01 	 2.791538e-01 	 
1.102724e+01 	 1.222203e-06 	1.102724e+01 	 9.758338e-06 	1.102724e+01 	 2.029960e-04 	1.102724e+01 	 2.031679e-03 	1.102724e+01 	 6.306174e-03 	1.102724e+01 	 8.212085e-02 	1.102724e+01 	 2.589824e-01 	 
1.135157e+01 	 9.098105e-07 	1.135157e+01 	 1.280091e-05 	1.135157e+01 	 2.876343e-04 	1.135157e+01 	 1.903344e-03 	1.135157e+01 	 6.061433e-03 	1.135157e+01 	 6.077461e-02 	1.135157e+01 	 1.625095e-01 	 
1.167590e+01 	 5.012802e-07 	1.167590e+01 	 1.246733e-05 	1.167590e+01 	 4.974809e-04 	1.167590e+01 	 2.776957e-03 	1.167590e+01 	 7.840245e-03 	1.167590e+01 	 5.604244e-02 	1.167590e+01 	 1.624355e-01 	 
1.200023e+01 	 7.916616e-07 	1.200023e+01 	 9.922322e-06 	1.200023e+01 	 3.390417e-04 	1.200023e+01 	 2.337492e-03 	1.200023e+01 	 9.511900e-03 	1.200023e+01 	 5.367797e-02 	1.200023e+01 	 1.876024e-01 	 
1.232456e+01 	 7.677026e-07 	1.232456e+01 	 1.240365e-05 	1.232456e+01 	 2.089015e-04 	1.232456e+01 	 1.160986e-03 	1.232456e+01 	 5.277719e-03 	1.232456e+01 	 5.306478e-02 	1.232456e+01 	 1.165071e-01 	 
1.264889e+01 	 7.518906e-07 	1.264889e+01 	 1.502943e-05 	1.264889e+01 	 2.299644e-04 	1.264889e+01 	 7.348140e-04 	1.264889e+01 	 3.123185e-03 	1.264889e+01 	 4.779515e-02 	1.264889e+01 	 1.108798e-01 	 
1.297322e+01 	 1.113278e-06 	1.297322e+01 	 2.090342e-05 	1.297322e+01 	 2.337623e-04 	1.297322e+01 	 1.423080e-03 	1.297322e+01 	 4.679031e-03 	1.297322e+01 	 2.959092e-02 	1.297322e+01 	 1.652509e-01 	 
1.329755e+01 	 1.113521e-06 	1.329755e+01 	 1.790995e-05 	1.329755e+01 	 1.480115e-04 	1.329755e+01 	 1.181626e-03 	1.329755e+01 	 6.418055e-03 	1.329755e+01 	 3.609550e-02 	1.329755e+01 	 1.139492e-01 	 
1.362188e+01 	 6.528812e-07 	1.362188e+01 	 1.367790e-05 	1.362188e+01 	 1.503657e-04 	1.362188e+01 	 1.284323e-03 	1.362188e+01 	 6.486023e-03 	1.362188e+01 	 3.018186e-02 	1.362188e+01 	 8.658859e-02 	 
1.394621e+01 	 6.429752e-07 	1.394621e+01 	 1.690861e-05 	1.394621e+01 	 1.697103e-04 	1.394621e+01 	 1.245190e-03 	1.394621e+01 	 3.161602e-03 	1.394621e+01 	 2.289265e-02 	1.394621e+01 	 5.760163e-02 	 
1.427054e+01 	 8.470602e-07 	1.427054e+01 	 1.201820e-05 	1.427054e+01 	 1.703668e-04 	1.427054e+01 	 5.437995e-04 	1.427054e+01 	 2.289258e-03 	1.427054e+01 	 2.631112e-02 	1.427054e+01 	 5.253915e-02 	 
1.459488e+01 	 7.463175e-07 	1.459488e+01 	 1.298025e-05 	1.459488e+01 	 1.121067e-04 	1.459488e+01 	 5.803902e-04 	1.459488e+01 	 1.757046e-03 	1.459488e+01 	 1.613904e-02 	1.459488e+01 	 5.075706e-02 	 
1.491921e+01 	 1.188746e-06 	1.491921e+01 	 1.658309e-05 	1.491921e+01 	 1.238293e-04 	1.491921e+01 	 6.503147e-04 	1.491921e+01 	 2.323233e-03 	1.491921e+01 	 1.727277e-02 	1.491921e+01 	 5.399171e-02 	 
1.524354e+01 	 1.249806e-06 	1.524354e+01 	 9.799940e-06 	1.524354e+01 	 1.556820e-04 	1.524354e+01 	 9.153147e-04 	1.524354e+01 	 2.592698e-03 	1.524354e+01 	 1.534052e-02 	1.524354e+01 	 4.601589e-02 	 
1.556787e+01 	 1.425069e-06 	1.556787e+01 	 6.781294e-06 	1.556787e+01 	 1.955120e-04 	1.556787e+01 	 1.091879e-03 	1.556787e+01 	 3.098504e-03 	1.556787e+01 	 1.976388e-02 	1.556787e+01 	 4.518872e-02 	 
1.589220e+01 	 6.851716e-07 	1.589220e+01 	 6.260312e-06 	1.589220e+01 	 2.019975e-04 	1.589220e+01 	 6.302950e-04 	1.589220e+01 	 2.577894e-03 	1.589220e+01 	 1.725379e-02 	1.589220e+01 	 4.750902e-02 	 
1.621653e+01 	 3.770850e-07 	1.621653e+01 	 8.199903e-06 	1.621653e+01 	 2.246678e-04 	1.621653e+01 	 3.174960e-04 	1.621653e+01 	 1.589635e-03 	1.621653e+01 	 1.224527e-02 	1.621653e+01 	 2.238324e-02 	 
1.654086e+01 	 5.466729e-07 	1.654086e+01 	 7.913779e-06 	1.654086e+01 	 2.071117e-04 	1.654086e+01 	 3.473882e-04 	1.654086e+01 	 2.630495e-03 	1.654086e+01 	 1.292881e-02 	1.654086e+01 	 3.250573e-02 	 
1.686519e+01 	 5.443904e-07 	1.686519e+01 	 6.559062e-06 	1.686519e+01 	 1.115393e-04 	1.686519e+01 	 6.277658e-04 	1.686519e+01 	 3.336427e-03 	1.686519e+01 	 1.347628e-02 	1.686519e+01 	 2.662678e-02 	 
1.718952e+01 	 6.176437e-07 	1.718952e+01 	 5.237049e-06 	1.718952e+01 	 1.638199e-04 	1.718952e+01 	 6.632702e-04 	1.718952e+01 	 1.361687e-03 	1.718952e+01 	 1.147888e-02 	1.718952e+01 	 2.440055e-02 	 
1.751385e+01 	 7.291024e-07 	1.751385e+01 	 4.510197e-06 	1.751385e+01 	 1.406928e-04 	1.751385e+01 	 7.030358e-04 	1.751385e+01 	 1.406448e-03 	1.751385e+01 	 5.456950e-03 	1.751385e+01 	 2.065327e-02 	 
1.783818e+01 	 4.693883e-07 	1.783818e+01 	 3.962368e-06 	1.783818e+01 	 1.154002e-04 	1.783818e+01 	 5.480831e-04 	1.783818e+01 	 1.855415e-03 	1.783818e+01 	 6.769016e-03 	1.783818e+01 	 1.963710e-02 	 
1.816251e+01 	 6.537708e-07 	1.816251e+01 	 9.218061e-06 	1.816251e+01 	 7.085098e-05 	1.816251e+01 	 3.219816e-04 	1.816251e+01 	 1.334219e-03 	1.816251e+01 	 6.475774e-03 	1.816251e+01 	 2.600742e-02 	 
1.848684e+01 	 6.058105e-07 	1.848684e+01 	 1.180649e-05 	1.848684e+01 	 1.317299e-04 	1.848684e+01 	 3.199452e-04 	1.848684e+01 	 1.556525e-03 	1.848684e+01 	 8.746137e-03 	1.848684e+01 	 1.418973e-02 	 
1.881117e+01 	 3.802771e-07 	1.881117e+01 	 8.581305e-06 	1.881117e+01 	 2.453503e-04 	1.881117e+01 	 4.104821e-04 	1.881117e+01 	 2.328188e-03 	1.881117e+01 	 7.707738e-03 	1.881117e+01 	 9.319833e-03 	 
1.913550e+01 	 2.584619e-07 	1.913550e+01 	 7.596774e-06 	1.913550e+01 	 1.873330e-04 	1.913550e+01 	 6.028024e-04 	1.913550e+01 	 1.724453e-03 	1.913550e+01 	 6.659812e-03 	1.913550e+01 	 1.176540e-02 	 
1.945983e+01 	 3.969297e-07 	1.945983e+01 	 8.843132e-06 	1.945983e+01 	 1.083146e-04 	1.945983e+01 	 4.862455e-04 	1.945983e+01 	 1.564795e-03 	1.945983e+01 	 7.562690e-03 	1.945983e+01 	 1.180106e-02 	 
1.978416e+01 	 5.749981e-07 	1.978416e+01 	 7.832822e-06 	1.978416e+01 	 1.362511e-04 	1.978416e+01 	 4.190026e-04 	1.978416e+01 	 1.530621e-03 	1.978416e+01 	 6.253473e-03 	1.978416e+01 	 1.065590e-02 	 
2.010850e+01 	 2.700821e-07 	2.010850e+01 	 3.253948e-06 	2.010850e+01 	 6.607309e-05 	2.010850e+01 	 2.385250e-04 	2.010850e+01 	 7.372518e-04 	2.010850e+01 	 2.931272e-03 	2.010850e+01 	 5.286514e-03 	 
