St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
0.000000e+00 	 1.167756e-06 	0.000000e+00 	 9.104601e-06 	0.000000e+00 	 8.607666e-05 	0.000000e+00 	 1.454923e-03 	0.000000e+00 	 1.769481e-02 	0.000000e+00 	 1.514855e-01 	0.000000e+00 	 2.359170e+00 	 
3.136837e-01 	 7.604496e-06 	3.136837e-01 	 5.898034e-05 	3.136837e-01 	 5.099408e-04 	3.136837e-01 	 6.770784e-03 	3.136837e-01 	 9.194237e-02 	3.136837e-01 	 1.173377e+00 	3.136837e-01 	 1.689037e+01 	 
6.273673e-01 	 9.515779e-07 	6.273673e-01 	 7.602699e-06 	6.273673e-01 	 1.394487e-04 	6.273673e-01 	 2.131683e-03 	6.273673e-01 	 6.920657e-02 	6.273673e-01 	 8.477908e-01 	6.273673e-01 	 1.516408e+01 	 
9.410510e-01 	 7.114448e-08 	9.410510e-01 	 1.553173e-06 	9.410510e-01 	 1.316994e-04 	9.410510e-01 	 2.901109e-03 	9.410510e-01 	 1.074361e-01 	9.410510e-01 	 1.187404e+00 	9.410510e-01 	 1.814756e+01 	 
1.254735e+00 	 3.194236e-08 	1.254735e+00 	 9.675959e-07 	1.254735e+00 	 1.854492e-04 	1.254735e+00 	 7.375372e-03 	1.254735e+00 	 2.459636e-01 	1.254735e+00 	 2.808133e+00 	1.254735e+00 	 2.499424e+01 	 
1.568418e+00 	 3.777957e-08 	1.568418e+00 	 1.345398e-06 	1.568418e+00 	 2.229168e-04 	1.568418e+00 	 1.127485e-02 	1.568418e+00 	 2.316645e-01 	1.568418e+00 	 2.600300e+00 	1.568418e+00 	 1.450326e+01 	 
1.882102e+00 	 3.098217e-08 	1.882102e+00 	 1.524160e-06 	1.882102e+00 	 3.123736e-04 	1.882102e+00 	 1.645362e-02 	1.882102e+00 	 4.206759e-01 	1.882102e+00 	 3.724962e+00 	1.882102e+00 	 1.213602e+01 	 
2.195786e+00 	 3.073347e-08 	2.195786e+00 	 1.304410e-06 	2.195786e+00 	 3.711453e-04 	2.195786e+00 	 1.881293e-02 	2.195786e+00 	 6.185225e-01 	2.195786e+00 	 5.776204e+00 	2.195786e+00 	 1.940193e+01 	 
2.509469e+00 	 1.810486e-08 	2.509469e+00 	 1.719378e-06 	2.509469e+00 	 5.920455e-04 	2.509469e+00 	 2.290662e-02 	2.509469e+00 	 4.466089e-01 	2.509469e+00 	 3.475777e+00 	2.509469e+00 	 1.671380e+01 	 
2.823153e+00 	 1.136070e-08 	2.823153e+00 	 3.251339e-06 	2.823153e+00 	 1.666915e-03 	2.823153e+00 	 6.066605e-02 	2.823153e+00 	 6.929699e-01 	2.823153e+00 	 3.745388e+00 	2.823153e+00 	 1.644954e+01 	 
3.136837e+00 	 6.121003e-09 	3.136837e+00 	 5.245565e-06 	3.136837e+00 	 1.954132e-03 	3.136837e+00 	 6.827441e-02 	3.136837e+00 	 8.640149e-01 	3.136837e+00 	 5.234079e+00 	3.136837e+00 	 1.902543e+01 	 
3.450520e+00 	 3.033893e-09 	3.450520e+00 	 3.953918e-06 	3.450520e+00 	 8.660061e-04 	3.450520e+00 	 2.921760e-02 	3.450520e+00 	 3.681705e-01 	3.450520e+00 	 2.476256e+00 	3.450520e+00 	 1.230558e+01 	 
3.764204e+00 	 8.550161e-10 	3.764204e+00 	 1.951896e-06 	3.764204e+00 	 7.035681e-04 	3.764204e+00 	 2.463195e-02 	3.764204e+00 	 2.491793e-01 	3.764204e+00 	 1.562687e+00 	3.764204e+00 	 8.089651e+00 	 
4.077888e+00 	 2.104554e-09 	4.077888e+00 	 3.604000e-06 	4.077888e+00 	 1.020275e-03 	4.077888e+00 	 2.860983e-02 	4.077888e+00 	 1.943350e-01 	4.077888e+00 	 1.185430e+00 	4.077888e+00 	 8.327118e+00 	 
4.391571e+00 	 4.298017e-09 	4.391571e+00 	 9.583218e-06 	4.391571e+00 	 1.830127e-03 	4.391571e+00 	 3.489364e-02 	4.391571e+00 	 1.651811e-01 	4.391571e+00 	 1.011958e+00 	4.391571e+00 	 6.914226e+00 	 
4.705255e+00 	 7.721863e-09 	4.705255e+00 	 2.092901e-05 	4.705255e+00 	 2.654879e-03 	4.705255e+00 	 4.031448e-02 	4.705255e+00 	 2.103885e-01 	4.705255e+00 	 9.205432e-01 	4.705255e+00 	 7.286943e+00 	 
5.018939e+00 	 1.754227e-08 	5.018939e+00 	 3.441483e-05 	5.018939e+00 	 3.587468e-03 	5.018939e+00 	 5.048007e-02 	5.018939e+00 	 2.004926e-01 	5.018939e+00 	 1.195378e+00 	5.018939e+00 	 7.163533e+00 	 
5.332622e+00 	 2.343258e-08 	5.332622e+00 	 4.204704e-05 	5.332622e+00 	 2.983715e-03 	5.332622e+00 	 3.346853e-02 	5.332622e+00 	 1.485922e-01 	5.332622e+00 	 1.105179e+00 	5.332622e+00 	 6.562455e+00 	 
5.646306e+00 	 3.791130e-08 	5.646306e+00 	 8.221055e-05 	5.646306e+00 	 4.362873e-03 	5.646306e+00 	 2.557602e-02 	5.646306e+00 	 6.595765e-02 	5.646306e+00 	 4.175012e-01 	5.646306e+00 	 3.980970e+00 	 
5.959990e+00 	 3.380296e-08 	5.959990e+00 	 7.834279e-05 	5.959990e+00 	 3.446389e-03 	5.959990e+00 	 1.296290e-02 	5.959990e+00 	 5.183108e-02 	5.959990e+00 	 5.669699e-01 	5.959990e+00 	 2.991475e+00 	 
