St0	i0	St1	i1	St2	i2	St3	i3	St4	i4	St5	i5	St6	i6	
0.000000e+00 	 3.712160e-07 	0.000000e+00 	 6.032332e-06 	0.000000e+00 	 3.512182e-04 	0.000000e+00 	 4.869495e-03 	0.000000e+00 	 4.828923e-02 	0.000000e+00 	 3.555841e-01 	0.000000e+00 	 5.138265e+00 	 
3.243283e-01 	 3.492927e-06 	3.243283e-01 	 4.380001e-05 	3.243283e-01 	 1.669697e-03 	3.243283e-01 	 1.576056e-02 	3.243283e-01 	 1.867172e-01 	3.243283e-01 	 2.524896e+00 	3.243283e-01 	 3.614955e+01 	 
6.486567e-01 	 2.712610e-06 	6.486567e-01 	 2.866344e-05 	6.486567e-01 	 1.164664e-03 	6.486567e-01 	 9.576205e-03 	6.486567e-01 	 1.847371e-01 	6.486567e-01 	 3.044636e+00 	6.486567e-01 	 6.572311e+01 	 
9.729850e-01 	 1.334536e-06 	9.729850e-01 	 2.511684e-05 	9.729850e-01 	 1.148240e-03 	9.729850e-01 	 7.804882e-03 	9.729850e-01 	 1.416818e-01 	9.729850e-01 	 2.973189e+00 	9.729850e-01 	 4.039329e+01 	 
1.297313e+00 	 1.877786e-06 	1.297313e+00 	 1.693345e-05 	1.297313e+00 	 7.464070e-04 	1.297313e+00 	 9.886884e-03 	1.297313e+00 	 1.242854e-01 	1.297313e+00 	 2.432233e+00 	1.297313e+00 	 2.617483e+01 	 
1.621642e+00 	 1.456707e-06 	1.621642e+00 	 1.377747e-05 	1.621642e+00 	 6.260281e-04 	1.621642e+00 	 1.474311e-02 	1.621642e+00 	 1.283301e-01 	1.621642e+00 	 1.360541e+00 	1.621642e+00 	 1.221603e+01 	 
1.945970e+00 	 1.101073e-06 	1.945970e+00 	 1.484279e-05 	1.945970e+00 	 6.744165e-04 	1.945970e+00 	 1.161322e-02 	1.945970e+00 	 1.581177e-01 	1.945970e+00 	 1.082774e+00 	1.945970e+00 	 1.120553e+01 	 
2.270298e+00 	 7.627664e-07 	2.270298e+00 	 1.655842e-05 	2.270298e+00 	 7.193993e-04 	2.270298e+00 	 8.229806e-03 	2.270298e+00 	 1.272053e-01 	2.270298e+00 	 8.832171e-01 	2.270298e+00 	 6.478766e+00 	 
2.594627e+00 	 9.483250e-07 	2.594627e+00 	 1.773489e-05 	2.594627e+00 	 4.658994e-04 	2.594627e+00 	 1.049849e-02 	2.594627e+00 	 1.513585e-01 	2.594627e+00 	 5.294982e-01 	2.594627e+00 	 5.329953e+00 	 
2.918955e+00 	 1.184802e-06 	2.918955e+00 	 1.703847e-05 	2.918955e+00 	 3.443021e-04 	2.918955e+00 	 1.272823e-02 	2.918955e+00 	 1.359610e-01 	2.918955e+00 	 5.637018e-01 	2.918955e+00 	 5.820033e+00 	 
3.243283e+00 	 1.027861e-06 	3.243283e+00 	 1.054672e-05 	3.243283e+00 	 5.876982e-04 	3.243283e+00 	 1.105691e-02 	3.243283e+00 	 7.473313e-02 	3.243283e+00 	 4.779386e-01 	3.243283e+00 	 6.041478e+00 	 
