x0	M1	x1	M2	x2	M3	x3	M4	x4	M5	x5	M6	x6	M7	x7	M8	x8	M9	x9	avg	
-0.35730 	 -0.76999 	-0.35730 	 -0.79529 	-0.35730 	 -0.91051 	-0.35730 	 -1.14535 	-0.35730 	 -1.15522 	-0.35730 	 -0.94625 	-0.35730 	 -0.85920 	-0.35730 	 -0.79299 	-0.35730 	 -0.76999 	-0.35730 	 -0.90498 	 
-0.35387 	 -0.76916 	-0.35387 	 -0.79070 	-0.35387 	 -0.89455 	-0.35387 	 -1.07832 	-0.35387 	 -1.09411 	-0.35387 	 -0.93085 	-0.35387 	 -0.85461 	-0.35387 	 -0.79511 	-0.35387 	 -0.76916 	-0.35387 	 -0.88628 	 
-0.35041 	 -0.76919 	-0.35041 	 -0.78787 	-0.35041 	 -0.87934 	-0.35041 	 -1.01677 	-0.35041 	 -1.02900 	-0.35041 	 -0.91667 	-0.35041 	 -0.85140 	-0.35041 	 -0.79688 	-0.35041 	 -0.76919 	-0.35041 	 -0.86848 	 
-0.34689 	 -0.76992 	-0.34689 	 -0.78442 	-0.34689 	 -0.86242 	-0.34689 	 -0.96136 	-0.34689 	 -0.96002 	-0.34689 	 -0.90045 	-0.34689 	 -0.85032 	-0.34689 	 -0.79770 	-0.34689 	 -0.76992 	-0.34689 	 -0.85073 	 
-0.34333 	 -0.77083 	-0.34333 	 -0.77891 	-0.34333 	 -0.84962 	-0.34333 	 -0.91065 	-0.34333 	 -0.89334 	-0.34333 	 -0.88416 	-0.34333 	 -0.84660 	-0.34333 	 -0.79814 	-0.34333 	 -0.77083 	-0.34333 	 -0.83367 	 
-0.33973 	 -0.77151 	-0.33973 	 -0.77443 	-0.33973 	 -0.84330 	-0.33973 	 -0.86490 	-0.33973 	 -0.84206 	-0.33973 	 -0.86833 	-0.33973 	 -0.84290 	-0.33973 	 -0.79906 	-0.33973 	 -0.77151 	-0.33973 	 -0.81978 	 
-0.33608 	 -0.77207 	-0.33608 	 -0.77143 	-0.33608 	 -0.83140 	-0.33608 	 -0.82785 	-0.33608 	 -0.80628 	-0.33608 	 -0.85527 	-0.33608 	 -0.84086 	-0.33608 	 -0.80065 	-0.33608 	 -0.77207 	-0.33608 	 -0.80865 	 
-0.33239 	 -0.77294 	-0.33239 	 -0.76947 	-0.33239 	 -0.81527 	-0.33239 	 -0.80233 	-0.33239 	 -0.77303 	-0.33239 	 -0.84665 	-0.33239 	 -0.83842 	-0.33239 	 -0.80241 	-0.33239 	 -0.77294 	-0.33239 	 -0.79928 	 
-0.32866 	 -0.77443 	-0.32866 	 -0.76888 	-0.32866 	 -0.80866 	-0.32866 	 -0.78286 	-0.32866 	 -0.74357 	-0.32866 	 -0.84128 	-0.32866 	 -0.83525 	-0.32866 	 -0.80378 	-0.32866 	 -0.77443 	-0.32866 	 -0.79257 	 
-0.32488 	 -0.77631 	-0.32488 	 -0.76819 	-0.32488 	 -0.80593 	-0.32488 	 -0.76620 	-0.32488 	 -0.72480 	-0.32488 	 -0.83751 	-0.32488 	 -0.83005 	-0.32488 	 -0.80453 	-0.32488 	 -0.77631 	-0.32488 	 -0.78776 	 
-0.32105 	 -0.77810 	-0.32105 	 -0.76709 	-0.32105 	 -0.79905 	-0.32105 	 -0.75272 	-0.32105 	 -0.71180 	-0.32105 	 -0.83181 	-0.32105 	 -0.82484 	-0.32105 	 -0.80478 	-0.32105 	 -0.77810 	-0.32105 	 -0.78314 	 
-0.31719 	 -0.77968 	-0.31719 	 -0.76716 	-0.31719 	 -0.79162 	-0.31719 	 -0.74082 	-0.31719 	 -0.70341 	-0.31719 	 -0.82378 	-0.31719 	 -0.82147 	-0.31719 	 -0.80553 	-0.31719 	 -0.77968 	-0.31719 	 -0.77924 	 
-0.31328 	 -0.78135 	-0.31328 	 -0.76909 	-0.31328 	 -0.78978 	-0.31328 	 -0.73053 	-0.31328 	 -0.70108 	-0.31328 	 -0.81782 	-0.31328 	 -0.81606 	-0.31328 	 -0.80670 	-0.31328 	 -0.78135 	-0.31328 	 -0.77708 	 
-0.30933 	 -0.78297 	-0.30933 	 -0.77249 	-0.30933 	 -0.79206 	-0.30933 	 -0.72192 	-0.30933 	 -0.70053 	-0.30933 	 -0.81336 	-0.30933 	 -0.81139 	-0.30933 	 -0.80690 	-0.30933 	 -0.78297 	-0.30933 	 -0.77607 	 
-0.30534 	 -0.78421 	-0.30534 	 -0.77525 	-0.30534 	 -0.79171 	-0.30534 	 -0.71519 	-0.30534 	 -0.69906 	-0.30534 	 -0.80725 	-0.30534 	 -0.81028 	-0.30534 	 -0.80635 	-0.30534 	 -0.78421 	-0.30534 	 -0.77483 	 
-0.30130 	 -0.78530 	-0.30130 	 -0.77582 	-0.30130 	 -0.78922 	-0.30130 	 -0.71169 	-0.30130 	 -0.69840 	-0.30130 	 -0.80309 	-0.30130 	 -0.80976 	-0.30130 	 -0.80649 	-0.30130 	 -0.78530 	-0.30130 	 -0.77390 	 
-0.29723 	 -0.78647 	-0.29723 	 -0.77598 	-0.29723 	 -0.78380 	-0.29723 	 -0.71053 	-0.29723 	 -0.69968 	-0.29723 	 -0.80203 	-0.29723 	 -0.80668 	-0.29723 	 -0.80763 	-0.29723 	 -0.78647 	-0.29723 	 -0.77325 	 
-0.29311 	 -0.78750 	-0.29311 	 -0.77590 	-0.29311 	 -0.77517 	-0.29311 	 -0.70850 	-0.29311 	 -0.70231 	-0.29311 	 -0.80029 	-0.29311 	 -0.79975 	-0.29311 	 -0.80900 	-0.29311 	 -0.78750 	-0.29311 	 -0.77177 	 
-0.28896 	 -0.78831 	-0.28896 	 -0.77490 	-0.28896 	 -0.76961 	-0.28896 	 -0.70596 	-0.28896 	 -0.70505 	-0.28896 	 -0.79687 	-0.28896 	 -0.79309 	-0.28896 	 -0.80985 	-0.28896 	 -0.78831 	-0.28896 	 -0.77022 	 
-0.28476 	 -0.78908 	-0.28476 	 -0.77507 	-0.28476 	 -0.76878 	-0.28476 	 -0.70558 	-0.28476 	 -0.70729 	-0.28476 	 -0.79367 	-0.28476 	 -0.79192 	-0.28476 	 -0.80995 	-0.28476 	 -0.78908 	-0.28476 	 -0.77005 	 
-0.28053 	 -0.79002 	-0.28053 	 -0.77620 	-0.28053 	 -0.76746 	-0.28053 	 -0.70698 	-0.28053 	 -0.70920 	-0.28053 	 -0.79484 	-0.28053 	 -0.79530 	-0.28053 	 -0.80971 	-0.28053 	 -0.79002 	-0.28053 	 -0.77108 	 
-0.27625 	 -0.79146 	-0.27625 	 -0.77549 	-0.27625 	 -0.76336 	-0.27625 	 -0.70900 	-0.27625 	 -0.71070 	-0.27625 	 -0.79923 	-0.27625 	 -0.79985 	-0.27625 	 -0.80971 	-0.27625 	 -0.79146 	-0.27625 	 -0.77225 	 
-0.27194 	 -0.79375 	-0.27194 	 -0.77393 	-0.27194 	 -0.75883 	-0.27194 	 -0.71206 	-0.27194 	 -0.71246 	-0.27194 	 -0.80158 	-0.27194 	 -0.80344 	-0.27194 	 -0.81062 	-0.27194 	 -0.79375 	-0.27194 	 -0.77338 	 
-0.26759 	 -0.79665 	-0.26759 	 -0.77492 	-0.26759 	 -0.75542 	-0.26759 	 -0.71482 	-0.26759 	 -0.71529 	-0.26759 	 -0.80162 	-0.26759 	 -0.80631 	-0.26759 	 -0.81265 	-0.26759 	 -0.79665 	-0.26759 	 -0.77493 	 
-0.26320 	 -0.79943 	-0.26320 	 -0.77803 	-0.26320 	 -0.75380 	-0.26320 	 -0.71525 	-0.26320 	 -0.71833 	-0.26320 	 -0.80109 	-0.26320 	 -0.80922 	-0.26320 	 -0.81517 	-0.26320 	 -0.79943 	-0.26320 	 -0.77664 	 
-0.25877 	 -0.80153 	-0.25877 	 -0.78157 	-0.25877 	 -0.75467 	-0.25877 	 -0.71419 	-0.25877 	 -0.72062 	-0.25877 	 -0.80056 	-0.25877 	 -0.81109 	-0.25877 	 -0.81728 	-0.25877 	 -0.80153 	-0.25877 	 -0.77812 	 
-0.25431 	 -0.80288 	-0.25431 	 -0.78588 	-0.25431 	 -0.75774 	-0.25431 	 -0.71329 	-0.25431 	 -0.72259 	-0.25431 	 -0.80096 	-0.25431 	 -0.81197 	-0.25431 	 -0.81871 	-0.25431 	 -0.80288 	-0.25431 	 -0.77966 	 
-0.24981 	 -0.80368 	-0.24981 	 -0.79008 	-0.24981 	 -0.76255 	-0.24981 	 -0.71203 	-0.24981 	 -0.72361 	-0.24981 	 -0.80219 	-0.24981 	 -0.81300 	-0.24981 	 -0.82019 	-0.24981 	 -0.80368 	-0.24981 	 -0.78122 	 
-0.24528 	 -0.80440 	-0.24528 	 -0.79341 	-0.24528 	 -0.76773 	-0.24528 	 -0.71110 	-0.24528 	 -0.72170 	-0.24528 	 -0.80064 	-0.24528 	 -0.81456 	-0.24528 	 -0.82190 	-0.24528 	 -0.80440 	-0.24528 	 -0.78220 	 
-0.24071 	 -0.80512 	-0.24071 	 -0.79816 	-0.24071 	 -0.77089 	-0.24071 	 -0.71296 	-0.24071 	 -0.71786 	-0.24071 	 -0.79510 	-0.24071 	 -0.81632 	-0.24071 	 -0.82307 	-0.24071 	 -0.80512 	-0.24071 	 -0.78274 	 
-0.23610 	 -0.80568 	-0.23610 	 -0.80515 	-0.23610 	 -0.77336 	-0.23610 	 -0.71666 	-0.23610 	 -0.71435 	-0.23610 	 -0.78938 	-0.23610 	 -0.81667 	-0.23610 	 -0.82266 	-0.23610 	 -0.80568 	-0.23610 	 -0.78329 	 
-0.23147 	 -0.80612 	-0.23147 	 -0.81171 	-0.23147 	 -0.77846 	-0.23147 	 -0.71880 	-0.23147 	 -0.71079 	-0.23147 	 -0.78312 	-0.23147 	 -0.81600 	-0.23147 	 -0.81994 	-0.23147 	 -0.80612 	-0.23147 	 -0.78345 	 
-0.22680 	 -0.80650 	-0.22680 	 -0.81626 	-0.22680 	 -0.78432 	-0.22680 	 -0.71926 	-0.22680 	 -0.70718 	-0.22680 	 -0.77351 	-0.22680 	 -0.81750 	-0.22680 	 -0.81617 	-0.22680 	 -0.80650 	-0.22680 	 -0.78302 	 
-0.22209 	 -0.80656 	-0.22209 	 -0.81948 	-0.22209 	 -0.78687 	-0.22209 	 -0.72070 	-0.22209 	 -0.70492 	-0.22209 	 -0.76261 	-0.22209 	 -0.82021 	-0.22209 	 -0.81315 	-0.22209 	 -0.80656 	-0.22209 	 -0.78234 	 
-0.21736 	 -0.80617 	-0.21736 	 -0.82151 	-0.21736 	 -0.78643 	-0.21736 	 -0.72418 	-0.21736 	 -0.70443 	-0.21736 	 -0.75362 	-0.21736 	 -0.82007 	-0.21736 	 -0.81066 	-0.21736 	 -0.80617 	-0.21736 	 -0.78147 	 
-0.21259 	 -0.80559 	-0.21259 	 -0.82176 	-0.21259 	 -0.78559 	-0.21259 	 -0.72801 	-0.21259 	 -0.70461 	-0.21259 	 -0.74548 	-0.21259 	 -0.81768 	-0.21259 	 -0.80758 	-0.21259 	 -0.80559 	-0.21259 	 -0.78021 	 
-0.20779 	 -0.80482 	-0.20779 	 -0.82000 	-0.20779 	 -0.78586 	-0.20779 	 -0.72972 	-0.20779 	 -0.70453 	-0.20779 	 -0.73866 	-0.20779 	 -0.81536 	-0.20779 	 -0.80378 	-0.20779 	 -0.80482 	-0.20779 	 -0.77862 	 
-0.20296 	 -0.80360 	-0.20296 	 -0.81774 	-0.20296 	 -0.78758 	-0.20296 	 -0.72957 	-0.20296 	 -0.70344 	-0.20296 	 -0.73519 	-0.20296 	 -0.81091 	-0.20296 	 -0.79968 	-0.20296 	 -0.80360 	-0.20296 	 -0.77681 	 
-0.19810 	 -0.80195 	-0.19810 	 -0.81646 	-0.19810 	 -0.78810 	-0.19810 	 -0.72984 	-0.19810 	 -0.70126 	-0.19810 	 -0.73433 	-0.19810 	 -0.80240 	-0.19810 	 -0.79542 	-0.19810 	 -0.80195 	-0.19810 	 -0.77463 	 
-0.19321 	 -0.80008 	-0.19321 	 -0.81513 	-0.19321 	 -0.78550 	-0.19321 	 -0.73086 	-0.19321 	 -0.70016 	-0.19321 	 -0.73449 	-0.19321 	 -0.79320 	-0.19321 	 -0.79120 	-0.19321 	 -0.80008 	-0.19321 	 -0.77230 	 
-0.18830 	 -0.79836 	-0.18830 	 -0.81271 	-0.18830 	 -0.78357 	-0.18830 	 -0.73190 	-0.18830 	 -0.70012 	-0.18830 	 -0.73355 	-0.18830 	 -0.78617 	-0.18830 	 -0.78737 	-0.18830 	 -0.79836 	-0.18830 	 -0.77023 	 
-0.18335 	 -0.79700 	-0.18335 	 -0.80951 	-0.18335 	 -0.78421 	-0.18335 	 -0.73278 	-0.18335 	 -0.69882 	-0.18335 	 -0.73057 	-0.18335 	 -0.78112 	-0.18335 	 -0.78381 	-0.18335 	 -0.79700 	-0.18335 	 -0.76831 	 
-0.17838 	 -0.79575 	-0.17838 	 -0.80558 	-0.17838 	 -0.78341 	-0.17838 	 -0.73298 	-0.17838 	 -0.69706 	-0.17838 	 -0.72740 	-0.17838 	 -0.77834 	-0.17838 	 -0.78036 	-0.17838 	 -0.79575 	-0.17838 	 -0.76629 	 
-0.17339 	 -0.79416 	-0.17339 	 -0.80045 	-0.17339 	 -0.77975 	-0.17339 	 -0.73180 	-0.17339 	 -0.69582 	-0.17339 	 -0.72399 	-0.17339 	 -0.77652 	-0.17339 	 -0.77698 	-0.17339 	 -0.79416 	-0.17339 	 -0.76374 	 
-0.16836 	 -0.79166 	-0.16836 	 -0.79497 	-0.16836 	 -0.77665 	-0.16836 	 -0.72931 	-0.16836 	 -0.69424 	-0.16836 	 -0.71850 	-0.16836 	 -0.77289 	-0.16836 	 -0.77332 	-0.16836 	 -0.79166 	-0.16836 	 -0.76035 	 
-0.16331 	 -0.78808 	-0.16331 	 -0.78969 	-0.16331 	 -0.77426 	-0.16331 	 -0.72635 	-0.16331 	 -0.69290 	-0.16331 	 -0.71233 	-0.16331 	 -0.76620 	-0.16331 	 -0.76921 	-0.16331 	 -0.78808 	-0.16331 	 -0.75634 	 
-0.15824 	 -0.78379 	-0.15824 	 -0.78439 	-0.15824 	 -0.76983 	-0.15824 	 -0.72291 	-0.15824 	 -0.69285 	-0.15824 	 -0.70885 	-0.15824 	 -0.75719 	-0.15824 	 -0.76475 	-0.15824 	 -0.78379 	-0.15824 	 -0.75204 	 
-0.15314 	 -0.77921 	-0.15314 	 -0.77939 	-0.15314 	 -0.76451 	-0.15314 	 -0.71854 	-0.15314 	 -0.69384 	-0.15314 	 -0.70905 	-0.15314 	 -0.74865 	-0.15314 	 -0.76006 	-0.15314 	 -0.77921 	-0.15314 	 -0.74805 	 
-0.14802 	 -0.77482 	-0.14802 	 -0.77526 	-0.14802 	 -0.76036 	-0.14802 	 -0.71457 	-0.14802 	 -0.69521 	-0.14802 	 -0.71022 	-0.14802 	 -0.74337 	-0.14802 	 -0.75520 	-0.14802 	 -0.77482 	-0.14802 	 -0.74487 	 
-0.14288 	 -0.77040 	-0.14288 	 -0.77290 	-0.14288 	 -0.75721 	-0.14288 	 -0.71181 	-0.14288 	 -0.69627 	-0.14288 	 -0.70978 	-0.14288 	 -0.74088 	-0.14288 	 -0.74972 	-0.14288 	 -0.77040 	-0.14288 	 -0.74215 	 
-0.13771 	 -0.76548 	-0.13771 	 -0.77064 	-0.13771 	 -0.75383 	-0.13771 	 -0.70833 	-0.13771 	 -0.69602 	-0.13771 	 -0.70926 	-0.13771 	 -0.73843 	-0.13771 	 -0.74326 	-0.13771 	 -0.76548 	-0.13771 	 -0.73897 	 
-0.13253 	 -0.76045 	-0.13253 	 -0.76673 	-0.13253 	 -0.74850 	-0.13253 	 -0.70353 	-0.13253 	 -0.69432 	-0.13253 	 -0.71064 	-0.13253 	 -0.73505 	-0.13253 	 -0.73637 	-0.13253 	 -0.76045 	-0.13253 	 -0.73512 	 
-0.12732 	 -0.75604 	-0.12732 	 -0.76300 	-0.12732 	 -0.74220 	-0.12732 	 -0.69894 	-0.12732 	 -0.69215 	-0.12732 	 -0.71194 	-0.12732 	 -0.73115 	-0.12732 	 -0.72989 	-0.12732 	 -0.75604 	-0.12732 	 -0.73126 	 
-0.12209 	 -0.75245 	-0.12209 	 -0.75812 	-0.12209 	 -0.73654 	-0.12209 	 -0.69544 	-0.12209 	 -0.69131 	-0.12209 	 -0.70963 	-0.12209 	 -0.72628 	-0.12209 	 -0.72405 	-0.12209 	 -0.75245 	-0.12209 	 -0.72736 	 
-0.11685 	 -0.74877 	-0.11685 	 -0.75012 	-0.11685 	 -0.73135 	-0.11685 	 -0.69339 	-0.11685 	 -0.69106 	-0.11685 	 -0.70397 	-0.11685 	 -0.71998 	-0.11685 	 -0.71844 	-0.11685 	 -0.74877 	-0.11685 	 -0.72287 	 
-0.11159 	 -0.74387 	-0.11159 	 -0.74216 	-0.11159 	 -0.72671 	-0.11159 	 -0.69044 	-0.11159 	 -0.68900 	-0.11159 	 -0.69963 	-0.11159 	 -0.71280 	-0.11159 	 -0.71277 	-0.11159 	 -0.74387 	-0.11159 	 -0.71792 	 
-0.10631 	 -0.73837 	-0.10631 	 -0.73532 	-0.10631 	 -0.72334 	-0.10631 	 -0.68483 	-0.10631 	 -0.68726 	-0.10631 	 -0.69702 	-0.10631 	 -0.70573 	-0.10631 	 -0.70711 	-0.10631 	 -0.73837 	-0.10631 	 -0.71304 	 
-0.10101 	 -0.73332 	-0.10101 	 -0.72879 	-0.10101 	 -0.72105 	-0.10101 	 -0.67950 	-0.10101 	 -0.68597 	-0.10101 	 -0.69088 	-0.10101 	 -0.69943 	-0.10101 	 -0.70166 	-0.10101 	 -0.73332 	-0.10101 	 -0.70821 	 
-0.09570 	 -0.72881 	-0.09570 	 -0.72542 	-0.09570 	 -0.71837 	-0.09570 	 -0.67547 	-0.09570 	 -0.68042 	-0.09570 	 -0.68285 	-0.09570 	 -0.69398 	-0.09570 	 -0.69646 	-0.09570 	 -0.72881 	-0.09570 	 -0.70340 	 
-0.09037 	 -0.72622 	-0.09037 	 -0.72450 	-0.09037 	 -0.71472 	-0.09037 	 -0.67061 	-0.09037 	 -0.67296 	-0.09037 	 -0.67775 	-0.09037 	 -0.68904 	-0.09037 	 -0.69121 	-0.09037 	 -0.72622 	-0.09037 	 -0.69925 	 
-0.08503 	 -0.72634 	-0.08503 	 -0.72163 	-0.08503 	 -0.70966 	-0.08503 	 -0.66496 	-0.08503 	 -0.66799 	-0.08503 	 -0.67275 	-0.08503 	 -0.68419 	-0.08503 	 -0.68546 	-0.08503 	 -0.72634 	-0.08503 	 -0.69548 	 
-0.07968 	 -0.72617 	-0.07968 	 -0.71785 	-0.07968 	 -0.70269 	-0.07968 	 -0.65951 	-0.07968 	 -0.66032 	-0.07968 	 -0.66701 	-0.07968 	 -0.67922 	-0.07968 	 -0.67936 	-0.07968 	 -0.72617 	-0.07968 	 -0.69092 	 
-0.07431 	 -0.72384 	-0.07431 	 -0.71625 	-0.07431 	 -0.69573 	-0.07431 	 -0.65371 	-0.07431 	 -0.64853 	-0.07431 	 -0.66155 	-0.07431 	 -0.67392 	-0.07431 	 -0.67351 	-0.07431 	 -0.72384 	-0.07431 	 -0.68565 	 
-0.06893 	 -0.72106 	-0.06893 	 -0.71606 	-0.06893 	 -0.69018 	-0.06893 	 -0.64697 	-0.06893 	 -0.64016 	-0.06893 	 -0.65445 	-0.06893 	 -0.66736 	-0.06893 	 -0.66835 	-0.06893 	 -0.72106 	-0.06893 	 -0.68063 	 
-0.06353 	 -0.71735 	-0.06353 	 -0.71463 	-0.06353 	 -0.68571 	-0.06353 	 -0.64027 	-0.06353 	 -0.63625 	-0.06353 	 -0.64597 	-0.06353 	 -0.65891 	-0.06353 	 -0.66384 	-0.06353 	 -0.71735 	-0.06353 	 -0.67559 	 
-0.05813 	 -0.71072 	-0.05813 	 -0.71114 	-0.05813 	 -0.68341 	-0.05813 	 -0.63490 	-0.05813 	 -0.63290 	-0.05813 	 -0.63889 	-0.05813 	 -0.65076 	-0.05813 	 -0.65954 	-0.05813 	 -0.71072 	-0.05813 	 -0.67033 	 
-0.05272 	 -0.70260 	-0.05272 	 -0.70641 	-0.05272 	 -0.68161 	-0.05272 	 -0.63099 	-0.05272 	 -0.62865 	-0.05272 	 -0.63439 	-0.05272 	 -0.64516 	-0.05272 	 -0.65514 	-0.05272 	 -0.70260 	-0.05272 	 -0.66528 	 
-0.04730 	 -0.69471 	-0.04730 	 -0.70105 	-0.04730 	 -0.67579 	-0.04730 	 -0.62721 	-0.04730 	 -0.62338 	-0.04730 	 -0.63018 	-0.04730 	 -0.64137 	-0.04730 	 -0.65077 	-0.04730 	 -0.69471 	-0.04730 	 -0.65991 	 
-0.04187 	 -0.68686 	-0.04187 	 -0.69574 	-0.04187 	 -0.66791 	-0.04187 	 -0.62269 	-0.04187 	 -0.61856 	-0.04187 	 -0.62484 	-0.04187 	 -0.63738 	-0.04187 	 -0.64655 	-0.04187 	 -0.68686 	-0.04187 	 -0.65416 	 
-0.03643 	 -0.67905 	-0.03643 	 -0.69040 	-0.03643 	 -0.66171 	-0.03643 	 -0.61843 	-0.03643 	 -0.61353 	-0.03643 	 -0.61992 	-0.03643 	 -0.63189 	-0.03643 	 -0.64242 	-0.03643 	 -0.67905 	-0.03643 	 -0.64849 	 
-0.03099 	 -0.67125 	-0.03099 	 -0.68381 	-0.03099 	 -0.65448 	-0.03099 	 -0.61546 	-0.03099 	 -0.60608 	-0.03099 	 -0.61646 	-0.03099 	 -0.62617 	-0.03099 	 -0.63834 	-0.03099 	 -0.67125 	-0.03099 	 -0.64259 	 
-0.02554 	 -0.66318 	-0.02554 	 -0.67607 	-0.02554 	 -0.64443 	-0.02554 	 -0.61366 	-0.02554 	 -0.59866 	-0.02554 	 -0.61220 	-0.02554 	 -0.62163 	-0.02554 	 -0.63417 	-0.02554 	 -0.66318 	-0.02554 	 -0.63635 	 
-0.02009 	 -0.65497 	-0.02009 	 -0.66732 	-0.02009 	 -0.63350 	-0.02009 	 -0.61173 	-0.02009 	 -0.59322 	-0.02009 	 -0.60440 	-0.02009 	 -0.61679 	-0.02009 	 -0.62982 	-0.02009 	 -0.65497 	-0.02009 	 -0.62963 	 
-0.01463 	 -0.64695 	-0.01463 	 -0.65690 	-0.01463 	 -0.62372 	-0.01463 	 -0.60778 	-0.01463 	 -0.58740 	-0.01463 	 -0.59461 	-0.01463 	 -0.61116 	-0.01463 	 -0.62548 	-0.01463 	 -0.64695 	-0.01463 	 -0.62233 	 
-0.00917 	 -0.63948 	-0.00917 	 -0.64696 	-0.00917 	 -0.61662 	-0.00917 	 -0.60192 	-0.00917 	 -0.58119 	-0.00917 	 -0.58621 	-0.00917 	 -0.60584 	-0.00917 	 -0.62137 	-0.00917 	 -0.63948 	-0.00917 	 -0.61545 	 
-0.00371 	 -0.63287 	-0.00371 	 -0.63869 	-0.00371 	 -0.61026 	-0.00371 	 -0.59558 	-0.00371 	 -0.57574 	-0.00371 	 -0.58115 	-0.00371 	 -0.60085 	-0.00371 	 -0.61743 	-0.00371 	 -0.63287 	-0.00371 	 -0.60949 	 
0.00176 	 -0.62707 	0.00176 	 -0.63046 	0.00176 	 -0.60310 	0.00176 	 -0.58965 	0.00176 	 -0.56918 	0.00176 	 -0.57852 	0.00176 	 -0.59687 	0.00176 	 -0.61378 	0.00176 	 -0.62707 	0.00176 	 -0.60397 	 
0.00723 	 -0.62166 	0.00723 	 -0.62291 	0.00723 	 -0.59684 	0.00723 	 -0.58551 	0.00723 	 -0.56297 	0.00723 	 -0.57624 	0.00723 	 -0.59482 	0.00723 	 -0.61025 	0.00723 	 -0.62166 	0.00723 	 -0.59921 	 
0.01269 	 -0.61634 	0.01269 	 -0.61679 	0.01269 	 -0.58983 	0.01269 	 -0.58299 	0.01269 	 -0.56141 	0.01269 	 -0.57439 	0.01269 	 -0.59354 	0.01269 	 -0.60624 	0.01269 	 -0.61634 	0.01269 	 -0.59532 	 
0.01816 	 -0.61105 	0.01816 	 -0.61117 	0.01816 	 -0.58133 	0.01816 	 -0.58004 	0.01816 	 -0.56270 	0.01816 	 -0.57207 	0.01816 	 -0.59182 	0.01816 	 -0.60207 	0.01816 	 -0.61105 	0.01816 	 -0.59148 	 
0.02363 	 -0.60571 	0.02363 	 -0.60553 	0.02363 	 -0.57515 	0.02363 	 -0.57502 	0.02363 	 -0.56313 	0.02363 	 -0.56803 	0.02363 	 -0.58960 	0.02363 	 -0.59852 	0.02363 	 -0.60571 	0.02363 	 -0.58738 	 
0.02909 	 -0.60031 	0.02909 	 -0.59919 	0.02909 	 -0.57254 	0.02909 	 -0.56871 	0.02909 	 -0.56287 	0.02909 	 -0.56462 	0.02909 	 -0.58715 	0.02909 	 -0.59546 	0.02909 	 -0.60031 	0.02909 	 -0.58346 	 
0.03455 	 -0.59519 	0.03455 	 -0.59202 	0.03455 	 -0.57201 	0.03455 	 -0.56328 	0.03455 	 -0.56295 	0.03455 	 -0.56335 	0.03455 	 -0.58490 	0.03455 	 -0.59237 	0.03455 	 -0.59519 	0.03455 	 -0.58014 	 
0.04001 	 -0.59072 	0.04001 	 -0.58581 	0.04001 	 -0.57211 	0.04001 	 -0.55870 	0.04001 	 -0.56327 	0.04001 	 -0.56251 	0.04001 	 -0.58281 	0.04001 	 -0.58918 	0.04001 	 -0.59072 	0.04001 	 -0.57731 	 
0.04546 	 -0.58683 	0.04546 	 -0.58207 	0.04546 	 -0.57143 	0.04546 	 -0.55434 	0.04546 	 -0.56378 	0.04546 	 -0.56167 	0.04546 	 -0.58080 	0.04546 	 -0.58581 	0.04546 	 -0.58683 	0.04546 	 -0.57484 	 
0.05090 	 -0.58324 	0.05090 	 -0.57940 	0.05090 	 -0.56979 	0.05090 	 -0.55144 	0.05090 	 -0.56401 	0.05090 	 -0.56172 	0.05090 	 -0.57881 	0.05090 	 -0.58213 	0.05090 	 -0.58324 	0.05090 	 -0.57264 	 
0.05634 	 -0.57988 	0.05634 	 -0.57649 	0.05634 	 -0.56752 	0.05634 	 -0.55035 	0.05634 	 -0.56325 	0.05634 	 -0.56173 	0.05634 	 -0.57675 	0.05634 	 -0.57871 	0.05634 	 -0.57988 	0.05634 	 -0.57051 	 
0.06178 	 -0.57679 	0.06178 	 -0.57397 	0.06178 	 -0.56486 	0.06178 	 -0.55015 	0.06178 	 -0.56214 	0.06178 	 -0.56167 	0.06178 	 -0.57521 	0.06178 	 -0.57604 	0.06178 	 -0.57679 	0.06178 	 -0.56862 	 
0.06720 	 -0.57426 	0.06720 	 -0.57173 	0.06720 	 -0.56221 	0.06720 	 -0.55041 	0.06720 	 -0.56088 	0.06720 	 -0.56352 	0.06720 	 -0.57414 	0.06720 	 -0.57408 	0.06720 	 -0.57426 	0.06720 	 -0.56728 	 
0.07262 	 -0.57264 	0.07262 	 -0.56940 	0.07262 	 -0.55992 	0.07262 	 -0.55054 	0.07262 	 -0.55910 	0.07262 	 -0.56531 	0.07262 	 -0.57262 	0.07262 	 -0.57269 	0.07262 	 -0.57264 	0.07262 	 -0.56609 	 
0.07803 	 -0.57159 	0.07803 	 -0.56774 	0.07803 	 -0.55841 	0.07803 	 -0.55000 	0.07803 	 -0.55755 	0.07803 	 -0.56438 	0.07803 	 -0.57078 	0.07803 	 -0.57148 	0.07803 	 -0.57159 	0.07803 	 -0.56483 	 
0.08343 	 -0.57061 	0.08343 	 -0.56700 	0.08343 	 -0.55759 	0.08343 	 -0.54945 	0.08343 	 -0.55635 	0.08343 	 -0.56293 	0.08343 	 -0.56908 	0.08343 	 -0.57032 	0.08343 	 -0.57061 	0.08343 	 -0.56377 	 
