  1.6556417E-01  4.1610505E-03  2.6486454E-04  2.1406393E-04  5.6800060E-06
  7.5137233E-01  2.6879158E-03  2.1642704E-04  5.0897558E-04  4.9472040E-06
  1.3371805E+00  1.0290654E-03  1.5549281E-04  6.3843794E-04  3.4665264E-06
  1.9229886E+00  3.8351885E-04  1.1323817E-04  4.7953448E-04  1.6444676E-06
  2.5087968E+00  3.7915660E-04  8.7422242E-05  3.9268107E-04  5.7360763E-07
  3.0946049E+00  3.9384557E-04  1.0145896E-04  3.7030033E-04  5.0065028E-07
  3.6804131E+00  5.5042216E-04  1.5931710E-04  2.5229612E-04  7.7977498E-07
  4.2662212E+00  7.1748567E-04  1.8641744E-04  1.8153235E-04  9.8158799E-07
  4.8520294E+00  6.2301390E-04  1.6024716E-04  1.5059354E-04  9.9314372E-07
  5.4378376E+00  4.0121696E-04  1.2360524E-04  1.1860318E-04  9.3108733E-07
  6.0236457E+00  2.0322170E-04  8.2514738E-05  1.8330971E-04  8.9066460E-07
  6.6094539E+00  6.7691907E-05  4.7025388E-05  2.3882578E-04  8.7453432E-07
  7.1952620E+00  2.5723708E-05  3.4442741E-05  1.7137332E-04  7.5896432E-07
  7.7810702E+00  3.1766251E-05  2.9800976E-05  9.8561828E-05  4.2528256E-07
  8.3668783E+00  3.8029400E-05  3.0321428E-05  7.8476144E-05  1.9675314E-07
  8.9526865E+00  4.1757782E-05  4.0289573E-05  5.9880627E-05  2.8326234E-07
  9.5384946E+00  4.7150169E-05  3.9756168E-05  4.4731289E-05  4.0177607E-07
  1.0124303E+01  4.7110437E-05  2.4801006E-05  4.7694499E-05  3.3801330E-07
  1.0710111E+01  3.9465223E-05  2.0288800E-05  5.9643697E-05  1.9312103E-07
  1.1295919E+01  2.9096141E-05  3.0229940E-05  6.4143056E-05  1.6177117E-07
  1.1881727E+01  1.5743990E-05  3.4861618E-05  5.1669494E-05  2.8275990E-07
  1.2467535E+01  8.8185025E-06  2.6049386E-05  3.5532836E-05  4.3101754E-07
  1.3053344E+01  1.2968220E-05  1.4591943E-05  2.9426526E-05  4.6436217E-07
  1.3639152E+01  1.7454992E-05  1.5362453E-05  3.2217343E-05  3.6391487E-07
  1.4224960E+01  1.8334347E-05  2.4043101E-05  3.5195497E-05  2.2564563E-07
  1.4810768E+01  1.8112092E-05  2.7347552E-05  3.5697966E-05  1.5486431E-07
  1.5396576E+01  1.5312974E-05  2.4134352E-05  3.2568728E-05  1.8597202E-07
  1.5982384E+01  1.2994126E-05  1.7314518E-05  2.0449679E-05  2.2683536E-07
  1.6568192E+01  1.5246442E-05  1.2685527E-05  1.0430823E-05  2.2349616E-07
  1.7154001E+01  1.6553120E-05  1.3032323E-05  1.3710563E-05  1.9651170E-07
  1.7739809E+01  1.4499126E-05  1.3497054E-05  1.8694538E-05  1.2761785E-07
  1.8325617E+01  1.7007916E-05  1.3196092E-05  1.5766417E-05  6.9380269E-08
  1.8911425E+01  2.0510405E-05  1.1243290E-05  1.3008635E-05  7.2540664E-08
  1.9497233E+01  1.6015089E-05  6.1354671E-06  1.5887058E-05  8.3910884E-08
  2.0083041E+01  1.0787458E-05  3.0970689E-06  1.7229664E-05  8.1964758E-08
  2.0668850E+01  1.1625485E-05  5.1365066E-06  1.3090749E-05  8.7783237E-08
  2.1254658E+01  1.5764734E-05  6.8643954E-06  8.3409823E-06  9.9749564E-08
  2.1840466E+01  1.7343555E-05  5.1556748E-06  6.2343894E-06  1.0721591E-07
  2.2426274E+01  1.1531070E-05  3.5605712E-06  5.6691084E-06  1.1936363E-07
  2.3012082E+01  5.9792616E-06  3.3851417E-06  6.2954334E-06  1.2581273E-07
  2.3597890E+01  1.0837466E-05  3.1240665E-06  7.0029309E-06  9.3487212E-08
  2.4183698E+01  1.7463671E-05  2.9207906E-06  6.2203892E-06  5.3005022E-08
  2.4769507E+01  1.4309131E-05  2.5588142E-06  4.9989854E-06  4.7343655E-08
  2.5355315E+01  6.9222991E-06  1.4135773E-06  4.1457733E-06  5.1654209E-08
  2.5941123E+01  3.0915092E-06  9.6578829E-07  3.3611555E-06  4.3819353E-08
  2.6526931E+01  3.2531316E-06  3.3332587E-06  2.2789500E-06  3.8279716E-08
  2.7112739E+01  4.8300923E-06  6.8713751E-06  1.3363794E-06  3.9961252E-08
  2.7698547E+01  4.2708953E-06  6.9519441E-06  1.7631098E-06  3.8841060E-08
  2.8284356E+01  2.2221603E-06  3.9267722E-06  2.9738437E-06  3.0538941E-08
  2.8870164E+01  1.4320238E-06  2.1750994E-06  3.7461068E-06  2.5753555E-08
  2.9455972E+01  2.2322052E-06  2.8440302E-06  4.2151082E-06  3.3323765E-08
  3.0041780E+01  4.9790396E-06  5.4096759E-06  4.1002289E-06  3.4341426E-08
  3.0627588E+01  7.5541346E-06  7.1600209E-06  3.5966419E-06  1.9128158E-08
  3.1213396E+01  6.2990811E-06  5.1299956E-06  3.2289877E-06  9.1969875E-09
  3.1799204E+01  3.6507776E-06  2.2460109E-06  2.2340297E-06  1.1339078E-08
  3.2385013E+01  3.4161980E-06  1.2242424E-06  1.1861010E-06  1.5982028E-08
  3.2970821E+01  4.1231814E-06  1.3250073E-06  1.3671190E-06  1.8254248E-08
  3.3556629E+01  3.7223219E-06  2.6235984E-06  1.9933618E-06  1.6930432E-08
  3.4142437E+01  2.6953609E-06  3.8665606E-06  1.9891659E-06  1.8140720E-08
  3.4728245E+01  2.1588909E-06  3.0422535E-06  1.5811430E-06  2.1290972E-08
  3.5314053E+01  2.5254534E-06  1.5072411E-06  1.1396743E-06  1.9567046E-08
  3.5899862E+01  2.5709156E-06  1.1539134E-06  7.5016912E-07  1.9733366E-08
  3.6485670E+01  1.6041419E-06  1.4621460E-06  6.6333516E-07  2.3445103E-08
  3.7071478E+01  1.2948351E-06  1.5181853E-06  8.0473649E-07  2.0710370E-08
  3.7657286E+01  2.1491707E-06  1.2071685E-06  1.0310247E-06  1.5933509E-08
  3.8243094E+01  2.8948679E-06  9.5712372E-07  1.6158076E-06  1.7100193E-08
