  3.9989731E-01  4.5256658E-03  1.0828318E-03  5.1821685E-04  1.5719416E-05
  5.6523098E-01  2.5230813E-02  1.9744384E-03  6.2249970E-04  7.0112615E-05
  7.3056466E-01  5.4471773E-02  3.3789217E-03  9.6097892E-04  1.4064918E-04
  8.9589833E-01  5.7125940E-02  3.4974264E-03  1.2219940E-03  1.4423661E-04
  1.0612320E+00  2.9294775E-02  2.0324668E-03  1.0780187E-03  7.9182119E-05
  1.2265657E+00  6.4457294E-03  8.5231868E-04  8.0355336E-04  3.0095339E-05
  1.3918994E+00  2.1054921E-03  6.4454784E-04  8.2957983E-04  2.3521450E-05
  1.5572330E+00  2.5567039E-03  6.1760562E-04  1.0722115E-03  2.5175307E-05
  1.7225667E+00  2.0366568E-03  5.4711727E-04  1.2036067E-03  2.4778277E-05
  1.8879004E+00  1.8916893E-03  5.6681858E-04  1.1511769E-03  3.1545029E-05
  2.0532341E+00  1.6750311E-03  5.4704341E-04  1.0231940E-03  4.2546062E-05
  2.2185677E+00  1.3655566E-03  4.2992039E-04  8.6984392E-04  4.3801252E-05
  2.3839014E+00  1.2573553E-03  3.4575444E-04  7.5346374E-04  3.1911662E-05
  2.5492351E+00  1.2716178E-03  3.9874601E-04  8.1705705E-04  2.2618671E-05
  2.7145688E+00  1.2165521E-03  4.9577677E-04  1.0246753E-03  2.4857863E-05
  2.8799024E+00  1.1958807E-03  4.6882310E-04  1.0840940E-03  2.8385026E-05
  3.0452361E+00  1.2794927E-03  3.2931640E-04  8.9112240E-04  2.5402960E-05
  3.2105698E+00  1.2605194E-03  2.4074759E-04  7.1676734E-04  2.0699186E-05
  3.3759035E+00  1.1450651E-03  2.6127485E-04  7.4191831E-04  1.8395403E-05
  3.5412371E+00  9.9135228E-04  2.7924519E-04  7.9759612E-04  1.7093585E-05
  3.7065708E+00  8.3593517E-04  2.3441130E-04  7.0730047E-04  1.6062938E-05
  3.8719045E+00  7.3113346E-04  2.0344855E-04  5.3981425E-04  1.5499860E-05
  4.0372382E+00  6.7291084E-04  2.2912204E-04  4.4383804E-04  1.5886099E-05
  4.2025718E+00  6.4960856E-04  2.5105770E-04  4.5235931E-04  1.6589805E-05
  4.3679055E+00  6.1684157E-04  2.4379450E-04  4.7857801E-04  1.4307246E-05
  4.5332392E+00  5.4817132E-04  2.6714406E-04  4.3420536E-04  1.0024873E-05
  4.6985729E+00  4.5864058E-04  3.2946360E-04  3.6050143E-04  9.5637988E-06
  4.8639065E+00  4.0340701E-04  3.5007729E-04  3.6997151E-04  1.2737699E-05
  5.0292402E+00  3.9974409E-04  3.0367947E-04  4.3428837E-04  1.3563750E-05
  5.1945739E+00  4.0629654E-04  2.7037949E-04  4.1936629E-04  1.0660924E-05
  5.3599076E+00  4.1547324E-04  3.0139723E-04  3.3338926E-04  8.3937843E-06
  5.5252413E+00  4.2406424E-04  3.4184413E-04  2.8803093E-04  9.8380296E-06
  5.6905749E+00  4.0887016E-04  3.2088180E-04  2.7327928E-04  1.3017650E-05
  5.8559086E+00  3.6628169E-04  2.5261625E-04  2.2748233E-04  1.4049715E-05
  6.0212423E+00  3.7900468E-04  2.1804760E-04  2.0030357E-04  1.2960655E-05
  6.1865760E+00  4.6719015E-04  2.4445617E-04  2.3176955E-04  1.2945061E-05
  6.3519096E+00  4.8149350E-04  2.5964864E-04  2.4929448E-04  1.4101985E-05
  6.5172433E+00  3.8225440E-04  2.1032180E-04  2.2394328E-04  1.3521818E-05
  6.6825770E+00  2.9220189E-04  1.4097093E-04  2.2216309E-04  1.1564711E-05
  6.8479107E+00  2.7713772E-04  1.1621567E-04  2.4621828E-04  1.1868368E-05
  7.0132443E+00  3.0402709E-04  1.2820685E-04  2.3561884E-04  1.4350123E-05
  7.1785780E+00  3.3005652E-04  1.2013915E-04  2.1299748E-04  1.4672413E-05
  7.3439117E+00  3.3459035E-04  8.4885239E-05  2.3579301E-04  1.1418243E-05
