f	Sk
74.91289 6.7382891e-08
75.26132 9.4820732e-08
75.60976 7.1823328e-08
75.95819 4.0478941e-08
76.30662 3.9027044e-08
76.65505 3.0627334e-08
77.00348 2.8458927e-08
77.35192 3.2106934e-08
77.70035 4.3166572e-08
78.04878 6.2917935e-08
78.39721 5.4681322e-08
78.74564 3.9058904e-08
79.09408 7.7380642e-09
79.44251 1.3659625e-08
79.79094 1.2990905e-08
80.13937 1.1928277e-08
80.4878 3.0764728e-08
80.83624 4.1663973e-08
81.18467 2.0177658e-08
81.5331 1.6095321e-08
81.88153 2.1681136e-08
82.22997 1.4892213e-08
82.5784 1.0877358e-08
82.92683 5.9726083e-09
83.27526 2.0825698e-09
83.62369 6.4329544e-09
83.97213 2.2010668e-08
84.32056 1.5359429e-08
84.66899 2.6342831e-08
85.01742 1.7804584e-08
85.36585 8.9188171e-09
85.71429 1.1249157e-08
86.06272 9.3759813e-09
86.41115 1.0721497e-08
86.75958 5.0113642e-09
87.10801 3.8981868e-09
87.45645 5.1333352e-09
87.80488 1.3426566e-08
88.15331 1.5824289e-08
88.50174 1.5169349e-08
88.85017 9.7658797e-09
89.19861 5.6704335e-09
89.54704 9.8111354e-09
89.89547 6.1842442e-09
90.2439 5.027742e-09
90.59233 1.0059564e-08
90.94077 9.2425666e-09
91.2892 7.9685409e-09
91.63763 1.4883801e-08
91.98606 1.2771894e-08
92.33449 9.2611942e-09
92.68293 1.0848296e-08
93.03136 1.3988179e-08
93.37979 9.6944139e-09
93.72822 3.8562712e-09
94.07666 4.5158095e-09
94.42509 3.2687558e-09
94.77352 3.0280966e-09
95.12195 5.1311592e-09
95.47038 9.4695271e-09
95.81882 1.0694736e-08
96.16725 1.105763e-08
96.51568 8.8149198e-09
96.86411 4.8038698e-09
97.21254 7.5044609e-09
97.56098 8.5732023e-09
97.90941 4.3037201e-09
98.25784 3.8307643e-09
98.60627 9.6324423e-09
98.9547 9.7062737e-09
99.30314 5.9917511e-09
99.65157 5.7158836e-09
100 4.254261e-09
100.34843 3.3818125e-09
100.69686 6.185636e-09
101.0453 8.1199589e-09
101.39373 5.2536936e-09
101.74216 2.958896e-09
102.09059 3.1577481e-09
102.43902 2.1447504e-09
102.78746 3.381421e-09
103.13589 4.8535215e-09
103.48432 4.9039295e-09
103.83275 2.7345238e-09
104.18118 1.7839925e-09
104.52962 1.92262e-09
104.87805 3.8095817e-09
105.22648 5.4353029e-09
105.57491 2.8906719e-09
105.92334 9.581958e-10
106.27178 1.7694706e-09
106.62021 2.4534126e-09
106.96864 1.7334488e-09
107.31707 2.5636902e-09
107.66551 4.9651023e-09
108.01394 5.860796e-09
108.36237 2.2308662e-09
108.7108 8.984751e-10
109.05923 3.539914e-10
109.40767 4.717062e-10
109.7561 1.4922234e-09
110.10453 2.0828058e-09
110.45296 2.1814931e-09
110.80139 3.1734488e-09
111.14983 3.9644117e-09
111.49826 3.4785656e-09
111.84669 4.7766978e-09
112.19512 8.1145723e-09
112.54355 4.6054909e-09
112.89199 5.463487e-10
113.24042 1.0149581e-09
113.58885 1.5254734e-09
113.93728 1.7210617e-09
114.28571 1.9776958e-09
114.63415 2.0225941e-09
114.98258 5.466314e-10
115.33101 1.8158265e-09
115.67944 3.2780843e-09
116.02787 3.5402119e-09
116.37631 2.5335976e-09
116.72474 1.2857341e-09
117.07317 9.558862e-10
117.4216 6.799009e-10
117.77003 1.3709318e-09
118.11847 2.5117329e-09
118.4669 1.5897457e-09
118.81533 3.250546e-10
119.16376 1.286764e-10
119.5122 5.233183e-10
119.86063 2.2837617e-09
120.20906 4.5188132e-09
120.55749 5.042992e-09
120.90592 2.7207112e-09
121.25436 9.017162e-10
121.60279 2.850159e-10
121.95122 8.991356e-10
122.29965 2.7732409e-09
122.64808 3.6275504e-09
122.99652 2.4252795e-09
123.34495 1.3998912e-09
123.69338 1.227293e-09
124.04181 1.2488223e-09
124.39024 2.8405532e-09
124.73868 6.6966021e-09
125.08711 6.2367513e-09
125.43554 2.0714666e-09
125.78397 4.661822e-10
126.1324 1.877973e-10
126.48084 6.3561e-10
126.82927 1.5872246e-09
127.1777 2.9483835e-09
127.52613 2.5504597e-09
127.87456 9.825922e-10
128.223 2.665476e-10
128.57143 3.298294e-10
128.91986 1.356863e-09
129.26829 1.8365909e-09
129.61672 1.3317438e-09
129.96516 4.556717e-10
130.31359 5.417294e-10
130.66202 1.2601621e-09
131.01045 6.04669e-10
131.35889 2.581729e-10
131.70732 4.15576e-10
132.05575 2.604148e-10
132.40418 7.894751e-10
132.75261 1.4798098e-09
133.10105 1.1477131e-09
133.44948 3.36446e-10
133.79791 1.814531e-10
134.14634 1.546103e-10
134.49477 7.524273e-10
134.84321 2.5785499e-09
135.19164 3.1538175e-09
135.54007 1.6631769e-09
135.8885 9.189723e-10
136.23693 8.311717e-10
136.58537 9.526341e-10
136.9338 2.0028841e-09
137.28223 3.4201657e-09
137.63066 2.5291245e-09
137.97909 6.810536e-10
138.32753 3.34109e-10
138.67596 7.110664e-10
139.02439 1.4013445e-09
139.37282 2.0932927e-09
139.72125 2.5706063e-09
140.06969 2.2127878e-09
140.41812 9.994017e-10
140.76655 8.824601e-10
141.11498 1.6550205e-09
141.46341 2.1687372e-09
141.81185 1.3620441e-09
142.16028 8.043358e-10
142.50871 7.473015e-10
142.85714 5.644272e-10
143.20557 3.692088e-10
143.55401 5.327564e-10
143.90244 8.747635e-10
144.25087 7.275564e-10
144.5993 2.916323e-10
144.94774 6.887556e-10
145.29617 8.386521e-10
145.6446 3.704052e-10
145.99303 2.568831e-10
146.34146 3.413137e-10
146.6899 2.231302e-10
147.03833 3.084998e-10
147.38676 7.772731e-10
147.73519 7.643412e-10
148.08362 2.272592e-10
148.43206 1.330778e-10
148.78049 3.512542e-10
149.12892 6.023067e-10
149.47735 5.55945e-10
149.82578 5.660429e-10
150.17422 5.702299e-10
150.52265 4.060803e-10
150.87108 3.948591e-10
151.21951 7.428416e-10
151.56794 1.1425526e-09
151.91638 1.0027622e-09
152.26481 7.704e-10
152.61324 1.1435953e-09
152.96167 1.2020356e-09
153.3101 8.235295e-10
153.65854 6.126569e-10
154.00697 7.626405e-10
154.3554 7.7865e-10
154.70383 7.513591e-10
155.05226 8.86209e-10
155.4007 9.470306e-10
155.74913 6.98676e-10
156.09756 4.920489e-10
156.44599 6.325307e-10
156.79443 1.0819598e-09
157.14286 1.0278534e-09
157.49129 7.134323e-10
157.83972 6.117804e-10
158.18815 4.055121e-10
158.53659 2.730483e-10
158.88502 3.235952e-10
159.23345 5.594715e-10
159.58188 4.960277e-10
159.93031 2.143597e-10
160.27875 1.712835e-10
160.62718 2.468378e-10
160.97561 2.215247e-10
161.32404 2.457355e-10
161.67247 3.120072e-10
162.02091 3.166416e-10
162.36934 2.181795e-10
162.71777 3.397758e-10
163.0662 3.549497e-10
163.41463 2.617467e-10
163.76307 1.184233e-10
164.1115 2.077365e-10
164.45993 4.249355e-10
164.80836 4.188443e-10
165.15679 3.060345e-10
165.50523 2.394587e-10
165.85366 1.589199e-10
166.20209 1.265742e-10
166.55052 2.919427e-10
166.89895 5.624956e-10
167.24739 5.211537e-10
167.59582 2.852503e-10
167.94425 2.196701e-10
168.29268 2.597978e-10
168.64111 3.111304e-10
168.98955 3.954641e-10
169.33798 4.583358e-10
169.68641 3.614413e-10
170.03484 1.818095e-10
170.38328 1.70274e-10
170.73171 2.214379e-10
171.08014 2.836756e-10
171.42857 2.804701e-10
171.777 2.326932e-10
172.12544 2.066963e-10
172.47387 2.021412e-10
172.8223 1.720285e-10
173.17073 1.710939e-10
173.51916 1.483506e-10
173.8676 1.23632e-10
174.21603 1.140762e-10
174.56446 1.6982e-10
174.91289 1.584825e-10
175.26132 1.056283e-10
175.60976 5.45849e-11
175.95819 7.40976e-11
176.30662 8.7438e-11
176.65505 9.53462e-11
177.00348 1.16737e-10
177.35192 1.087259e-10
177.70035 5.7593e-11
178.04878 4.573e-11
178.39721 4.09976e-11
178.74564 5.79787e-11
179.09408 7.63248e-11
179.44251 8.16342e-11
179.79094 8.44686e-11
180.13937 7.24586e-11
180.4878 5.24236e-11
180.83624 5.54421e-11
181.18467 6.14584e-11
181.5331 5.86817e-11
181.88153 4.0048e-11
182.22997 4.8847e-11
182.5784 6.82924e-11
182.92683 5.37756e-11
183.27526 3.41283e-11
183.62369 3.70528e-11
183.97213 4.88182e-11
184.32056 5.72353e-11
184.66899 8.22186e-11
185.01742 9.34751e-11
185.36585 5.763e-11
185.71429 2.32912e-11
186.06272 2.28603e-11
186.41115 4.08698e-11
186.75958 4.63794e-11
187.10801 5.25861e-11
187.45645 5.15663e-11
187.80488 4.16102e-11
188.15331 2.95057e-11
188.50174 3.11571e-11
188.85017 4.87284e-11
189.19861 8.05753e-11
189.54704 6.08682e-11
189.89547 4.77441e-11
190.2439 3.70817e-11
190.59233 3.05252e-11
190.94077 3.66934e-11
191.2892 4.89197e-11
191.63763 3.83941e-11
191.98606 2.43529e-11
192.33449 3.09905e-11
192.68293 4.84077e-11
193.03136 5.208e-11
193.37979 3.91875e-11
193.72822 2.4828e-11
194.07666 2.53977e-11
194.42509 3.62212e-11
194.77352 5.64086e-11
195.12195 4.94281e-11
195.47038 2.31284e-11
195.81882 1.17826e-11
196.16725 1.55842e-11
196.51568 3.25463e-11
196.86411 4.55925e-11
197.21254 3.75391e-11
197.56098 2.22106e-11
197.90941 1.48912e-11
198.25784 1.60774e-11
198.60627 2.3765e-11
198.9547 3.0082e-11
199.30314 3.30489e-11
199.65157 2.39803e-11
200 1.56587e-11
200.34843 1.49744e-11
200.69686 1.96917e-11
201.0453 2.70011e-11
201.39373 2.83684e-11
201.74216 2.47962e-11
202.09059 1.72943e-11
202.43902 1.6744e-11
202.78746 2.03243e-11
203.13589 1.90512e-11
203.48432 1.36088e-11
203.83275 1.05608e-11
204.18118 1.11908e-11
204.52962 1.89496e-11
204.87805 2.07676e-11
205.22648 1.63197e-11
205.57491 1.43856e-11
205.92334 1.71092e-11
206.27178 1.85027e-11
206.62021 2.27197e-11
206.96864 2.05435e-11
207.31707 1.6773e-11
207.66551 1.31853e-11
208.01394 1.38656e-11
208.36237 1.21746e-11
208.7108 9.9713e-12
209.05923 9.4459e-12
209.40767 1.47559e-11
209.7561 1.56655e-11
210.10453 1.18821e-11
210.45296 1.02339e-11
210.80139 7.4199e-12
211.14983 9.4084e-12
211.49826 1.38114e-11
211.84669 1.52322e-11
212.19512 9.5222e-12
212.54355 5.1892e-12
212.89199 4.243e-12
213.24042 7.0278e-12
213.58885 7.1103e-12
213.93728 5.2032e-12
214.28571 3.473e-12
214.63415 3.5967e-12
214.98258 2.4957e-12
215.33101 2.8974e-12
215.67944 2.7892e-12
216.02787 3.218e-12
216.37631 2.6154e-12
216.72474 2.2111e-12
217.07317 2.636e-12
217.4216 1.9861e-12
217.77003 1.4888e-12
218.11847 1.9648e-12
218.4669 1.8846e-12
218.81533 1.8114e-12
219.16376 2.1223e-12
219.5122 4.079e-12
219.86063 4.1501e-12
220.20906 1.8387e-12
220.55749 1.5651e-12
220.90592 1.7828e-12
221.25436 2.379e-12
221.60279 3.6885e-12
221.95122 3.2147e-12
222.29965 3.1877e-12
222.64808 3.6602e-12
222.99652 4.6912e-12
223.34495 5.6606e-12
223.69338 5.3243e-12
224.04181 4.9387e-12
224.39024 5.6224e-12
224.73868 5.0856e-12
225.08711 5.1616e-12
225.43554 4.336e-12
225.78397 2.9108e-12
226.1324 3.3262e-12
226.48084 4.0289e-12
226.82927 3.4536e-12
227.1777 3.7783e-12
227.52613 3.1095e-12
227.87456 2.7206e-12
228.223 3.6466e-12
228.57143 3.6312e-12
228.91986 2.9727e-12
229.26829 1.9767e-12
229.61672 1.9611e-12
229.96516 2.343e-12
230.31359 1.5946e-12
230.66202 7.443e-13
231.01045 3.387e-13
231.35889 4.302e-13
231.70732 6.615e-13
232.05575 9.128e-13
232.40418 6.781e-13
232.75261 1.873e-13
233.10105 1.001e-13
233.44948 7.13e-14
233.79791 9.5e-14
234.14634 3.736e-13
234.49477 5.313e-13
234.84321 3.729e-13
235.19164 2.701e-13
235.54007 2.951e-13
235.8885 5.662e-13
236.23693 8.286e-13
236.58537 1.1326e-12
236.9338 8.899e-13
237.28223 5.775e-13
237.63066 1.0683e-12
237.97909 9.576e-13
238.32753 9.651e-13
238.67596 9.331e-13
239.02439 8.417e-13
239.37282 1.018e-12
239.72125 1.375e-12
240.06969 1.422e-12
240.41812 1.5787e-12
240.76655 1.3572e-12
241.11498 1.6008e-12
241.46341 1.9188e-12
241.81185 1.2221e-12
242.16028 1.5251e-12
242.50871 1.5694e-12
242.85714 1.0638e-12
243.20557 1.093e-12
243.55401 6.403e-13
243.90244 5.547e-13
244.25087 8.925e-13
244.5993 8.575e-13
244.94774 1.1806e-12
245.29617 9.495e-13
245.6446 6.476e-13
245.99303 7.119e-13
246.34146 4.318e-13
246.6899 9.065e-13
247.03833 1.074e-12
247.38676 5.47e-13
247.73519 2.566e-13
248.08362 2.176e-13
248.43206 1.71e-13
248.78049 2.595e-13
249.12892 4.088e-13
249.47735 3.25e-13
249.82578 1.528e-13
250.17422 1.894e-13
250.52265 1.927e-13
250.87108 9.95e-14
251.21951 1.477e-13
251.56794 1.458e-13
251.91638 1.097e-13
252.26481 1.832e-13
252.61324 2.384e-13
252.96167 3.249e-13
253.3101 1.358e-13
253.65854 1.774e-13
254.00697 4.144e-13
254.3554 4.494e-13
254.70383 4.602e-13
255.05226 4.042e-13
255.4007 2.175e-13
255.74913 2.131e-13
256.09756 1.619e-13
256.44599 1.998e-13
256.79443 4.061e-13
257.14286 5.082e-13
257.49129 3.352e-13
257.83972 3.489e-13
258.18815 3.057e-13
258.53659 4.435e-13
258.88502 4.202e-13
259.23345 3.334e-13
259.58188 4.632e-13
259.93031 5.273e-13
260.27875 3.816e-13
260.62718 2.557e-13
260.97561 9.2e-14
261.32404 1.317e-13
261.67247 1.809e-13
262.02091 2.297e-13
262.36934 2.383e-13
262.71777 2.322e-13
263.0662 3.391e-13
263.41463 1.669e-13
263.76307 7.31e-14
264.1115 1.003e-13
264.45993 1.138e-13
264.80836 1.763e-13
265.15679 2.578e-13
265.50523 2.469e-13
265.85366 1.333e-13
266.20209 9.09e-14
266.55052 1.529e-13
266.89895 2.154e-13
267.24739 3.383e-13
267.59582 3.704e-13
267.94425 2.831e-13
268.29268 1.929e-13
268.64111 1.312e-13
268.98955 1.625e-13
269.33798 2.984e-13
269.68641 5.699e-13
270.03484 6.016e-13
270.38328 3.688e-13
270.73171 2.393e-13
271.08014 3.762e-13
271.42857 4.087e-13
271.777 4.642e-13
272.12544 4.982e-13
272.47387 4.441e-13
272.8223 3.317e-13
273.17073 3.645e-13
273.51916 4.382e-13
273.8676 4.408e-13
274.21603 5.867e-13
274.56446 6.134e-13
274.91289 5.811e-13
275.26132 7.073e-13
275.60976 7.386e-13
275.95819 6.296e-13
276.30662 5.215e-13
276.65505 5.485e-13
277.00348 4.185e-13
277.35192 5.172e-13
277.70035 7.92e-13
278.04878 7.425e-13
278.39721 4.924e-13
278.74564 2.985e-13
279.09408 2.571e-13
279.44251 5.011e-13
279.79094 9.725e-13
280.13937 9.798e-13
280.4878 5.749e-13
280.83624 4.08e-13
281.18467 5.284e-13
281.5331 9.5e-13
281.88153 1.342e-12
282.22997 1.1479e-12
282.5784 7.004e-13
282.92683 4.02e-13
283.27526 3.257e-13
283.62369 4.646e-13
283.97213 6.186e-13
284.32056 5.746e-13
284.66899 4.289e-13
285.01742 3.681e-13
285.36585 4.485e-13
285.71429 5.382e-13
286.06272 5.072e-13
286.41115 4.455e-13
286.75958 3.939e-13
287.10801 5.33e-13
287.45645 6.187e-13
287.80488 5.728e-13
288.15331 5.153e-13
288.50174 4.666e-13
288.85017 4.502e-13
289.19861 5.063e-13
289.54704 6.235e-13
289.89547 6.324e-13
290.2439 5.18e-13
290.59233 3.944e-13
290.94077 3.627e-13
291.2892 4.563e-13
291.63763 6.425e-13
291.98606 8.08e-13
292.33449 7.755e-13
292.68293 6.264e-13
293.03136 4.059e-13
293.37979 3.761e-13
293.72822 4.378e-13
294.07666 4.897e-13
294.42509 4.57e-13
294.77352 2.907e-13
295.12195 2.494e-13
295.47038 3.288e-13
295.81882 3.282e-13
296.16725 2.943e-13
296.51568 3.196e-13
296.86411 3.002e-13
297.21254 3.032e-13
297.56098 4.19e-13
297.90941 3.96e-13
298.25784 3.043e-13
298.60627 2.76e-13
298.9547 3.395e-13
299.30314 4.266e-13
299.65157 5.412e-13
300 5.074e-13
300.34843 3.002e-13
300.69686 2.108e-13
301.0453 2.58e-13
301.39373 2.987e-13
301.74216 2.824e-13
302.09059 2.683e-13
302.43902 2.189e-13
302.78746 2.232e-13
303.13589 3.61e-13
303.48432 4.525e-13
303.83275 5.225e-13
304.18118 5.562e-13
304.52962 5.318e-13
304.87805 4.663e-13
305.22648 4.015e-13
305.57491 3.739e-13
305.92334 3.969e-13
306.27178 4.311e-13
306.62021 3.552e-13
306.96864 1.906e-13
307.31707 9.6e-14
307.66551 1.135e-13
308.01394 1.813e-13
308.36237 2.116e-13
308.7108 1.542e-13
309.05923 1.17e-13
309.40767 1.815e-13
309.7561 2.908e-13
310.10453 4.101e-13
310.45296 4.329e-13
310.80139 2.884e-13
311.14983 1.795e-13
311.49826 1.845e-13
311.84669 2.263e-13
312.19512 2.506e-13
312.54355 2.261e-13
312.89199 1.519e-13
313.24042 4.93e-14
313.58885 2.81e-14
313.93728 1.425e-13
314.28571 2.048e-13
314.63415 1.283e-13
314.98258 4.98e-14
315.33101 3.93e-14
315.67944 1.355e-13
316.02787 1.984e-13
316.37631 1.718e-13
316.72474 1.302e-13
317.07317 7.98e-14
317.4216 4.5e-14
317.77003 9.29e-14
318.11847 1.256e-13
318.4669 1.707e-13
318.81533 1.504e-13
319.16376 3.27e-14
319.5122 2.96e-14
319.86063 6.22e-14
320.20906 6.44e-14
320.55749 5.72e-14
320.90592 4.54e-14
321.25436 3.74e-14
321.60279 5.87e-14
321.95122 1.078e-13
322.29965 1.483e-13
322.64808 1.34e-13
322.99652 7.3e-14
323.34495 6.45e-14
323.69338 9.66e-14
324.04181 1.052e-13
324.39024 8.82e-14
324.73868 5.87e-14
325.08711 5.18e-14
325.43554 9.04e-14
325.78397 2.045e-13
326.1324 3.356e-13
326.48084 3.448e-13
326.82927 2.731e-13
327.1777 2.156e-13
327.52613 2.488e-13
327.87456 3.424e-13
328.223 2.841e-13
328.57143 1.438e-13
328.91986 9.54e-14
329.26829 1.088e-13
329.61672 1.503e-13
329.96516 1.846e-13
330.31359 1.62e-13
330.66202 8.45e-14
331.01045 5.79e-14
331.35889 9.48e-14
331.70732 1.461e-13
332.05575 1.504e-13
332.40418 1.432e-13
332.75261 1.465e-13
333.10105 1.358e-13
333.44948 1.197e-13
333.79791 7.64e-14
334.14634 5.38e-14
334.49477 6.51e-14
334.84321 6.07e-14
335.19164 3.59e-14
335.54007 2.96e-14
335.8885 4.81e-14
336.23693 8.73e-14
336.58537 1.108e-13
336.9338 1.12e-13
337.28223 1.198e-13
337.63066 1.67e-13
337.97909 1.981e-13
338.32753 1.797e-13
338.67596 1.509e-13
339.02439 1.296e-13
339.37282 1.229e-13
339.72125 1.782e-13
340.06969 2.821e-13
340.41812 3.045e-13
340.76655 2.532e-13
341.11498 2.02e-13
341.46341 1.474e-13
341.81185 1.458e-13
342.16028 1.667e-13
342.50871 1.413e-13
342.85714 1.885e-13
343.20557 2.88e-13
343.55401 2.554e-13
343.90244 1.197e-13
344.25087 6.04e-14
344.5993 9.76e-14
344.94774 1.379e-13
345.29617 8.26e-14
345.6446 5.61e-14
345.99303 3.66e-14
346.34146 3.23e-14
346.6899 6.69e-14
347.03833 7.67e-14
347.38676 7.92e-14
347.73519 7.77e-14
348.08362 9.42e-14
348.43206 1.404e-13
348.78049 1.083e-13
349.12892 6.14e-14
349.47735 6.45e-14
349.82578 1.96e-14
350.17422 4.6e-15
350.52265 1.58e-14
350.87108 3.7e-14
351.21951 6.9e-14
351.56794 5.03e-14
351.91638 8.05e-14
352.26481 9.73e-14
352.61324 6.83e-14
352.96167 6.75e-14
353.3101 6.15e-14
353.65854 8.7e-14
354.00697 7.91e-14
354.3554 6.34e-14
354.70383 9.76e-14
355.05226 1.13e-13
355.4007 9.86e-14
355.74913 1.043e-13
356.09756 9.99e-14
356.44599 4.16e-14
356.79443 5.25e-14
357.14286 8.33e-14
