x	cf
0.024918682752290783          0.02486477693277482
0.027692121217920668          0.022919526426211628
0.030464762260184908          0.020923081339575565
0.033235808455717886          0.018824247092793768
0.03507705900693678          0.01703253248104724
0.03878188796361198          0.01488255149959451
0.04248831176701842          0.012834959678287518
0.04619712784052171          0.01094095159719913
0.05084052409853285          0.009046991361512682
0.05735148587882832          0.007050737656484368
0.06199727440693634          0.005310361161016523
0.07131596385758338          0.0035702238925583683
0.08156843606937264          0.0017789398894292735
0.09743078165830571          0.00014152669893041647
0.11516866700317938          -0.0010862341601816199
0.14132495081891397          -0.001852813190020404
0.17309987966881415          -0.001902381026427407
0.20487879563554248          -0.0016959759624700678
0.2310518253419551          -0.0013874688107786137
0.25909242057065207          -0.00118125512842902
0.28993595892950697          -0.0010260924899464854
0.3207790985766791          -0.0008965271415003889
0.3516222382238511          -0.0007669617930542785
0.38339995805553095          -0.000637348599206243
0.41143935714917956          -0.000507926786965953
0.4291971780781938          -0.0004558231442562781
0.4385397902298095          -0.0006601230105283823
0.4497491704803439          -0.0010179109262152125
0.46282611625316283          -0.00147799231124391
0.47216314644121926          -0.002040654238026088
0.48056240675130524          -0.0028081423305016846
0.49176461019154905          -0.003626681466844337
0.501559361391472          -0.004803654431799968
0.5094865470691105          -0.005878333927413739
0.5160110650466214          -0.007004279771203287
0.5290876121077575          -0.0074899584462684195
0.5421689437090872          -0.007668469640896337
0.5533926775802029          -0.007104755115271536
0.5618198477080857          -0.00608043290519673
0.5693100453813639          -0.005209742280742467
0.5796039836081653          -0.004338908120082391
0.5889721133074809          -0.0029049814240227
0.5955317179130792          -0.0017783657446060301
0.6039628751577902          -0.0004980706341668785
0.6114594522179932          0.0007821766308703307
0.6217589724083541          0.0020113728520404876
0.6320592900220806          0.0032917636532835103
0.6442279705814572          0.004521055565257542
0.6573256493617823          0.005392033262123425
0.6788333536676292          0.006186649697497444
0.7050059846623589          0.006469559559152467
0.733978767805467          0.006522237346685389
0.7620129836472391          0.006318894388452033
0.7881740520031675          0.00585948283905046
0.8152704979669692          0.005451313715123692
0.8414339585929943          0.00514548590594072
0.8722675291597788          0.004660716293512404
0.9012319393575481          0.004175850990280203
0.9367364172884574          0.003563334154679406
0.961962905459878          0.003103874759875891
0.9843872479245064          0.0027466609890123006
0.9984306708164579          0.0043344106523002905
