x cf
  -0.50000**********
  -0.499954540.58256
  -0.49979 335.66682
  -0.499522762.73647
  -0.499151852.58890
  -0.498672743.18085
  -0.498092821.62738
  -0.497412855.44048
  -0.496633282.89079
  -0.495803088.55438
  -0.494983468.30908
  -0.494153321.25026
  -0.493323522.92544
  -0.492483506.47364
  -0.491643561.76054
  -0.490793601.20320
  -0.489943589.76943
  -0.489073614.92001
  -0.488203577.27696
  -0.487323551.66725
  -0.486423495.17115
  -0.485523427.87521
  -0.484603341.83937
  -0.483673245.40945
  -0.482723129.30369
  -0.481763001.34695
  -0.480782865.73588
  -0.479792721.35243
  -0.478782569.85382
  -0.477752414.97617
  -0.476702256.71420
  -0.475632097.95373
  -0.474541936.11672
  -0.473431781.98493
  -0.472301631.01646
  -0.471141486.80901
  -0.469971352.22231
  -0.468771225.26480
  -0.467541108.51639
  -0.466291001.49514
  -0.46502 905.04134
  -0.46372 818.19049
  -0.46239 738.70681
  -0.46103 667.01969
  -0.45965 603.29025
  -0.45824 546.31421
  -0.45680 496.33776
  -0.45534 451.70928
  -0.45384 412.13688
  -0.45232 377.77433
  -0.45076 347.48818
  -0.44918 320.99254
  -0.44756 297.07919
  -0.44591 276.36780
  -0.44424 257.35244
  -0.44253 240.50919
  -0.44078 224.64236
  -0.43901 210.67526
  -0.43720 197.78789
  -0.43536 183.83898
  -0.43349 171.17128
  -0.43158 161.06138
  -0.42964 152.04045
  -0.42767 143.07334
  -0.42566 133.83189
  -0.42362 127.01845
  -0.42155 121.71406
  -0.41944 116.01858
  -0.41729 108.09929
  -0.41511 100.78771
  -0.41290  90.01255
  -0.41065  86.03958
  -0.40836  77.07434
  -0.40605  75.47810
  -0.40369  66.13165
  -0.40130  74.68712
  -0.39888  67.79667
  -0.39642  70.97757
  -0.39392  50.01773
  -0.39139  77.86337
  -0.38882  36.15336
  -0.38622  58.24669
  -0.38358  64.64579
  -0.38091  26.77176
  -0.37821  51.05594
  -0.37546  40.04493
  -0.37269  52.33879
  -0.36987  36.74855
  -0.36703  45.77895
  -0.36414  15.92934
  -0.36123  20.88663
  -0.35827  42.96027
  -0.35529  57.88466
  -0.35227  53.72279
  -0.34921  46.20477
  -0.34612  -5.50879
  -0.34300  -6.57671
  -0.33985  23.84644
  -0.33666  18.51566
  -0.33343  42.28133
  -0.33018  37.55365
  -0.32689  20.50974
  -0.32357   9.76126
  -0.32021   4.45291
  -0.31683  11.73461
  -0.31341   1.74315
  -0.30996 -28.04794
  -0.30648  -8.87506
  -0.30297  10.77538
  -0.29942   0.26864
  -0.29585   1.17175
  -0.29224   2.47106
  -0.28861   0.97678
  -0.28495   3.18320
  -0.28125   2.76808
  -0.27753   1.61981
  -0.27378   1.60062
  -0.27000   1.18555
  -0.26619   0.49018
  -0.26236   0.91930
  -0.25850   2.34542
  -0.25461   2.72111
  -0.25069  -0.36279
  -0.24675  -0.96186
  -0.24278   0.46294
  -0.23879   0.45936
  -0.23477   0.47590
  -0.23072  -0.09688
  -0.22666   0.17676
  -0.22257   0.04004
  -0.21845  -0.04925
  -0.21431   0.33755
  -0.21015  -0.03939
  -0.20597   0.34005
  -0.20176   0.41011
  -0.19754  -0.43470
  -0.19329  -0.02540
  -0.18902   0.03229
  -0.18474  -0.08549
  -0.18043  -0.04758
  -0.17610  -0.03393
  -0.17176  -0.03887
  -0.16739  -0.22903
  -0.16301  -0.07793
  -0.15862  -0.17013
  -0.15420  -0.13432
  -0.14977  -0.11890
  -0.14532  -0.03397
  -0.14086   0.03002
  -0.13638  -0.09877
  -0.13189   0.00358
  -0.12739  -0.01935
  -0.12287  -0.02071
  -0.11834  -0.04138
  -0.11379   0.00079
  -0.10924   0.06819
  -0.10467   0.15695
  -0.10009   0.20848
  -0.09550   0.13712
  -0.09090  -0.01729
  -0.08630  -0.17163
  -0.08168  -0.18611
  -0.07705  -0.22198
  -0.07242  -0.17437
  -0.06778  -0.67977
  -0.06313  -0.95667
  -0.05848  -1.25075
  -0.05382  -0.49549
  -0.04915  -0.77776
  -0.04448   1.18433
  -0.03981   0.59171
  -0.03513   0.25601
  -0.03045  -7.66366
  -0.02577   4.30856
  -0.02108  25.15326
  -0.01639  -4.78054
  -0.01171  -3.53444
  -0.00702   2.09923
  -0.00233  -7.48669
   0.00236   4.48920
   0.00705   1.53213
   0.01174   1.16405
   0.01643   2.01349
   0.02111  -3.71987
   0.02579  -0.13170
   0.03047   2.83678
   0.03514   3.18625
   0.03981  -1.71063
   0.04447  -6.95048
   0.04913  -8.09850
   0.05379  -0.56786
   0.05843   4.09620
   0.06307   2.20576
   0.06771  -7.93592
   0.07233 -23.92532
   0.07695 -21.16130
   0.08156 -18.24436
   0.08616 -13.77323
   0.09075  15.09361
   0.09533  13.46434
   0.09990  -9.96121
   0.10446 -14.36618
   0.10900  -7.24907
   0.11354   2.80863
   0.11806  -0.88723
   0.12257   2.01875
   0.12707 -26.24689
   0.13155 -10.26522
   0.13602   6.23967
   0.14048  21.69722
   0.14492  17.02021
   0.14935  -2.78223
   0.15376  -4.97088
   0.15815  -8.66261
   0.16253 -11.15514
   0.16689  -8.05069
   0.17123  -8.33328
   0.17556  -6.86656
   0.17987   2.55954
   0.18416   0.30903
   0.18843  -3.57809
   0.19268   8.20988
   0.19691  16.60141
   0.20113   9.14633
   0.20532   9.33420
   0.20950   4.69510
   0.21365  -2.30060
   0.21778  -1.19474
   0.22189  -9.80874
   0.22598  -7.98320
   0.23005  -2.97554
   0.23409  -1.51513
   0.23812  -2.19084
   0.24212  -4.18620
   0.24610  -2.47731
   0.25005   4.67619
   0.25398   5.05271
   0.25789  -3.39661
   0.26177 -12.04145
   0.26563 -14.38886
   0.26947 -12.47342
   0.27328 -11.40389
   0.27707  -6.24494
   0.28083   5.10784
   0.28457   5.99697
   0.28828  11.31293
   0.29197  31.98019
   0.29563  22.17543
   0.29927  -6.47520
   0.30288  -3.77415
   0.30646   3.16249
   0.31002  -1.75048
   0.31356  -3.72319
   0.31706   0.15703
   0.32054   0.34549
   0.32400  -1.42891
   0.32743  -1.45125
   0.33083  -2.23070
   0.33421  -2.75992
   0.33756  -2.23390
   0.34088  -0.40486
   0.34418  -4.90734
   0.34745  -9.79508
   0.35070 -10.25147
   0.35392 -10.08293
   0.35711 -11.57151
   0.36028 -11.47496
   0.36342  -5.19098
   0.36654   0.64255
   0.36963  -2.50002
   0.37269  -2.62007
   0.37573  -9.37010
   0.37875  -3.62113
   0.38174  -3.02992
   0.38470  -5.76266
   0.38764   0.80274
   0.39055  11.23218
   0.39344   7.10917
   0.39631  -4.94637
   0.39915  -4.77826
   0.40197  -0.94407
   0.40477  -1.29620
   0.40754   2.38041
   0.41029 -10.22607
