x	cf
0.007241401583204354          -0.000016674122575131844
0.008689522415172096          0.002952683289754149
0.01061689468987806          0.006689983325877426
0.010653576164696643          0.009044934009229379
0.01256499997209018          0.011758342443895287
0.01446525985236502          0.013755026757541035
0.0173032896106102          0.015956537236880196
0.022933895995260106          0.017441467131405007
0.030419707840027316          0.018030587565458493
0.0411661838268188          0.01795434591747147
0.052837272206047836          0.017238219863975522
0.06403788079956046          0.01631729156748714
0.07897760755447          0.015447749232679367
0.09298275412487172          0.01457815905246966
0.10512113259635467          0.013862056921674686
0.1181940912523455          0.013146002636281648
0.13220322493957534          0.012532385356436283
0.1518166500403895          0.01171427682871107
0.17283274284133113          0.010947434649161628
0.19571640116455705          0.010078299000270328
0.22093730737241826          0.009260477544956736
0.24802896879602634          0.008545140940592756
0.2821299816034428          0.007830163176743305
0.3209038953333988          0.007115424639903542
0.3545384154719271          0.006451617533425994
0.3891091106416946          0.005890247432496113
0.42928728691850904          0.005329164403977866
0.4582544880980576          0.005023480131000707
0.499368839406111          0.004564834108030134
0.5395486105296566          0.004106140239657618
0.5750578730007601          0.0038007908844940215
0.6152384415476712          0.0033932915961943783
0.6460756005196012          0.003138897594093963
0.680649485382831          0.0027823058134555656
0.7170925306150766          0.002425809723621032
0.7544709534551957          0.0021205560592613137
0.7946515220021068          0.001713056770961667
0.8357658733101602          0.0012544107479910936
0.8731427013035478          0.0008467679234856335
0.9123886896659514          0.00043922078978405124
0.947897154713689          0.00008267685454758228
0.9824750266937472          -0.000017942025726476463
0.999307836518641          0.0006484487324556892
