x cf
  -0.50000  -0.10132
  -0.49835  -0.10890
  -0.49491  -0.13479
  -0.49044  -0.12247
  -0.48542  -0.08585
  -0.48009  -0.07072
  -0.47457  -0.05779
  -0.46893  -0.04148
  -0.46320  -0.03121
  -0.45745  -0.02425
  -0.45171  -0.01711
  -0.44597  -0.01188
  -0.44024  -0.00836
  -0.43451  -0.00507
  -0.42877  -0.00259
  -0.42302  -0.00078
  -0.41727   0.00073
  -0.41149   0.00186
  -0.40570   0.00268
  -0.39989   0.00331
  -0.39406   0.00374
  -0.38820   0.00403
  -0.38232   0.00421
  -0.37641   0.00431
  -0.37047   0.00433
  -0.36450   0.00431
  -0.35850   0.00425
  -0.35247   0.00416
  -0.34640   0.00405
  -0.34029   0.00392
  -0.33415   0.00379
  -0.32797   0.00365
  -0.32175   0.00351
  -0.31549   0.00337
  -0.30920   0.00323
  -0.30286   0.00309
  -0.29648   0.00296
  -0.29007   0.00286
  -0.28361   0.00279
  -0.27711   0.00273
  -0.27057   0.00262
  -0.26398   0.00244
  -0.25736   0.00219
  -0.25070   0.00195
  -0.24399   0.00178
  -0.23725   0.00173
  -0.23046   0.00182
  -0.22363   0.00197
  -0.21677   0.00210
  -0.20987   0.00210
  -0.20292   0.00196
  -0.19594   0.00176
  -0.18893   0.00161
  -0.18188   0.00156
  -0.17479   0.00155
  -0.16767   0.00145
  -0.16051   0.00121
  -0.15332   0.00092
  -0.14610   0.00075
  -0.13885   0.00066
  -0.13158   0.00056
  -0.12427   0.00052
  -0.11693   0.00076
  -0.10957   0.00139
  -0.10218   0.00263
  -0.09477   0.00455
  -0.08734   0.00611
  -0.07988   0.00595
  -0.07241   0.00446
  -0.06492   0.00337
  -0.05741   0.00322
  -0.04988   0.00320
  -0.04234   0.00314
  -0.03479   0.00366
  -0.02722   0.00474
  -0.01964   0.00641
  -0.01206   0.00978
  -0.00447   0.01450
   0.00313   0.01823
   0.01074   0.02016
   0.01834   0.02126
   0.02595   0.02152
   0.03356   0.02075
   0.04117   0.02000
   0.04877   0.01917
   0.05637   0.01645
   0.06397   0.01214
   0.07155   0.00885
   0.07913   0.00668
   0.08670   0.00311
   0.09426  -0.00199
   0.10181  -0.00607
   0.10934  -0.00842
   0.11686  -0.01083
   0.12436  -0.01347
   0.13184  -0.01391
   0.13930  -0.01151
   0.14674  -0.00925
   0.15416  -0.01001
   0.16156  -0.01320
   0.16894  -0.01678
   0.17629  -0.01961
   0.18361  -0.02072
   0.19090  -0.01985
   0.19817  -0.01872
   0.20541  -0.01920
   0.21262  -0.02047
   0.21980  -0.02036
   0.22694  -0.01847
   0.23405  -0.01636
   0.24113  -0.01544
   0.24818  -0.01552
   0.25519  -0.01562
   0.26216  -0.01525
   0.26910  -0.01460
   0.27600  -0.01382
   0.28287  -0.01304
   0.28969  -0.01262
   0.29649  -0.01271
   0.30324  -0.01291
   0.30995  -0.01301
   0.31663  -0.01315
