"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
6.92172e-02	-5.81073e-02	4.18164e-01	-8.04909e-01	6.83366e-01	1.47396e+00	3.41886e-03	1.35875e-03	2.35707e-03	8.26551e-05	-1.76895e-04	4.57763e-05	1	0.00000e+00	5.00000e-01	2.50000e-01	-2.20000e-01
2.47524e-01	-1.54545e-01	5.13043e-01	-9.11308e-01	6.83387e-01	-7.65110e-01	3.27473e-03	1.26382e-03	2.34720e-03	1.55054e-04	-1.48088e-04	5.92086e-05	1	2.19999e-03	5.00000e-01	2.50000e-01	-2.17800e-01
2.75345e-01	-1.27844e-01	4.89219e-01	-9.84254e-01	6.83402e-01	-6.48667e-01	3.16125e-03	1.20682e-03	2.35083e-03	1.72473e-04	-1.23098e-04	8.32597e-05	1	4.40000e-03	5.00000e-01	2.50000e-01	-2.15600e-01
2.44017e-01	-3.15859e-01	4.56692e-01	-9.72825e-01	6.83403e-01	-8.81128e-01	3.06819e-03	1.20559e-03	2.37323e-03	1.57001e-04	-8.87070e-05	1.26354e-04	1	6.59999e-03	5.00000e-01	2.50000e-01	-2.13400e-01
4.77381e-01	-7.14663e-01	4.17804e-01	-9.96932e-01	6.83389e-01	-4.89234e-01	2.94526e-03	1.26375e-03	2.40061e-03	1.45326e-04	-3.00619e-05	1.70082e-04	1	8.80000e-03	5.00000e-01	2.50000e-01	-2.11200e-01
8.49423e-01	-1.02759e+00	3.15343e-01	-1.08405e+00	6.83370e-01	-3.14159e-01	2.79623e-03	1.36087e-03	2.42176e-03	1.33120e-04	4.33511e-05	1.94117e-04	1	1.10000e-02	5.00000e-01	2.50000e-01	-2.09000e-01
8.65817e-01	-1.09844e+00	1.86090e-01	-1.07924e+00	6.83357e-01	-3.25611e-01	2.68187e-03	1.49355e-03	2.43698e-03	1.28791e-04	1.17071e-04	2.01576e-04	1	1.32000e-02	5.00000e-01	2.50000e-01	-2.06800e-01
4.83368e-01	-1.03742e+00	1.03436e-01	-9.22981e-01	6.83356e-01	-6.13330e-01	2.64031e-03	1.63226e-03	2.45385e-03	1.52974e-04	1.88851e-04	2.04328e-04	1	1.54000e-02	5.00000e-01	2.50000e-01	-2.04600e-01
1.79471e-01	-9.74554e-01	3.28923e-02	-7.64111e-01	6.83364e-01	-1.51009e+00	2.68828e-03	1.70196e-03	2.47855e-03	2.04664e-04	2.60683e-04	2.10244e-04	1	1.76000e-02	5.00000e-01	2.50000e-01	-2.02400e-01
1.80814e-01	-8.86686e-01	-4.80673e-02	-7.48606e-01	6.83380e-01	-1.35342e+00	2.83424e-03	1.68968e-03	2.51770e-03	2.59822e-04	3.27591e-04	2.25776e-04	1	1.98000e-02	5.00000e-01	2.50000e-01	-2.00200e-01
2.54075e-01	-7.01066e-01	2.19965e-02	-8.62797e-01	6.83397e-01	-8.51783e-01	3.04770e-03	1.65250e-03	2.57562e-03	2.92396e-04	3.78683e-04	2.53578e-04	1	2.20000e-02	5.00000e-01	2.50000e-01	-1.98000e-01
1.81828e-01	-4.38982e-01	3.49236e-01	-9.64518e-01	6.83412e-01	-2.05018e+00	3.25727e-03	1.63071e-03	2.63862e-03	3.00796e-04	4.04912e-04	2.95310e-04	1	2.42000e-02	5.00000e-01	2.50000e-01	-1.95800e-01
9.24666e-04	-2.34221e-01	6.77836e-01	-9.44639e-01	6.83427e-01	2.73870e-01	3.41244e-03	1.61541e-03	2.68259e-03	3.11557e-04	4.13765e-04	3.53977e-04	1	2.64000e-02	5.00000e-01	2.50000e-01	-1.93600e-01
-8.40484e-02	-2.36466e-01	6.93782e-01	-8.76859e-01	6.83445e-01	7.20616e-02	3.52938e-03	1.60383e-03	2.70187e-03	3.27198e-04	4.25193e-04	4.14385e-04	1	2.86000e-02	5.00000e-01	2.50000e-01	-1.91400e-01
7.45189e-02	-3.94396e-01	5.11804e-01	-8.85214e-01	6.83466e-01	1.35650e+00	3.65063e-03	1.61764e-03	2.70449e-03	3.33870e-04	4.52443e-04	4.57307e-04	1	3.08000e-02	5.00000e-01	2.50000e-01	-1.89200e-01
2.76751e-01	-4.66098e-01	4.71810e-01	-9.51577e-01	6.83489e-01	-7.66582e-01	3.79011e-03	1.65387e-03	2.69336e-03	3.49397e-04	4.94505e-04	4.81231e-04	1	3.30000e-02	5.00000e-01	2.50000e-01	-1.87000e-01
4.00160e-01	-4.25249e-01	5.88489e-01	-1.01374e+00	6.83509e-01	-5.35688e-01	3.92084e-03	1.69057e-03	2.67012e-03	3.73442e-04	5.44271e-04	4.92496e-04	1	3.52000e-02	5.00000e-01	2.50000e-01	-1.84800e-01
