"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
2.33518e+00	1.95264e+00	1.71663e+00	-3.56108e+00	6.78634e-01	-1.40795e+00	1.06609e-02	3.40891e-03	7.23858e-03	-1.68578e-03	-3.04813e-06	4.34628e-04	1	0.00000e+00	-1.50000e-01	2.50000e-01	-2.20000e-01
2.73870e+00	1.66943e+00	2.09259e+00	-3.56025e+00	6.78778e-01	-1.18280e+00	1.07552e-02	3.39894e-03	7.11986e-03	-1.72655e-03	-1.49628e-05	4.68221e-04	1	2.19999e-03	-1.50000e-01	2.50000e-01	-2.17800e-01
3.00358e+00	1.45421e+00	2.26325e+00	-3.60472e+00	6.78887e-01	-1.10610e+00	1.07939e-02	3.31990e-03	6.96714e-03	-1.64730e-03	-6.51941e-05	4.55563e-04	1	4.40000e-03	-1.50000e-01	2.50000e-01	-2.15600e-01
2.81477e+00	1.41615e+00	2.11220e+00	-3.65472e+00	6.78993e-01	-1.41343e+00	1.09451e-02	3.25128e-03	6.80904e-03	-1.50585e-03	-1.54868e-04	4.84556e-04	1	6.59999e-03	-1.50000e-01	2.50000e-01	-2.13400e-01
2.08645e+00	1.42247e+00	1.57062e+00	-3.71525e+00	6.79059e-01	4.67096e+00	1.12124e-02	3.18199e-03	6.69501e-03	-1.36458e-03	-3.06399e-04	5.40777e-04	1	8.80000e-03	-1.50000e-01	2.50000e-01	-2.11200e-01
1.43129e+00	1.31112e+00	6.06155e-01	-3.78508e+00	6.79045e-01	-1.39991e+00	1.14385e-02	3.14801e-03	6.62654e-03	-1.24920e-03	-4.62146e-04	5.83524e-04	1	1.10000e-02	-1.50000e-01	2.50000e-01	-2.09000e-01
8.97045e-01	9.96928e-01	-3.75327e-01	-3.75631e+00	6.78947e-01	-2.89483e+00	1.14595e-02	3.19876e-03	6.56494e-03	-1.09624e-03	-5.30125e-04	6.41641e-04	1	1.32000e-02	-1.50000e-01	2.50000e-01	-2.06800e-01
-1.40610e-01	6.07194e-01	-9.55532e-01	-3.54077e+00	6.78840e-01	2.25124e+00	1.12867e-02	3.27415e-03	6.45457e-03	-9.29633e-04	-4.75688e-04	6.85154e-04	1	1.54000e-02	-1.50000e-01	2.50000e-01	-2.04600e-01
-1.00491e+00	4.75165e-01	-1.01255e+00	-3.29407e+00	6.78773e-01	3.03000e-01	1.11712e-02	3.37737e-03	6.34101e-03	-8.56557e-04	-3.36170e-04	6.48338e-04	1	1.76000e-02	-1.50000e-01	2.50000e-01	-2.02400e-01
-1.54881e+00	5.54587e-01	-4.76930e-01	-3.09295e+00	6.78746e-01	-8.91555e-01	1.11822e-02	3.56764e-03	6.24959e-03	-9.38565e-04	-1.69453e-04	5.21578e-04	1	1.98000e-02	-1.50000e-01	2.50000e-01	-2.00200e-01
-2.17797e+00	6.06674e-01	2.36202e-01	-2.89311e+00	6.78738e-01	3.24542e+00	1.12159e-02	3.75665e-03	6.18659e-03	-1.07688e-03	-4.53461e-05	3.69994e-04	1	2.20000e-02	-1.50000e-01	2.50000e-01	-1.98000e-01
-2.92567e+00	3.02890e-01	4.25935e-01	-2.65807e+00	6.78723e-01	9.96440e-01	1.12101e-02	3.73608e-03	6.15014e-03	-1.20693e-03	-6.20378e-07	2.71254e-04	1	2.42000e-02	-1.50000e-01	2.50000e-01	-1.95800e-01
-3.03796e+00	-4.95180e-01	8.45274e-02	-2.48286e+00	6.78694e-01	7.30321e-01	1.11054e-02	3.62146e-03	6.13450e-03	-1.29227e-03	-1.98174e-05	2.52321e-04	1	2.64000e-02	-1.50000e-01	2.50000e-01	-1.93600e-01
-2.26270e+00	-1.30725e+00	-3.62650e-01	-2.47432e+00	6.78666e-01	1.18198e+00	1.08198e-02	3.70419e-03	6.12303e-03	-1.18513e-03	-9.80130e-05	2.50156e-04	1	2.86000e-02	-1.50000e-01	2.50000e-01	-1.91400e-01
-1.50072e+00	-1.66587e+00	-8.34305e-01	-2.58294e+00	6.78657e-01	3.39951e+00	1.03656e-02	4.03876e-03	6.09041e-03	-1.06751e-03	-2.68065e-04	1.58653e-04	1	3.08000e-02	-1.50000e-01	2.50000e-01	-1.89200e-01
-1.41382e+00	-1.71428e+00	-1.19283e+00	-2.71820e+00	6.78666e-01	2.86051e+00	9.89214e-03	4.31419e-03	6.04994e-03	-1.23080e-03	-4.97892e-04	-3.68374e-05	1	3.30000e-02	-1.50000e-01	2.50000e-01	-1.87000e-01
-1.67594e+00	-1.52438e+00	-1.11051e+00	-2.85332e+00	6.78661e-01	1.28266e+00	9.60582e-03	4.39437e-03	6.05373e-03	-1.53096e-03	-6.91842e-04	-2.86940e-04	1	3.52000e-02	-1.50000e-01	2.50000e-01	-1.84800e-01
-1.87790e+00	-9.27136e-01	-6.56832e-01	-2.88717e+00	6.78624e-01	3.13682e+00	9.47309e-03	4.52279e-03	6.12974e-03	-1.75666e-03	-8.39240e-04	-5.38627e-04	1	3.74000e-02	-1.50000e-01	2.50000e-01	-1.82600e-01
-2.07555e+00	-1.63588e-01	-5.38636e-02	-2.68375e+00	6.78575e-01	1.14533e+00	9.37755e-03	4.68538e-03	6.24784e-03	-1.92465e-03	-9.85139e-04	-7.47463e-04	1	3.96000e-02	-1.50000e-01	2.50000e-01	-1.80400e-01
-2.33459e+00	3.23013e-01	6.47220e-01	-2.34711e+00	6.78528e-01	7.08463e-01	9.32489e-03	4.81181e-03	6.35495e-03	-2.03724e-03	-1.16272e-03	-8.91396e-04	1	4.18000e-02	-1.50000e-01	2.50000e-01	-1.78200e-01
-2.24206e+00	4.46147e-01	1.09045e+00	-2.16073e+00	6.78456e-01	1.71599e+00	9.49872e-03	4.94913e-03	6.45645e-03	-2.12738e-03	-1.41585e-03	-9.76368e-04	1	4.40000e-02	-1.50000e-01	2.50000e-01	-1.76000e-01
-2.21183e+00	3.83855e-01	1.03503e+00	-2.06528e+00	6.78370e-01	1.10908e+00	9.85962e-03	5.05960e-03	6.58072e-03	-2.14172e-03	-1.66785e-03	-1.07948e-03	1	4.62000e-02	-1.50000e-01	2.50000e-01	-1.73800e-01
-2.13652e+00	3.49961e-01	8.62945e-01	-2.01497e+00	6.78275e-01	1.04044e+00	1.01565e-02	5.21183e-03	6.69196e-03	-2.06249e-03	-1.79299e-03	-1.22332e-03	1	4.84000e-02	-1.50000e-01	2.50000e-01	-1.71600e-01
-1.93079e+00	4.29354e-01	1.02993e+00	-2.01544e+00	6.78180e-01	1.09092e+00	1.03659e-02	5.38948e-03	6.78126e-03	-1.94499e-03	-1.77616e-03	-1.40636e-03	1	5.06000e-02	-1.50000e-01	2.50000e-01	-1.69400e-01
-1.84692e+00	4.96546e-01	1.37863e+00	-2.04808e+00	6.78068e-01	1.01430e+00	1.05495e-02	5.50475e-03	6.90598e-03	-1.77454e-03	-1.69257e-03	-1.62471e-03	1	5.28000e-02	-1.50000e-01	2.50000e-01	-1.67200e-01
-2.23287e+00	4.41652e-01	1.43675e+00	-2.06221e+00	6.77910e-01	8.61836e-01	1.05725e-02	5.48701e-03	7.08374e-03	-1.46022e-03	-1.63016e-03	-1.77359e-03	1	5.50000e-02	-1.50000e-01	2.50000e-01	-1.65000e-01
-2.13482e+00	5.82393e-01	1.45077e+00	-2.14279e+00	6.77718e-01	9.38175e-01	1.04081e-02	5.41161e-03	7.25949e-03	-1.09350e-03	-1.64545e-03	-1.84126e-03	1	5.72000e-02	-1.50000e-01	2.50000e-01	-1.62800e-01
