"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
5.50103e-01	-9.47905e-01	-4.35123e-01	8.13171e-01	6.86860e-01	-5.60963e-01	1.96228e-03	2.37855e-03	2.30164e-03	9.56613e-05	-1.88937e-04	-3.96236e-04	1	0.00000e+00	6.50000e-01	1.50000e-01	-2.20000e-01
3.63261e-01	-7.87605e-01	-3.48548e-01	7.88148e-01	6.86901e-01	-7.47483e-01	2.04809e-03	2.62961e-03	2.28081e-03	6.18689e-05	-1.70327e-04	-3.82553e-04	1	2.19999e-03	6.50000e-01	1.50000e-01	-2.17800e-01
3.80879e-01	-8.49917e-01	-4.27196e-01	7.35630e-01	6.86940e-01	-5.52163e-01	2.11979e-03	2.78054e-03	2.26951e-03	4.24547e-05	-1.43399e-04	-3.26234e-04	1	4.40000e-03	6.50000e-01	1.50000e-01	-2.15600e-01
6.30525e-01	-1.14493e+00	-5.61868e-01	6.53374e-01	6.86970e-01	-3.94381e-01	2.19119e-03	2.82496e-03	2.26257e-03	2.55575e-05	-1.05145e-04	-2.49130e-04	1	6.59999e-03	6.50000e-01	1.50000e-01	-2.13400e-01
8.96350e-01	-1.39231e+00	-5.62617e-01	5.75639e-01	6.86989e-01	-3.27235e-01	2.24715e-03	2.83512e-03	2.25763e-03	2.17689e-05	-6.72059e-05	-1.75517e-04	1	8.80000e-03	6.50000e-01	1.50000e-01	-2.11200e-01
9.16469e-01	-1.36514e+00	-3.90302e-01	5.51231e-01	6.86986e-01	-2.70458e-01	2.26863e-03	2.82539e-03	2.26357e-03	3.86576e-05	-4.12113e-05	-1.06537e-04	1	1.10000e-02	6.50000e-01	1.50000e-01	-2.09000e-01
5.72055e-01	-1.07137e+00	-1.20168e-01	5.81554e-01	6.86954e-01	-4.49408e-01	2.27796e-03	2.77915e-03	2.29032e-03	7.38706e-05	-3.09606e-05	-3.98367e-05	1	1.32000e-02	6.50000e-01	1.50000e-01	-2.06800e-01
1.20690e-01	-7.17211e-01	1.67921e-01	6.26297e-01	6.86894e-01	1.34459e+00	2.30740e-03	2.71576e-03	2.33413e-03	1.27205e-04	-2.89364e-05	2.03213e-05	1	1.54000e-02	6.50000e-01	1.50000e-01	-2.04600e-01
-1.19745e-01	-5.12229e-01	4.05141e-01	6.52292e-01	6.86819e-01	-2.66432e+00	2.34808e-03	2.69988e-03	2.37181e-03	1.88427e-04	-2.01432e-05	7.60124e-05	1	1.76000e-02	6.50000e-01	1.50000e-01	-2.02400e-01
-1.14141e-01	-4.83775e-01	5.06996e-01	6.47605e-01	6.86747e-01	1.99165e+00	2.36512e-03	2.76102e-03	2.37997e-03	2.26987e-04	6.84027e-07	1.25940e-04	1	1.98000e-02	6.50000e-01	1.50000e-01	-2.00200e-01
-2.59670e-02	-5.05412e-01	4.29218e-01	6.16089e-01	6.86688e-01	6.30841e-01	2.36241e-03	2.84115e-03	2.36304e-03	2.16351e-04	2.33107e-05	1.51835e-04	1	2.20000e-02	6.50000e-01	1.50000e-01	-1.98000e-01
1.04984e-02	-4.47724e-01	2.83450e-01	5.84287e-01	6.86647e-01	5.15909e-01	2.40924e-03	2.87926e-03	2.34391e-03	1.57171e-04	3.67920e-05	1.49322e-04	1	2.42000e-02	6.50000e-01	1.50000e-01	-1.95800e-01
-2.07955e-02	-2.82306e-01	2.46214e-01	5.99536e-01	6.86622e-01	3.75677e+00	2.52577e-03	2.85827e-03	2.33499e-03	7.52353e-05	3.90781e-05	1.42395e-04	1	2.64000e-02	6.50000e-01	1.50000e-01	-1.93600e-01
-5.74411e-02	-9.08633e-02	2.95604e-01	6.98912e-01	6.86608e-01	3.78043e+00	2.64887e-03	2.78085e-03	2.33518e-03	-1.00835e-05	3.28759e-05	1.50331e-04	1	2.86000e-02	6.50000e-01	1.50000e-01	-1.91400e-01
