"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-9.17270e-02	-1.75979e-06	5.53491e-06	2.86542e-04	7.16099e-01	2.86440e-01	6.39983e-07	6.27321e-07	7.13768e-09	2.25389e-07	1.16080e-08	1.14054e-09	1	0.00000e+00	-7.00000e-01	1.50000e-01	-2.20000e-01
-9.17517e-02	9.31441e-06	2.83512e-06	2.97460e-04	7.16100e-01	2.86440e-01	6.40777e-07	6.27359e-07	6.99996e-09	2.25410e-07	1.13256e-08	9.62392e-10	1	2.19999e-03	-7.00000e-01	1.50000e-01	-2.17800e-01
-9.17390e-02	2.33393e-05	3.76247e-06	3.05754e-04	7.16103e-01	2.86441e-01	6.41329e-07	6.27332e-07	6.87067e-09	2.25358e-07	1.10152e-08	7.83089e-10	1	4.40000e-03	-7.00000e-01	1.50000e-01	-2.15600e-01
-9.17507e-02	2.08009e-05	3.21233e-07	3.07174e-04	7.16104e-01	2.86442e-01	6.42036e-07	6.27360e-07	6.75608e-09	2.25354e-07	1.07076e-08	6.04121e-10	1	6.59999e-03	-7.00000e-01	1.50000e-01	-2.13400e-01
-9.18068e-02	1.31396e-05	4.84071e-06	2.98789e-04	7.16104e-01	2.86442e-01	6.43037e-07	6.27481e-07	6.65859e-09	2.25436e-07	1.04122e-08	4.25342e-10	1	8.80000e-03	-7.00000e-01	1.50000e-01	-2.11200e-01
-9.18316e-02	1.53679e-06	4.40533e-06	2.89436e-04	7.16104e-01	2.86442e-01	6.43842e-07	6.27548e-07	6.57237e-09	2.25457e-07	1.00952e-08	2.45955e-10	1	1.10000e-02	-7.00000e-01	1.50000e-01	-2.09000e-01
-9.18321e-02	-2.86612e-06	6.21000e-06	2.78496e-04	7.16106e-01	2.86442e-01	6.44477e-07	6.27571e-07	6.49826e-09	2.25427e-07	9.75983e-09	6.63373e-11	1	1.32000e-02	-7.00000e-01	1.50000e-01	-2.06800e-01
-9.18142e-02	-7.64861e-06	5.86429e-06	2.72568e-04	7.16107e-01	2.86443e-01	6.44976e-07	6.27563e-07	6.43703e-09	2.25358e-07	9.40979e-09	-1.13096e-10	1	1.54000e-02	-7.00000e-01	1.50000e-01	-2.04600e-01
-9.17850e-02	-9.83168e-06	4.12300e-06	2.64055e-04	7.16109e-01	2.86444e-01	6.45380e-07	6.27535e-07	6.38946e-09	2.25263e-07	9.04893e-09	-2.91956e-10	1	1.76000e-02	-7.00000e-01	1.50000e-01	-2.02400e-01
-9.18012e-02	-6.77349e-06	8.19043e-06	2.69077e-04	7.16109e-01	2.86444e-01	6.46043e-07	6.27593e-07	6.35963e-09	2.25247e-07	8.69667e-09	-4.70179e-10	1	1.98000e-02	-7.00000e-01	1.50000e-01	-2.00200e-01
-9.18337e-02	-1.23572e-06	2.28052e-06	2.76221e-04	7.16109e-01	2.86444e-01	6.46787e-07	6.27681e-07	6.34579e-09	2.25254e-07	8.34251e-09	-6.47600e-10	1	2.20000e-02	-7.00000e-01	1.50000e-01	-1.98000e-01
