Density	Momentum:0	Momentum:1	Momentum:2	StagnationEnergy	Function0	Function1	Function2	Function3	Function4	Function5	Points:0	Points:1	Points:2
0.955476	-0.0151141	0.0179464	0.0230061	0.688043	0.00337153	0.00201998	0.00150371	-0.000403039	0.000287066	-8.68831E-05	0.1	0.15	0.1232
0.95538	-0.0185693	0.0196194	0.0229338	0.687982	0.00305097	0.00183345	0.00149311	-0.000292272	0.000268291	-7.91957E-05	0.1	0.15	0.1254
0.955306	-0.0222766	0.0216367	0.0226991	0.687943	0.00270579	0.00176127	0.00147927	-0.000207019	0.000293502	-0.000106428	0.1	0.15	0.1276
0.955242	-0.0259147	0.0236804	0.0224091	0.687922	0.00250229	0.00174311	0.00144996	-0.000177183	0.000358757	-0.00014578	0.1	0.15	0.1298
0.955163	-0.0293992	0.0253959	0.0220835	0.687902	0.00239393	0.00169751	0.00141815	-0.000152599	0.000421548	-0.000190682	0.1	0.15	0.132
0.955085	-0.033053	0.0267583	0.021803	0.68787	0.0023198	0.0016344	0.00140896	-0.000108937	0.000477255	-0.000235976	0.1	0.15	0.1342
0.955039	-0.0368877	0.0279242	0.0217153	0.68783	0.00231094	0.00158371	0.00142266	-6.82329E-05	0.000542873	-0.000278284	0.1	0.15	0.1364
0.955014	-0.0403513	0.028869	0.0218708	0.687793	0.00233333	0.00152506	0.00143833	-4.12061E-05	0.00060737	-0.000309681	0.1	0.15	0.1386
0.954988	-0.043116	0.0295558	0.0221685	0.687761	0.00230123	0.00142846	0.00144149	-2.84799E-05	0.000644427	-0.000310968	0.1	0.15	0.1408
0.954959	-0.0454876	0.0302199	0.0224558	0.687737	0.00219372	0.00127844	0.00142611	-3.00947E-06	0.000647909	-0.000281047	0.1	0.15	0.143
0.954942	-0.0477544	0.0311185	0.022604	0.687727	0.00203657	0.00110209	0.0013911	7.27767E-05	0.000625425	-0.0002358	0.1	0.15	0.1452
0.954964	-0.0497883	0.0321754	0.0225383	0.687736	0.00188003	0.000962151	0.00133899	0.000157434	0.000579689	-0.000189557	0.1	0.15	0.1474
0.955029	-0.0515823	0.0330936	0.0222492	0.687767	0.00172888	0.000894642	0.00126812	0.000211483	0.000510583	-0.000148584	0.1	0.15	0.1496
0.955103	-0.0535908	0.0337294	0.0217762	0.68782	0.00155826	0.000868815	0.00118278	0.000248016	0.000438445	-0.000113368	0.1	0.15	0.1518
0.955166	-0.0563194	0.0341095	0.0211273	0.687896	0.00138297	0.000832585	0.00110762	0.000282429	0.000380423	-8.46282E-05	0.1	0.15	0.154
0.955221	-0.0594385	0.0343382	0.0205001	0.687978	0.00125416	0.000777197	0.00103894	0.000307062	0.000346096	-6.98128E-05	0.1	0.15	0.1562
0.955273	-0.0624214	0.0344383	0.0198983	0.688057	0.00115688	0.000705565	0.000973666	0.000307686	0.000326176	-0.00006011	0.1	0.15	0.1584
0.955319	-0.0648698	0.0344047	0.0193209	0.688119	0.0010782	0.000631621	0.000915802	0.000283562	0.000309707	-0.000047102	0.1	0.15	0.1606
0.955349	-0.0667421	0.0341513	0.0188146	0.688159	0.00100802	0.000564486	0.000873208	0.000248207	0.000294681	-2.61751E-05	0.1	0.15	0.1628
0.955355	-0.0682621	0.0336321	0.0184275	0.688179	0.000926584	0.000503814	0.000842059	0.000211315	0.000280474	4.66109E-07	0.1	0.15	0.165
0.955344	-0.0696579	0.0329898	0.0181435	0.688187	0.000835991	0.000458269	0.000816919	0.000174641	0.000265155	2.55157E-05	0.1	0.15	0.1672
0.955338	-0.0709925	0.0323883	0.0179057	0.688192	0.000754796	0.000440853	0.000798857	0.000141024	0.000245299	4.30867E-05	0.1	0.15	0.1694
0.955354	-0.0722321	0.0319001	0.0176601	0.688204	0.000702027	0.000456609	0.000785858	0.000121409	0.000216159	4.85517E-05	0.1	0.15	0.1716
0.955386	-0.0734077	0.0315987	0.017367	0.688222	0.000680801	0.00048662	0.00075985	0.000119804	0.000191111	4.33707E-05	0.1	0.15	0.1738
0.955422	-0.0745017	0.0315074	0.0170034	0.688243	0.000682451	0.00052231	0.000725283	0.000127652	0.000178149	3.59384E-05	0.1	0.15	0.176
0.955455	-0.0754114	0.0316765	0.0165801	0.688266	0.000690735	0.000555478	0.000691814	0.000135637	0.000174899	3.41989E-05	0.1	0.15	0.1782
0.955485	-0.0759426	0.0320817	0.0160889	0.688284	0.000687501	0.000579152	0.000666637	0.000145832	0.000174688	3.89828E-05	0.1	0.15	0.1804
0.955517	-0.0759966	0.0325348	0.0154952	0.688295	0.000661348	0.00059003	0.00065171	0.00016056	0.000172357	4.57659E-05	0.1	0.15	0.1826
0.955545	-0.0757415	0.032775	0.0148041	0.688298	0.000620027	0.000586278	0.000645425	0.000173396	0.000164934	0.000051875	0.1	0.15	0.1848
0.955563	-0.0754403	0.032711	0.0140805	0.688297	0.000578153	0.000569767	0.000643867	0.000179975	0.000153705	5.89492E-05	0.1	0.15	0.187
0.95557	-0.0751911	0.0324863	0.0133714	0.688294	0.000545818	0.000548335	0.000642091	0.000177401	0.000143079	6.83149E-05	0.1	0.15	0.1892
0.955578	-0.0750197	0.0322648	0.012659	0.688293	0.000525807	0.000529688	0.00063852	0.000165868	0.000137464	7.97248E-05	0.1	0.15	0.1914
0.955594	-0.0750584	0.0320936	0.0119298	0.688292	0.00051439	0.000517141	0.000637619	0.000154601	0.000140327	0.000093493	0.1	0.15	0.1936
0.955617	-0.0753989	0.0319891	0.0112397	0.688289	0.000510412	0.000507265	0.000644329	0.000148858	0.000151128	0.000109419	0.1	0.15	0.1958
0.955636	-0.0759203	0.0319639	0.0106618	0.688282	0.000512392	0.000485456	0.000657078	0.000146715	0.000163206	0.000124498	0.1	0.15	0.198
0.955644	-0.0764373	0.0319484	0.0101966	0.688275	0.000517247	0.000448394	0.000668214	0.000145778	0.000168377	0.000135369	0.1	0.15	0.2002
0.95564	-0.0768885	0.0318208	0.00977189	0.688269	0.00051947	0.00041495	0.000670626	0.000142119	0.000163856	0.000141446	0.1	0.15	0.2024
0.955627	-0.077315	0.0315088	0.00932209	0.688266	0.000512889	0.000394616	0.000663799	0.000132069	0.000150734	0.00014351	0.1	0.15	0.2046
0.955608	-0.0777954	0.0309911	0.00884317	0.688263	0.000501783	0.000383105	0.000652343	0.000117521	0.0001298	0.000142324	0.1	0.15	0.2068
0.955592	-0.0784045	0.0302713	0.00837031	0.688259	0.000498908	0.000372442	0.000639936	0.000104076	0.000104085	0.000138267	0.1	0.15	0.209
0.955584	-0.079108	0.0294295	0.00792172	0.688256	0.000508397	0.000356683	0.000626728	9.42298E-05	7.85065E-05	0.000131469	0.1	0.15	0.2112
0.955584	-0.0797164	0.0286553	0.00746921	0.688255	0.000517092	0.000336437	0.000610782	0.000088791	5.64082E-05	0.000121962	0.1	0.15	0.2134
0.955587	-0.0800279	0.0281628	0.00696712	0.688258	0.000510027	0.00031582	0.00059056	8.73381E-05	3.88281E-05	0.000109545	0.1	0.15	0.2156
0.955592	-0.0800041	0.028068	0.00646318	0.688258	0.00049273	0.000297938	0.000571447	8.60506E-05	2.42444E-05	9.60305E-05	0.1	0.15	0.2178
0.955605	-0.0798192	0.0282211	0.00600279	0.688257	0.000471596	0.000283777	0.00055375	7.80329E-05	6.99789E-06	8.16005E-05	0.1	0.15	0.22
