"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-3.38933e-01	3.07284e-01	-6.45287e-01	-7.59444e-01	6.86960e-01	1.76689e+00	1.70822e-03	1.41640e-03	1.44129e-03	-4.94328e-04	1.77022e-04	-4.28920e-04	1	0.00000e+00	1.50000e-01	2.50000e-01	-2.20000e-01
-2.49149e-01	-7.37418e-02	-7.71591e-01	-7.71097e-01	6.86983e-01	5.93195e-01	1.62550e-03	1.38796e-03	1.43217e-03	-4.46871e-04	1.57685e-04	-4.00600e-04	1	2.19999e-03	1.50000e-01	2.50000e-01	-2.17800e-01
-1.97614e-01	-2.23261e-01	-7.71820e-01	-8.41644e-01	6.86996e-01	5.50612e-01	1.53990e-03	1.39464e-03	1.43569e-03	-3.90743e-04	1.39764e-04	-3.70507e-04	1	4.40000e-03	1.50000e-01	2.50000e-01	-2.15600e-01
-1.14460e-01	-2.19406e-02	-6.54092e-01	-9.60572e-01	6.87001e-01	3.65589e-01	1.47539e-03	1.41327e-03	1.44441e-03	-3.33903e-04	1.13967e-04	-3.42421e-04	1	6.59999e-03	1.50000e-01	2.50000e-01	-2.13400e-01
1.04939e-01	4.19563e-01	-5.12435e-01	-1.08981e+00	6.87001e-01	-1.98377e+01	1.49778e-03	1.38522e-03	1.45477e-03	-3.15785e-04	8.03819e-05	-3.17797e-04	1	8.80000e-03	1.50000e-01	2.50000e-01	-2.11200e-01
4.20863e-01	8.07269e-01	-3.99857e-01	-1.20264e+00	6.87005e-01	-1.46843e+00	1.62034e-03	1.29123e-03	1.46573e-03	-3.72544e-04	5.23770e-05	-2.89844e-04	1	1.10000e-02	1.50000e-01	2.50000e-01	-2.09000e-01
5.96945e-01	9.33014e-01	-3.37128e-01	-1.27661e+00	6.87018e-01	-7.11795e-01	1.79879e-03	1.19785e-03	1.47702e-03	-4.90246e-04	3.09424e-05	-2.54327e-04	1	1.32000e-02	1.50000e-01	2.50000e-01	-2.06800e-01
4.67454e-01	7.91345e-01	-3.47520e-01	-1.27169e+00	6.87047e-01	-5.74410e-01	1.95289e-03	1.16499e-03	1.48845e-03	-6.28754e-04	-8.16878e-06	-2.10267e-04	1	1.54000e-02	1.50000e-01	2.50000e-01	-2.04600e-01
1.59572e-01	4.59877e-01	-3.74429e-01	-1.16447e+00	6.87090e-01	1.06606e+00	2.02879e-03	1.17966e-03	1.49987e-03	-7.41086e-04	-6.97691e-05	-1.59747e-04	1	1.76000e-02	1.50000e-01	2.50000e-01	-2.02400e-01
-5.65679e-02	1.17340e-01	-2.94227e-01	-9.80747e-01	6.87139e-01	3.73470e+00	2.02697e-03	1.15697e-03	1.50939e-03	-7.52197e-04	-1.15022e-04	-1.23243e-04	1	1.98000e-02	1.50000e-01	2.50000e-01	-2.00200e-01
-8.73972e-02	4.12803e-02	-7.73383e-02	-7.88700e-01	6.87180e-01	1.05053e+00	1.96730e-03	1.07068e-03	1.51536e-03	-6.55470e-04	-1.26025e-04	-1.11149e-04	1	2.20000e-02	1.50000e-01	2.50000e-01	-1.98000e-01
-2.01938e-02	2.45805e-01	1.72334e-01	-6.10676e-01	6.87208e-01	2.13769e+00	1.86449e-03	9.77568e-04	1.51514e-03	-5.31182e-04	-1.23252e-04	-1.18351e-04	1	2.42000e-02	1.50000e-01	2.50000e-01	-1.95800e-01
2.03177e-03	4.03475e-01	2.67472e-01	-4.76073e-01	6.87224e-01	3.80188e-01	1.73657e-03	9.11259e-04	1.50533e-03	-4.42528e-04	-1.32695e-04	-1.42414e-04	1	2.64000e-02	1.50000e-01	2.50000e-01	-1.93600e-01
-1.48451e-01	2.30163e-01	1.30274e-01	-4.22114e-01	6.87231e-01	9.71827e-01	1.62685e-03	8.72942e-04	1.48778e-03	-3.94919e-04	-1.54446e-04	-1.78213e-04	1	2.86000e-02	1.50000e-01	2.50000e-01	-1.91400e-01
-3.48120e-01	-1.93805e-01	-6.62967e-02	-4.56908e-01	6.87233e-01	5.08060e-01	1.56395e-03	8.75269e-04	1.47104e-03	-3.75934e-04	-1.75453e-04	-2.14342e-04	1	3.08000e-02	1.50000e-01	2.50000e-01	-1.89200e-01
-4.23586e-01	-5.53431e-01	-1.04463e-01	-5.46757e-01	6.87227e-01	6.07447e-01	1.54247e-03	9.27360e-04	1.46485e-03	-3.77148e-04	-1.87597e-04	-2.44154e-04	1	3.30000e-02	1.50000e-01	2.50000e-01	-1.87000e-01
-3.98721e-01	-6.28639e-01	-3.69003e-02	-6.39350e-01	6.87215e-01	6.91818e-01	1.54166e-03	9.78728e-04	1.47319e-03	-3.72887e-04	-1.93615e-04	-2.63629e-04	1	3.52000e-02	1.50000e-01	2.50000e-01	-1.84800e-01
-3.98164e-01	-4.50028e-01	-6.71240e-02	-6.99278e-01	6.87200e-01	6.34307e-01	1.53600e-03	9.76395e-04	1.48962e-03	-3.30461e-04	-2.09224e-04	-2.61450e-04	1	3.74000e-02	1.50000e-01	2.50000e-01	-1.82600e-01
-3.93614e-01	-1.92890e-01	-1.58669e-01	-7.26026e-01	6.87183e-01	5.94547e-01	1.50980e-03	9.34890e-04	1.50505e-03	-2.59433e-04	-2.46144e-04	-2.34453e-04	1	3.96000e-02	1.50000e-01	2.50000e-01	-1.80400e-01
-2.73267e-01	2.15865e-02	-8.50139e-02	-7.63464e-01	6.87164e-01	7.87879e-01	1.48410e-03	8.91292e-04	1.51557e-03	-1.93636e-04	-2.95632e-04	-2.00853e-04	1	4.18000e-02	1.50000e-01	2.50000e-01	-1.78200e-01
-3.53104e-02	2.00789e-01	1.57900e-01	-8.26873e-01	6.87137e-01	-9.62073e-01	1.48876e-03	8.64432e-04	1.52407e-03	-1.42575e-04	-3.45572e-04	-1.75600e-04	1	4.40000e-02	1.50000e-01	2.50000e-01	-1.76000e-01
2.27989e-01	3.76902e-01	4.15146e-01	-8.88915e-01	6.87102e-01	-8.45603e-01	1.50738e-03	8.46679e-04	1.52788e-03	-1.05601e-04	-3.93062e-04	-1.68235e-04	1	4.62000e-02	1.50000e-01	2.50000e-01	-1.73800e-01
4.00715e-01	5.02559e-01	6.21884e-01	-9.02772e-01	6.87057e-01	-5.10048e-01	1.52009e-03	8.27733e-04	1.52511e-03	-7.33299e-05	-4.31283e-04	-1.77193e-04	1	4.84000e-02	1.50000e-01	2.50000e-01	-1.71600e-01
3.77162e-01	5.25341e-01	7.32048e-01	-8.37118e-01	6.87001e-01	-6.35046e-01	1.52298e-03	8.06272e-04	1.51878e-03	-3.64294e-05	-4.55339e-04	-1.94944e-04	1	5.06000e-02	1.50000e-01	2.50000e-01	-1.69400e-01
1.91153e-01	4.98995e-01	7.29584e-01	-6.99794e-01	6.86936e-01	-2.75188e+00	1.51928e-03	7.82718e-04	1.50998e-03	6.40832e-06	-4.70998e-04	-2.16279e-04	1	5.28000e-02	1.50000e-01	2.50000e-01	-1.67200e-01
2.34730e-02	5.13930e-01	7.73913e-01	-5.14109e-01	6.86865e-01	1.05710e+00	1.51541e-03	7.50747e-04	1.49835e-03	4.70146e-05	-4.78767e-04	-2.37931e-04	1	5.50000e-02	1.50000e-01	2.50000e-01	-1.65000e-01
2.79913e-02	6.02566e-01	9.76686e-01	-2.90013e-01	6.86790e-01	7.94637e-01	1.51907e-03	7.10857e-04	1.49069e-03	6.77133e-05	-4.76350e-04	-2.59263e-04	1	5.72000e-02	1.50000e-01	2.50000e-01	-1.62800e-01
1.87514e-01	7.60783e-01	1.18000e+00	-5.20133e-02	6.86711e-01	4.96811e+00	1.56321e-03	6.76955e-04	1.49537e-03	5.05898e-05	-4.72120e-04	-2.82406e-04	1	5.94000e-02	1.50000e-01	2.50000e-01	-1.60600e-01
3.99187e-01	9.37530e-01	1.22033e+00	1.08972e-01	6.86637e-01	-1.35036e+00	1.65479e-03	6.59752e-04	1.50428e-03	-2.07401e-05	-4.55566e-04	-2.96959e-04	1	6.16000e-02	1.50000e-01	2.50000e-01	-1.58400e-01
5.85487e-01	1.01195e+00	1.20817e+00	1.15904e-01	6.86578e-01	-6.59310e-01	1.73209e-03	6.60305e-04	1.50557e-03	-1.37347e-04	-4.16943e-04	-3.00408e-04	1	6.38000e-02	1.50000e-01	2.50000e-01	-1.56200e-01
6.98254e-01	9.43342e-01	1.28758e+00	-1.41867e-03	6.86538e-01	-5.33484e-01	1.79727e-03	6.73232e-04	1.49750e-03	-2.48353e-04	-3.76966e-04	-3.06276e-04	1	6.60000e-02	1.50000e-01	2.50000e-01	-1.54000e-01
8.00066e-01	8.63618e-01	1.38827e+00	-1.80220e-01	6.86519e-01	-4.74049e-01	1.91197e-03	7.24142e-04	1.48118e-03	-3.22623e-04	-3.51361e-04	-3.14994e-04	1	6.82000e-02	1.50000e-01	2.50000e-01	-1.51800e-01
8.46559e-01	9.05073e-01	1.30824e+00	-3.61963e-01	6.86508e-01	-3.98220e-01	2.08829e-03	8.29108e-04	1.46823e-03	-3.90105e-04	-3.42949e-04	-3.23880e-04	1	7.04000e-02	1.50000e-01	2.50000e-01	-1.49600e-01
6.96357e-01	9.53802e-01	9.69114e-01	-5.26760e-01	6.86491e-01	-4.02792e-01	2.28804e-03	9.41519e-04	1.46551e-03	-4.77179e-04	-3.49647e-04	-3.38203e-04	1	7.26000e-02	1.50000e-01	2.50000e-01	-1.47400e-01
4.97775e-01	8.61864e-01	6.30720e-01	-6.79098e-01	6.86464e-01	-5.32834e-01	2.46938e-03	1.03944e-03	1.47226e-03	-5.51325e-04	-3.60804e-04	-3.60174e-04	1	7.48000e-02	1.50000e-01	2.50000e-01	-1.45200e-01
5.45156e-01	7.55937e-01	6.59900e-01	-8.03786e-01	6.86429e-01	-4.18716e-01	2.63722e-03	1.14203e-03	1.48711e-03	-6.21257e-04	-3.74223e-04	-3.77227e-04	1	7.70000e-02	1.50000e-01	2.50000e-01	-1.43000e-01
8.32088e-01	7.97781e-01	1.04001e+00	-8.71430e-01	6.86395e-01	-4.32958e-01	2.82167e-03	1.26886e-03	1.50660e-03	-7.34113e-04	-4.01390e-04	-3.71019e-04	1	7.92000e-02	1.50000e-01	2.50000e-01	-1.40800e-01
9.79391e-01	8.74335e-01	1.36306e+00	-8.85009e-01	6.86372e-01	1.42113e+00	3.02660e-03	1.39705e-03	1.52662e-03	-8.85377e-04	-4.53451e-04	-3.27179e-04	1	8.14000e-02	1.50000e-01	2.50000e-01	-1.38600e-01
7.61665e-01	8.29752e-01	1.38451e+00	-8.65142e-01	6.86363e-01	-3.08952e-01	3.23676e-03	1.47270e-03	1.54604e-03	-1.02233e-03	-5.27126e-04	-2.52483e-04	1	8.36000e-02	1.50000e-01	2.50000e-01	-1.36400e-01
