"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
1.96672e-01	3.74662e-01	2.26543e-01	-7.28773e-01	6.88175e-01	-4.75085e-01	3.60467e-04	3.43287e-04	4.57211e-04	2.50020e-06	3.62777e-05	5.92775e-05	1	0.00000e+00	1.50000e-01	1.50000e-01	-2.20000e-01
1.54889e-01	3.29538e-01	1.61689e-01	-7.11029e-01	6.88171e-01	-5.64084e-01	3.60183e-04	3.33043e-04	4.50119e-04	-2.60163e-05	4.48986e-05	5.37639e-05	1	2.19999e-03	1.50000e-01	1.50000e-01	-2.17800e-01
7.70479e-02	2.50094e-01	-7.50414e-03	-6.60629e-01	6.88168e-01	-1.02860e+00	3.68568e-04	3.23559e-04	4.44924e-04	-3.80705e-05	5.15391e-05	4.83906e-05	1	4.40000e-03	1.50000e-01	1.50000e-01	-2.15600e-01
1.41420e-02	1.35719e-01	-1.51579e-01	-5.85563e-01	6.88164e-01	-5.72873e+00	3.60794e-04	3.20106e-04	4.38552e-04	-3.25940e-05	5.43473e-05	4.39085e-05	1	6.59999e-03	1.50000e-01	1.50000e-01	-2.13400e-01
-3.08848e-03	-2.97378e-03	-1.94830e-01	-5.25087e-01	6.88162e-01	-2.65007e+01	3.41189e-04	3.29041e-04	4.27667e-04	-2.91617e-05	4.81371e-05	4.02627e-05	1	8.80000e-03	1.50000e-01	1.50000e-01	-2.11200e-01
5.44309e-03	-1.19669e-01	-1.78816e-01	-4.92791e-01	6.88163e-01	5.14495e-01	3.31032e-04	3.46937e-04	4.13404e-04	-3.56180e-05	3.07342e-05	3.65955e-05	1	1.10000e-02	1.50000e-01	1.50000e-01	-2.09000e-01
4.33725e-03	-1.35248e-01	-1.41638e-01	-4.56765e-01	6.88169e-01	3.38285e+00	3.34922e-04	3.68886e-04	3.99880e-04	-4.73595e-05	6.53705e-06	3.24353e-05	1	1.32000e-02	1.50000e-01	1.50000e-01	-2.06800e-01
-5.12780e-03	2.99835e-03	-6.71887e-02	-3.93551e-01	6.88177e-01	-1.48653e-01	3.51809e-04	3.97517e-04	3.89543e-04	-6.75568e-05	-1.91795e-05	2.78139e-05	1	1.54000e-02	1.50000e-01	1.50000e-01	-2.04600e-01
8.79000e-03	2.19444e-01	2.16807e-02	-3.24494e-01	6.88187e-01	1.18355e+00	3.72558e-04	4.32695e-04	3.82476e-04	-9.65883e-05	-4.27518e-05	2.41426e-05	1	1.76000e-02	1.50000e-01	1.50000e-01	-2.02400e-01
2.94295e-02	3.34164e-01	4.40595e-02	-2.75481e-01	6.88196e-01	-1.60963e+00	3.81415e-04	4.63542e-04	3.78949e-04	-1.19150e-04	-6.16944e-05	2.32525e-05	1	1.98000e-02	1.50000e-01	1.50000e-01	-2.00200e-01
1.06627e-02	2.52673e-01	-2.96758e-02	-2.42460e-01	6.88205e-01	-9.97394e+00	3.77568e-04	4.67570e-04	3.79573e-04	-1.21487e-04	-7.64379e-05	2.55689e-05	1	2.20000e-02	1.50000e-01	1.50000e-01	-1.98000e-01
-2.07881e-02	7.50411e-02	-1.25294e-01	-2.17783e-01	6.88211e-01	-2.69847e+00	3.73316e-04	4.33707e-04	3.85345e-04	-1.08309e-04	-8.93029e-05	3.02622e-05	1	2.42000e-02	1.50000e-01	1.50000e-01	-1.95800e-01
-3.06940e-02	-2.06290e-02	-1.47534e-01	-2.09481e-01	6.88215e-01	8.91831e-01	3.77176e-04	3.78166e-04	3.97149e-04	-9.07670e-05	-9.97634e-05	3.57945e-05	1	2.64000e-02	1.50000e-01	1.50000e-01	-1.93600e-01
-3.77367e-02	8.35564e-03	-7.91462e-02	-2.21243e-01	6.88218e-01	6.33855e-01	3.83715e-04	3.25966e-04	4.14350e-04	-7.43265e-05	-1.05161e-04	3.85317e-05	1	2.86000e-02	1.50000e-01	1.50000e-01	-1.91400e-01
-5.30715e-02	6.74058e-03	1.74397e-02	-2.45421e-01	6.88219e-01	5.06891e-01	3.79293e-04	2.94979e-04	4.36054e-04	-5.73677e-05	-1.04152e-04	3.65624e-05	1	3.08000e-02	1.50000e-01	1.50000e-01	-1.89200e-01
-6.92486e-02	-1.60913e-01	5.69156e-02	-2.77134e-01	6.88216e-01	6.27028e-01	3.59655e-04	2.89541e-04	4.61808e-04	-3.31655e-05	-9.83893e-05	3.32082e-05	1	3.30000e-02	1.50000e-01	1.50000e-01	-1.87000e-01
-6.77582e-02	-3.67569e-01	-1.22906e-02	-3.10623e-01	6.88209e-01	1.27839e+00	3.39261e-04	2.95217e-04	4.89465e-04	-2.42706e-07	-9.34818e-05	3.08019e-05	1	3.52000e-02	1.50000e-01	1.50000e-01	-1.84800e-01
-6.67420e-02	-3.67205e-01	-1.48851e-01	-3.31962e-01	6.88197e-01	1.22806e+00	3.33245e-04	2.98053e-04	5.15852e-04	2.69703e-05	-9.31441e-05	2.51897e-05	1	3.74000e-02	1.50000e-01	1.50000e-01	-1.82600e-01
-7.62519e-02	-1.54233e-01	-2.31148e-01	-3.33080e-01	6.88183e-01	7.68049e-01	3.39431e-04	2.93630e-04	5.39046e-04	4.06445e-05	-9.15584e-05	1.25241e-05	1	3.96000e-02	1.50000e-01	1.50000e-01	-1.80400e-01
-6.40974e-02	4.15922e-02	-1.91866e-01	-3.12709e-01	6.88166e-01	7.56526e-01	3.53975e-04	2.83376e-04	5.58846e-04	4.73510e-05	-8.17447e-05	-3.50002e-06	1	4.18000e-02	1.50000e-01	1.50000e-01	-1.78200e-01
-5.05197e-02	7.91508e-02	-9.72669e-02	-2.59296e-01	6.88149e-01	6.29678e-01	3.81740e-04	2.74179e-04	5.75015e-04	4.63766e-05	-6.65585e-05	-1.52127e-05	1	4.40000e-02	1.50000e-01	1.50000e-01	-1.76000e-01
