"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-1.91785e+00	1.89633e-02	-8.72419e-01	2.20559e-01	6.85318e-01	3.64097e-01	3.67273e-03	1.90158e-03	2.11032e-03	-1.11032e-03	4.83635e-04	4.36183e-04	1	0.00000e+00	1.11022e-16	2.50000e-01	-2.20000e-01
-1.38007e+00	-3.04920e-01	-5.99975e-01	1.39022e-01	6.85446e-01	3.48566e-01	3.54624e-03	1.83893e-03	2.05577e-03	-1.04857e-03	4.39597e-04	4.19621e-04	1	2.19999e-03	1.11022e-16	2.50000e-01	-2.17800e-01
-7.87025e-01	-6.78528e-01	-5.16060e-01	-1.70888e-02	6.85551e-01	4.77528e-01	3.38159e-03	1.81455e-03	2.01622e-03	-9.72712e-04	4.05325e-04	4.09505e-04	1	4.40000e-03	1.11022e-16	2.50000e-01	-2.15600e-01
-4.60008e-01	-8.47069e-01	-5.60109e-01	-1.97005e-01	6.85641e-01	7.87365e-01	3.19701e-03	1.81537e-03	1.98694e-03	-8.93231e-04	3.75710e-04	4.02129e-04	1	6.59999e-03	1.11022e-16	2.50000e-01	-2.13400e-01
-5.84763e-01	-7.32066e-01	-5.51558e-01	-3.55424e-01	6.85726e-01	6.35854e-01	3.06824e-03	1.83309e-03	1.96579e-03	-8.31646e-04	3.50177e-04	3.93207e-04	1	8.80000e-03	1.11022e-16	2.50000e-01	-2.11200e-01
-1.00499e+00	-4.93029e-01	-4.32344e-01	-4.72074e-01	6.85812e-01	4.14864e-01	3.01353e-03	1.83941e-03	1.95228e-03	-8.18129e-04	3.26578e-04	3.72003e-04	1	1.10000e-02	1.11022e-16	2.50000e-01	-2.09000e-01
-1.38470e+00	-3.18671e-01	-3.07042e-01	-5.32912e-01	6.85893e-01	3.46815e-01	3.01159e-03	1.80577e-03	1.94495e-03	-8.35365e-04	3.02118e-04	3.47241e-04	1	1.32000e-02	1.11022e-16	2.50000e-01	-2.06800e-01
-1.50656e+00	-2.79615e-01	-2.30043e-01	-5.83147e-01	6.85961e-01	3.38119e-01	3.04436e-03	1.74985e-03	1.95254e-03	-8.61211e-04	2.78207e-04	3.16336e-04	1	1.54000e-02	1.11022e-16	2.50000e-01	-2.04600e-01
-1.34727e+00	-3.16841e-01	-2.22213e-01	-6.78714e-01	6.86009e-01	3.74664e-01	3.08895e-03	1.69034e-03	1.98484e-03	-8.69354e-04	2.55820e-04	2.73646e-04	1	1.76000e-02	1.11022e-16	2.50000e-01	-2.02400e-01
-9.60911e-01	-3.82340e-01	-2.41421e-01	-8.53577e-01	6.86033e-01	5.54066e-01	3.10008e-03	1.62610e-03	2.04195e-03	-8.32768e-04	2.33099e-04	2.17852e-04	1	1.98000e-02	1.11022e-16	2.50000e-01	-2.00200e-01
-3.43293e-01	-5.34027e-01	-2.27685e-01	-1.10180e+00	6.86038e-01	-2.16281e+00	3.04286e-03	1.55292e-03	2.11690e-03	-7.53416e-04	2.01734e-04	1.59400e-04	1	2.20000e-02	1.11022e-16	2.50000e-01	-1.98000e-01
3.95755e-01	-7.81126e-01	-1.71777e-01	-1.37727e+00	6.86030e-01	3.61100e-01	2.93803e-03	1.48655e-03	2.20314e-03	-6.72664e-04	1.53440e-04	1.09290e-04	1	2.42000e-02	1.11022e-16	2.50000e-01	-1.95800e-01
9.97036e-01	-9.89664e-01	-8.94783e-02	-1.61532e+00	6.86010e-01	-5.03072e-01	2.82763e-03	1.44317e-03	2.29844e-03	-6.12533e-04	8.69870e-05	6.74836e-05	1	2.64000e-02	1.11022e-16	2.50000e-01	-1.93600e-01
1.32129e+00	-1.08209e+00	7.71702e-03	-1.77261e+00	6.85977e-01	-3.90684e-01	2.73164e-03	1.41755e-03	2.40117e-03	-5.59074e-04	5.17972e-06	3.08294e-05	1	2.86000e-02	1.11022e-16	2.50000e-01	-1.91400e-01
1.41157e+00	-1.12229e+00	7.83673e-02	-1.84720e+00	6.85926e-01	-4.11101e-01	2.65317e-03	1.39618e-03	2.50902e-03	-4.97015e-04	-8.60082e-05	-2.37107e-06	1	3.08000e-02	1.11022e-16	2.50000e-01	-1.89200e-01
1.26047e+00	-1.11385e+00	5.51961e-02	-1.85640e+00	6.85856e-01	-5.31964e-01	2.59720e-03	1.36954e-03	2.62296e-03	-4.30487e-04	-1.75605e-04	-3.42472e-05	1	3.30000e-02	1.11022e-16	2.50000e-01	-1.87000e-01
8.12039e-01	-9.38357e-01	-6.06415e-02	-1.81198e+00	6.85767e-01	-1.12218e+00	2.56891e-03	1.33726e-03	2.74502e-03	-3.72861e-04	-2.51406e-04	-6.98371e-05	1	3.52000e-02	1.11022e-16	2.50000e-01	-1.84800e-01
2.31452e-01	-5.58064e-01	-1.50011e-01	-1.72435e+00	6.85666e-01	5.95012e-01	2.58381e-03	1.30665e-03	2.87287e-03	-3.32669e-04	-3.07844e-04	-1.15063e-04	1	3.74000e-02	1.11022e-16	2.50000e-01	-1.82600e-01
-1.36583e-01	-1.17946e-01	-7.44609e-02	-1.61114e+00	6.85559e-01	-2.06556e+01	2.65494e-03	1.28809e-03	2.99962e-03	-3.10770e-04	-3.47008e-04	-1.68772e-04	1	3.96000e-02	1.11022e-16	2.50000e-01	-1.80400e-01
-1.80543e-01	1.99289e-01	1.92907e-01	-1.49648e+00	6.85452e-01	2.22336e+00	2.77660e-03	1.29349e-03	3.12015e-03	-2.98926e-04	-3.78984e-04	-2.21940e-04	1	4.18000e-02	1.11022e-16	2.50000e-01	-1.78200e-01
-7.14057e-02	3.45114e-01	5.34647e-01	-1.41144e+00	6.85343e-01	5.46728e+00	2.92187e-03	1.33073e-03	3.23758e-03	-2.88849e-04	-4.19719e-04	-2.71984e-04	1	4.40000e-02	1.11022e-16	2.50000e-01	-1.76000e-01
7.41370e-02	3.77456e-01	7.67843e-01	-1.38017e+00	6.85223e-01	-6.50171e+00	3.06336e-03	1.40004e-03	3.35761e-03	-2.69627e-04	-4.83655e-04	-3.28792e-04	1	4.62000e-02	1.11022e-16	2.50000e-01	-1.73800e-01
1.48521e-01	3.10572e-01	8.25523e-01	-1.37681e+00	6.85109e-01	-2.03132e+00	3.18293e-03	1.48089e-03	3.41977e-03	-2.41993e-04	-5.77677e-04	-3.91255e-04	1	4.84000e-02	1.11022e-16	2.50000e-01	-1.71600e-01
1.06978e-01	1.73877e-01	8.12186e-01	-1.36242e+00	6.85000e-01	-3.70891e-01	3.29367e-03	1.53867e-03	3.47666e-03	-1.87588e-04	-7.03346e-04	-4.44505e-04	1	5.06000e-02	1.11022e-16	2.50000e-01	-1.69400e-01
6.55814e-02	-1.23635e-02	8.74146e-01	-1.35707e+00	6.84888e-01	4.25605e-01	3.42951e-03	1.62218e-03	3.56958e-03	-9.41216e-05	-8.58281e-04	-4.95380e-04	1	5.28000e-02	1.11022e-16	2.50000e-01	-1.67200e-01
1.38362e-01	-1.87376e-01	1.01776e+00	-1.39361e+00	6.84779e-01	-4.12292e+00	3.63122e-03	1.74972e-03	3.70058e-03	2.68924e-05	-1.03680e-03	-5.44827e-04	1	5.50000e-02	1.11022e-16	2.50000e-01	-1.65000e-01
2.86151e-01	-2.88580e-01	1.19698e+00	-1.41925e+00	6.84677e-01	-3.23040e+00	3.90424e-03	1.89068e-03	3.85063e-03	1.48623e-04	-1.22504e-03	-5.89889e-04	1	5.72000e-02	1.11022e-16	2.50000e-01	-1.62800e-01
4.08351e-01	-3.29985e-01	1.40200e+00	-1.34969e+00	6.84582e-01	-1.46018e+00	4.17379e-03	2.01977e-03	3.99443e-03	2.54010e-04	-1.41547e-03	-6.35910e-04	1	5.94000e-02	1.11022e-16	2.50000e-01	-1.60600e-01
5.57998e-01	-3.03592e-01	1.60602e+00	-1.21210e+00	6.84493e-01	-1.27142e+00	4.36763e-03	2.15547e-03	4.11594e-03	3.51647e-04	-1.59571e-03	-6.99911e-04	1	6.16000e-02	1.11022e-16	2.50000e-01	-1.58400e-01
