x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	avg	
-0.29311 	 -1.01948 	-0.30639 	 -1.05079 	-0.29311 	 -0.95856 	-0.27982 	 -0.88581 	-0.29311 	 -0.93269 	-0.30639 	 -0.97690 	-0.29311 	 -0.98038 	-0.27982 	 -0.96791 	-0.27982 	 -0.97157 	 
-0.28896 	 -1.00883 	-0.30217 	 -1.04489 	-0.28896 	 -0.94360 	-0.27573 	 -0.87880 	-0.28896 	 -0.92763 	-0.30217 	 -0.97098 	-0.28896 	 -0.97340 	-0.27573 	 -0.95649 	-0.27573 	 -0.96308 	 
-0.28476 	 -0.99898 	-0.29791 	 -1.04081 	-0.28476 	 -0.93236 	-0.27160 	 -0.87392 	-0.28476 	 -0.91718 	-0.29791 	 -0.96111 	-0.28476 	 -0.96626 	-0.27160 	 -0.94374 	-0.27160 	 -0.95430 	 
-0.28053 	 -0.98891 	-0.29361 	 -1.03539 	-0.28053 	 -0.92410 	-0.26743 	 -0.86977 	-0.28053 	 -0.90728 	-0.29361 	 -0.95093 	-0.28053 	 -0.95987 	-0.26743 	 -0.93068 	-0.26743 	 -0.94587 	 
-0.27625 	 -0.97824 	-0.28927 	 -1.02503 	-0.27625 	 -0.91479 	-0.26322 	 -0.86246 	-0.27625 	 -0.90013 	-0.28927 	 -0.94437 	-0.27625 	 -0.95399 	-0.26322 	 -0.91800 	-0.26322 	 -0.93713 	 
-0.27194 	 -0.96632 	-0.28489 	 -1.01128 	-0.27194 	 -0.90614 	-0.25897 	 -0.85425 	-0.27194 	 -0.89353 	-0.28489 	 -0.94050 	-0.27194 	 -0.94714 	-0.25897 	 -0.90492 	-0.25897 	 -0.92801 	 
-0.26759 	 -0.95146 	-0.28047 	 -0.99437 	-0.26759 	 -0.89905 	-0.25468 	 -0.84887 	-0.26759 	 -0.88620 	-0.28047 	 -0.93731 	-0.26759 	 -0.93877 	-0.25468 	 -0.89072 	-0.25468 	 -0.91834 	 
-0.26320 	 -0.93279 	-0.27602 	 -0.97424 	-0.26320 	 -0.89173 	-0.25036 	 -0.84448 	-0.26320 	 -0.87770 	-0.27602 	 -0.93313 	-0.26320 	 -0.92922 	-0.25036 	 -0.87589 	-0.25036 	 -0.90740 	 
-0.25877 	 -0.91343 	-0.27152 	 -0.95321 	-0.25877 	 -0.88461 	-0.24601 	 -0.83642 	-0.25877 	 -0.86683 	-0.27152 	 -0.92709 	-0.25877 	 -0.91885 	-0.24601 	 -0.86140 	-0.24601 	 -0.89523 	 
-0.25431 	 -0.89554 	-0.26699 	 -0.92929 	-0.25431 	 -0.87560 	-0.24161 	 -0.82482 	-0.25431 	 -0.85341 	-0.26699 	 -0.92102 	-0.25431 	 -0.90702 	-0.24161 	 -0.84748 	-0.24161 	 -0.88177 	 
-0.24981 	 -0.87814 	-0.26242 	 -0.90444 	-0.24981 	 -0.86319 	-0.23719 	 -0.81445 	-0.24981 	 -0.84196 	-0.26242 	 -0.91594 	-0.24981 	 -0.89277 	-0.23719 	 -0.83403 	-0.23719 	 -0.86812 	 
-0.24528 	 -0.86097 	-0.25782 	 -0.88521 	-0.24528 	 -0.85010 	-0.23272 	 -0.80484 	-0.24528 	 -0.83407 	-0.25782 	 -0.90970 	-0.24528 	 -0.87826 	-0.23272 	 -0.82073 	-0.23272 	 -0.85549 	 
-0.24071 	 -0.84314 	-0.25317 	 -0.87015 	-0.24071 	 -0.83625 	-0.22822 	 -0.79310 	-0.24071 	 -0.82548 	-0.25317 	 -0.90124 	-0.24071 	 -0.86533 	-0.22822 	 -0.80702 	-0.22822 	 -0.84271 	 
-0.23610 	 -0.82533 	-0.24850 	 -0.85476 	-0.23610 	 -0.82114 	-0.22369 	 -0.78288 	-0.23610 	 -0.81427 	-0.24850 	 -0.89028 	-0.23610 	 -0.85200 	-0.22369 	 -0.79412 	-0.22369 	 -0.82935 	 
-0.23147 	 -0.81029 	-0.24379 	 -0.83600 	-0.23147 	 -0.80834 	-0.21913 	 -0.77508 	-0.23147 	 -0.80206 	-0.24379 	 -0.87645 	-0.23147 	 -0.83758 	-0.21913 	 -0.78343 	-0.21913 	 -0.81616 	 
-0.22680 	 -0.79698 	-0.23904 	 -0.81666 	-0.22680 	 -0.79827 	-0.21453 	 -0.76717 	-0.22680 	 -0.79055 	-0.23904 	 -0.86121 	-0.22680 	 -0.82346 	-0.21453 	 -0.77435 	-0.21453 	 -0.80358 	 
-0.22209 	 -0.78460 	-0.23426 	 -0.80356 	-0.22209 	 -0.78916 	-0.20990 	 -0.76144 	-0.22209 	 -0.78028 	-0.23426 	 -0.84464 	-0.22209 	 -0.81032 	-0.20990 	 -0.76602 	-0.20990 	 -0.79250 	 
-0.21736 	 -0.77499 	-0.22945 	 -0.79330 	-0.21736 	 -0.77983 	-0.20524 	 -0.75470 	-0.21736 	 -0.77187 	-0.22945 	 -0.82643 	-0.21736 	 -0.79954 	-0.20524 	 -0.75788 	-0.20524 	 -0.78232 	 
-0.21259 	 -0.76773 	-0.22461 	 -0.78181 	-0.21259 	 -0.76881 	-0.20055 	 -0.74217 	-0.21259 	 -0.76489 	-0.22461 	 -0.81049 	-0.21259 	 -0.79252 	-0.20055 	 -0.74958 	-0.20055 	 -0.77225 	 
-0.20779 	 -0.76142 	-0.21973 	 -0.77184 	-0.20779 	 -0.75848 	-0.19583 	 -0.72971 	-0.20779 	 -0.75619 	-0.21973 	 -0.79795 	-0.20779 	 -0.78550 	-0.19583 	 -0.74204 	-0.19583 	 -0.76289 	 
-0.20296 	 -0.75513 	-0.21483 	 -0.76528 	-0.20296 	 -0.75075 	-0.19108 	 -0.72047 	-0.20296 	 -0.74678 	-0.21483 	 -0.78676 	-0.20296 	 -0.77334 	-0.19108 	 -0.73621 	-0.19108 	 -0.75434 	 
-0.19810 	 -0.74820 	-0.20989 	 -0.75991 	-0.19810 	 -0.74407 	-0.18630 	 -0.71138 	-0.19810 	 -0.73853 	-0.20989 	 -0.77764 	-0.19810 	 -0.75909 	-0.18630 	 -0.73156 	-0.18630 	 -0.74630 	 
-0.19321 	 -0.74118 	-0.20492 	 -0.75185 	-0.19321 	 -0.73751 	-0.18149 	 -0.70350 	-0.19321 	 -0.72887 	-0.20492 	 -0.76945 	-0.19321 	 -0.74904 	-0.18149 	 -0.72712 	-0.18149 	 -0.73856 	 
-0.18830 	 -0.73419 	-0.19993 	 -0.74310 	-0.18830 	 -0.72992 	-0.17665 	 -0.69796 	-0.18830 	 -0.71926 	-0.19993 	 -0.76059 	-0.18830 	 -0.74191 	-0.17665 	 -0.72269 	-0.17665 	 -0.73120 	 
-0.18335 	 -0.72683 	-0.19490 	 -0.73712 	-0.18335 	 -0.72175 	-0.17179 	 -0.69460 	-0.18335 	 -0.71341 	-0.19490 	 -0.75222 	-0.18335 	 -0.73434 	-0.17179 	 -0.71843 	-0.17179 	 -0.72484 	 
-0.17838 	 -0.72001 	-0.18985 	 -0.73194 	-0.17838 	 -0.71371 	-0.16690 	 -0.69346 	-0.17838 	 -0.71137 	-0.18985 	 -0.74435 	-0.17838 	 -0.72776 	-0.16690 	 -0.71462 	-0.16690 	 -0.71965 	 
-0.17339 	 -0.71447 	-0.18477 	 -0.72528 	-0.17339 	 -0.70537 	-0.16198 	 -0.69213 	-0.17339 	 -0.71113 	-0.18477 	 -0.73770 	-0.17339 	 -0.72295 	-0.16198 	 -0.71116 	-0.16198 	 -0.71502 	 
-0.16836 	 -0.71015 	-0.17966 	 -0.71820 	-0.16836 	 -0.70012 	-0.15704 	 -0.69008 	-0.16836 	 -0.70965 	-0.17966 	 -0.73264 	-0.16836 	 -0.71866 	-0.15704 	 -0.70748 	-0.15704 	 -0.71087 	 
-0.16331 	 -0.70661 	-0.17453 	 -0.71286 	-0.16331 	 -0.69973 	-0.15208 	 -0.68892 	-0.16331 	 -0.70631 	-0.17453 	 -0.72635 	-0.16331 	 -0.71469 	-0.15208 	 -0.70366 	-0.15208 	 -0.70739 	 
-0.15824 	 -0.70322 	-0.16937 	 -0.70844 	-0.15824 	 -0.70150 	-0.14709 	 -0.68810 	-0.15824 	 -0.70286 	-0.16937 	 -0.72050 	-0.15824 	 -0.71107 	-0.14709 	 -0.70039 	-0.14709 	 -0.70451 	 
-0.15314 	 -0.70015 	-0.16419 	 -0.70361 	-0.15314 	 -0.70204 	-0.14207 	 -0.68688 	-0.15314 	 -0.70014 	-0.16419 	 -0.71864 	-0.15314 	 -0.70745 	-0.14207 	 -0.69786 	-0.14207 	 -0.70209 	 
-0.14802 	 -0.69780 	-0.15899 	 -0.70004 	-0.14802 	 -0.69974 	-0.13704 	 -0.68537 	-0.14802 	 -0.69777 	-0.15899 	 -0.71668 	-0.14802 	 -0.70376 	-0.13704 	 -0.69561 	-0.13704 	 -0.69960 	 
-0.14288 	 -0.69589 	-0.15376 	 -0.69818 	-0.14288 	 -0.69645 	-0.13198 	 -0.68400 	-0.14288 	 -0.69528 	-0.15376 	 -0.71094 	-0.14288 	 -0.70045 	-0.13198 	 -0.69337 	-0.13198 	 -0.69682 	 
-0.13771 	 -0.69402 	-0.14851 	 -0.69619 	-0.13771 	 -0.69401 	-0.12690 	 -0.68264 	-0.13771 	 -0.69298 	-0.14851 	 -0.70444 	-0.13771 	 -0.69801 	-0.12690 	 -0.69114 	-0.12690 	 -0.69418 	 
-0.13253 	 -0.69207 	-0.14324 	 -0.69393 	-0.13253 	 -0.69208 	-0.12180 	 -0.68049 	-0.13253 	 -0.68976 	-0.14324 	 -0.69959 	-0.13253 	 -0.69613 	-0.12180 	 -0.68908 	-0.12180 	 -0.69164 	 
-0.12732 	 -0.69006 	-0.13794 	 -0.69230 	-0.12732 	 -0.68999 	-0.11668 	 -0.67873 	-0.12732 	 -0.68556 	-0.13794 	 -0.69612 	-0.12732 	 -0.69444 	-0.11668 	 -0.68736 	-0.11668 	 -0.68932 	 
-0.12209 	 -0.68804 	-0.13263 	 -0.69128 	-0.12209 	 -0.68764 	-0.11155 	 -0.67785 	-0.12209 	 -0.68343 	-0.13263 	 -0.69382 	-0.12209 	 -0.69327 	-0.11155 	 -0.68602 	-0.11155 	 -0.68767 	 
-0.11685 	 -0.68613 	-0.12730 	 -0.69009 	-0.11685 	 -0.68533 	-0.10639 	 -0.67622 	-0.11685 	 -0.68293 	-0.12730 	 -0.69204 	-0.11685 	 -0.69229 	-0.10639 	 -0.68495 	-0.10639 	 -0.68625 	 
-0.11159 	 -0.68460 	-0.12195 	 -0.68832 	-0.11159 	 -0.68329 	-0.10121 	 -0.67529 	-0.11159 	 -0.68142 	-0.12195 	 -0.69017 	-0.11159 	 -0.69054 	-0.10121 	 -0.68397 	-0.10121 	 -0.68470 	 
-0.10631 	 -0.68350 	-0.11658 	 -0.68658 	-0.10631 	 -0.68167 	-0.09602 	 -0.67586 	-0.10631 	 -0.67986 	-0.11658 	 -0.68834 	-0.10631 	 -0.68841 	-0.09602 	 -0.68298 	-0.09602 	 -0.68340 	 
-0.10101 	 -0.68257 	-0.11119 	 -0.68515 	-0.10101 	 -0.68050 	-0.09082 	 -0.67561 	-0.10101 	 -0.67944 	-0.11119 	 -0.68661 	-0.10101 	 -0.68692 	-0.09082 	 -0.68183 	-0.09082 	 -0.68233 	 
-0.09570 	 -0.68163 	-0.10579 	 -0.68346 	-0.09570 	 -0.67942 	-0.08559 	 -0.67481 	-0.09570 	 -0.67949 	-0.10579 	 -0.68514 	-0.09570 	 -0.68604 	-0.08559 	 -0.68061 	-0.08559 	 -0.68132 	 
-0.09037 	 -0.68069 	-0.10037 	 -0.68171 	-0.09037 	 -0.67808 	-0.08036 	 -0.67445 	-0.09037 	 -0.67940 	-0.10037 	 -0.68407 	-0.09037 	 -0.68510 	-0.08036 	 -0.67980 	-0.08036 	 -0.68041 	 
-0.08503 	 -0.67982 	-0.09494 	 -0.68053 	-0.08503 	 -0.67689 	-0.07511 	 -0.67408 	-0.08503 	 -0.67910 	-0.09494 	 -0.68329 	-0.08503 	 -0.68370 	-0.07511 	 -0.67937 	-0.07511 	 -0.67960 	 
-0.07968 	 -0.67905 	-0.08949 	 -0.67974 	-0.07968 	 -0.67624 	-0.06984 	 -0.67397 	-0.07968 	 -0.67875 	-0.08949 	 -0.68248 	-0.07968 	 -0.68191 	-0.06984 	 -0.67876 	-0.06984 	 -0.67886 	 
-0.07431 	 -0.67831 	-0.08403 	 -0.67888 	-0.07431 	 -0.67578 	-0.06456 	 -0.67379 	-0.07431 	 -0.67831 	-0.08403 	 -0.68127 	-0.07431 	 -0.68005 	-0.06456 	 -0.67799 	-0.06456 	 -0.67805 	 
-0.06893 	 -0.67758 	-0.07856 	 -0.67787 	-0.06893 	 -0.67518 	-0.05928 	 -0.67250 	-0.06893 	 -0.67697 	-0.07856 	 -0.68029 	-0.06893 	 -0.67827 	-0.05928 	 -0.67734 	-0.05928 	 -0.67700 	 
-0.06353 	 -0.67693 	-0.07308 	 -0.67696 	-0.06353 	 -0.67439 	-0.05398 	 -0.67106 	-0.06353 	 -0.67426 	-0.07308 	 -0.67987 	-0.06353 	 -0.67676 	-0.05398 	 -0.67672 	-0.05398 	 -0.67587 	 
-0.05813 	 -0.67645 	-0.06758 	 -0.67632 	-0.05813 	 -0.67354 	-0.04867 	 -0.67130 	-0.05813 	 -0.67147 	-0.06758 	 -0.67844 	-0.05813 	 -0.67594 	-0.04867 	 -0.67608 	-0.04867 	 -0.67494 	 
-0.05272 	 -0.67615 	-0.06208 	 -0.67575 	-0.05272 	 -0.67304 	-0.04335 	 -0.67259 	-0.05272 	 -0.67018 	-0.06208 	 -0.67582 	-0.05272 	 -0.67563 	-0.04335 	 -0.67547 	-0.04335 	 -0.67433 	 
-0.04730 	 -0.67597 	-0.05657 	 -0.67512 	-0.04730 	 -0.67291 	-0.03802 	 -0.67315 	-0.04730 	 -0.67037 	-0.05657 	 -0.67383 	-0.04730 	 -0.67519 	-0.03802 	 -0.67498 	-0.03802 	 -0.67394 	 
-0.04187 	 -0.67581 	-0.05104 	 -0.67478 	-0.04187 	 -0.67285 	-0.03268 	 -0.67295 	-0.04187 	 -0.67104 	-0.05104 	 -0.67264 	-0.04187 	 -0.67472 	-0.03268 	 -0.67469 	-0.03268 	 -0.67368 	 
-0.03643 	 -0.67568 	-0.04551 	 -0.67486 	-0.03643 	 -0.67279 	-0.02734 	 -0.67291 	-0.03643 	 -0.67156 	-0.04551 	 -0.67177 	-0.03643 	 -0.67460 	-0.02734 	 -0.67464 	-0.02734 	 -0.67360 	 
-0.03099 	 -0.67560 	-0.03998 	 -0.67497 	-0.03099 	 -0.67278 	-0.02199 	 -0.67317 	-0.03099 	 -0.67205 	-0.03998 	 -0.67147 	-0.03099 	 -0.67463 	-0.02199 	 -0.67479 	-0.02199 	 -0.67368 	 
-0.02554 	 -0.67557 	-0.03443 	 -0.67501 	-0.02554 	 -0.67288 	-0.01664 	 -0.67336 	-0.02554 	 -0.67269 	-0.03443 	 -0.67187 	-0.02554 	 -0.67471 	-0.01664 	 -0.67504 	-0.01664 	 -0.67389 	 
-0.02009 	 -0.67559 	-0.02889 	 -0.67514 	-0.02009 	 -0.67325 	-0.01128 	 -0.67348 	-0.02009 	 -0.67334 	-0.02889 	 -0.67298 	-0.02009 	 -0.67488 	-0.01128 	 -0.67521 	-0.01128 	 -0.67423 	 
-0.01463 	 -0.67564 	-0.02333 	 -0.67531 	-0.01463 	 -0.67391 	-0.00591 	 -0.67369 	-0.01463 	 -0.67387 	-0.02333 	 -0.67399 	-0.01463 	 -0.67499 	-0.00591 	 -0.67529 	-0.00591 	 -0.67459 	 
-0.00917 	 -0.67572 	-0.01778 	 -0.67544 	-0.00917 	 -0.67465 	-0.00055 	 -0.67399 	-0.00917 	 -0.67435 	-0.01778 	 -0.67421 	-0.00917 	 -0.67507 	-0.00055 	 -0.67537 	-0.00055 	 -0.67485 	 
-0.00371 	 -0.67587 	-0.01222 	 -0.67551 	-0.00371 	 -0.67525 	0.00482 	 -0.67436 	-0.00371 	 -0.67486 	-0.01222 	 -0.67411 	-0.00371 	 -0.67510 	0.00482 	 -0.67552 	0.00482 	 -0.67507 	 
0.00176 	 -0.67612 	-0.00666 	 -0.67552 	0.00176 	 -0.67561 	0.01019 	 -0.67489 	0.00176 	 -0.67543 	-0.00666 	 -0.67434 	0.00176 	 -0.67505 	0.01019 	 -0.67578 	0.01019 	 -0.67534 	 
0.00723 	 -0.67643 	-0.00110 	 -0.67554 	0.00723 	 -0.67583 	0.01557 	 -0.67557 	0.00723 	 -0.67604 	-0.00110 	 -0.67476 	0.00723 	 -0.67502 	0.01557 	 -0.67612 	0.01557 	 -0.67566 	 
0.01269 	 -0.67672 	0.00446 	 -0.67565 	0.01269 	 -0.67601 	0.02094 	 -0.67634 	0.01269 	 -0.67665 	0.00446 	 -0.67511 	0.01269 	 -0.67517 	0.02094 	 -0.67649 	0.02094 	 -0.67602 	 
0.01816 	 -0.67700 	0.01003 	 -0.67587 	0.01816 	 -0.67625 	0.02631 	 -0.67709 	0.01816 	 -0.67724 	0.01003 	 -0.67548 	0.01816 	 -0.67551 	0.02631 	 -0.67689 	0.02631 	 -0.67642 	 
0.02363 	 -0.67751 	0.01559 	 -0.67617 	0.02363 	 -0.67668 	0.03168 	 -0.67775 	0.02363 	 -0.67783 	0.01559 	 -0.67595 	0.02363 	 -0.67601 	0.03168 	 -0.67734 	0.03168 	 -0.67691 	 
0.02909 	 -0.67837 	0.02114 	 -0.67661 	0.02909 	 -0.67745 	0.03705 	 -0.67828 	0.02909 	 -0.67840 	0.02114 	 -0.67648 	0.02909 	 -0.67670 	0.03705 	 -0.67777 	0.03705 	 -0.67751 	 
0.03455 	 -0.67922 	0.02670 	 -0.67717 	0.03455 	 -0.67842 	0.04241 	 -0.67874 	0.03455 	 -0.67892 	0.02670 	 -0.67701 	0.03455 	 -0.67765 	0.04241 	 -0.67824 	0.04241 	 -0.67817 	 
0.04001 	 -0.67967 	0.03225 	 -0.67788 	0.04001 	 -0.67923 	0.04778 	 -0.67922 	0.04001 	 -0.67939 	0.03225 	 -0.67757 	0.04001 	 -0.67870 	0.04778 	 -0.67884 	0.04778 	 -0.67881 	 
0.04546 	 -0.67981 	0.03780 	 -0.67876 	0.04546 	 -0.67977 	0.05313 	 -0.67983 	0.04546 	 -0.67990 	0.03780 	 -0.67833 	0.04546 	 -0.67965 	0.05313 	 -0.67953 	0.05313 	 -0.67945 	 
0.05090 	 -0.68007 	0.04334 	 -0.67963 	0.05090 	 -0.68014 	0.05848 	 -0.68058 	0.05090 	 -0.68069 	0.04334 	 -0.67927 	0.05090 	 -0.68041 	0.05848 	 -0.68033 	0.05848 	 -0.68014 	 
0.05634 	 -0.68061 	0.04887 	 -0.68041 	0.05634 	 -0.68049 	0.06383 	 -0.68144 	0.05634 	 -0.68186 	0.04887 	 -0.68019 	0.05634 	 -0.68099 	0.06383 	 -0.68127 	0.06383 	 -0.68091 	 
0.06178 	 -0.68112 	0.05440 	 -0.68121 	0.06178 	 -0.68109 	0.06917 	 -0.68226 	0.06178 	 -0.68321 	0.05440 	 -0.68091 	0.06178 	 -0.68154 	0.06917 	 -0.68227 	0.06917 	 -0.68170 	 
0.06720 	 -0.68167 	0.05992 	 -0.68205 	0.06720 	 -0.68211 	0.07450 	 -0.68297 	0.06720 	 -0.68425 	0.05992 	 -0.68141 	0.06720 	 -0.68221 	0.07450 	 -0.68320 	0.07450 	 -0.68249 	 
0.07262 	 -0.68266 	0.06544 	 -0.68289 	0.07262 	 -0.68328 	0.07982 	 -0.68378 	0.07262 	 -0.68496 	0.06544 	 -0.68189 	0.07262 	 -0.68296 	0.07982 	 -0.68410 	0.07982 	 -0.68332 	 
0.07803 	 -0.68402 	0.07094 	 -0.68378 	0.07803 	 -0.68441 	0.08513 	 -0.68484 	0.07803 	 -0.68593 	0.07094 	 -0.68245 	0.07803 	 -0.68379 	0.08513 	 -0.68503 	0.08513 	 -0.68428 	 
0.08343 	 -0.68536 	0.07643 	 -0.68482 	0.08343 	 -0.68559 	0.09043 	 -0.68603 	0.08343 	 -0.68710 	0.07643 	 -0.68302 	0.08343 	 -0.68480 	0.09043 	 -0.68610 	0.09043 	 -0.68535 	 
0.08881 	 -0.68662 	0.08191 	 -0.68599 	0.08881 	 -0.68679 	0.09573 	 -0.68732 	0.08881 	 -0.68802 	0.08191 	 -0.68367 	0.08881 	 -0.68590 	0.09573 	 -0.68735 	0.09573 	 -0.68646 	 
0.09419 	 -0.68791 	0.08738 	 -0.68703 	0.09419 	 -0.68775 	0.10101 	 -0.68867 	0.09419 	 -0.68877 	0.08738 	 -0.68461 	0.09419 	 -0.68683 	0.10101 	 -0.68870 	0.10101 	 -0.68754 	 
0.09955 	 -0.68918 	0.09284 	 -0.68781 	0.09955 	 -0.68840 	0.10627 	 -0.68985 	0.09955 	 -0.68942 	0.09284 	 -0.68599 	0.09955 	 -0.68765 	0.10627 	 -0.69011 	0.10627 	 -0.68855 	 
0.10490 	 -0.69038 	0.09828 	 -0.68872 	0.10490 	 -0.68897 	0.11153 	 -0.69079 	0.10490 	 -0.69003 	0.09828 	 -0.68773 	0.10490 	 -0.68861 	0.11153 	 -0.69161 	0.11153 	 -0.68960 	 
0.11023 	 -0.69175 	0.10371 	 -0.69012 	0.11023 	 -0.68970 	0.11677 	 -0.69174 	0.11023 	 -0.69107 	0.10371 	 -0.68954 	0.11023 	 -0.68988 	0.11677 	 -0.69315 	0.11677 	 -0.69087 	 
0.11556 	 -0.69335 	0.10912 	 -0.69182 	0.11556 	 -0.69069 	0.12200 	 -0.69273 	0.11556 	 -0.69268 	0.10912 	 -0.69117 	0.11556 	 -0.69158 	0.12200 	 -0.69464 	0.12200 	 -0.69233 	 
0.12086 	 -0.69502 	0.11452 	 -0.69346 	0.12086 	 -0.69201 	0.12721 	 -0.69395 	0.12086 	 -0.69437 	0.11452 	 -0.69256 	0.12086 	 -0.69365 	0.12721 	 -0.69612 	0.12721 	 -0.69389 	 
0.12615 	 -0.69669 	0.11990 	 -0.69493 	0.12615 	 -0.69350 	0.13240 	 -0.69573 	0.12615 	 -0.69575 	0.11990 	 -0.69392 	0.12615 	 -0.69571 	0.13240 	 -0.69771 	0.13240 	 -0.69549 	 
0.13142 	 -0.69849 	0.12527 	 -0.69623 	0.13142 	 -0.69510 	0.13758 	 -0.69792 	0.13142 	 -0.69705 	0.12527 	 -0.69560 	0.13142 	 -0.69753 	0.13758 	 -0.69948 	0.13758 	 -0.69717 	 
0.13667 	 -0.70060 	0.13062 	 -0.69757 	0.13667 	 -0.69719 	0.14274 	 -0.70011 	0.13667 	 -0.69869 	0.13062 	 -0.69757 	0.13667 	 -0.69921 	0.14274 	 -0.70141 	0.14274 	 -0.69904 	 
0.14191 	 -0.70295 	0.13594 	 -0.69917 	0.14191 	 -0.69968 	0.14789 	 -0.70215 	0.14191 	 -0.70071 	0.13594 	 -0.69946 	0.14191 	 -0.70090 	0.14789 	 -0.70349 	0.14789 	 -0.70106 	 
0.14713 	 -0.70517 	0.14125 	 -0.70097 	0.14713 	 -0.70196 	0.15301 	 -0.70435 	0.14713 	 -0.70291 	0.14125 	 -0.70122 	0.14713 	 -0.70270 	0.15301 	 -0.70571 	0.15301 	 -0.70312 	 
0.15232 	 -0.70704 	0.14654 	 -0.70278 	0.15232 	 -0.70400 	0.15811 	 -0.70701 	0.15232 	 -0.70528 	0.14654 	 -0.70302 	0.15232 	 -0.70479 	0.15811 	 -0.70807 	0.15811 	 -0.70525 	 
0.15749 	 -0.70881 	0.15180 	 -0.70466 	0.15749 	 -0.70607 	0.16320 	 -0.70977 	0.15749 	 -0.70775 	0.15180 	 -0.70498 	0.15749 	 -0.70723 	0.16320 	 -0.71056 	0.16320 	 -0.70748 	 
0.16265 	 -0.71081 	0.15705 	 -0.70677 	0.16265 	 -0.70822 	0.16826 	 -0.71216 	0.16265 	 -0.71007 	0.15705 	 -0.70717 	0.16265 	 -0.70982 	0.16826 	 -0.71318 	0.16826 	 -0.70977 	 
0.16778 	 -0.71303 	0.16227 	 -0.70908 	0.16778 	 -0.71052 	0.17330 	 -0.71426 	0.16778 	 -0.71236 	0.16227 	 -0.70952 	0.16778 	 -0.71239 	0.17330 	 -0.71590 	0.17330 	 -0.71213 	 
0.17289 	 -0.71514 	0.16747 	 -0.71146 	0.17289 	 -0.71298 	0.17832 	 -0.71652 	0.17289 	 -0.71486 	0.16747 	 -0.71196 	0.17289 	 -0.71505 	0.17832 	 -0.71869 	0.17832 	 -0.71458 	 
0.17797 	 -0.71710 	0.17264 	 -0.71387 	0.17797 	 -0.71552 	0.18331 	 -0.71916 	0.17797 	 -0.71747 	0.17264 	 -0.71448 	0.17797 	 -0.71783 	0.18331 	 -0.72150 	0.18331 	 -0.71712 	 
0.18303 	 -0.71920 	0.17779 	 -0.71634 	0.18303 	 -0.71830 	0.18828 	 -0.72204 	0.18303 	 -0.72008 	0.17779 	 -0.71711 	0.18303 	 -0.72057 	0.18828 	 -0.72415 	0.18828 	 -0.71972 	 
0.18807 	 -0.72156 	0.18291 	 -0.71884 	0.18807 	 -0.72136 	0.19323 	 -0.72487 	0.18807 	 -0.72264 	0.18291 	 -0.71979 	0.18807 	 -0.72318 	0.19323 	 -0.72644 	0.19323 	 -0.72233 	 
0.19307 	 -0.72410 	0.18801 	 -0.72142 	0.19307 	 -0.72430 	0.19814 	 -0.72745 	0.19307 	 -0.72520 	0.18801 	 -0.72250 	0.19307 	 -0.72577 	0.19814 	 -0.72843 	0.19814 	 -0.72490 	 
0.19806 	 -0.72676 	0.19308 	 -0.72407 	0.19806 	 -0.72684 	0.20304 	 -0.72970 	0.19806 	 -0.72772 	0.19308 	 -0.72517 	0.19806 	 -0.72840 	0.20304 	 -0.73038 	0.20304 	 -0.72738 	 
0.20301 	 -0.72939 	0.19812 	 -0.72665 	0.20301 	 -0.72909 	0.20791 	 -0.73174 	0.20301 	 -0.73016 	0.19812 	 -0.72769 	0.20301 	 -0.73098 	0.20791 	 -0.73244 	0.20791 	 -0.72977 	 
0.20794 	 -0.73189 	0.20314 	 -0.72916 	0.20794 	 -0.73129 	0.21274 	 -0.73370 	0.20794 	 -0.73260 	0.20314 	 -0.73008 	0.20794 	 -0.73342 	0.21274 	 -0.73464 	0.21274 	 -0.73210 	 
0.21283 	 -0.73430 	0.20812 	 -0.73157 	0.21283 	 -0.73359 	0.21756 	 -0.73566 	0.21283 	 -0.73504 	0.20812 	 -0.73245 	0.21283 	 -0.73578 	0.21756 	 -0.73692 	0.21756 	 -0.73441 	 
0.21770 	 -0.73662 	0.21308 	 -0.73386 	0.21770 	 -0.73596 	0.22234 	 -0.73779 	0.21770 	 -0.73742 	0.21308 	 -0.73487 	0.21770 	 -0.73820 	0.22234 	 -0.73923 	0.22234 	 -0.73674 	 
0.22254 	 -0.73883 	0.21800 	 -0.73619 	0.22254 	 -0.73822 	0.22709 	 -0.74016 	0.22254 	 -0.73977 	0.21800 	 -0.73730 	0.22254 	 -0.74064 	0.22709 	 -0.74156 	0.22709 	 -0.73908 	 
0.22735 	 -0.74093 	0.22290 	 -0.73873 	0.22735 	 -0.74041 	0.23181 	 -0.74248 	0.22735 	 -0.74211 	0.22290 	 -0.73965 	0.22735 	 -0.74300 	0.23181 	 -0.74388 	0.23181 	 -0.74140 	 
0.23213 	 -0.74299 	0.22776 	 -0.74131 	0.23213 	 -0.74259 	0.23651 	 -0.74454 	0.23213 	 -0.74428 	0.22776 	 -0.74194 	0.23213 	 -0.74522 	0.23651 	 -0.74611 	0.23651 	 -0.74362 	 
