x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	
-0.14802 	 -0.84957 	-0.15899 	 -0.84935 	-0.14802 	 -0.84217 	-0.13704 	 -0.83969 	-0.14802 	 -0.84430 	-0.15899 	 -0.85092 	-0.14802 	 -0.84900 	-0.13704 	 -0.84971 	-0.14802 	 -0.84957 	 
-0.14288 	 -0.84854 	-0.15376 	 -0.83973 	-0.14288 	 -0.84155 	-0.13198 	 -0.83956 	-0.14288 	 -0.84139 	-0.15376 	 -0.84898 	-0.14288 	 -0.84730 	-0.13198 	 -0.84862 	-0.14288 	 -0.84854 	 
-0.13771 	 -0.84859 	-0.14851 	 -0.83730 	-0.13771 	 -0.84282 	-0.12690 	 -0.83929 	-0.13771 	 -0.83947 	-0.14851 	 -0.84731 	-0.13771 	 -0.84590 	-0.12690 	 -0.84745 	-0.13771 	 -0.84859 	 
-0.13253 	 -0.84697 	-0.14324 	 -0.83840 	-0.13253 	 -0.84550 	-0.12180 	 -0.83899 	-0.13253 	 -0.83793 	-0.14324 	 -0.84595 	-0.13253 	 -0.84485 	-0.12180 	 -0.84624 	-0.13253 	 -0.84697 	 
-0.12732 	 -0.84480 	-0.13794 	 -0.83818 	-0.12732 	 -0.84528 	-0.11668 	 -0.83954 	-0.12732 	 -0.83698 	-0.13794 	 -0.84503 	-0.12732 	 -0.84413 	-0.11668 	 -0.84508 	-0.12732 	 -0.84480 	 
-0.12209 	 -0.84336 	-0.13263 	 -0.83975 	-0.12209 	 -0.84267 	-0.11155 	 -0.83931 	-0.12209 	 -0.83689 	-0.13263 	 -0.84437 	-0.12209 	 -0.84356 	-0.11155 	 -0.84401 	-0.12209 	 -0.84336 	 
-0.11685 	 -0.84202 	-0.12730 	 -0.84001 	-0.11685 	 -0.83978 	-0.10639 	 -0.83805 	-0.11685 	 -0.83747 	-0.12730 	 -0.84369 	-0.11685 	 -0.84293 	-0.10639 	 -0.84304 	-0.11685 	 -0.84202 	 
-0.11159 	 -0.84104 	-0.12195 	 -0.83772 	-0.11159 	 -0.83640 	-0.10121 	 -0.83737 	-0.11159 	 -0.83804 	-0.12195 	 -0.84275 	-0.11159 	 -0.84224 	-0.10121 	 -0.84225 	-0.11159 	 -0.84104 	 
-0.10631 	 -0.84064 	-0.11658 	 -0.83666 	-0.10631 	 -0.83373 	-0.09602 	 -0.83740 	-0.10631 	 -0.83815 	-0.11658 	 -0.84182 	-0.10631 	 -0.84166 	-0.09602 	 -0.84169 	-0.10631 	 -0.84064 	 
-0.10101 	 -0.84007 	-0.11119 	 -0.83591 	-0.10101 	 -0.83281 	-0.09082 	 -0.83765 	-0.10101 	 -0.83815 	-0.11119 	 -0.84149 	-0.10101 	 -0.84123 	-0.09082 	 -0.84135 	-0.10101 	 -0.84007 	 
-0.09570 	 -0.83929 	-0.10579 	 -0.83461 	-0.09570 	 -0.83282 	-0.08559 	 -0.83790 	-0.09570 	 -0.83838 	-0.10579 	 -0.84165 	-0.09570 	 -0.84089 	-0.08559 	 -0.84112 	-0.09570 	 -0.83929 	 
-0.09037 	 -0.83883 	-0.10037 	 -0.83486 	-0.09037 	 -0.83326 	-0.08036 	 -0.83831 	-0.09037 	 -0.83875 	-0.10037 	 -0.84173 	-0.09037 	 -0.84064 	-0.08036 	 -0.84080 	-0.09037 	 -0.83883 	 
-0.08503 	 -0.83853 	-0.09494 	 -0.83626 	-0.08503 	 -0.83396 	-0.07511 	 -0.83912 	-0.08503 	 -0.83912 	-0.09494 	 -0.84160 	-0.08503 	 -0.84043 	-0.07511 	 -0.84033 	-0.08503 	 -0.83853 	 
-0.07968 	 -0.83805 	-0.08949 	 -0.83713 	-0.07968 	 -0.83492 	-0.06984 	 -0.83990 	-0.07968 	 -0.83941 	-0.08949 	 -0.84136 	-0.07968 	 -0.84022 	-0.06984 	 -0.83991 	-0.07968 	 -0.83805 	 
-0.07431 	 -0.83756 	-0.08403 	 -0.83757 	-0.07431 	 -0.83621 	-0.06456 	 -0.84033 	-0.07431 	 -0.83965 	-0.08403 	 -0.84112 	-0.07431 	 -0.83994 	-0.06456 	 -0.83962 	-0.07431 	 -0.83756 	 
-0.06893 	 -0.83726 	-0.07856 	 -0.83781 	-0.06893 	 -0.83737 	-0.05928 	 -0.84064 	-0.06893 	 -0.83990 	-0.07856 	 -0.84089 	-0.06893 	 -0.83962 	-0.05928 	 -0.83932 	-0.06893 	 -0.83726 	 
-0.06353 	 -0.83724 	-0.07308 	 -0.83792 	-0.06353 	 -0.83832 	-0.05398 	 -0.84104 	-0.06353 	 -0.84012 	-0.07308 	 -0.84081 	-0.06353 	 -0.83934 	-0.05398 	 -0.83901 	-0.06353 	 -0.83724 	 
-0.05813 	 -0.83750 	-0.06758 	 -0.83818 	-0.05813 	 -0.83939 	-0.04867 	 -0.84171 	-0.05813 	 -0.84037 	-0.06758 	 -0.84098 	-0.05813 	 -0.83919 	-0.04867 	 -0.83872 	-0.05813 	 -0.83750 	 
-0.05272 	 -0.83786 	-0.06208 	 -0.83866 	-0.05272 	 -0.84050 	-0.04335 	 -0.84274 	-0.05272 	 -0.84087 	-0.06208 	 -0.84125 	-0.05272 	 -0.83926 	-0.04335 	 -0.83848 	-0.05272 	 -0.83786 	 
-0.04730 	 -0.83822 	-0.05657 	 -0.83936 	-0.04730 	 -0.84149 	-0.03802 	 -0.84376 	-0.04730 	 -0.84158 	-0.05657 	 -0.84135 	-0.04730 	 -0.83991 	-0.03802 	 -0.83844 	-0.04730 	 -0.83822 	 
-0.04187 	 -0.83863 	-0.05104 	 -0.84018 	-0.04187 	 -0.84235 	-0.03268 	 -0.84447 	-0.04187 	 -0.84225 	-0.05104 	 -0.84132 	-0.04187 	 -0.84123 	-0.03268 	 -0.83880 	-0.04187 	 -0.83863 	 
-0.03643 	 -0.83908 	-0.04551 	 -0.84099 	-0.03643 	 -0.84318 	-0.02734 	 -0.84511 	-0.03643 	 -0.84303 	-0.04551 	 -0.84131 	-0.03643 	 -0.84277 	-0.02734 	 -0.83962 	-0.03643 	 -0.83908 	 
-0.03099 	 -0.83944 	-0.03998 	 -0.84167 	-0.03099 	 -0.84400 	-0.02199 	 -0.84598 	-0.03099 	 -0.84429 	-0.03998 	 -0.84142 	-0.03099 	 -0.84407 	-0.02199 	 -0.84085 	-0.03099 	 -0.83944 	 
-0.02554 	 -0.83971 	-0.03443 	 -0.84212 	-0.02554 	 -0.84480 	-0.01664 	 -0.84697 	-0.02554 	 -0.84594 	-0.03443 	 -0.84163 	-0.02554 	 -0.84501 	-0.01664 	 -0.84216 	-0.02554 	 -0.83971 	 
-0.02009 	 -0.84009 	-0.02889 	 -0.84239 	-0.02009 	 -0.84542 	-0.01128 	 -0.84769 	-0.02009 	 -0.84742 	-0.02889 	 -0.84185 	-0.02009 	 -0.84570 	-0.01128 	 -0.84313 	-0.02009 	 -0.84009 	 
-0.01463 	 -0.84080 	-0.02333 	 -0.84260 	-0.01463 	 -0.84581 	-0.00591 	 -0.84799 	-0.01463 	 -0.84836 	-0.02333 	 -0.84209 	-0.01463 	 -0.84632 	-0.00591 	 -0.84370 	-0.01463 	 -0.84080 	 
-0.00917 	 -0.84187 	-0.01778 	 -0.84294 	-0.00917 	 -0.84621 	-0.00055 	 -0.84806 	-0.00917 	 -0.84895 	-0.01778 	 -0.84241 	-0.00917 	 -0.84696 	-0.00055 	 -0.84410 	-0.00917 	 -0.84187 	 
-0.00371 	 -0.84311 	-0.01222 	 -0.84355 	-0.00371 	 -0.84673 	0.00482 	 -0.84852 	-0.00371 	 -0.84957 	-0.01222 	 -0.84287 	-0.00371 	 -0.84765 	0.00482 	 -0.84455 	-0.00371 	 -0.84311 	 
0.00176 	 -0.84442 	-0.00666 	 -0.84434 	0.00176 	 -0.84721 	0.01019 	 -0.84970 	0.00176 	 -0.85020 	-0.00666 	 -0.84363 	0.00176 	 -0.84840 	0.01019 	 -0.84530 	0.00176 	 -0.84442 	 
0.00723 	 -0.84575 	-0.00110 	 -0.84522 	0.00723 	 -0.84759 	0.01557 	 -0.85094 	0.00723 	 -0.85067 	-0.00110 	 -0.84478 	0.00723 	 -0.84911 	0.01557 	 -0.84670 	0.00723 	 -0.84575 	 
0.01269 	 -0.84706 	0.00446 	 -0.84610 	0.01269 	 -0.84785 	0.02094 	 -0.85167 	0.01269 	 -0.85100 	0.00446 	 -0.84630 	0.01269 	 -0.84956 	0.02094 	 -0.84874 	0.01269 	 -0.84706 	 
0.01816 	 -0.84842 	0.01003 	 -0.84690 	0.01816 	 -0.84811 	0.02631 	 -0.85231 	0.01816 	 -0.85121 	0.01003 	 -0.84810 	0.01816 	 -0.84989 	0.02631 	 -0.85094 	0.01816 	 -0.84842 	 
0.02363 	 -0.84989 	0.01559 	 -0.84754 	0.02363 	 -0.84858 	0.03168 	 -0.85313 	0.02363 	 -0.85142 	0.01559 	 -0.85006 	0.02363 	 -0.85028 	0.03168 	 -0.85265 	0.02363 	 -0.84989 	 
0.02909 	 -0.85130 	0.02114 	 -0.84811 	0.02909 	 -0.84949 	0.03705 	 -0.85364 	0.02909 	 -0.85186 	0.02114 	 -0.85190 	0.02909 	 -0.85063 	0.03705 	 -0.85364 	0.02909 	 -0.85130 	 
0.03455 	 -0.85261 	0.02670 	 -0.84874 	0.03455 	 -0.85099 	0.04241 	 -0.85377 	0.03455 	 -0.85268 	0.02670 	 -0.85325 	0.03455 	 -0.85107 	0.04241 	 -0.85455 	0.03455 	 -0.85261 	 
0.04001 	 -0.85396 	0.03225 	 -0.84949 	0.04001 	 -0.85273 	0.04778 	 -0.85434 	0.04001 	 -0.85373 	0.03225 	 -0.85372 	0.04001 	 -0.85198 	0.04778 	 -0.85614 	0.04001 	 -0.85396 	 
0.04546 	 -0.85539 	0.03780 	 -0.85035 	0.04546 	 -0.85415 	0.05313 	 -0.85582 	0.04546 	 -0.85479 	0.03780 	 -0.85323 	0.04546 	 -0.85342 	0.05313 	 -0.85791 	0.04546 	 -0.85539 	 
0.05090 	 -0.85675 	0.04334 	 -0.85119 	0.05090 	 -0.85532 	0.05848 	 -0.85755 	0.05090 	 -0.85598 	0.04334 	 -0.85232 	0.05090 	 -0.85514 	0.05848 	 -0.85894 	0.05090 	 -0.85675 	 
0.05634 	 -0.85796 	0.04887 	 -0.85202 	0.05634 	 -0.85660 	0.06383 	 -0.85903 	0.05634 	 -0.85765 	0.04887 	 -0.85188 	0.05634 	 -0.85681 	0.06383 	 -0.85958 	0.05634 	 -0.85796 	 
0.06178 	 -0.85902 	0.05440 	 -0.85297 	0.06178 	 -0.85805 	0.06917 	 -0.86065 	0.06178 	 -0.85972 	0.05440 	 -0.85235 	0.06178 	 -0.85845 	0.06917 	 -0.86090 	0.06178 	 -0.85902 	 
0.06720 	 -0.86012 	0.05992 	 -0.85413 	0.06720 	 -0.85945 	0.07450 	 -0.86261 	0.06720 	 -0.86171 	0.05992 	 -0.85376 	0.06720 	 -0.86047 	0.07450 	 -0.86333 	0.06720 	 -0.86012 	 
0.07262 	 -0.86158 	0.06544 	 -0.85565 	0.07262 	 -0.86064 	0.07982 	 -0.86477 	0.07262 	 -0.86339 	0.06544 	 -0.85604 	0.07262 	 -0.86266 	0.07982 	 -0.86655 	0.07262 	 -0.86158 	 
0.07803 	 -0.86338 	0.07094 	 -0.85767 	0.07803 	 -0.86180 	0.08513 	 -0.86712 	0.07803 	 -0.86492 	0.07094 	 -0.85865 	0.07803 	 -0.86421 	0.08513 	 -0.86934 	0.07803 	 -0.86338 	 
0.08343 	 -0.86526 	0.07643 	 -0.86014 	0.08343 	 -0.86326 	0.09043 	 -0.86912 	0.08343 	 -0.86657 	0.07643 	 -0.86083 	0.08343 	 -0.86511 	0.09043 	 -0.87069 	0.08343 	 -0.86526 	 
0.08881 	 -0.86712 	0.08191 	 -0.86277 	0.08881 	 -0.86501 	0.09573 	 -0.87069 	0.08881 	 -0.86841 	0.08191 	 -0.86238 	0.08881 	 -0.86621 	0.09573 	 -0.87145 	0.08881 	 -0.86712 	 
0.09419 	 -0.86901 	0.08738 	 -0.86493 	0.09419 	 -0.86672 	0.10101 	 -0.87337 	0.09419 	 -0.87033 	0.08738 	 -0.86362 	0.09419 	 -0.86797 	0.10101 	 -0.87271 	0.09419 	 -0.86901 	 
0.09955 	 -0.87147 	0.09284 	 -0.86657 	0.09955 	 -0.86843 	0.10627 	 -0.87733 	0.09955 	 -0.87245 	0.09284 	 -0.86504 	0.09955 	 -0.87004 	0.10627 	 -0.87436 	0.09955 	 -0.87147 	 
0.10490 	 -0.87492 	0.09828 	 -0.86858 	0.10490 	 -0.87060 	0.11153 	 -0.88072 	0.10490 	 -0.87492 	0.09828 	 -0.86680 	0.10490 	 -0.87186 	0.11153 	 -0.87593 	0.10490 	 -0.87492 	 
0.11023 	 -0.87836 	0.10371 	 -0.87114 	0.11023 	 -0.87319 	0.11677 	 -0.88327 	0.11023 	 -0.87755 	0.10371 	 -0.86860 	0.11023 	 -0.87341 	0.11677 	 -0.87719 	0.11023 	 -0.87836 	 
0.11556 	 -0.88051 	0.10912 	 -0.87383 	0.11556 	 -0.87599 	0.12200 	 -0.88570 	0.11556 	 -0.88009 	0.10912 	 -0.87044 	0.11556 	 -0.87510 	0.12200 	 -0.87838 	0.11556 	 -0.88051 	 
0.12086 	 -0.88150 	0.11452 	 -0.87679 	0.12086 	 -0.87910 	0.12721 	 -0.88763 	0.12086 	 -0.88258 	0.11452 	 -0.87275 	0.12086 	 -0.87729 	0.12721 	 -0.88012 	0.12086 	 -0.88150 	 
0.12615 	 -0.88240 	0.11990 	 -0.87968 	0.12615 	 -0.88255 	0.13240 	 -0.88897 	0.12615 	 -0.88508 	0.11990 	 -0.87567 	0.12615 	 -0.87987 	0.13240 	 -0.88262 	0.12615 	 -0.88240 	 
0.13142 	 -0.88405 	0.12527 	 -0.88170 	0.13142 	 -0.88607 	0.13758 	 -0.89013 	0.13142 	 -0.88753 	0.12527 	 -0.87925 	0.13142 	 -0.88237 	0.13758 	 -0.88550 	0.13142 	 -0.88405 	 
0.13667 	 -0.88648 	0.13062 	 -0.88313 	0.13667 	 -0.88940 	0.14274 	 -0.89110 	0.13667 	 -0.88970 	0.13062 	 -0.88401 	0.13667 	 -0.88469 	0.14274 	 -0.88828 	0.13667 	 -0.88648 	 
0.14191 	 -0.88909 	0.13594 	 -0.88458 	0.14191 	 -0.89246 	0.14789 	 -0.89185 	0.14191 	 -0.89179 	0.13594 	 -0.88996 	0.14191 	 -0.88725 	0.14789 	 -0.89076 	0.14191 	 -0.88909 	 
0.14713 	 -0.89147 	0.14125 	 -0.88624 	0.14713 	 -0.89521 	0.15301 	 -0.89273 	0.14713 	 -0.89486 	0.14125 	 -0.89605 	0.14713 	 -0.89020 	0.15301 	 -0.89291 	0.14713 	 -0.89147 	 
0.15232 	 -0.89355 	0.14654 	 -0.88849 	0.15232 	 -0.89754 	0.15811 	 -0.89411 	0.15232 	 -0.89835 	0.14654 	 -0.90074 	0.15232 	 -0.89321 	0.15811 	 -0.89466 	0.15232 	 -0.89355 	 
0.15749 	 -0.89542 	0.15180 	 -0.89133 	0.15749 	 -0.89963 	0.16320 	 -0.89641 	0.15749 	 -0.90071 	0.15180 	 -0.90337 	0.15749 	 -0.89573 	0.16320 	 -0.89610 	0.15749 	 -0.89542 	 
0.16265 	 -0.89742 	0.15705 	 -0.89400 	0.16265 	 -0.90153 	0.16826 	 -0.89983 	0.16265 	 -0.90251 	0.15705 	 -0.90484 	0.16265 	 -0.89746 	0.16826 	 -0.89747 	0.16265 	 -0.89742 	 
0.16778 	 -0.89982 	0.16227 	 -0.89619 	0.16778 	 -0.90267 	0.17330 	 -0.90351 	0.16778 	 -0.90475 	0.16227 	 -0.90573 	0.16778 	 -0.89907 	0.17330 	 -0.89877 	0.16778 	 -0.89982 	 
0.17289 	 -0.90247 	0.16747 	 -0.89832 	0.17289 	 -0.90285 	0.17832 	 -0.90621 	0.17289 	 -0.90752 	0.16747 	 -0.90566 	0.17289 	 -0.90123 	0.17832 	 -0.89995 	0.17289 	 -0.90247 	 
0.17797 	 -0.90496 	0.17264 	 -0.90050 	0.17797 	 -0.90285 	0.18331 	 -0.90771 	0.17797 	 -0.91052 	0.17264 	 -0.90522 	0.17797 	 -0.90342 	0.18331 	 -0.90106 	0.17797 	 -0.90496 	 
0.18303 	 -0.90689 	0.17779 	 -0.90238 	0.18303 	 -0.90327 	0.18828 	 -0.90877 	0.18303 	 -0.91242 	0.17779 	 -0.90514 	0.18303 	 -0.90503 	0.18828 	 -0.90211 	0.18303 	 -0.90689 	 
0.18807 	 -0.90816 	0.18291 	 -0.90390 	0.18807 	 -0.90389 	0.19323 	 -0.90946 	0.18807 	 -0.91250 	0.18291 	 -0.90491 	0.18807 	 -0.90623 	0.19323 	 -0.90303 	0.18807 	 -0.90816 	 
0.19307 	 -0.90897 	0.18801 	 -0.90526 	0.19307 	 -0.90430 	0.19814 	 -0.90926 	0.19307 	 -0.91182 	0.18801 	 -0.90393 	0.19307 	 -0.90697 	0.19814 	 -0.90365 	0.19307 	 -0.90897 	 
0.19806 	 -0.90933 	0.19308 	 -0.90637 	0.19806 	 -0.90442 	0.20304 	 -0.90855 	0.19806 	 -0.91137 	0.19308 	 -0.90288 	0.19806 	 -0.90696 	0.20304 	 -0.90375 	0.19806 	 -0.90933 	 
0.20301 	 -0.90905 	0.19812 	 -0.90716 	0.20301 	 -0.90438 	0.20791 	 -0.90724 	0.20301 	 -0.91141 	0.19812 	 -0.90272 	0.20301 	 -0.90631 	0.20791 	 -0.90326 	0.20301 	 -0.90905 	 
0.20794 	 -0.90834 	0.20314 	 -0.90790 	0.20794 	 -0.90429 	0.21274 	 -0.90438 	0.20794 	 -0.91203 	0.20314 	 -0.90308 	0.20794 	 -0.90537 	0.21274 	 -0.90226 	0.20794 	 -0.90834 	 
0.21283 	 -0.90746 	0.20812 	 -0.90886 	0.21283 	 -0.90435 	0.21756 	 -0.90107 	0.21283 	 -0.91288 	0.20812 	 -0.90264 	0.21283 	 -0.90426 	0.21756 	 -0.90084 	0.21283 	 -0.90746 	 
0.21770 	 -0.90605 	0.21308 	 -0.90981 	0.21770 	 -0.90465 	0.22234 	 -0.89919 	0.21770 	 -0.91322 	0.21308 	 -0.90112 	0.21770 	 -0.90301 	0.22234 	 -0.89917 	0.21770 	 -0.90605 	 
0.22254 	 -0.90361 	0.21800 	 -0.91035 	0.22254 	 -0.90483 	0.22709 	 -0.89802 	0.22254 	 -0.91269 	0.21800 	 -0.89947 	0.22254 	 -0.90160 	0.22709 	 -0.89740 	0.22254 	 -0.90361 	 
0.22735 	 -0.90015 	0.22290 	 -0.91035 	0.22735 	 -0.90465 	0.23181 	 -0.89630 	0.22735 	 -0.91153 	0.22290 	 -0.89789 	0.22735 	 -0.89991 	0.23181 	 -0.89566 	0.22735 	 -0.90015 	 
0.23213 	 -0.89682 	0.22776 	 -0.90994 	0.23213 	 -0.90431 	0.23651 	 -0.89446 	0.23213 	 -0.90987 	0.22776 	 -0.89581 	0.23213 	 -0.89783 	0.23651 	 -0.89403 	0.23213 	 -0.89682 	 
0.23687 	 -0.89538 	0.23259 	 -0.90917 	0.23687 	 -0.90382 	0.24117 	 -0.89323 	0.23687 	 -0.90731 	0.23259 	 -0.89335 	0.23687 	 -0.89547 	0.24117 	 -0.89243 	0.23687 	 -0.89538 	 
0.24158 	 -0.89475 	0.23738 	 -0.90807 	0.24158 	 -0.90303 	0.24580 	 -0.89251 	0.24158 	 -0.90441 	0.23738 	 -0.89137 	0.24158 	 -0.89289 	0.24580 	 -0.89071 	0.24158 	 -0.89475 	 
0.24626 	 -0.89229 	0.24214 	 -0.90690 	0.24626 	 -0.90196 	0.25039 	 -0.89156 	0.24626 	 -0.90165 	0.24214 	 -0.89018 	0.24626 	 -0.89004 	0.25039 	 -0.88876 	0.24626 	 -0.89229 	 
0.25091 	 -0.88836 	0.24687 	 -0.90565 	0.25091 	 -0.90052 	0.25496 	 -0.88979 	0.25091 	 -0.89764 	0.24687 	 -0.88913 	0.25091 	 -0.88712 	0.25496 	 -0.88612 	0.25091 	 -0.88836 	 
0.25552 	 -0.88448 	0.25156 	 -0.90402 	0.25552 	 -0.89840 	0.25949 	 -0.88747 	0.25552 	 -0.89238 	0.25156 	 -0.88759 	0.25552 	 -0.88449 	0.25949 	 -0.88224 	0.25552 	 -0.88448 	 
0.26010 	 -0.88085 	0.25622 	 -0.90181 	0.26010 	 -0.89550 	0.26398 	 -0.88510 	0.26010 	 -0.88884 	0.25622 	 -0.88554 	0.26010 	 -0.88223 	0.26398 	 -0.87718 	0.26010 	 -0.88085 	 
0.26464 	 -0.87735 	0.26084 	 -0.89884 	0.26464 	 -0.89222 	0.26844 	 -0.88262 	0.26464 	 -0.88785 	0.26084 	 -0.88294 	0.26464 	 -0.87995 	0.26844 	 -0.87140 	0.26464 	 -0.87735 	 
0.26914 	 -0.87389 	0.26543 	 -0.89524 	0.26914 	 -0.88915 	0.27287 	 -0.87976 	0.26914 	 -0.88689 	0.26543 	 -0.87982 	0.26914 	 -0.87715 	0.27287 	 -0.86527 	0.26914 	 -0.87389 	 
0.27361 	 -0.87011 	0.26997 	 -0.89174 	0.27361 	 -0.88657 	0.27725 	 -0.87626 	0.27361 	 -0.88439 	0.26997 	 -0.87667 	0.27361 	 -0.87355 	0.27725 	 -0.85926 	0.27361 	 -0.87011 	 
0.27804 	 -0.86630 	0.27448 	 -0.88856 	0.27804 	 -0.88409 	0.28161 	 -0.87216 	0.27804 	 -0.88145 	0.27448 	 -0.87385 	0.27804 	 -0.86918 	0.28161 	 -0.85377 	0.27804 	 -0.86630 	 
0.28243 	 -0.86312 	0.27895 	 -0.88504 	0.28243 	 -0.88078 	0.28592 	 -0.86817 	0.28243 	 -0.87923 	0.27895 	 -0.87160 	0.28243 	 -0.86462 	0.28592 	 -0.84878 	0.28243 	 -0.86312 	 
0.28679 	 -0.86020 	0.28338 	 -0.88072 	0.28679 	 -0.87647 	0.29020 	 -0.86509 	0.28679 	 -0.87725 	0.28338 	 -0.86950 	0.28679 	 -0.86033 	0.29020 	 -0.84366 	0.28679 	 -0.86020 	 
0.29110 	 -0.85646 	0.28778 	 -0.87594 	0.29110 	 -0.87261 	0.29444 	 -0.86256 	0.29110 	 -0.87508 	0.28778 	 -0.86692 	0.29110 	 -0.85605 	0.29444 	 -0.83799 	0.29110 	 -0.85646 	 
0.29538 	 -0.85136 	0.29213 	 -0.87129 	0.29538 	 -0.86970 	0.29864 	 -0.85883 	0.29538 	 -0.87260 	0.29213 	 -0.86402 	0.29538 	 -0.85136 	0.29864 	 -0.83252 	0.29538 	 -0.85136 	 
0.29962 	 -0.84515 	0.29644 	 -0.86665 	0.29962 	 -0.86627 	0.30280 	 -0.85302 	0.29962 	 -0.86925 	0.29644 	 -0.86084 	0.29962 	 -0.84632 	0.30280 	 -0.82811 	0.29962 	 -0.84515 	 
0.30381 	 -0.83844 	0.30071 	 -0.86135 	0.30381 	 -0.86211 	0.30692 	 -0.84675 	0.30381 	 -0.86510 	0.30071 	 -0.85707 	0.30381 	 -0.84163 	0.30692 	 -0.82392 	0.30381 	 -0.83844 	 
0.30797 	 -0.83129 	0.30494 	 -0.85524 	0.30797 	 -0.85798 	0.31100 	 -0.84244 	0.30797 	 -0.86043 	0.30494 	 -0.85256 	0.30797 	 -0.83783 	0.31100 	 -0.81868 	0.30797 	 -0.83129 	 
0.31208 	 -0.82370 	0.30912 	 -0.84917 	0.31208 	 -0.85349 	0.31504 	 -0.83966 	0.31208 	 -0.85496 	0.30912 	 -0.84783 	0.31208 	 -0.83458 	0.31504 	 -0.81268 	0.31208 	 -0.82370 	 
0.31615 	 -0.81662 	0.31327 	 -0.84398 	0.31615 	 -0.84891 	0.31904 	 -0.83572 	0.31615 	 -0.84896 	0.31327 	 -0.84402 	0.31615 	 -0.83130 	0.31904 	 -0.80680 	0.31615 	 -0.81662 	 
0.32018 	 -0.81129 	0.31737 	 -0.83927 	0.32018 	 -0.84459 	0.32300 	 -0.82998 	0.32018 	 -0.84309 	0.31737 	 -0.84075 	0.32018 	 -0.82845 	0.32300 	 -0.80134 	0.32018 	 -0.81129 	 
0.32417 	 -0.80785 	0.32142 	 -0.83405 	0.32417 	 -0.84019 	0.32692 	 -0.82467 	0.32417 	 -0.83715 	0.32142 	 -0.83699 	0.32417 	 -0.82657 	0.32692 	 -0.79590 	0.32417 	 -0.80785 	 
0.32811 	 -0.80458 	0.32544 	 -0.82850 	0.32811 	 -0.83660 	0.33079 	 -0.82146 	0.32811 	 -0.83103 	0.32544 	 -0.83327 	0.32811 	 -0.82441 	0.33079 	 -0.78985 	0.32811 	 -0.80458 	 
0.33201 	 -0.79999 	0.32941 	 -0.82329 	0.33201 	 -0.83469 	0.33463 	 -0.81927 	0.33201 	 -0.82525 	0.32941 	 -0.83008 	0.33201 	 -0.82071 	0.33463 	 -0.78332 	0.33201 	 -0.79999 	 
0.33587 	 -0.79466 	0.33333 	 -0.81797 	0.33587 	 -0.83349 	0.33841 	 -0.81613 	0.33587 	 -0.82054 	0.33333 	 -0.82679 	0.33587 	 -0.81516 	0.33841 	 -0.77720 	0.33587 	 -0.79466 	 
0.33968 	 -0.78923 	0.33721 	 -0.81218 	0.33968 	 -0.83053 	0.34216 	 -0.81238 	0.33968 	 -0.81733 	0.33721 	 -0.82296 	0.33968 	 -0.80762 	0.34216 	 -0.77208 	0.33968 	 -0.78923 	 
0.34345 	 -0.78385 	0.34104 	 -0.80725 	0.34345 	 -0.82507 	0.34586 	 -0.81038 	0.34345 	 -0.81493 	0.34104 	 -0.81891 	0.34345 	 -0.79981 	0.34586 	 -0.76785 	0.34345 	 -0.78385 	 
0.34717 	 -0.77894 	0.34483 	 -0.80423 	0.34717 	 -0.81922 	0.34952 	 -0.80975 	0.34717 	 -0.81247 	0.34483 	 -0.81517 	0.34717 	 -0.79375 	0.34952 	 -0.76379 	0.34717 	 -0.77894 	 
0.35085 	 -0.77496 	0.34857 	 -0.80114 	0.35085 	 -0.81303 	0.35313 	 -0.80761 	0.35085 	 -0.81042 	0.34857 	 -0.81154 	0.35085 	 -0.78839 	0.35313 	 -0.75987 	0.35085 	 -0.77496 	 
0.35448 	 -0.77257 	0.35226 	 -0.79563 	0.35448 	 -0.80618 	0.35669 	 -0.80429 	0.35448 	 -0.80921 	0.35226 	 -0.80769 	0.35448 	 -0.78297 	0.35669 	 -0.75798 	0.35448 	 -0.77257 	 
0.35806 	 -0.77065 	0.35591 	 -0.78887 	0.35806 	 -0.80105 	0.36022 	 -0.80110 	0.35806 	 -0.80822 	0.35591 	 -0.80367 	0.35806 	 -0.77834 	0.36022 	 -0.75730 	0.35806 	 -0.77065 	 
0.36160 	 -0.76682 	0.35951 	 -0.78348 	0.36160 	 -0.79559 	0.36369 	 -0.79751 	0.36160 	 -0.80815 	0.35951 	 -0.79934 	0.36160 	 -0.77385 	0.36369 	 -0.75401 	0.36160 	 -0.76682 	 
0.36509 	 -0.76182 	0.36306 	 -0.78093 	0.36509 	 -0.78600 	0.36712 	 -0.79458 	0.36509 	 -0.80991 	0.36306 	 -0.79526 	0.36509 	 -0.76885 	0.36712 	 -0.74844 	0.36509 	 -0.76182 	 
0.36854 	 -0.75767 	0.36656 	 -0.78117 	0.36854 	 -0.77476 	0.37051 	 -0.79214 	0.36854 	 -0.81136 	0.36656 	 -0.79210 	0.36854 	 -0.76448 	0.37051 	 -0.74301 	0.36854 	 -0.75767 	 
