x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	
0.37193 	 -0.75399 	0.37002 	 -0.78213 	0.37193 	 -0.76521 	0.37385 	 -0.78787 	0.37193 	 -0.81049 	0.37002 	 -0.78955 	0.37193 	 -0.76118 	0.37385 	 -0.73763 	0.37193 	 -0.75399 	 
0.37528 	 -0.75029 	0.37343 	 -0.78122 	0.37528 	 -0.75801 	0.37714 	 -0.78178 	0.37528 	 -0.80833 	0.37343 	 -0.78815 	0.37528 	 -0.75851 	0.37714 	 -0.73258 	0.37528 	 -0.75029 	 
0.37858 	 -0.74701 	0.37679 	 -0.77830 	0.37858 	 -0.75380 	0.38038 	 -0.77478 	0.37858 	 -0.80458 	0.37679 	 -0.78715 	0.37858 	 -0.75694 	0.38038 	 -0.72876 	0.37858 	 -0.74701 	 
0.38184 	 -0.74384 	0.38010 	 -0.77556 	0.38184 	 -0.75134 	0.38358 	 -0.76794 	0.38184 	 -0.79745 	0.38010 	 -0.78450 	0.38184 	 -0.75574 	0.38358 	 -0.72601 	0.38184 	 -0.74384 	 
0.38504 	 -0.74071 	0.38336 	 -0.77394 	0.38504 	 -0.74769 	0.38673 	 -0.76321 	0.38504 	 -0.78957 	0.38336 	 -0.78192 	0.38504 	 -0.75298 	0.38673 	 -0.72276 	0.38504 	 -0.74071 	 
0.38820 	 -0.73805 	0.38657 	 -0.77216 	0.38820 	 -0.74292 	0.38983 	 -0.76065 	0.38820 	 -0.78571 	0.38657 	 -0.78097 	0.38820 	 -0.74870 	0.38983 	 -0.71709 	0.38820 	 -0.73805 	 
0.39131 	 -0.73572 	0.38973 	 -0.76922 	0.39131 	 -0.73955 	0.39289 	 -0.75926 	0.39131 	 -0.78466 	0.38973 	 -0.77964 	0.39131 	 -0.74371 	0.39289 	 -0.71050 	0.39131 	 -0.73572 	 
0.39437 	 -0.73328 	0.39284 	 -0.76535 	0.39437 	 -0.73839 	0.39590 	 -0.75879 	0.39437 	 -0.78289 	0.39284 	 -0.77783 	0.39437 	 -0.73807 	0.39590 	 -0.70582 	0.39437 	 -0.73328 	 
0.39738 	 -0.72980 	0.39591 	 -0.76153 	0.39738 	 -0.73848 	0.39886 	 -0.75756 	0.39738 	 -0.78203 	0.39591 	 -0.77697 	0.39738 	 -0.73177 	0.39886 	 -0.70263 	0.39738 	 -0.72980 	 
0.40034 	 -0.72479 	0.39892 	 -0.75819 	0.40034 	 -0.73870 	0.40177 	 -0.75466 	0.40034 	 -0.78299 	0.39892 	 -0.77667 	0.40034 	 -0.72604 	0.40177 	 -0.70018 	0.40034 	 -0.72479 	 
0.40325 	 -0.72007 	0.40188 	 -0.75452 	0.40325 	 -0.73909 	0.40463 	 -0.75314 	0.40325 	 -0.78260 	0.40188 	 -0.77606 	0.40325 	 -0.72332 	0.40463 	 -0.69859 	0.40325 	 -0.72007 	 
0.40612 	 -0.71716 	0.40480 	 -0.75065 	0.40612 	 -0.74022 	0.40745 	 -0.75439 	0.40612 	 -0.78264 	0.40480 	 -0.77478 	0.40612 	 -0.72334 	0.40745 	 -0.69845 	0.40612 	 -0.71716 	 
0.40893 	 -0.71477 	0.40766 	 -0.74768 	0.40893 	 -0.74170 	0.41021 	 -0.75509 	0.40893 	 -0.78563 	0.40766 	 -0.77265 	0.40893 	 -0.72366 	0.41021 	 -0.69901 	0.40893 	 -0.71477 	 
0.41170 	 -0.71179 	0.41047 	 -0.74573 	0.41170 	 -0.74340 	0.41293 	 -0.75340 	0.41170 	 -0.78687 	0.41047 	 -0.76943 	0.41170 	 -0.72391 	0.41293 	 -0.69668 	0.41170 	 -0.71179 	 
0.41441 	 -0.70898 	0.41323 	 -0.74447 	0.41441 	 -0.74372 	0.41560 	 -0.75052 	0.41441 	 -0.78521 	0.41323 	 -0.76531 	0.41441 	 -0.72502 	0.41560 	 -0.69164 	0.41441 	 -0.70898 	 
0.41708 	 -0.70683 	0.41594 	 -0.74308 	0.41708 	 -0.74180 	0.41822 	 -0.74726 	0.41708 	 -0.78344 	0.41594 	 -0.76113 	0.41708 	 -0.72679 	0.41822 	 -0.68695 	0.41708 	 -0.70683 	 
0.41970 	 -0.70611 	0.41860 	 -0.74100 	0.41970 	 -0.74145 	0.42079 	 -0.74432 	0.41970 	 -0.78100 	0.41860 	 -0.75670 	0.41970 	 -0.72841 	0.42079 	 -0.68212 	0.41970 	 -0.70611 	 
0.42226 	 -0.70784 	0.42121 	 -0.73912 	0.42226 	 -0.74389 	0.42332 	 -0.74260 	0.42226 	 -0.77741 	0.42121 	 -0.75155 	0.42226 	 -0.72987 	0.42332 	 -0.67625 	0.42226 	 -0.70784 	 
0.42478 	 -0.71026 	0.42377 	 -0.73834 	0.42478 	 -0.74684 	0.42579 	 -0.74152 	0.42478 	 -0.77406 	0.42377 	 -0.74678 	0.42478 	 -0.73045 	0.42579 	 -0.67099 	0.42478 	 -0.71026 	 
0.42725 	 -0.71190 	0.42628 	 -0.73896 	0.42725 	 -0.74998 	0.42822 	 -0.74035 	0.42725 	 -0.77156 	0.42628 	 -0.74367 	0.42725 	 -0.72833 	0.42822 	 -0.66784 	0.42725 	 -0.71190 	 
0.42967 	 -0.71324 	0.42874 	 -0.74103 	0.42967 	 -0.75366 	0.43060 	 -0.73951 	0.42967 	 -0.76924 	0.42874 	 -0.74286 	0.42967 	 -0.72479 	0.43060 	 -0.66645 	0.42967 	 -0.71324 	 
0.43204 	 -0.71322 	0.43115 	 -0.74369 	0.43204 	 -0.75723 	0.43293 	 -0.73925 	0.43204 	 -0.76733 	0.43115 	 -0.74359 	0.43204 	 -0.72249 	0.43293 	 -0.66538 	0.43204 	 -0.71322 	 
0.43436 	 -0.71214 	0.43351 	 -0.74525 	0.43436 	 -0.75935 	0.43521 	 -0.73943 	0.43436 	 -0.76718 	0.43351 	 -0.74395 	0.43436 	 -0.72091 	0.43521 	 -0.66418 	0.43436 	 -0.71214 	 
0.43663 	 -0.71187 	0.43582 	 -0.74535 	0.43663 	 -0.75975 	0.43745 	 -0.73990 	0.43663 	 -0.76844 	0.43582 	 -0.74346 	0.43663 	 -0.71947 	0.43745 	 -0.66355 	0.43663 	 -0.71187 	 
0.43885 	 -0.71170 	0.43808 	 -0.74474 	0.43885 	 -0.75964 	0.43963 	 -0.74058 	0.43885 	 -0.76949 	0.43808 	 -0.74286 	0.43885 	 -0.71888 	0.43963 	 -0.66347 	0.43885 	 -0.71170 	 
0.44103 	 -0.71028 	0.44029 	 -0.74455 	0.44103 	 -0.75938 	0.44177 	 -0.74180 	0.44103 	 -0.76991 	0.44029 	 -0.74269 	0.44103 	 -0.71821 	0.44177 	 -0.66419 	0.44103 	 -0.71028 	 
0.44315 	 -0.70802 	0.44245 	 -0.74579 	0.44315 	 -0.75868 	0.44386 	 -0.74414 	0.44315 	 -0.77046 	0.44245 	 -0.74256 	0.44315 	 -0.71736 	0.44386 	 -0.66571 	0.44315 	 -0.70802 	 
0.44523 	 -0.70580 	0.44456 	 -0.74628 	0.44523 	 -0.75848 	0.44591 	 -0.74780 	0.44523 	 -0.77171 	0.44456 	 -0.74204 	0.44523 	 -0.71739 	0.44591 	 -0.66664 	0.44523 	 -0.70580 	 
0.44726 	 -0.70400 	0.44662 	 -0.74431 	0.44726 	 -0.75953 	0.44790 	 -0.75302 	0.44726 	 -0.77357 	0.44662 	 -0.74212 	0.44726 	 -0.71821 	0.44790 	 -0.66701 	0.44726 	 -0.70400 	 
0.44924 	 -0.70245 	0.44863 	 -0.74358 	0.44924 	 -0.76115 	0.44985 	 -0.75932 	0.44924 	 -0.77583 	0.44863 	 -0.74336 	0.44924 	 -0.71870 	0.44985 	 -0.66839 	0.44924 	 -0.70245 	 
0.45117 	 -0.70093 	0.45060 	 -0.74526 	0.45117 	 -0.76277 	0.45176 	 -0.76459 	0.45117 	 -0.77826 	0.45060 	 -0.74511 	0.45117 	 -0.71809 	0.45176 	 -0.67138 	0.45117 	 -0.70093 	 
0.45306 	 -0.69931 	0.45251 	 -0.74605 	0.45306 	 -0.76464 	0.45361 	 -0.76782 	0.45306 	 -0.78044 	0.45251 	 -0.74681 	0.45306 	 -0.71705 	0.45361 	 -0.67583 	0.45306 	 -0.69931 	 
0.45490 	 -0.69755 	0.45438 	 -0.74548 	0.45490 	 -0.76690 	0.45542 	 -0.76989 	0.45490 	 -0.78243 	0.45438 	 -0.74781 	0.45490 	 -0.71635 	0.45542 	 -0.68078 	0.45490 	 -0.69755 	 
0.45669 	 -0.69641 	0.45620 	 -0.74461 	0.45669 	 -0.76889 	0.45719 	 -0.77164 	0.45669 	 -0.78478 	0.45620 	 -0.74790 	0.45669 	 -0.71593 	0.45719 	 -0.68489 	0.45669 	 -0.69641 	 
0.45844 	 -0.69632 	0.45797 	 -0.74416 	0.45844 	 -0.76992 	0.45890 	 -0.77372 	0.45844 	 -0.78696 	0.45797 	 -0.74725 	0.45844 	 -0.71595 	0.45890 	 -0.68781 	0.45844 	 -0.69632 	 
0.46014 	 -0.69653 	0.45970 	 -0.74456 	0.46014 	 -0.77047 	0.46058 	 -0.77629 	0.46014 	 -0.78710 	0.45970 	 -0.74638 	0.46014 	 -0.71687 	0.46058 	 -0.68978 	0.46014 	 -0.69653 	 
0.46179 	 -0.69686 	0.46138 	 -0.74521 	0.46179 	 -0.77145 	0.46221 	 -0.77873 	0.46179 	 -0.78523 	0.46138 	 -0.74624 	0.46179 	 -0.71847 	0.46221 	 -0.69127 	0.46179 	 -0.69686 	 
0.46340 	 -0.69836 	0.46301 	 -0.74570 	0.46340 	 -0.77330 	0.46379 	 -0.78092 	0.46340 	 -0.78323 	0.46301 	 -0.74694 	0.46340 	 -0.71986 	0.46379 	 -0.69280 	0.46340 	 -0.69836 	 
0.46496 	 -0.70153 	0.46460 	 -0.74643 	0.46496 	 -0.77546 	0.46533 	 -0.78304 	0.46496 	 -0.78262 	0.46460 	 -0.74787 	0.46496 	 -0.72055 	0.46533 	 -0.69521 	0.46496 	 -0.70153 	 
0.46648 	 -0.70573 	0.46614 	 -0.74789 	0.46648 	 -0.77689 	0.46683 	 -0.78497 	0.46648 	 -0.78363 	0.46614 	 -0.74874 	0.46648 	 -0.72126 	0.46683 	 -0.69889 	0.46648 	 -0.70573 	 
0.46796 	 -0.71010 	0.46764 	 -0.74962 	0.46796 	 -0.77772 	0.46828 	 -0.78675 	0.46796 	 -0.78469 	0.46764 	 -0.74933 	0.46796 	 -0.72285 	0.46828 	 -0.70274 	0.46796 	 -0.71010 	 
0.46939 	 -0.71390 	0.46909 	 -0.75040 	0.46939 	 -0.77868 	0.46969 	 -0.78846 	0.46939 	 -0.78506 	0.46909 	 -0.74970 	0.46939 	 -0.72510 	0.46969 	 -0.70608 	0.46939 	 -0.71390 	 
0.47078 	 -0.71650 	0.47050 	 -0.75008 	0.47078 	 -0.77875 	0.47106 	 -0.79003 	0.47078 	 -0.78608 	0.47050 	 -0.75030 	0.47078 	 -0.72629 	0.47106 	 -0.70867 	0.47078 	 -0.71650 	 
0.47213 	 -0.71804 	0.47186 	 -0.74928 	0.47213 	 -0.77721 	0.47239 	 -0.79150 	0.47213 	 -0.78809 	0.47186 	 -0.75139 	0.47213 	 -0.72474 	0.47239 	 -0.70991 	0.47213 	 -0.71804 	 
0.47343 	 -0.71922 	0.47319 	 -0.74821 	0.47343 	 -0.77555 	0.47367 	 -0.79271 	0.47343 	 -0.78943 	0.47319 	 -0.75301 	0.47343 	 -0.72147 	0.47367 	 -0.71013 	0.47343 	 -0.71922 	 
0.47469 	 -0.72048 	0.47447 	 -0.74699 	0.47469 	 -0.77436 	0.47492 	 -0.79346 	0.47469 	 -0.78898 	0.47447 	 -0.75545 	0.47469 	 -0.71903 	0.47492 	 -0.71009 	0.47469 	 -0.72048 	 
0.47591 	 -0.72176 	0.47571 	 -0.74600 	0.47591 	 -0.77297 	0.47613 	 -0.79386 	0.47591 	 -0.78818 	0.47571 	 -0.75818 	0.47591 	 -0.71828 	0.47613 	 -0.70982 	0.47591 	 -0.72176 	 
0.47710 	 -0.72275 	0.47690 	 -0.74563 	0.47710 	 -0.77139 	0.47729 	 -0.79409 	0.47710 	 -0.78835 	0.47690 	 -0.75997 	0.47710 	 -0.71852 	0.47729 	 -0.70910 	0.47710 	 -0.72275 	 
0.47824 	 -0.72332 	0.47806 	 -0.74568 	0.47824 	 -0.76981 	0.47842 	 -0.79420 	0.47824 	 -0.78856 	0.47806 	 -0.76079 	0.47824 	 -0.71899 	0.47842 	 -0.70756 	0.47824 	 -0.72332 	 
0.47935 	 -0.72370 	0.47918 	 -0.74538 	0.47935 	 -0.76837 	0.47951 	 -0.79416 	0.47935 	 -0.78823 	0.47918 	 -0.76146 	0.47935 	 -0.71942 	0.47951 	 -0.70539 	0.47935 	 -0.72370 	 
0.48041 	 -0.72390 	0.48026 	 -0.74407 	0.48041 	 -0.76717 	0.48056 	 -0.79402 	0.48041 	 -0.78768 	0.48026 	 -0.76219 	0.48041 	 -0.71951 	0.48056 	 -0.70325 	0.48041 	 -0.72390 	 
0.48144 	 -0.72384 	0.48130 	 -0.74167 	0.48144 	 -0.76615 	0.48158 	 -0.79382 	0.48144 	 -0.78697 	0.48130 	 -0.76214 	0.48144 	 -0.71891 	0.48158 	 -0.70155 	0.48144 	 -0.72384 	 
0.48243 	 -0.72355 	0.48231 	 -0.73880 	0.48243 	 -0.76526 	0.48256 	 -0.79350 	0.48243 	 -0.78626 	0.48231 	 -0.76131 	0.48243 	 -0.71771 	0.48256 	 -0.70037 	0.48243 	 -0.72355 	 
0.48339 	 -0.72303 	0.48328 	 -0.73614 	0.48339 	 -0.76450 	0.48350 	 -0.79305 	0.48339 	 -0.78570 	0.48328 	 -0.76097 	0.48339 	 -0.71626 	0.48350 	 -0.69950 	0.48339 	 -0.72303 	 
0.48431 	 -0.72235 	0.48421 	 -0.73380 	0.48431 	 -0.76383 	0.48441 	 -0.79244 	0.48431 	 -0.78515 	0.48421 	 -0.76131 	0.48431 	 -0.71483 	0.48441 	 -0.69871 	0.48431 	 -0.72235 	 
0.48520 	 -0.72151 	0.48511 	 -0.73159 	0.48520 	 -0.76312 	0.48529 	 -0.79165 	0.48520 	 -0.78449 	0.48511 	 -0.76170 	0.48520 	 -0.71321 	0.48529 	 -0.69779 	0.48520 	 -0.72151 	 
0.48605 	 -0.72067 	0.48597 	 -0.72937 	0.48605 	 -0.76232 	0.48614 	 -0.79077 	0.48605 	 -0.78374 	0.48597 	 -0.76201 	0.48605 	 -0.71098 	0.48614 	 -0.69654 	0.48605 	 -0.72067 	 
0.48688 	 -0.72002 	0.48680 	 -0.72713 	0.48688 	 -0.76144 	0.48695 	 -0.78983 	0.48688 	 -0.78299 	0.48680 	 -0.76226 	0.48688 	 -0.70845 	0.48695 	 -0.69498 	0.48688 	 -0.72002 	 
0.48767 	 -0.71976 	0.48760 	 -0.72494 	0.48767 	 -0.76051 	0.48773 	 -0.78885 	0.48767 	 -0.78228 	0.48760 	 -0.76241 	0.48767 	 -0.70610 	0.48773 	 -0.69333 	0.48767 	 -0.71976 	 
0.48843 	 -0.71991 	0.48837 	 -0.72283 	0.48843 	 -0.75958 	0.48849 	 -0.78767 	0.48843 	 -0.78162 	0.48837 	 -0.76241 	0.48843 	 -0.70392 	0.48849 	 -0.69177 	0.48843 	 -0.71991 	 
0.48916 	 -0.72012 	0.48911 	 -0.72079 	0.48916 	 -0.75860 	0.48921 	 -0.78600 	0.48916 	 -0.78095 	0.48911 	 -0.76228 	0.48916 	 -0.70186 	0.48921 	 -0.69029 	0.48916 	 -0.72012 	 
0.48986 	 -0.71999 	0.48981 	 -0.71885 	0.48986 	 -0.75763 	0.48990 	 -0.78407 	0.48986 	 -0.78023 	0.48981 	 -0.76210 	0.48986 	 -0.70007 	0.48990 	 -0.68888 	0.48986 	 -0.71999 	 
0.49053 	 -0.71925 	0.49049 	 -0.71691 	0.49053 	 -0.75658 	0.49057 	 -0.78215 	0.49053 	 -0.77936 	0.49049 	 -0.76174 	0.49053 	 -0.69851 	0.49057 	 -0.68748 	0.49053 	 -0.71925 	 
0.49118 	 -0.71803 	0.49115 	 -0.71496 	0.49118 	 -0.75550 	0.49121 	 -0.78047 	0.49118 	 -0.77839 	0.49115 	 -0.76131 	0.49118 	 -0.69730 	0.49121 	 -0.68631 	0.49118 	 -0.71803 	 
0.49180 	 -0.71664 	0.49177 	 -0.71302 	0.49180 	 -0.75436 	0.49183 	 -0.77905 	0.49180 	 -0.77734 	0.49177 	 -0.76080 	0.49180 	 -0.69644 	0.49183 	 -0.68548 	0.49180 	 -0.71664 	 
0.49240 	 -0.71527 	0.49237 	 -0.71113 	0.49240 	 -0.75315 	0.49242 	 -0.77787 	0.49240 	 -0.77619 	0.49237 	 -0.76022 	0.49240 	 -0.69586 	0.49242 	 -0.68495 	0.49240 	 -0.71527 	 
0.49297 	 -0.71403 	0.49295 	 -0.70939 	0.49297 	 -0.75201 	0.49299 	 -0.77704 	0.49297 	 -0.77512 	0.49295 	 -0.75972 	0.49297 	 -0.69566 	0.49299 	 -0.68471 	0.49297 	 -0.71403 	 
0.49352 	 -0.71268 	0.49351 	 -0.70756 	0.49352 	 -0.75074 	0.49354 	 -0.77621 	0.49352 	 -0.77393 	0.49351 	 -0.75905 	0.49352 	 -0.69566 	0.49354 	 -0.68453 	0.49352 	 -0.71268 	 
0.49406 	 -0.71154 	0.49404 	 -0.70588 	0.49406 	 -0.74966 	0.49407 	 -0.77574 	0.49406 	 -0.77297 	0.49404 	 -0.75861 	0.49406 	 -0.69621 	0.49407 	 -0.68471 	0.49406 	 -0.71154 	 
0.49457 	 -0.71037 	0.49455 	 -0.70397 	0.49457 	 -0.74843 	0.49458 	 -0.77509 	0.49457 	 -0.77190 	0.49455 	 -0.75796 	0.49457 	 -0.69695 	0.49458 	 -0.68487 	0.49457 	 -0.71037 	 
0.49506 	 -0.70947 	0.49505 	 -0.70214 	0.49506 	 -0.74740 	0.49507 	 -0.77464 	0.49506 	 -0.77105 	0.49505 	 -0.75744 	0.49506 	 -0.69808 	0.49507 	 -0.68535 	0.49506 	 -0.70947 	 
0.49553 	 -0.70865 	0.49553 	 -0.70031 	0.49553 	 -0.74644 	0.49554 	 -0.77414 	0.49553 	 -0.77032 	0.49553 	 -0.75683 	0.49553 	 -0.69934 	0.49554 	 -0.68591 	0.49553 	 -0.70865 	 
0.49599 	 -0.70768 	0.49599 	 -0.69846 	0.49599 	 -0.74539 	0.49600 	 -0.77338 	0.49599 	 -0.76952 	0.49599 	 -0.75595 	0.49599 	 -0.70043 	0.49600 	 -0.68633 	0.49599 	 -0.70768 	 
0.49644 	 -0.70716 	0.49643 	 -0.69716 	0.49644 	 -0.74496 	0.49644 	 -0.77314 	0.49644 	 -0.76939 	0.49643 	 -0.75562 	0.49644 	 -0.70194 	0.49644 	 -0.68718 	0.49644 	 -0.70716 	 
0.49687 	 -0.70597 	0.49686 	 -0.69527 	0.49687 	 -0.74388 	0.49687 	 -0.77191 	0.49687 	 -0.76858 	0.49686 	 -0.75445 	0.49687 	 -0.70263 	0.49687 	 -0.68723 	0.49687 	 -0.70597 	 
0.49728 	 -0.70567 	0.49728 	 -0.69437 	0.49728 	 -0.74384 	0.49729 	 -0.77185 	0.49728 	 -0.76892 	0.49728 	 -0.75446 	0.49728 	 -0.70398 	0.49729 	 -0.68821 	0.49728 	 -0.70567 	 
0.49769 	 -0.70465 	0.49769 	 -0.69282 	0.49769 	 -0.74308 	0.49769 	 -0.77069 	0.49769 	 -0.76850 	0.49769 	 -0.75348 	0.49769 	 -0.70433 	0.49769 	 -0.68832 	0.49769 	 -0.70465 	 
0.49809 	 -0.70393 	0.49809 	 -0.69166 	0.49809 	 -0.74254 	0.49809 	 -0.76995 	0.49809 	 -0.76825 	0.49809 	 -0.75283 	0.49809 	 -0.70441 	0.49809 	 -0.68885 	0.49809 	 -0.70393 	 
0.49848 	 -0.70444 	0.49848 	 -0.69151 	0.49848 	 -0.74338 	0.49848 	 -0.77055 	0.49848 	 -0.76950 	0.49848 	 -0.75339 	0.49848 	 -0.70555 	0.49848 	 -0.69044 	0.49848 	 -0.70444 	 
0.49887 	 -0.70220 	0.49887 	 -0.68873 	0.49887 	 -0.74092 	0.49887 	 -0.76733 	0.49887 	 -0.76701 	0.49887 	 -0.75023 	0.49887 	 -0.70346 	0.49887 	 -0.68920 	0.49887 	 -0.70220 	 
0.49925 	 -0.70826 	0.49925 	 -0.69350 	0.49925 	 -0.74764 	0.49925 	 -0.77493 	0.49925 	 -0.77450 	0.49925 	 -0.75720 	0.49925 	 -0.70954 	0.49925 	 -0.69620 	0.49925 	 -0.70826 	 
0.49962 	 -0.70810 	0.49962 	 -0.69248 	0.49962 	 -0.74697 	0.49962 	 -0.77374 	0.49962 	 -0.77375 	0.49962 	 -0.75612 	0.49962 	 -0.71021 	0.49962 	 -0.69786 	0.49962 	 -0.70810 	 
0.50000 	 -0.71699 	0.50000 	 -0.70015 	0.50000 	 -0.75511 	0.50000 	 -0.78126 	0.50000 	 -0.78136 	0.50000 	 -0.76263 	0.50000 	 -0.72121 	0.50000 	 -0.71034 	0.50000 	 -0.71699 	 
