x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	
0.26914 	 -0.00501 	0.26543 	 -0.00412 	0.26914 	 -0.00336 	0.27287 	 -0.00411 	0.26914 	 -0.00314 	0.26543 	 -0.00356 	0.26914 	 -0.00430 	0.27287 	 -0.00503 	0.26914 	 -0.00501 	 
0.27361 	 -0.00498 	0.26997 	 -0.00408 	0.27361 	 -0.00336 	0.27725 	 -0.00436 	0.27361 	 -0.00319 	0.26997 	 -0.00357 	0.27361 	 -0.00450 	0.27725 	 -0.00501 	0.27361 	 -0.00498 	 
0.27804 	 -0.00484 	0.27448 	 -0.00407 	0.27804 	 -0.00341 	0.28161 	 -0.00449 	0.27804 	 -0.00324 	0.27448 	 -0.00353 	0.27804 	 -0.00465 	0.28161 	 -0.00492 	0.27804 	 -0.00484 	 
0.28243 	 -0.00466 	0.27895 	 -0.00417 	0.28243 	 -0.00346 	0.28592 	 -0.00447 	0.28243 	 -0.00334 	0.27895 	 -0.00352 	0.28243 	 -0.00467 	0.28592 	 -0.00483 	0.28243 	 -0.00466 	 
0.28679 	 -0.00462 	0.28338 	 -0.00431 	0.28679 	 -0.00340 	0.29020 	 -0.00437 	0.28679 	 -0.00348 	0.28338 	 -0.00363 	0.28679 	 -0.00459 	0.29020 	 -0.00483 	0.28679 	 -0.00462 	 
0.29110 	 -0.00476 	0.28778 	 -0.00436 	0.29110 	 -0.00323 	0.29444 	 -0.00438 	0.29110 	 -0.00359 	0.28778 	 -0.00381 	0.29110 	 -0.00452 	0.29444 	 -0.00482 	0.29110 	 -0.00476 	 
0.29538 	 -0.00494 	0.29213 	 -0.00430 	0.29538 	 -0.00315 	0.29864 	 -0.00455 	0.29538 	 -0.00368 	0.29213 	 -0.00389 	0.29538 	 -0.00448 	0.29864 	 -0.00469 	0.29538 	 -0.00494 	 
0.29962 	 -0.00501 	0.29644 	 -0.00423 	0.29962 	 -0.00318 	0.30280 	 -0.00466 	0.29962 	 -0.00382 	0.29644 	 -0.00390 	0.29962 	 -0.00443 	0.30280 	 -0.00450 	0.29962 	 -0.00501 	 
0.30381 	 -0.00496 	0.30071 	 -0.00423 	0.30381 	 -0.00322 	0.30692 	 -0.00443 	0.30381 	 -0.00399 	0.30071 	 -0.00396 	0.30381 	 -0.00431 	0.30692 	 -0.00443 	0.30381 	 -0.00496 	 
0.30797 	 -0.00489 	0.30494 	 -0.00421 	0.30797 	 -0.00328 	0.31100 	 -0.00396 	0.30797 	 -0.00418 	0.30494 	 -0.00405 	0.30797 	 -0.00415 	0.31100 	 -0.00448 	0.30797 	 -0.00489 	 
0.31208 	 -0.00481 	0.30912 	 -0.00412 	0.31208 	 -0.00340 	0.31504 	 -0.00362 	0.31208 	 -0.00429 	0.30912 	 -0.00399 	0.31208 	 -0.00400 	0.31504 	 -0.00448 	0.31208 	 -0.00481 	 
0.31615 	 -0.00459 	0.31327 	 -0.00400 	0.31615 	 -0.00350 	0.31904 	 -0.00356 	0.31615 	 -0.00424 	0.31327 	 -0.00374 	0.31615 	 -0.00381 	0.31904 	 -0.00437 	0.31615 	 -0.00459 	 
0.32018 	 -0.00419 	0.31737 	 -0.00400 	0.32018 	 -0.00350 	0.32300 	 -0.00350 	0.32018 	 -0.00406 	0.31737 	 -0.00352 	0.32018 	 -0.00361 	0.32300 	 -0.00421 	0.32018 	 -0.00419 	 
0.32417 	 -0.00376 	0.32142 	 -0.00407 	0.32417 	 -0.00337 	0.32692 	 -0.00319 	0.32417 	 -0.00385 	0.32142 	 -0.00347 	0.32417 	 -0.00353 	0.32692 	 -0.00413 	0.32417 	 -0.00376 	 
0.32811 	 -0.00357 	0.32544 	 -0.00409 	0.32811 	 -0.00314 	0.33079 	 -0.00280 	0.32811 	 -0.00368 	0.32544 	 -0.00349 	0.32811 	 -0.00368 	0.33079 	 -0.00414 	0.32811 	 -0.00357 	 
0.33201 	 -0.00359 	0.32941 	 -0.00407 	0.33201 	 -0.00294 	0.33463 	 -0.00260 	0.33201 	 -0.00347 	0.32941 	 -0.00351 	0.33201 	 -0.00399 	0.33463 	 -0.00412 	0.33201 	 -0.00359 	 
0.33587 	 -0.00367 	0.33333 	 -0.00404 	0.33587 	 -0.00301 	0.33841 	 -0.00252 	0.33587 	 -0.00323 	0.33333 	 -0.00356 	0.33587 	 -0.00429 	0.33841 	 -0.00400 	0.33587 	 -0.00367 	 
0.33968 	 -0.00369 	0.33721 	 -0.00388 	0.33968 	 -0.00336 	0.34216 	 -0.00231 	0.33968 	 -0.00310 	0.33721 	 -0.00360 	0.33968 	 -0.00440 	0.34216 	 -0.00380 	0.33968 	 -0.00369 	 
0.34345 	 -0.00360 	0.34104 	 -0.00358 	0.34345 	 -0.00371 	0.34586 	 -0.00207 	0.34345 	 -0.00315 	0.34104 	 -0.00356 	0.34345 	 -0.00426 	0.34586 	 -0.00363 	0.34345 	 -0.00360 	 
0.34717 	 -0.00339 	0.34483 	 -0.00342 	0.34717 	 -0.00391 	0.34952 	 -0.00212 	0.34717 	 -0.00321 	0.34483 	 -0.00347 	0.34717 	 -0.00407 	0.34952 	 -0.00350 	0.34717 	 -0.00339 	 
0.35085 	 -0.00311 	0.34857 	 -0.00355 	0.35085 	 -0.00395 	0.35313 	 -0.00230 	0.35085 	 -0.00310 	0.34857 	 -0.00338 	0.35085 	 -0.00402 	0.35313 	 -0.00325 	0.35085 	 -0.00311 	 
0.35448 	 -0.00294 	0.35226 	 -0.00371 	0.35448 	 -0.00383 	0.35669 	 -0.00233 	0.35448 	 -0.00290 	0.35226 	 -0.00333 	0.35448 	 -0.00400 	0.35669 	 -0.00296 	0.35448 	 -0.00294 	 
0.35806 	 -0.00301 	0.35591 	 -0.00355 	0.35806 	 -0.00381 	0.36022 	 -0.00230 	0.35806 	 -0.00260 	0.35591 	 -0.00333 	0.35806 	 -0.00396 	0.36022 	 -0.00299 	0.35806 	 -0.00301 	 
0.36160 	 -0.00313 	0.35951 	 -0.00300 	0.36160 	 -0.00416 	0.36369 	 -0.00240 	0.36160 	 -0.00213 	0.35951 	 -0.00335 	0.36160 	 -0.00397 	0.36369 	 -0.00331 	0.36160 	 -0.00313 	 
0.36509 	 -0.00305 	0.36306 	 -0.00229 	0.36509 	 -0.00449 	0.36712 	 -0.00259 	0.36509 	 -0.00175 	0.36306 	 -0.00332 	0.36509 	 -0.00391 	0.36712 	 -0.00357 	0.36509 	 -0.00305 	 
0.36854 	 -0.00289 	0.36656 	 -0.00172 	0.36854 	 -0.00427 	0.37051 	 -0.00283 	0.36854 	 -0.00185 	0.36656 	 -0.00319 	0.36854 	 -0.00366 	0.37051 	 -0.00368 	0.36854 	 -0.00289 	 
0.37193 	 -0.00291 	0.37002 	 -0.00155 	0.37193 	 -0.00365 	0.37385 	 -0.00298 	0.37193 	 -0.00228 	0.37002 	 -0.00289 	0.37193 	 -0.00328 	0.37385 	 -0.00369 	0.37193 	 -0.00291 	 
0.37528 	 -0.00302 	0.37343 	 -0.00175 	0.37528 	 -0.00301 	0.37714 	 -0.00291 	0.37528 	 -0.00271 	0.37343 	 -0.00254 	0.37528 	 -0.00285 	0.37714 	 -0.00355 	0.37528 	 -0.00302 	 
0.37858 	 -0.00310 	0.37679 	 -0.00193 	0.37858 	 -0.00253 	0.38038 	 -0.00266 	0.37858 	 -0.00312 	0.37679 	 -0.00234 	0.37858 	 -0.00251 	0.38038 	 -0.00324 	0.37858 	 -0.00310 	 
0.38184 	 -0.00305 	0.38010 	 -0.00186 	0.38184 	 -0.00226 	0.38358 	 -0.00224 	0.38184 	 -0.00327 	0.38010 	 -0.00223 	0.38184 	 -0.00249 	0.38358 	 -0.00297 	0.38184 	 -0.00305 	 
0.38504 	 -0.00287 	0.38336 	 -0.00178 	0.38504 	 -0.00207 	0.38673 	 -0.00169 	0.38504 	 -0.00277 	0.38336 	 -0.00201 	0.38504 	 -0.00275 	0.38673 	 -0.00292 	0.38504 	 -0.00287 	 
0.38820 	 -0.00270 	0.38657 	 -0.00192 	0.38820 	 -0.00170 	0.38983 	 -0.00119 	0.38820 	 -0.00189 	0.38657 	 -0.00183 	0.38820 	 -0.00303 	0.38983 	 -0.00294 	0.38820 	 -0.00270 	 
0.39131 	 -0.00275 	0.38973 	 -0.00223 	0.39131 	 -0.00118 	0.39289 	 -0.00087 	0.39131 	 -0.00135 	0.38973 	 -0.00174 	0.39131 	 -0.00318 	0.39289 	 -0.00281 	0.39131 	 -0.00275 	 
0.39437 	 -0.00297 	0.39284 	 -0.00243 	0.39437 	 -0.00080 	0.39590 	 -0.00079 	0.39437 	 -0.00122 	0.39284 	 -0.00160 	0.39437 	 -0.00320 	0.39590 	 -0.00258 	0.39437 	 -0.00297 	 
0.39738 	 -0.00310 	0.39591 	 -0.00244 	0.39738 	 -0.00068 	0.39886 	 -0.00088 	0.39738 	 -0.00117 	0.39591 	 -0.00142 	0.39738 	 -0.00301 	0.39886 	 -0.00243 	0.39738 	 -0.00310 	 
0.40034 	 -0.00286 	0.39892 	 -0.00243 	0.40034 	 -0.00061 	0.40177 	 -0.00072 	0.40034 	 -0.00121 	0.39892 	 -0.00133 	0.40034 	 -0.00245 	0.40177 	 -0.00235 	0.40034 	 -0.00286 	 
0.40325 	 -0.00237 	0.40188 	 -0.00245 	0.40325 	 -0.00042 	0.40463 	 -0.00017 	0.40325 	 -0.00103 	0.40188 	 -0.00133 	0.40325 	 -0.00171 	0.40463 	 -0.00218 	0.40325 	 -0.00237 	 
0.40612 	 -0.00202 	0.40480 	 -0.00235 	0.40612 	 -0.00016 	0.40745 	 0.00025 	0.40612 	 -0.00042 	0.40480 	 -0.00141 	0.40612 	 -0.00117 	0.40745 	 -0.00196 	0.40612 	 -0.00202 	 
0.40893 	 -0.00200 	0.40766 	 -0.00209 	0.40893 	 -0.00005 	0.41021 	 0.00011 	0.40893 	 -0.00003 	0.40766 	 -0.00158 	0.40893 	 -0.00085 	0.41021 	 -0.00201 	0.40893 	 -0.00200 	 
0.41170 	 -0.00207 	0.41047 	 -0.00185 	0.41170 	 -0.00026 	0.41293 	 -0.00033 	0.41170 	 -0.00036 	0.41047 	 -0.00175 	0.41170 	 -0.00052 	0.41293 	 -0.00237 	0.41170 	 -0.00207 	 
0.41441 	 -0.00199 	0.41323 	 -0.00178 	0.41441 	 -0.00056 	0.41560 	 -0.00063 	0.41441 	 -0.00083 	0.41323 	 -0.00181 	0.41441 	 -0.00020 	0.41560 	 -0.00254 	0.41441 	 -0.00199 	 
0.41708 	 -0.00171 	0.41594 	 -0.00178 	0.41708 	 -0.00038 	0.41822 	 -0.00063 	0.41708 	 -0.00105 	0.41594 	 -0.00179 	0.41708 	 -0.00001 	0.41822 	 -0.00237 	0.41708 	 -0.00171 	 
0.41970 	 -0.00124 	0.41860 	 -0.00164 	0.41970 	 0.00024 	0.42079 	 -0.00039 	0.41970 	 -0.00113 	0.41860 	 -0.00175 	0.41970 	 0.00009 	0.42079 	 -0.00212 	0.41970 	 -0.00124 	 
0.42226 	 -0.00076 	0.42121 	 -0.00127 	0.42226 	 0.00068 	0.42332 	 -0.00017 	0.42226 	 -0.00105 	0.42121 	 -0.00157 	0.42226 	 0.00010 	0.42332 	 -0.00187 	0.42226 	 -0.00076 	 
0.42478 	 -0.00042 	0.42377 	 -0.00075 	0.42478 	 0.00074 	0.42579 	 -0.00010 	0.42478 	 -0.00078 	0.42377 	 -0.00118 	0.42478 	 -0.00010 	0.42579 	 -0.00152 	0.42478 	 -0.00042 	 
0.42725 	 -0.00019 	0.42628 	 -0.00020 	0.42725 	 0.00072 	0.42822 	 -0.00001 	0.42725 	 -0.00056 	0.42628 	 -0.00063 	0.42725 	 -0.00041 	0.42822 	 -0.00108 	0.42725 	 -0.00019 	 
0.42967 	 -0.00013 	0.42874 	 0.00031 	0.42967 	 0.00075 	0.43060 	 0.00025 	0.42967 	 -0.00040 	0.42874 	 -0.00009 	0.42967 	 -0.00049 	0.43060 	 -0.00068 	0.42967 	 -0.00013 	 
0.43204 	 -0.00025 	0.43115 	 0.00070 	0.43204 	 0.00068 	0.43293 	 0.00060 	0.43204 	 -0.00009 	0.43115 	 0.00030 	0.43204 	 -0.00029 	0.43293 	 -0.00033 	0.43204 	 -0.00025 	 
0.43436 	 -0.00032 	0.43351 	 0.00084 	0.43436 	 0.00051 	0.43521 	 0.00092 	0.43436 	 0.00034 	0.43351 	 0.00047 	0.43436 	 0.00000 	0.43521 	 0.00009 	0.43436 	 -0.00032 	 
0.43663 	 -0.00034 	0.43582 	 0.00080 	0.43663 	 0.00045 	0.43745 	 0.00121 	0.43663 	 0.00061 	0.43582 	 0.00055 	0.43663 	 0.00025 	0.43745 	 0.00051 	0.43663 	 -0.00034 	 
0.43885 	 -0.00050 	0.43808 	 0.00082 	0.43885 	 0.00061 	0.43963 	 0.00159 	0.43885 	 0.00068 	0.43808 	 0.00070 	0.43885 	 0.00039 	0.43963 	 0.00082 	0.43885 	 -0.00050 	 
0.44103 	 -0.00065 	0.44029 	 0.00102 	0.44103 	 0.00085 	0.44177 	 0.00203 	0.44103 	 0.00077 	0.44029 	 0.00090 	0.44103 	 0.00052 	0.44177 	 0.00106 	0.44103 	 -0.00065 	 
0.44315 	 -0.00058 	0.44245 	 0.00108 	0.44315 	 0.00109 	0.44386 	 0.00248 	0.44315 	 0.00101 	0.44245 	 0.00105 	0.44315 	 0.00080 	0.44386 	 0.00126 	0.44315 	 -0.00058 	 
0.44523 	 -0.00034 	0.44456 	 0.00093 	0.44523 	 0.00138 	0.44591 	 0.00293 	0.44523 	 0.00136 	0.44456 	 0.00118 	0.44523 	 0.00117 	0.44591 	 0.00149 	0.44523 	 -0.00034 	 
0.44726 	 -0.00010 	0.44662 	 0.00103 	0.44726 	 0.00169 	0.44790 	 0.00338 	0.44726 	 0.00169 	0.44662 	 0.00141 	0.44726 	 0.00136 	0.44790 	 0.00190 	0.44726 	 -0.00010 	 
0.44924 	 0.00013 	0.44863 	 0.00152 	0.44924 	 0.00194 	0.44985 	 0.00353 	0.44924 	 0.00195 	0.44863 	 0.00164 	0.44924 	 0.00139 	0.44985 	 0.00247 	0.44924 	 0.00013 	 
0.45117 	 0.00037 	0.45060 	 0.00188 	0.45117 	 0.00215 	0.45176 	 0.00329 	0.45117 	 0.00213 	0.45060 	 0.00171 	0.45117 	 0.00146 	0.45176 	 0.00304 	0.45117 	 0.00037 	 
0.45306 	 0.00064 	0.45251 	 0.00187 	0.45306 	 0.00233 	0.45361 	 0.00297 	0.45306 	 0.00225 	0.45251 	 0.00157 	0.45306 	 0.00165 	0.45361 	 0.00347 	0.45306 	 0.00064 	 
0.45490 	 0.00097 	0.45438 	 0.00183 	0.45490 	 0.00243 	0.45542 	 0.00288 	0.45490 	 0.00235 	0.45438 	 0.00129 	0.45490 	 0.00187 	0.45542 	 0.00364 	0.45490 	 0.00097 	 
0.45669 	 0.00136 	0.45620 	 0.00198 	0.45669 	 0.00239 	0.45719 	 0.00299 	0.45669 	 0.00239 	0.45620 	 0.00100 	0.45669 	 0.00217 	0.45719 	 0.00355 	0.45669 	 0.00136 	 
0.45844 	 0.00171 	0.45797 	 0.00223 	0.45844 	 0.00233 	0.45890 	 0.00313 	0.45844 	 0.00233 	0.45797 	 0.00088 	0.45844 	 0.00257 	0.45890 	 0.00331 	0.45844 	 0.00171 	 
0.46014 	 0.00202 	0.45970 	 0.00240 	0.46014 	 0.00242 	0.46058 	 0.00317 	0.46014 	 0.00229 	0.45970 	 0.00101 	0.46014 	 0.00295 	0.46058 	 0.00305 	0.46014 	 0.00202 	 
0.46179 	 0.00240 	0.46138 	 0.00245 	0.46179 	 0.00268 	0.46221 	 0.00313 	0.46179 	 0.00245 	0.46138 	 0.00130 	0.46179 	 0.00314 	0.46221 	 0.00286 	0.46179 	 0.00240 	 
0.46340 	 0.00288 	0.46301 	 0.00252 	0.46340 	 0.00295 	0.46379 	 0.00308 	0.46340 	 0.00282 	0.46301 	 0.00154 	0.46340 	 0.00313 	0.46379 	 0.00284 	0.46340 	 0.00288 	 
0.46496 	 0.00334 	0.46460 	 0.00266 	0.46496 	 0.00301 	0.46533 	 0.00303 	0.46496 	 0.00318 	0.46460 	 0.00165 	0.46496 	 0.00311 	0.46533 	 0.00315 	0.46496 	 0.00334 	 
0.46648 	 0.00364 	0.46614 	 0.00278 	0.46648 	 0.00288 	0.46683 	 0.00296 	0.46648 	 0.00336 	0.46614 	 0.00168 	0.46648 	 0.00323 	0.46683 	 0.00362 	0.46648 	 0.00364 	 
0.46796 	 0.00370 	0.46764 	 0.00270 	0.46796 	 0.00271 	0.46828 	 0.00292 	0.46796 	 0.00349 	0.46764 	 0.00172 	0.46796 	 0.00339 	0.46828 	 0.00390 	0.46796 	 0.00370 	 
0.46939 	 0.00356 	0.46909 	 0.00249 	0.46939 	 0.00247 	0.46969 	 0.00290 	0.46939 	 0.00373 	0.46909 	 0.00187 	0.46939 	 0.00326 	0.46969 	 0.00388 	0.46939 	 0.00356 	 
0.47078 	 0.00332 	0.47050 	 0.00238 	0.47078 	 0.00216 	0.47106 	 0.00292 	0.47078 	 0.00392 	0.47050 	 0.00209 	0.47078 	 0.00281 	0.47106 	 0.00361 	0.47078 	 0.00332 	 
0.47213 	 0.00311 	0.47186 	 0.00244 	0.47213 	 0.00199 	0.47239 	 0.00297 	0.47213 	 0.00379 	0.47186 	 0.00231 	0.47213 	 0.00246 	0.47239 	 0.00313 	0.47213 	 0.00311 	 
0.47343 	 0.00302 	0.47319 	 0.00253 	0.47343 	 0.00195 	0.47367 	 0.00298 	0.47343 	 0.00345 	0.47319 	 0.00258 	0.47343 	 0.00249 	0.47367 	 0.00263 	0.47343 	 0.00302 	 
0.47469 	 0.00302 	0.47447 	 0.00266 	0.47469 	 0.00189 	0.47492 	 0.00292 	0.47469 	 0.00326 	0.47447 	 0.00287 	0.47469 	 0.00277 	0.47492 	 0.00228 	0.47469 	 0.00302 	 
0.47591 	 0.00299 	0.47571 	 0.00282 	0.47591 	 0.00182 	0.47613 	 0.00283 	0.47591 	 0.00325 	0.47571 	 0.00295 	0.47591 	 0.00306 	0.47613 	 0.00204 	0.47591 	 0.00299 	 
0.47710 	 0.00291 	0.47690 	 0.00287 	0.47710 	 0.00177 	0.47729 	 0.00272 	0.47710 	 0.00317 	0.47690 	 0.00280 	0.47710 	 0.00322 	0.47729 	 0.00186 	0.47710 	 0.00291 	 
0.47824 	 0.00283 	0.47806 	 0.00272 	0.47824 	 0.00172 	0.47842 	 0.00261 	0.47824 	 0.00299 	0.47806 	 0.00269 	0.47824 	 0.00324 	0.47842 	 0.00177 	0.47824 	 0.00283 	 
0.47935 	 0.00278 	0.47918 	 0.00242 	0.47935 	 0.00168 	0.47951 	 0.00249 	0.47935 	 0.00286 	0.47918 	 0.00266 	0.47935 	 0.00313 	0.47951 	 0.00181 	0.47935 	 0.00278 	 
0.48041 	 0.00272 	0.48026 	 0.00208 	0.48041 	 0.00166 	0.48056 	 0.00238 	0.48041 	 0.00279 	0.48026 	 0.00250 	0.48041 	 0.00289 	0.48056 	 0.00197 	0.48041 	 0.00272 	 
0.48144 	 0.00264 	0.48130 	 0.00180 	0.48144 	 0.00163 	0.48158 	 0.00229 	0.48144 	 0.00273 	0.48130 	 0.00234 	0.48144 	 0.00255 	0.48158 	 0.00214 	0.48144 	 0.00264 	 
0.48243 	 0.00257 	0.48231 	 0.00168 	0.48243 	 0.00161 	0.48256 	 0.00221 	0.48243 	 0.00268 	0.48231 	 0.00241 	0.48243 	 0.00228 	0.48256 	 0.00224 	0.48243 	 0.00257 	 
0.48339 	 0.00253 	0.48328 	 0.00166 	0.48339 	 0.00160 	0.48350 	 0.00214 	0.48339 	 0.00261 	0.48328 	 0.00260 	0.48339 	 0.00214 	0.48350 	 0.00225 	0.48339 	 0.00253 	 
0.48431 	 0.00251 	0.48421 	 0.00162 	0.48431 	 0.00158 	0.48441 	 0.00208 	0.48431 	 0.00250 	0.48421 	 0.00269 	0.48431 	 0.00196 	0.48441 	 0.00221 	0.48431 	 0.00251 	 
0.48520 	 0.00251 	0.48511 	 0.00153 	0.48520 	 0.00156 	0.48529 	 0.00203 	0.48520 	 0.00239 	0.48511 	 0.00265 	0.48520 	 0.00177 	0.48529 	 0.00210 	0.48520 	 0.00251 	 
0.48605 	 0.00254 	0.48597 	 0.00146 	0.48605 	 0.00155 	0.48614 	 0.00197 	0.48605 	 0.00230 	0.48597 	 0.00258 	0.48605 	 0.00171 	0.48614 	 0.00197 	0.48605 	 0.00254 	 
0.48688 	 0.00259 	0.48680 	 0.00144 	0.48688 	 0.00154 	0.48695 	 0.00188 	0.48688 	 0.00223 	0.48680 	 0.00250 	0.48688 	 0.00180 	0.48695 	 0.00185 	0.48688 	 0.00259 	 
0.48767 	 0.00265 	0.48760 	 0.00145 	0.48767 	 0.00154 	0.48773 	 0.00172 	0.48767 	 0.00217 	0.48760 	 0.00242 	0.48767 	 0.00185 	0.48773 	 0.00176 	0.48767 	 0.00265 	 
0.48843 	 0.00268 	0.48837 	 0.00144 	0.48843 	 0.00152 	0.48849 	 0.00149 	0.48843 	 0.00212 	0.48837 	 0.00232 	0.48843 	 0.00188 	0.48849 	 0.00169 	0.48843 	 0.00268 	 
0.48916 	 0.00265 	0.48911 	 0.00140 	0.48916 	 0.00148 	0.48921 	 0.00132 	0.48916 	 0.00205 	0.48911 	 0.00221 	0.48916 	 0.00192 	0.48921 	 0.00164 	0.48916 	 0.00265 	 
0.48986 	 0.00251 	0.48981 	 0.00137 	0.48986 	 0.00141 	0.48990 	 0.00131 	0.48986 	 0.00199 	0.48981 	 0.00212 	0.48986 	 0.00198 	0.48990 	 0.00160 	0.48986 	 0.00251 	 
0.49053 	 0.00229 	0.49049 	 0.00135 	0.49053 	 0.00134 	0.49057 	 0.00139 	0.49053 	 0.00191 	0.49049 	 0.00202 	0.49053 	 0.00207 	0.49057 	 0.00162 	0.49053 	 0.00229 	 
0.49118 	 0.00205 	0.49115 	 0.00135 	0.49118 	 0.00126 	0.49121 	 0.00151 	0.49118 	 0.00183 	0.49115 	 0.00192 	0.49118 	 0.00221 	0.49121 	 0.00172 	0.49118 	 0.00205 	 
0.49180 	 0.00185 	0.49177 	 0.00135 	0.49180 	 0.00119 	0.49183 	 0.00164 	0.49180 	 0.00174 	0.49177 	 0.00183 	0.49180 	 0.00237 	0.49183 	 0.00187 	0.49180 	 0.00185 	 
0.49240 	 0.00171 	0.49237 	 0.00136 	0.49240 	 0.00114 	0.49242 	 0.00175 	0.49240 	 0.00165 	0.49237 	 0.00177 	0.49240 	 0.00253 	0.49242 	 0.00203 	0.49240 	 0.00171 	 
0.49297 	 0.00163 	0.49295 	 0.00135 	0.49297 	 0.00111 	0.49299 	 0.00182 	0.49297 	 0.00158 	0.49295 	 0.00170 	0.49297 	 0.00269 	0.49299 	 0.00219 	0.49297 	 0.00163 	 
0.49352 	 0.00159 	0.49351 	 0.00133 	0.49352 	 0.00109 	0.49354 	 0.00187 	0.49352 	 0.00153 	0.49351 	 0.00165 	0.49352 	 0.00286 	0.49354 	 0.00233 	0.49352 	 0.00159 	 
0.49406 	 0.00157 	0.49404 	 0.00129 	0.49406 	 0.00108 	0.49407 	 0.00189 	0.49406 	 0.00149 	0.49404 	 0.00160 	0.49406 	 0.00303 	0.49407 	 0.00245 	0.49406 	 0.00157 	 
0.49457 	 0.00157 	0.49455 	 0.00125 	0.49457 	 0.00107 	0.49458 	 0.00188 	0.49457 	 0.00147 	0.49455 	 0.00155 	0.49457 	 0.00319 	0.49458 	 0.00254 	0.49457 	 0.00157 	 
0.49506 	 0.00158 	0.49505 	 0.00121 	0.49506 	 0.00107 	0.49507 	 0.00184 	0.49506 	 0.00147 	0.49505 	 0.00151 	0.49506 	 0.00333 	0.49507 	 0.00260 	0.49506 	 0.00158 	 
0.49553 	 0.00158 	0.49553 	 0.00118 	0.49553 	 0.00108 	0.49554 	 0.00178 	0.49553 	 0.00148 	0.49553 	 0.00147 	0.49553 	 0.00344 	0.49554 	 0.00263 	0.49553 	 0.00158 	 
0.49599 	 0.00156 	0.49599 	 0.00116 	0.49599 	 0.00109 	0.49600 	 0.00172 	0.49599 	 0.00151 	0.49599 	 0.00146 	0.49599 	 0.00351 	0.49600 	 0.00263 	0.49599 	 0.00156 	 
0.49644 	 0.00153 	0.49643 	 0.00114 	0.49644 	 0.00110 	0.49644 	 0.00164 	0.49644 	 0.00155 	0.49643 	 0.00147 	0.49644 	 0.00353 	0.49644 	 0.00261 	0.49644 	 0.00153 	 
0.49687 	 0.00151 	0.49686 	 0.00112 	0.49687 	 0.00112 	0.49687 	 0.00156 	0.49687 	 0.00159 	0.49686 	 0.00149 	0.49687 	 0.00351 	0.49687 	 0.00256 	0.49687 	 0.00151 	 
0.49728 	 0.00149 	0.49728 	 0.00110 	0.49728 	 0.00114 	0.49729 	 0.00148 	0.49728 	 0.00163 	0.49728 	 0.00150 	0.49728 	 0.00346 	0.49729 	 0.00251 	0.49728 	 0.00149 	 
0.49769 	 0.00147 	0.49769 	 0.00107 	0.49769 	 0.00113 	0.49769 	 0.00137 	0.49769 	 0.00163 	0.49769 	 0.00146 	0.49769 	 0.00333 	0.49769 	 0.00243 	0.49769 	 0.00147 	 
0.49809 	 0.00151 	0.49809 	 0.00109 	0.49809 	 0.00115 	0.49809 	 0.00132 	0.49809 	 0.00166 	0.49809 	 0.00146 	0.49809 	 0.00321 	0.49809 	 0.00241 	0.49809 	 0.00151 	 
0.49848 	 0.00144 	0.49848 	 0.00100 	0.49848 	 0.00103 	0.49848 	 0.00112 	0.49848 	 0.00150 	0.49848 	 0.00127 	0.49848 	 0.00296 	0.49848 	 0.00227 	0.49848 	 0.00144 	 
0.49887 	 0.00146 	0.49887 	 0.00098 	0.49887 	 0.00098 	0.49887 	 0.00103 	0.49887 	 0.00140 	0.49887 	 0.00118 	0.49887 	 0.00279 	0.49887 	 0.00223 	0.49887 	 0.00146 	 
0.49925 	 0.00117 	0.49925 	 0.00066 	0.49925 	 0.00055 	0.49925 	 0.00054 	0.49925 	 0.00086 	0.49925 	 0.00067 	0.49925 	 0.00232 	0.49925 	 0.00189 	0.49925 	 0.00117 	 
0.49962 	 0.00027 	0.49962 	 -0.00019 	0.49962 	 -0.00056 	0.49962 	 -0.00067 	0.49962 	 -0.00045 	0.49962 	 -0.00060 	0.49962 	 0.00122 	0.49962 	 0.00091 	0.49962 	 0.00027 	 
0.50000 	 -0.00023 	0.50000 	 -0.00073 	0.50000 	 -0.00117 	0.50000 	 -0.00129 	0.50000 	 -0.00121 	0.50000 	 -0.00139 	0.50000 	 0.00036 	0.50000 	 0.00009 	0.50000 	 -0.00023 	 
