   n        time         Clv         Cdv
      94   311.75030   0.0011695   0.0020896
      95   311.87530   0.0012231   0.0020314
      96   312.00030   0.0012430   0.0020130
      97   312.12530   0.0012655   0.0020093
      98   312.25020   0.0012517   0.0020325
      99   312.37530   0.0012091   0.0021281
     100   312.50030   0.0011723   0.0022272
     101   312.62530   0.0011049   0.0023779
     102   312.75020   0.0010457   0.0025038
     103   312.87520   0.0009688   0.0026820
     104   313.00030   0.0008864   0.0028689
     105   313.12520   0.0007973   0.0030642
     106   313.25020   0.0006759   0.0033268
     107   313.37520   0.0005428   0.0036058
     108   313.50030   0.0004379   0.0038302
     109   313.62520   0.0003124   0.0040827
     110   313.75030   0.0001479   0.0044026
     111   313.87520  -0.0000319   0.0047264
     112   314.00020  -0.0001995   0.0050166
     113   314.12520  -0.0003748   0.0053247
     114   314.25020  -0.0005193   0.0055763
     115   314.37520  -0.0006061   0.0057087
     116   314.50020  -0.0007594   0.0059742
     117   314.62530  -0.0008666   0.0061464
     118   314.75030  -0.0009377   0.0062463
     119   314.87530  -0.0010625   0.0064392
     120   315.00020  -0.0011666   0.0066126
     121   315.12520  -0.0012819   0.0068081
     122   315.25020  -0.0013695   0.0069502
     123   315.37520  -0.0013592   0.0069325
     124   315.50020  -0.0013472   0.0068993
     125   315.62520  -0.0013853   0.0069581
     126   315.75020  -0.0014293   0.0070337
     127   315.87520  -0.0013899   0.0069466
     128   316.00020  -0.0013412   0.0068434
     129   316.12530  -0.0013000   0.0067484
     130   316.25020  -0.0012268   0.0065900
     131   316.37520  -0.0011588   0.0064414
     132   316.50020  -0.0011080   0.0063310
     133   316.62520  -0.0009813   0.0060693
     134   316.75020  -0.0008675   0.0058277
     135   316.87530  -0.0008260   0.0057473
     136   317.00030  -0.0008109   0.0057347
     137   317.12520  -0.0007832   0.0056587
     138   317.25030  -0.0007630   0.0055981
     139   317.37520  -0.0007809   0.0056294
     140   317.50030  -0.0007438   0.0055497
     141   317.62530  -0.0007143   0.0054735
     142   317.75030  -0.0006486   0.0053272
     143   317.87520  -0.0005796   0.0051695
     144   318.00020  -0.0005140   0.0050232
     145   318.12520  -0.0004597   0.0049026
     146   318.25030  -0.0003997   0.0047712
     147   318.37520  -0.0003809   0.0047233
     148   318.50030  -0.0003282   0.0046167
     149   318.62530  -0.0002404   0.0044411
     150   318.75020  -0.0001651   0.0042957
     151   318.87520  -0.0001079   0.0041770
     152   319.00020  -0.0000160   0.0040137
     153   319.12530   0.0000361   0.0039279
     154   319.25030   0.0000729   0.0038799
     155   319.37520   0.0001186   0.0038222
     156   319.50020   0.0001308   0.0038244
     157   319.62530   0.0001344   0.0038473
     158   319.75020   0.0001391   0.0038698
     159   319.87530   0.0001283   0.0039191
     160   320.00020   0.0001073   0.0039832
     161   320.12520   0.0000866   0.0040487
     162   320.25030   0.0000662   0.0041203
     163   320.37530   0.0000106   0.0042563
     164   320.50020  -0.0000558   0.0044071
     165   320.62520  -0.0001425   0.0045874
     166   320.75030  -0.0002099   0.0047278
     167   320.87520  -0.0002945   0.0048852
     168   321.00030  -0.0003816   0.0050701
     169   321.12520  -0.0004958   0.0052894
     170   321.25030  -0.0006022   0.0055051
     171   321.37530  -0.0006944   0.0056759
     172   321.50030  -0.0007831   0.0058292
     173   321.62520  -0.0008441   0.0059260
     174   321.75020  -0.0008982   0.0060044
     175   321.87530  -0.0009294   0.0060382
     176   322.00030  -0.0009498   0.0060535
     177   322.12520  -0.0009631   0.0060592
     178   322.25020  -0.0009749   0.0060669
     179   322.37530  -0.0009869   0.0060802
     180   322.50030  -0.0010099   0.0061053
     181   322.62530  -0.0010092   0.0060848
     182   322.75020  -0.0009875   0.0060148
     183   322.87530  -0.0009461   0.0059051
     184   323.00030  -0.0009073   0.0058140
     185   323.12520  -0.0008642   0.0057206
     186   323.25030  -0.0008176   0.0056115
     187   323.37520  -0.0007620   0.0054922
     188   323.50030  -0.0007127   0.0053951
     189   323.62520  -0.0006532   0.0052809
     190   323.75020  -0.0005885   0.0051725
     191   323.87530  -0.0005512   0.0051087
     192   324.00030  -0.0005268   0.0050773
     193   324.12520  -0.0005194   0.0050790
     194   324.25020  -0.0004730   0.0049907
     195   324.37530  -0.0004049   0.0048526
     196   324.50030  -0.0003532   0.0047400
     197   324.62530  -0.0002957   0.0046189
     198   324.75030  -0.0002445   0.0045148
     199   324.87520  -0.0001887   0.0044090
     200   325.00030  -0.0001435   0.0043237
     201   325.12530  -0.0001029   0.0042498
     202   325.25020  -0.0000670   0.0041890
     203   325.37520  -0.0000309   0.0041351
     204   325.50030  -0.0000020   0.0040961
     205   325.62530   0.0000278   0.0040633
     206   325.75020   0.0000485   0.0040531
     207   325.87520   0.0000628   0.0040568
     208   326.00030   0.0000826   0.0040491
     209   326.12520   0.0000890   0.0040654
     210   326.25030   0.0000734   0.0041196
     211   326.37530   0.0000512   0.0041798
     212   326.50020   0.0000175   0.0042616
     213   326.62530  -0.0000221   0.0043503
     214   326.75030  -0.0000688   0.0044565
     215   326.87520  -0.0001340   0.0045944
     216   327.00030  -0.0002165   0.0047639
     217   327.12530  -0.0002987   0.0049350
     218   327.25030  -0.0003817   0.0051036
     219   327.37530  -0.0004714   0.0052738
     220   327.50030  -0.0005676   0.0054454
     221   327.62520  -0.0006518   0.0056016
     222   327.75030  -0.0007235   0.0057270
     223   327.87520  -0.0007861   0.0058413
     224   328.00020  -0.0008474   0.0059376
     225   328.12530  -0.0008747   0.0059759
     226   328.25020  -0.0008908   0.0059884
     227   328.37530  -0.0008992   0.0059860
     228   328.50030  -0.0009059   0.0059818
     229   328.62530  -0.0009259   0.0060085
     230   328.75020  -0.0009101   0.0059564
     231   328.87520  -0.0008866   0.0058947
     232   329.00030  -0.0008548   0.0058263
     233   329.12520  -0.0008136   0.0057322
     234   329.25020  -0.0007405   0.0055722
     235   329.37520  -0.0006852   0.0054609
     236   329.50030  -0.0006550   0.0053918
     237   329.62530  -0.0006354   0.0053487
     238   329.75030  -0.0006226   0.0053253
     239   329.87530  -0.0005892   0.0052575
     240   330.00020  -0.0005540   0.0051843
     241   330.12510  -0.0005326   0.0051162
     242   330.25010  -0.0004718   0.0049818
     243   330.37510  -0.0004092   0.0048455
     244   330.50010  -0.0003541   0.0047245
     245   330.62520  -0.0002920   0.0045999
     246   330.75020  -0.0002373   0.0044985
     247   330.87510  -0.0001959   0.0044218
     248   331.00010  -0.0001820   0.0043967
     249   331.12520  -0.0001653   0.0043780
     250   331.25010  -0.0001291   0.0043365
     251   331.37520  -0.0001038   0.0043030
     252   331.50020  -0.0000929   0.0043028
     253   331.62510  -0.0000964   0.0043319
     254   331.75020  -0.0000803   0.0043243
     255   331.87510  -0.0000566   0.0043064
     256   332.00010  -0.0000411   0.0042949
     257   332.12510  -0.0000427   0.0043093
     258   332.25010  -0.0000599   0.0043561
     259   332.37510  -0.0000694   0.0043845
     260   332.50020  -0.0000686   0.0043914
     261   332.62520  -0.0000816   0.0044245
     262   332.75020  -0.0001114   0.0044807
     263   332.87510  -0.0001471   0.0045514
     264   333.00020  -0.0001767   0.0046116
     265   333.12510  -0.0002123   0.0046795
     266   333.25010  -0.0002526   0.0047578
     267   333.37520  -0.0003032   0.0048491
     268   333.50010  -0.0003630   0.0049484
     269   333.62510  -0.0004163   0.0050428
     270   333.75020  -0.0004490   0.0050923
     271   333.87510  -0.0004880   0.0051613
     272   334.00010  -0.0005405   0.0052546
     273   334.12520  -0.0005842   0.0053192
     274   334.25010  -0.0006134   0.0053577
     275   334.37510  -0.0006264   0.0053604
     276   334.50010  -0.0006315   0.0053534
     277   334.62510  -0.0006366   0.0053443
     278   334.75020  -0.0006286   0.0053066
     279   334.87520  -0.0006174   0.0052596
     280   335.00020  -0.0006175   0.0052543
     281   335.12520  -0.0005933   0.0052116
     282   335.25020  -0.0005801   0.0051922
     283   335.37510  -0.0005536   0.0051491
     284   335.50020  -0.0005199   0.0050909
     285   335.62520  -0.0005096   0.0050576
     286   335.75010  -0.0004879   0.0050047
     287   335.87510  -0.0004633   0.0049548
     288   336.00020  -0.0004303   0.0048810
     289   336.12520  -0.0003850   0.0047853
     290   336.25020  -0.0003360   0.0046856
     291   336.37520  -0.0002853   0.0045905
     292   336.50010  -0.0002492   0.0045299
     293   336.62520  -0.0002175   0.0044865
     294   336.75020  -0.0001787   0.0044276
     295   336.87510  -0.0001415   0.0043642
     296   337.00010  -0.0001099   0.0043166
     297   337.12510  -0.0001005   0.0043112
     298   337.25010  -0.0000846   0.0042910
     299   337.37510  -0.0000817   0.0042883
     300   337.50010  -0.0000590   0.0042498
     301   337.62520  -0.0000451   0.0042274
     302   337.75020  -0.0000428   0.0042257
     303   337.87520  -0.0000271   0.0042068
     304   338.00010  -0.0000139   0.0041802
     305   338.12520  -0.0000220   0.0041946
     306   338.25010  -0.0000371   0.0042269
     307   338.37510  -0.0000489   0.0042629
     308   338.50020  -0.0000871   0.0043384
     309   338.62510  -0.0001226   0.0044009
     310   338.75020  -0.0001638   0.0044777
     311   338.87520  -0.0002001   0.0045408
     312   339.00020  -0.0002483   0.0046300
     313   339.12510  -0.0003085   0.0047463
     314   339.25010  -0.0003749   0.0048794
     315   339.37520  -0.0004407   0.0050087
     316   339.50010  -0.0005118   0.0051385
     317   339.62510  -0.0005614   0.0052255
     318   339.75010  -0.0005991   0.0052987
     319   339.87510  -0.0006326   0.0053601
     320   340.00020  -0.0006797   0.0054570
     321   340.12520  -0.0007320   0.0055537
     322   340.25010  -0.0007622   0.0055978
     323   340.37520  -0.0007884   0.0056313
     324   340.50010  -0.0007963   0.0056262
     325   340.62520  -0.0008148   0.0056342
     326   340.75010  -0.0008141   0.0056256
     327   340.87510  -0.0008137   0.0056112
     328   341.00010  -0.0007970   0.0055692
     329   341.12510  -0.0007707   0.0055155
     330   341.25020  -0.0007435   0.0054607
     331   341.37510  -0.0007126   0.0054016
     332   341.50010  -0.0006690   0.0053141
     333   341.62520  -0.0006056   0.0051906
     334   341.75010  -0.0005489   0.0050688
     335   341.87510  -0.0004882   0.0049600
     336   342.00020  -0.0004584   0.0049105
     337   342.12510  -0.0004524   0.0048882
     338   342.25020  -0.0004405   0.0048707
     339   342.37520  -0.0004137   0.0048250
     340   342.50010  -0.0003977   0.0047978
     341   342.62510  -0.0003719   0.0047520
     342   342.75020  -0.0003471   0.0047057
     343   342.87510  -0.0003172   0.0046589
     344   343.00010  -0.0003044   0.0046366
     345   343.12510  -0.0002871   0.0046023
     346   343.25020  -0.0002629   0.0045591
     347   343.37520  -0.0002361   0.0045126
     348   343.50010  -0.0002254   0.0044965
     349   343.62520  -0.0002198   0.0044973
     350   343.75010  -0.0002145   0.0044947
     351   343.87520  -0.0002135   0.0045001
     352   344.00010  -0.0002023   0.0044828
     353   344.12510  -0.0001856   0.0044561
     354   344.25010  -0.0001592   0.0044075
     355   344.37520  -0.0001502   0.0043860
     356   344.50020  -0.0001560   0.0043895
     357   344.62510  -0.0001643   0.0044020
     358   344.75010  -0.0001772   0.0044245
     359   344.87510  -0.0001902   0.0044499
     360   345.00020  -0.0001907   0.0044513
     361   345.12510  -0.0001933   0.0044486
     362   345.25010  -0.0002020   0.0044504
     363   345.37520  -0.0002064   0.0044445
     364   345.50020  -0.0002163   0.0044591
     365   345.62510  -0.0002291   0.0044826
     366   345.75010  -0.0002415   0.0045055
     367   345.87520  -0.0002570   0.0045271
     368   346.00020  -0.0002715   0.0045477
     369   346.12510  -0.0002769   0.0045590
     370   346.25010  -0.0002848   0.0045727
     371   346.37520  -0.0002866   0.0045672
     372   346.50020  -0.0002853   0.0045648
     373   346.62510  -0.0002941   0.0045813
     374   346.75010  -0.0003042   0.0045990
     375   346.87520  -0.0003131   0.0046136
     376   347.00010  -0.0003157   0.0046175
     377   347.12520  -0.0003175   0.0046229
     378   347.25020  -0.0003208   0.0046335
     379   347.37520  -0.0003238   0.0046424
     380   347.50010  -0.0003216   0.0046327
     381   347.62510  -0.0003168   0.0046143
     382   347.75010  -0.0003147   0.0045985
     383   347.87520  -0.0003136   0.0045857
     384   348.00010  -0.0003180   0.0045862
     385   348.12510  -0.0003269   0.0045975
     386   348.25020  -0.0003375   0.0046142
     387   348.37520  -0.0003468   0.0046349
     388   348.50020  -0.0003509   0.0046468
     389   348.62520  -0.0003496   0.0046486
     390   348.75020  -0.0003495   0.0046541
     391   348.87520  -0.0003544   0.0046658
     392   349.00020  -0.0003579   0.0046694
     393   349.12510  -0.0003603   0.0046722
     394   349.25010  -0.0003610   0.0046714
     395   349.37510  -0.0003679   0.0046849
     396   349.50020  -0.0003826   0.0047152
     397   349.62520  -0.0003950   0.0047407
     398   349.75020  -0.0004061   0.0047672
     399   349.87520  -0.0004178   0.0047899
     400   350.00020  -0.0004366   0.0048268
     401   350.12510  -0.0004563   0.0048655
     402   350.25010  -0.0004745   0.0048985
     403   350.37520  -0.0004898   0.0049246
     404   350.50020  -0.0005095   0.0049546
     405   350.62510  -0.0005364   0.0049972
     406   350.75020  -0.0005631   0.0050442
     407   350.87510  -0.0005848   0.0050799
     408   351.00020  -0.0006045   0.0051118
     409   351.12510  -0.0006270   0.0051494
     410   351.25020  -0.0006514   0.0051927
     411   351.37520  -0.0006715   0.0052280
     412   351.50010  -0.0006911   0.0052643
     413   351.62520  -0.0007112   0.0053012
     414   351.75010  -0.0007260   0.0053255
     415   351.87520  -0.0007412   0.0053515
     416   352.00010  -0.0007589   0.0053824
     417   352.12520  -0.0007791   0.0054165
     418   352.25020  -0.0007974   0.0054431
     419   352.37510  -0.0008098   0.0054586
     420   352.50010  -0.0008187   0.0054695
     421   352.62520  -0.0008288   0.0054830
     422   352.75010  -0.0008361   0.0054904
     423   352.87510  -0.0008391   0.0054901
     424   353.00010  -0.0008352   0.0054770
     425   353.12520  -0.0008230   0.0054486
     426   353.25010  -0.0008040   0.0054054
     427   353.37520  -0.0007818   0.0053565
     428   353.50010  -0.0007595   0.0053052
     429   353.62520  -0.0007330   0.0052478
     430   353.75010  -0.0007040   0.0051873
     431   353.87510  -0.0006740   0.0051252
     432   354.00010  -0.0006439   0.0050653
     433   354.12520  -0.0006143   0.0050117
     434   354.25010  -0.0005871   0.0049667
     435   354.37520  -0.0005568   0.0049173
     436   354.50010  -0.0005274   0.0048725
     437   354.62510  -0.0005027   0.0048354
     438   354.75020  -0.0004802   0.0048031
     439   354.87510  -0.0004535   0.0047629
     440   355.00010  -0.0004315   0.0047299
     441   355.12520  -0.0004035   0.0046872
     442   355.25010  -0.0003777   0.0046490
     443   355.37510  -0.0003570   0.0046226
     444   355.50020  -0.0003422   0.0046085
     445   355.62510  -0.0003342   0.0046031
     446   355.75010  -0.0003297   0.0046037
     447   355.87510  -0.0003280   0.0046092
     448   356.00010  -0.0003291   0.0046191
     449   356.12510  -0.0003249   0.0046188
     450   356.25010  -0.0003196   0.0046206
     451   356.37510  -0.0003247   0.0046405
     452   356.50010  -0.0003369   0.0046763
     453   356.62520  -0.0003570   0.0047302
     454   356.75010  -0.0003797   0.0047917
     455   356.87510  -0.0004070   0.0048597
     456   357.00020  -0.0004423   0.0049425
     457   357.12520  -0.0004736   0.0050169
     458   357.25010  -0.0005056   0.0050858
     459   357.37520  -0.0005370   0.0051496
     460   357.50020  -0.0005660   0.0052065
     461   357.62510  -0.0005920   0.0052537
     462   357.75010  -0.0006159   0.0052949
     463   357.87510  -0.0006373   0.0053331
     464   358.00010  -0.0006552   0.0053568
     465   358.12520  -0.0006650   0.0053636
     466   358.25010  -0.0006725   0.0053664
     467   358.37510  -0.0006767   0.0053664
     468   358.50020  -0.0006777   0.0053673
     469   358.62520  -0.0006753   0.0053586
     470   358.75020  -0.0006643   0.0053328
     471   358.87520  -0.0006465   0.0052884
     472   359.00010  -0.0006199   0.0052299
     473   359.12510  -0.0005919   0.0051743
     474   359.25020  -0.0005648   0.0051198
     475   359.37520  -0.0005389   0.0050706
     476   359.50010  -0.0005131   0.0050244
     477   359.62510  -0.0004849   0.0049713
     478   359.75010  -0.0004475   0.0048987
     479   359.87520  -0.0004058   0.0048196
     480   360.00010  -0.0003650   0.0047376
     481   360.12510  -0.0003247   0.0046572
     482   360.25020  -0.0002825   0.0045783
     483   360.37520  -0.0002387   0.0044996
     484   360.50030  -0.0001948   0.0044238
     485   360.62520  -0.0001557   0.0043568
     486   360.75010  -0.0001340   0.0043176
     487   360.87520  -0.0001155   0.0042872
     488   361.00010  -0.0001002   0.0042668
     489   361.12510  -0.0000790   0.0042386
     490   361.25020  -0.0000591   0.0042141
     491   361.37530  -0.0000462   0.0042053
     492   361.50020  -0.0000447   0.0042224
     493   361.62510  -0.0000477   0.0042502
     494   361.75020  -0.0000539   0.0042858
     495   361.87510  -0.0000772   0.0043562
     496   362.00010  -0.0001133   0.0044458
     497   362.12520  -0.0001561   0.0045423
     498   362.25020  -0.0001976   0.0046317
     499   362.37510  -0.0002314   0.0046997
     500   362.50020  -0.0002632   0.0047645
     501   362.62510  -0.0002958   0.0048323
     502   362.75010  -0.0003265   0.0048879
     503   362.87510  -0.0003615   0.0049449
     504   363.00010  -0.0003926   0.0049953
     505   363.12520  -0.0004334   0.0050662
     506   363.25010  -0.0004685   0.0051253
     507   363.37510  -0.0004918   0.0051581
     508   363.50020  -0.0005165   0.0051912
     509   363.62520  -0.0005357   0.0052013
     510   363.75020  -0.0005595   0.0052455
     511   363.87520  -0.0005758   0.0052736
     512   364.00010  -0.0005877   0.0052932
     513   364.12510  -0.0005987   0.0053151
     514   364.25010  -0.0006082   0.0053303
     515   364.37520  -0.0006043   0.0053113
     516   364.50010  -0.0005880   0.0052727
     517   364.62510  -0.0005700   0.0052300
     518   364.75010  -0.0005529   0.0051938
     519   364.87510  -0.0005377   0.0051652
     520   365.00020  -0.0005202   0.0051266
     521   365.12510  -0.0004990   0.0050769
     522   365.25010  -0.0004757   0.0050288
     523   365.37510  -0.0004605   0.0049961
     524   365.50020  -0.0004283   0.0049334
     525   365.62520  -0.0003819   0.0048428
     526   365.75020  -0.0003521   0.0047870
     527   365.87520  -0.0003365   0.0047656
     528   366.00020  -0.0003054   0.0047179
     529   366.12530  -0.0002744   0.0046684
     530   366.25010  -0.0002499   0.0046313
     531   366.37520  -0.0002219   0.0045821
     532   366.50020  -0.0002017   0.0045500
     533   366.62520  -0.0001972   0.0045480
     534   366.75010  -0.0001928   0.0045436
     535   366.87520  -0.0001840   0.0045316
     536   367.00020  -0.0001832   0.0045299
     537   367.12510  -0.0001803   0.0045229
     538   367.25020  -0.0001763   0.0045168
     539   367.37510  -0.0001760   0.0045213
     540   367.50020  -0.0001792   0.0045303
     541   367.62520  -0.0001948   0.0045582
     542   367.75010  -0.0002172   0.0045992
     543   367.87520  -0.0002575   0.0046734
     544   368.00010  -0.0002916   0.0047345
     545   368.12520  -0.0003259   0.0047964
     546   368.25010  -0.0003632   0.0048702
     547   368.37510  -0.0004041   0.0049479
     548   368.50020  -0.0004659   0.0050638
     549   368.62530  -0.0005256   0.0051753
     550   368.75020  -0.0005725   0.0052622
     551   368.87520  -0.0006244   0.0053629
     552   369.00020  -0.0006787   0.0054689
     553   369.12520  -0.0007267   0.0055570
     554   369.25020  -0.0007703   0.0056276
     555   369.37520  -0.0008020   0.0056729
     556   369.50010  -0.0008145   0.0056837
     557   369.62520  -0.0008149   0.0056715
     558   369.75010  -0.0008246   0.0056769
     559   369.87520  -0.0008432   0.0056947
     560   370.00020  -0.0008424   0.0056810
     561   370.12520  -0.0008433   0.0056744
     562   370.25020  -0.0008374   0.0056488
     563   370.37510  -0.0008054   0.0055811
     564   370.50020  -0.0007721   0.0055056
     565   370.62520  -0.0007487   0.0054541
     566   370.75020  -0.0007231   0.0053929
     567   370.87510  -0.0006905   0.0053161
     568   371.00020  -0.0006457   0.0052070
     569   371.12520  -0.0005913   0.0050990
     570   371.25020  -0.0005350   0.0049947
     571   371.37530  -0.0004890   0.0049071
     572   371.50020  -0.0004269   0.0047803
     573   371.62520  -0.0003823   0.0046941
     574   371.75020  -0.0003316   0.0045929
     575   371.87520  -0.0002616   0.0044766
     576   372.00020  -0.0001991   0.0043763
     577   372.12520  -0.0001545   0.0042971
     578   372.25010  -0.0001104   0.0042180
     579   372.37510  -0.0000609   0.0041292
     580   372.50020  -0.0000112   0.0040471
     581   372.62520   0.0000229   0.0039965
     582   372.75020   0.0000413   0.0039697
     583   372.87510   0.0000447   0.0039647
     584   373.00010   0.0000596   0.0039533
     585   373.12520   0.0000696   0.0039525
     586   373.25010   0.0000484   0.0040079
     587   373.37520   0.0000340   0.0040410
     588   373.50010   0.0000194   0.0040749
     589   373.62520   0.0000068   0.0041031
     590   373.75020  -0.0000120   0.0041437
     591   373.87510  -0.0000329   0.0041998
     592   374.00020  -0.0000692   0.0042797
     593   374.12520  -0.0001083   0.0043608
     594   374.25020  -0.0001474   0.0044387
     595   374.37510  -0.0001877   0.0045203
     596   374.50020  -0.0002318   0.0046052
     597   374.62520  -0.0002860   0.0047128
     598   374.75010  -0.0003423   0.0048200
     599   374.87520  -0.0003989   0.0049254
     600   375.00010  -0.0004663   0.0050480
     601   375.12520  -0.0005265   0.0051598
     602   375.25020  -0.0005909   0.0052833
     603   375.37520  -0.0006471   0.0053958
     604   375.50020  -0.0006997   0.0054979
     605   375.62510  -0.0007414   0.0055696
     606   375.75020  -0.0007686   0.0056123
     607   375.87520  -0.0007856   0.0056377
     608   376.00020  -0.0008117   0.0056733
     609   376.12520  -0.0008280   0.0056864
     610   376.25030  -0.0008316   0.0056786
     611   376.37510  -0.0008219   0.0056452
     612   376.50010  -0.0008048   0.0056034
     613   376.62510  -0.0007791   0.0055496
     614   376.75010  -0.0007577   0.0054918
     615   376.87520  -0.0007197   0.0053986
     616   377.00020  -0.0006611   0.0052767
     617   377.12510  -0.0006069   0.0051583
     618   377.25020  -0.0005528   0.0050545
     619   377.37520  -0.0005196   0.0049914
     620   377.50020  -0.0004890   0.0049162
     621   377.62510  -0.0004367   0.0048232
     622   377.75020  -0.0003850   0.0047295
     623   377.87520  -0.0003497   0.0046773
     624   378.00020  -0.0003352   0.0046731
     625   378.12520  -0.0003118   0.0046402
     626   378.25010  -0.0002844   0.0045954
     627   378.37520  -0.0002474   0.0045241
     628   378.50020  -0.0002146   0.0044642
     629   378.62510  -0.0001779   0.0044030
     630   378.75010  -0.0001421   0.0043367
     631   378.87510  -0.0001052   0.0042690
     632   379.00020  -0.0000873   0.0042346
     633   379.12510  -0.0000717   0.0042109
     634   379.25010  -0.0000576   0.0041921
     635   379.37520  -0.0000616   0.0042051
     636   379.50020  -0.0000651   0.0042150
     637   379.62520  -0.0000771   0.0042405
     638   379.75010  -0.0000946   0.0042820
     639   379.87520  -0.0001172   0.0043405
     640   380.00010  -0.0001388   0.0043934
     641   380.12510  -0.0001840   0.0044892
     642   380.25020  -0.0002253   0.0045860
     643   380.37530  -0.0002698   0.0046822
     644   380.50020  -0.0003151   0.0047772
     645   380.62530  -0.0003581   0.0048613
     646   380.75020  -0.0003967   0.0049346
     647   380.87510  -0.0004401   0.0050184
     648   381.00010  -0.0004762   0.0050861
     649   381.12520  -0.0005370   0.0051970
     650   381.25020  -0.0005822   0.0052891
     651   381.37520  -0.0006199   0.0053480
     652   381.50010  -0.0006408   0.0053732
     653   381.62530  -0.0006524   0.0053803
     654   381.75020  -0.0006813   0.0054310
     655   381.87520  -0.0007064   0.0054646
     656   382.00020  -0.0007262   0.0055039
     657   382.12510  -0.0007335   0.0055033
     658   382.25020  -0.0007037   0.0054273
     659   382.37510  -0.0006649   0.0053393
     660   382.50010  -0.0006347   0.0052781
     661   382.62520  -0.0006306   0.0052768
     662   382.75010  -0.0006334   0.0052798
     663   382.87510  -0.0006263   0.0052589
     664   383.00010  -0.0006119   0.0052224
     665   383.12520  -0.0005947   0.0051774
     666   383.25020  -0.0005703   0.0051190
     667   383.37510  -0.0005276   0.0050368
     668   383.50020  -0.0004805   0.0049371
