   n        time         Clp         Cdp
     698   387.12530   0.6717081   0.3510473
     699   387.25020   0.6607134   0.3490234
     700   387.37530   0.6481272   0.3464612
     701   387.50020   0.6364270   0.3440144
     702   387.62520   0.6262719   0.3419980
     703   387.75020   0.6161407   0.3400485
     704   387.87520   0.6078707   0.3391045
     705   388.00020   0.6014118   0.3386876
     706   388.12520   0.5957987   0.3387650
     707   388.25030   0.5908614   0.3393700
     708   388.37530   0.5871666   0.3397437
     709   388.50020   0.5867767   0.3408868
     710   388.62520   0.5882366   0.3427752
     711   388.75020   0.5887578   0.3435705
     712   388.87530   0.5902706   0.3448144
     713   389.00020   0.5915645   0.3454760
     714   389.12530   0.5932587   0.3458606
     715   389.25020   0.5954989   0.3461916
     716   389.37530   0.5991734   0.3469711
     717   389.50020   0.6052133   0.3483876
     718   389.62530   0.6127634   0.3504804
     719   389.75020   0.6206165   0.3528468
     720   389.87530   0.6299937   0.3560827
     721   390.00020   0.6374942   0.3582785
     722   390.12530   0.6405425   0.3577892
     723   390.25020   0.6431201   0.3566831
     724   390.37520   0.6459736   0.3561024
     725   390.50030   0.6465260   0.3542911
     726   390.62530   0.6466080   0.3520977
     727   390.75030   0.6482729   0.3510483
     728   390.87520   0.6505388   0.3513206
     729   391.00030   0.6520524   0.3516176
     730   391.12520   0.6534120   0.3519204
     731   391.25020   0.6549511   0.3525758
     732   391.37520   0.6567734   0.3535202
     733   391.50020   0.6571845   0.3538408
     734   391.62530   0.6574600   0.3540454
     735   391.75020   0.6573422   0.3544039
     736   391.87530   0.6571189   0.3550863
     737   392.00030   0.6545084   0.3548008
     738   392.12530   0.6496649   0.3531428
     739   392.25020   0.6450837   0.3514190
     740   392.37520   0.6400919   0.3501322
     741   392.50030   0.6341760   0.3488275
     742   392.62530   0.6287442   0.3478518
     743   392.75020   0.6238012   0.3472106
     744   392.87520   0.6175497   0.3456548
     745   393.00030   0.6083274   0.3427957
     746   393.12520   0.5973279   0.3388939
     747   393.25030   0.5865907   0.3347859
     748   393.37520   0.5782526   0.3322473
     749   393.50030   0.5694658   0.3297926
     750   393.62530   0.5595918   0.3272821
     751   393.75020   0.5518154   0.3258509
     752   393.87520   0.5449935   0.3249282
     753   394.00020   0.5373568   0.3235504
     754   394.12520   0.5308132   0.3217689
     755   394.25030   0.5293353   0.3217004
     756   394.37520   0.5296725   0.3232673
     757   394.50020   0.5309705   0.3249463
     758   394.62530   0.5353454   0.3271464
     759   394.75020   0.5403225   0.3287608
     760   394.87520   0.5449770   0.3296655
     761   395.00030   0.5506225   0.3300341
     762   395.12530   0.5568818   0.3303931
     763   395.25020   0.5625669   0.3299782
     764   395.37520   0.5674982   0.3294282
     765   395.50020   0.5721317   0.3289396
     766   395.62520   0.5797477   0.3298791
     767   395.75020   0.5871706   0.3308618
     768   395.87520   0.5922565   0.3313220
     769   396.00030   0.5955808   0.3310761
     770   396.12520   0.5977784   0.3303811
     771   396.25030   0.5998325   0.3295762
     772   396.37530   0.6019546   0.3288360
     773   396.50020   0.6070102   0.3293771
     774   396.62520   0.6141002   0.3306757
     775   396.75030   0.6205048   0.3313266
     776   396.87520   0.6252390   0.3310828
     777   397.00030   0.6278291   0.3297147
     778   397.12520   0.6306285   0.3288509
     779   397.25030   0.6334606   0.3289109
     780   397.37520   0.6354938   0.3291040
     781   397.50030   0.6361970   0.3290144
     782   397.62530   0.6356741   0.3285233
     783   397.75020   0.6350203   0.3284109
     784   397.87530   0.6336960   0.3286576
     785   398.00030   0.6330876   0.3295023
     786   398.12530   0.6315759   0.3301447
     787   398.25030   0.6297250   0.3307266
     788   398.37520   0.6271820   0.3309030
     789   398.50030   0.6244526   0.3314483
     790   398.62530   0.6228866   0.3329005
     791   398.75030   0.6198543   0.3334233
     792   398.87530   0.6153611   0.3330703
     793   399.00030   0.6103354   0.3323665
     794   399.12530   0.6043991   0.3310342
     795   399.25030   0.5994810   0.3302472
     796   399.37520   0.5952794   0.3298876
     797   399.50020   0.5908997   0.3292357
     798   399.62530   0.5866224   0.3289423
     799   399.75020   0.5835810   0.3293857
     800   399.87530   0.5815317   0.3300655
