t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  1.5000030E+02         9.1766602E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5548235E-01         9.2353994E-01         1.1677469E-01         8.1594564E-02        -4.9367633E-02         6.6162044E-01         9.4928098E-01         2.4906659E-01         3.3951993E-03         2.2174003E-02         6.7316365E-01         9.1348946E-01        -5.4315042E-02         1.4919001E-01        -8.9974375E-03         6.4859992E-01         9.1920900E-01         1.0968858E-03         1.0210761E-01         1.3656572E-01         6.5165883E-01         9.5189285E-01         2.3689805E-01        -4.9491879E-02        -1.7331088E-02         6.7405528E-01         9.7234571E-01         3.2178903E-01         1.0266235E-01         4.7052827E-02         6.8514824E-01         9.7156096E-01         2.6694417E-01         1.3281396E-01        -2.1079652E-02         6.9218755E-01         9.2012358E-01         2.1728088E-01         1.4374587E-01        -5.5406991E-02         6.5427333E-01
  1.5000800E+02         9.1785449E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5561748E-01         9.2493266E-01         1.1407688E-01         7.1352050E-02        -4.8694417E-02         6.6294295E-01         9.4498289E-01         2.8764224E-01         2.6791055E-02         1.3270141E-02         6.6771644E-01         9.0928888E-01        -6.8691202E-02         1.3720359E-01         9.2094513E-03         6.4448553E-01         9.1938937E-01        -8.9559173E-03         9.3736961E-02         1.6880800E-01         6.5192425E-01         9.5032203E-01         2.1918045E-01        -5.4131914E-02        -2.3518597E-04         6.7288220E-01         9.7248924E-01         3.3331257E-01         9.5844455E-02         4.7061414E-02         6.8444127E-01         9.7256833E-01         2.6538429E-01         1.1997773E-01        -1.1620415E-02         6.9222099E-01         9.1960317E-01         2.0801902E-01         1.5119609E-01        -2.3539057E-02         6.5374541E-01
  1.5001580E+02         9.1788596E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5564102E-01         9.2585832E-01         1.1102185E-01         6.2023047E-02        -4.8479982E-02         6.6378230E-01         9.3918890E-01         3.1275663E-01         4.7579572E-02         8.4364861E-03         6.6218984E-01         9.0645295E-01        -7.7783510E-02         1.2909006E-01         2.3117919E-02         6.4128298E-01         9.1945052E-01        -1.0502609E-02         7.7717654E-02         2.0094827E-01         6.5255612E-01         9.4892490E-01         2.0851237E-01        -4.9767613E-02         1.2381283E-02         6.7203003E-01         9.7126943E-01         3.4324345E-01         8.7613739E-02         4.8946619E-02         6.8368268E-01         9.7308922E-01         2.6092097E-01         1.0569558E-01        -8.7767933E-04         6.9217408E-01         9.2063695E-01         2.0661622E-01         1.5709661E-01         7.9591097E-03         6.5479243E-01
  1.5002350E+02         9.1774780E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5554214E-01         9.2625022E-01         1.0783713E-01         5.4127850E-02        -4.8877925E-02         6.6411734E-01         9.3309355E-01         3.2176921E-01         6.1362803E-02         8.9799706E-03         6.5771246E-01         9.0541434E-01        -8.0790289E-02         1.2684084E-01         3.1733394E-02         6.3936114E-01         9.1989404E-01         2.5391583E-03         5.9122574E-02         2.2464898E-01         6.5375352E-01         9.4698215E-01         2.0907964E-01        -3.4025814E-02         1.7257800E-02         6.7189163E-01         9.6941966E-01         3.5148975E-01         7.9259142E-02         5.2388862E-02         6.8291169E-01         9.7313601E-01         2.5366479E-01         9.1221683E-02         9.2440508E-03         6.9198304E-01         9.2316139E-01         2.1628484E-01         1.5804553E-01         3.4322828E-02         6.5725458E-01
  1.5003140E+02         9.1741574E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5530336E-01         9.2616475E-01         1.0499528E-01         4.7338944E-02        -4.9726307E-02         6.6400218E-01         9.2735666E-01         3.1689268E-01         6.9023632E-02         1.3832693E-02         6.5446275E-01         9.0619022E-01        -7.7339329E-02         1.3039130E-01         3.6534544E-02         6.3878584E-01         9.2118311E-01         2.5923349E-02         4.1727208E-02         2.3653865E-01         6.5546095E-01         9.4476545E-01         2.2193293E-01        -1.0655995E-02         1.5456672E-02         6.7254889E-01         9.6757960E-01         3.5803205E-01         7.1379736E-02         5.7746287E-02         6.8213475E-01         9.7259969E-01         2.4372461E-01         7.6805480E-02         1.7936286E-02         6.9150913E-01         9.2691410E-01         2.3456129E-01         1.5316674E-01         5.3743038E-02         6.6066211E-01
  1.5003930E+02         9.1693449E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5495574E-01         9.2571491E-01         1.0277277E-01         4.1887570E-02        -5.0469797E-02         6.6353768E-01         9.2282587E-01         3.0261686E-01         7.2624646E-02         2.0166319E-02         6.5239292E-01         9.0859967E-01        -6.6893011E-02         1.3744885E-01         4.0015209E-02         6.3973784E-01         9.2309660E-01         4.8554771E-02         2.7990190E-02         2.3633586E-01         6.5731651E-01         9.4351149E-01         2.4412794E-01         1.0506528E-02         1.0491132E-02         6.7369217E-01         9.6623641E-01         3.6194482E-01         6.4728804E-02         6.5129392E-02         6.8145162E-01         9.7126442E-01         2.3236629E-01         6.4156413E-02         2.4032658E-02         6.9062632E-01         9.3114001E-01         2.5409254E-01         1.4480227E-01         6.4884134E-02         6.6420615E-01
  1.5004700E+02         9.1642565E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5458840E-01         9.2495513E-01         1.0075849E-01         3.7667140E-02        -5.0723333E-02         6.6282696E-01         9.1989106E-01         2.8529933E-01         7.4292980E-02         2.4980349E-02         6.5116650E-01         9.1184473E-01        -5.1564094E-02         1.4419971E-01         4.4445727E-02         6.4196455E-01         9.2474037E-01         6.3052721E-02         1.8144306E-02         2.2613193E-01         6.5890551E-01         9.4409049E-01         2.6983225E-01         2.1606874E-02         7.0772017E-03         6.7486775E-01         9.6551651E-01         3.6331770E-01         5.9315097E-02         7.2908267E-02         6.8092966E-01         9.6901888E-01         2.2141828E-01         5.5370528E-02         2.6967058E-02         6.8936533E-01         9.3499303E-01         2.6778632E-01         1.3701643E-01         6.9775902E-02         6.6727161E-01
  1.5005490E+02         9.1586614E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5418792E-01         9.2384452E-01         9.8873816E-02         3.4416243E-02        -4.9832620E-02         6.6185617E-01         9.1774428E-01         2.6730499E-01         7.4648589E-02         2.7461398E-02         6.5033299E-01         9.1504288E-01        -3.6426257E-02         1.4957955E-01         4.9269211E-02         6.4492410E-01         9.2523402E-01         7.0272125E-02         1.2377627E-02         2.0602332E-01         6.5979075E-01         9.4637316E-01         2.9603142E-01         2.2000549E-02         8.4264465E-03         6.7570853E-01         9.6528244E-01         3.6437586E-01         5.4166880E-02         7.8193992E-02         6.8047488E-01         9.6576679E-01         2.1180524E-01         5.2120022E-02         2.6873706E-02         6.8786311E-01         9.3816775E-01         2.7317494E-01         1.3190179E-01         7.1640328E-02         6.6980118E-01
  1.5006260E+02         9.1533118E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5380794E-01         9.2248285E-01         9.7889721E-02         3.2788742E-02        -4.6979465E-02         6.6064763E-01         9.1535002E-01         2.4774681E-01         7.3478930E-02         2.9966116E-02         6.4968759E-01         9.1775745E-01        -2.8396968E-02         1.5555814E-01         5.1158644E-02         6.4797240E-01         9.2445010E-01         7.3753230E-02         1.1921677E-02         1.7881879E-01         6.5978301E-01         9.4938445E-01         3.1864244E-01         1.4703453E-02         1.3525320E-02         6.7586595E-01         9.6537966E-01         3.6823794E-01         4.9074516E-02         7.8259185E-02         6.8006366E-01         9.6188200E-01         2.0460086E-01         5.5863883E-02         2.4512198E-02         6.8646735E-01         9.4041908E-01         2.7055597E-01         1.2959574E-01         7.2193787E-02         6.7173088E-01
  1.5007050E+02         9.1471457E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5337050E-01         9.2103338E-01         9.8256454E-02         3.2711808E-02        -4.2730771E-02         6.5935695E-01         9.1235149E-01         2.2262897E-01         7.1790665E-02         3.8561773E-02         6.4900082E-01         9.2106962E-01        -2.5992582E-02         1.6490550E-01         4.7995739E-02         6.5136087E-01         9.2308390E-01         7.6656178E-02         1.5568093E-02         1.5019341E-01         6.5919828E-01         9.5240027E-01         3.3414572E-01         1.4098275E-03         1.6375316E-02         6.7540330E-01         9.6508551E-01         3.7529644E-01         4.4775572E-02         7.3953554E-02         6.7952710E-01         9.5767480E-01         1.9923112E-01         6.6653587E-02         2.1382404E-02         6.8536669E-01         9.4193763E-01         2.6170877E-01         1.2860821E-01         7.1747832E-02         6.7327762E-01
