"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
nan nan nan nan nan -4.4999999e-01 0.0000000e+00 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.1679335e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.3358669e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.5038004e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.6717338e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 5.8396673e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 7.0076007e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 8.1755342e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 9.3434677e-03 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.0511401e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.1679335e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.2847268e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.4015201e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.5183135e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.6351068e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.7519001e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.8686935e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 1.9854868e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.1022802e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.2190735e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.3358669e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.4526602e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.5694536e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.6862469e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.8030403e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 2.9198335e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.0366270e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.1534202e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.2702137e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.3870071e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.5038002e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.6205936e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.7373871e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.8541801e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 3.9709736e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.0877670e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.2045604e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.3213535e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.4381469e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.5549404e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.6717338e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.7885269e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 4.9053203e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 5.0221138e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 5.1389072e-02 -8.2500003e-02
nan nan nan nan nan -4.4999999e-01 5.2557003e-02 -8.2500003e-02
-1.2879635e+00 -5.0414619e-03 -3.4443168e-03 -3.0452160e-03 8.5514390e-01 -4.4999999e-01 5.3724937e-02 -8.2500003e-02
-1.2880756e+00 -9.6748872e-03 -6.5107960e-03 -4.0066582e-03 8.5459483e-01 -4.4999999e-01 5.4892872e-02 -8.2500003e-02
-1.2882680e+00 -1.3324421e-02 -8.7665422e-03 -3.0246126e-03 8.5420209e-01 -4.4999999e-01 5.6060806e-02 -8.2500003e-02
-1.2884704e+00 -1.5808182e-02 -1.0292800e-02 -9.7359112e-04 8.5395473e-01 -4.4999999e-01 5.7228737e-02 -8.2500003e-02
-1.2886153e+00 -1.7439449e-02 -1.1443188e-02 1.5008161e-03 8.5378915e-01 -4.4999999e-01 5.8396671e-02 -8.2500003e-02
-1.2885771e+00 -1.8469820e-02 -1.2302675e-02 3.8352932e-03 8.5370129e-01 -4.4999999e-01 5.9564605e-02 -8.2500003e-02
-1.2882835e+00 -1.8816430e-02 -1.2620990e-02 5.6992401e-03 8.5368496e-01 -4.4999999e-01 6.0732540e-02 -8.2500003e-02
-1.2879178e+00 -1.8053779e-02 -1.1950512e-02 7.1328962e-03 8.5370356e-01 -4.4999999e-01 6.1900470e-02 -8.2500003e-02
-1.2875841e+00 -1.4654926e-02 -8.6765513e-03 8.0577359e-03 8.5370612e-01 -4.4999999e-01 6.3068405e-02 -8.2500003e-02
-1.2870832e+00 -5.8015492e-03 6.9002461e-05 7.8488234e-03 8.5367548e-01 -4.4999999e-01 6.4236335e-02 -8.2500003e-02
-1.2865757e+00 1.4955034e-02 2.1277845e-02 5.9469761e-03 8.5368907e-01 -4.4999999e-01 6.5404274e-02 -8.2500003e-02
-1.2861504e+00 6.2607728e-02 7.1514294e-02 3.2726140e-03 8.5469043e-01 -4.4999999e-01 6.6572204e-02 -8.2500003e-02
-1.2846073e+00 1.4011014e-01 1.5309170e-01 1.2941119e-03 8.5860020e-01 -4.4999999e-01 6.7740142e-02 -8.2500003e-02
-1.2802694e+00 2.3531291e-01 2.5163516e-01 2.7760500e-04 8.6676264e-01 -4.4999999e-01 6.8908073e-02 -8.2500003e-02
-1.2707771e+00 3.2520127e-01 3.4191266e-01 -2.8024522e-05 8.7880051e-01 -4.4999999e-01 7.0076004e-02 -8.2500003e-02
-1.2563835e+00 3.8618940e-01 3.9928088e-01 -9.0937181e-05 8.8947535e-01 -4.4999999e-01 7.1243942e-02 -8.2500003e-02
-1.2392029e+00 4.1969806e-01 4.2601427e-01 -1.0686275e-04 8.9648789e-01 -4.4999999e-01 7.2411872e-02 -8.2500003e-02
-1.2207756e+00 4.3061653e-01 4.2873266e-01 -1.2213361e-04 8.9972067e-01 -4.4999999e-01 7.3579803e-02 -8.2500003e-02
-1.2024927e+00 4.3288359e-01 4.2275840e-01 -1.3777686e-04 9.0136057e-01 -4.4999999e-01 7.4747741e-02 -8.2500003e-02
-1.1847429e+00 4.3421176e-01 4.1617367e-01 -1.4634276e-04 9.0277773e-01 -4.4999999e-01 7.5915672e-02 -8.2500003e-02
