"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
nan nan nan nan nan -4.6000001e-01 0.0000000e+00 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.1679335e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.3358669e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.5038004e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 4.6717338e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 5.8396673e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 7.0076007e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 8.1755342e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 9.3434677e-03 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.0511401e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.1679335e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.2847268e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.4015201e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.5183135e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.6351068e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.7519001e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.8686935e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 1.9854868e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.1022802e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.2190735e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.3358669e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.4526602e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.5694536e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.6862469e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.8030403e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 2.9198335e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.0366270e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.1534202e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.2702137e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.3870071e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.5038002e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.6205936e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.7373871e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.8541801e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 3.9709736e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 4.0877670e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 4.2045604e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 4.3213535e-02 -8.2500003e-02
nan nan nan nan nan -4.6000001e-01 4.4381469e-02 -8.2500003e-02
-1.2894331e+00 -3.8238598e-03 -3.2019024e-03 -1.9757776e-04 8.5542864e-01 -4.6000001e-01 4.5549404e-02 -8.2500003e-02
-1.2891949e+00 -1.2672961e-02 -1.1099271e-02 -5.7432457e-04 8.5498667e-01 -4.6000001e-01 4.6717338e-02 -8.2500003e-02
-1.2889890e+00 -1.7843606e-02 -1.6264664e-02 -3.2514796e-04 8.5459733e-01 -4.6000001e-01 4.7885269e-02 -8.2500003e-02
-1.2887842e+00 -2.0771524e-02 -1.9527843e-02 5.1576155e-04 8.5430437e-01 -4.6000001e-01 4.9053203e-02 -8.2500003e-02
-1.2885626e+00 -2.1487266e-02 -2.0525033e-02 1.5030159e-03 8.5409111e-01 -4.6000001e-01 5.0221138e-02 -8.2500003e-02
