"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
-7.2457267e-01 4.4069386e-01 2.9681304e-01 -1.5250985e-04 9.4086432e-01 -4.4000000e-01 1.3781615e-01 -8.2500003e-02
-7.2007300e-01 4.4012958e-01 2.9639244e-01 -1.5215891e-04 9.4123274e-01 -4.4000000e-01 1.3898408e-01 -8.2500003e-02
-7.1575336e-01 4.3958512e-01 2.9598570e-01 -1.5157305e-04 9.4158626e-01 -4.4000000e-01 1.4015201e-01 -8.2500003e-02
-7.1153758e-01 4.3905181e-01 2.9558787e-01 -1.5087663e-04 9.4193131e-01 -4.4000000e-01 1.4131995e-01 -8.2500003e-02
-7.0741947e-01 4.3852884e-01 2.9519793e-01 -1.5008110e-04 9.4226831e-01 -4.4000000e-01 1.4248788e-01 -8.2500003e-02
-7.0342822e-01 4.3801972e-01 2.9481599e-01 -1.4917302e-04 9.4259506e-01 -4.4000000e-01 1.4365581e-01 -8.2500003e-02
-6.9955599e-01 4.3752283e-01 2.9444060e-01 -1.4816083e-04 9.4291210e-01 -4.4000000e-01 1.4482374e-01 -8.2500003e-02
-6.9576541e-01 4.3703589e-01 2.9407099e-01 -1.4707756e-04 9.4322246e-01 -4.4000000e-01 1.4599168e-01 -8.2500003e-02
-6.9205571e-01 4.3656009e-01 2.9370716e-01 -1.4592266e-04 9.4352627e-01 -4.4000000e-01 1.4715961e-01 -8.2500003e-02
-6.8848075e-01 4.3610078e-01 2.9334915e-01 -1.4465263e-04 9.4381905e-01 -4.4000000e-01 1.4832754e-01 -8.2500003e-02
-6.8496820e-01 4.3564934e-01 2.9299545e-01 -1.4328248e-04 9.4410676e-01 -4.4000000e-01 1.4949548e-01 -8.2500003e-02
-6.8152026e-01 4.3520764e-01 2.9264590e-01 -1.4181105e-04 9.4438916e-01 -4.4000000e-01 1.5066341e-01 -8.2500003e-02
-6.7817667e-01 4.3478626e-01 2.9230264e-01 -1.4026195e-04 9.4466299e-01 -4.4000000e-01 1.5183134e-01 -8.2500003e-02
-6.7490845e-01 4.3437272e-01 2.9196247e-01 -1.3867285e-04 9.4493061e-01 -4.4000000e-01 1.5299928e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.5416721e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.5533514e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.5650308e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.5767102e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.5883894e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6000688e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6117482e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6234274e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6351068e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6467862e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6584654e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6701448e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6818242e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.6935034e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7051828e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7168622e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7285414e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7402208e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7519002e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7635795e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7752588e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7869382e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.7986175e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8102968e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8219762e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8336555e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8453348e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8570141e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8686935e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8803728e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.8920521e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9037315e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9154108e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9270901e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9387695e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9504488e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9621281e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9738075e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9854869e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 1.9971661e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0088455e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0205249e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0322041e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0438835e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0555629e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0672421e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0789215e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.0906009e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1022801e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1139595e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1256389e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1373181e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1489975e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1606769e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1723561e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1840355e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.1957149e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2073942e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2190735e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2307529e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2424322e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2541115e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2657908e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2774702e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.2891495e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.3008288e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.3125082e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.3241875e-01 -8.2500003e-02
nan nan nan nan nan -4.4000000e-01 2.3358668e-01 -8.2500003e-02
