"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
nan nan nan nan nan -4.00000e-01 0.00000e+00 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.16793e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.33587e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 3.50380e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 4.67173e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 5.83967e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 7.00760e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 8.17553e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 9.34347e-03 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.05114e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.16793e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.28473e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.40152e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.51831e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.63511e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.75190e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.86869e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 1.98549e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.10228e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.21907e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.33587e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.45266e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.56945e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.68625e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.80304e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 2.91983e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 3.03663e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 3.15342e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 3.27021e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 3.38701e-02 -8.25000e-02
nan nan nan nan nan -4.00000e-01 3.50380e-02 -8.25000e-02
