"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
nan nan nan nan nan -3.90000e-01 0.00000e+00 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.16793e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.33587e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.50380e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.67173e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.83967e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.00760e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 8.17553e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 9.34347e-03 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.05114e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.16793e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.28473e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.40152e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.51831e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.63511e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.75190e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.86869e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 1.98549e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.10228e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.21907e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.33587e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.45266e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.56945e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.68625e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.80304e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 2.91983e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.03663e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.15342e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.27021e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.38701e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.50380e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.62059e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.73739e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.85418e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 3.97097e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.08777e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.20456e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.32135e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.43815e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.55494e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.67173e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.78853e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 4.90532e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.02211e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.13891e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.25570e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.37249e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.48929e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.60608e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.72287e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.83967e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 5.95646e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.07325e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.19005e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.30684e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.42363e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.54043e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.65722e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.77401e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 6.89081e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.00760e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.12439e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.24119e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.35798e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.47477e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.59157e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.70836e-02 -8.25000e-02
nan nan nan nan nan -3.90000e-01 7.82515e-02 -8.25000e-02
-1.03769e+00 3.60297e-04 -8.79871e-05 5.73920e-03 8.82984e-01 -3.90000e-01 7.94195e-02 -8.25000e-02
-1.05176e+00 2.45114e-02 5.52844e-03 2.95741e-02 8.80940e-01 -3.90000e-01 8.05874e-02 -8.25000e-02
-1.07211e+00 4.83371e-02 1.67625e-02 3.54538e-02 8.79002e-01 -3.90000e-01 8.17553e-02 -8.25000e-02
-1.08771e+00 5.93887e-02 2.71905e-02 3.19262e-02 8.77317e-01 -3.90000e-01 8.29233e-02 -8.25000e-02
-1.09524e+00 6.31174e-02 3.63872e-02 2.23645e-02 8.76403e-01 -3.90000e-01 8.40912e-02 -8.25000e-02
-1.09643e+00 6.41491e-02 4.61126e-02 1.27787e-02 8.76155e-01 -3.90000e-01 8.52591e-02 -8.25000e-02
-1.09563e+00 6.21723e-02 5.68132e-02 7.28803e-03 8.76189e-01 -3.90000e-01 8.64271e-02 -8.25000e-02
-1.09646e+00 5.61189e-02 6.85052e-02 4.38068e-03 8.76173e-01 -3.90000e-01 8.75950e-02 -8.25000e-02
-1.10240e+00 5.02194e-02 8.07315e-02 4.52621e-03 8.75560e-01 -3.90000e-01 8.87629e-02 -8.25000e-02
-1.11165e+00 4.65885e-02 9.25624e-02 6.07600e-03 8.74658e-01 -3.90000e-01 8.99309e-02 -8.25000e-02
-1.12171e+00 4.41711e-02 1.01762e-01 5.45919e-03 8.73811e-01 -3.90000e-01 9.10988e-02 -8.25000e-02
-1.12976e+00 4.14229e-02 1.07313e-01 3.37083e-03 8.73084e-01 -3.90000e-01 9.22667e-02 -8.25000e-02
