"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
nan nan nan nan nan -4.1999999e-01 0.0000000e+00 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.1679335e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.3358669e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 3.5038004e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 4.6717338e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 5.8396673e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 7.0076007e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 8.1755342e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 9.3434677e-03 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.0511401e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.1679335e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.2847268e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.4015201e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.5183135e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.6351068e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.7519001e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.8686935e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 1.9854868e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.1022802e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.2190735e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.3358669e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.4526602e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.5694536e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.6862469e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.8030403e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 2.9198335e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 3.0366270e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 3.1534202e-02 -8.2500003e-02
nan nan nan nan nan -4.1999999e-01 3.2702137e-02 -8.2500003e-02
