"$C_p$" "Momentum:0" "Momentum:1" "Momentum:2" "Density" "Points:0" "Points:1" "Points:2"
nan nan nan nan nan -3.80000e-01 0.00000e+00 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.16793e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.33587e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.50380e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.67173e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.83967e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.00760e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 8.17553e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 9.34347e-03 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.05114e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.16793e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.28473e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.40152e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.51831e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.63511e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.75190e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.86869e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 1.98549e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.10228e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.21907e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.33587e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.45266e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.56945e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.68625e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.80304e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 2.91983e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.03663e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.15342e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.27021e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.38701e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.50380e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.62059e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.73739e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.85418e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 3.97097e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.08777e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.20456e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.32135e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.43815e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.55494e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.67173e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.78853e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 4.90532e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.02211e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.13891e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.25570e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.37249e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.48929e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.60608e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.72287e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.83967e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 5.95646e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.07325e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.19005e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.30684e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.42363e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.54043e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.65722e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.77401e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 6.89081e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.00760e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.12439e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.24119e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.35798e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.47477e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.59157e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.70836e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.82515e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 7.94195e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 8.05874e-02 -8.25000e-02
nan nan nan nan nan -3.80000e-01 8.17553e-02 -8.25000e-02
-1.01405e+00 2.27061e-02 7.15446e-03 5.85648e-03 8.85488e-01 -3.80000e-01 8.29233e-02 -8.25000e-02
-1.03062e+00 4.89148e-02 1.91379e-02 2.37670e-03 8.83777e-01 -3.80000e-01 8.40912e-02 -8.25000e-02
-1.04227e+00 6.20333e-02 2.94170e-02 -6.56659e-04 8.82349e-01 -3.80000e-01 8.52591e-02 -8.25000e-02
-1.05001e+00 6.89901e-02 3.80750e-02 -5.23428e-03 8.81321e-01 -3.80000e-01 8.64271e-02 -8.25000e-02
-1.05754e+00 7.14220e-02 4.62251e-02 -9.64526e-03 8.80726e-01 -3.80000e-01 8.75950e-02 -8.25000e-02
-1.06419e+00 7.14470e-02 5.43790e-02 -1.06102e-02 8.80372e-01 -3.80000e-01 8.87629e-02 -8.25000e-02
-1.07146e+00 7.12600e-02 6.24734e-02 -5.31217e-03 8.79967e-01 -3.80000e-01 8.99309e-02 -8.25000e-02
-1.07749e+00 7.30339e-02 7.02211e-02 2.13970e-03 8.79692e-01 -3.80000e-01 9.10988e-02 -8.25000e-02
-1.08222e+00 7.45024e-02 7.67582e-02 5.50535e-03 8.79272e-01 -3.80000e-01 9.22667e-02 -8.25000e-02
-1.08678e+00 7.03215e-02 8.20678e-02 7.10699e-03 8.78675e-01 -3.80000e-01 9.34347e-02 -8.25000e-02
-1.08868e+00 6.33882e-02 8.55072e-02 7.43720e-03 8.78302e-01 -3.80000e-01 9.46026e-02 -8.25000e-02
-1.08829e+00 5.88833e-02 8.76907e-02 7.37662e-03 8.78283e-01 -3.80000e-01 9.57705e-02 -8.25000e-02
