   n        time         Clp         Clv         Cdp         Cdv
 2976040   330.09859   0.9069273   0.0008046   0.0489699   0.0053711
 2976060   330.10078   0.9068781   0.0008053   0.0489619   0.0053675
 2976080   330.10298   0.9068275   0.0008061   0.0489530   0.0053640
 2976100   330.10517   0.9067750   0.0008069   0.0489432   0.0053604
 2976120   330.10736   0.9067217   0.0008076   0.0489326   0.0053569
 2976140   330.10956   0.9066696   0.0008083   0.0489220   0.0053536
 2976160   330.11175   0.9066199   0.0008090   0.0489121   0.0053506
 2976180   330.11395   0.9065731   0.0008096   0.0489031   0.0053480
 2976200   330.11614   0.9065281   0.0008101   0.0488947   0.0053459
 2976220   330.11834   0.9064838   0.0008104   0.0488863   0.0053444
 2976240   330.12053   0.9064398   0.0008106   0.0488779   0.0053436
 2976260   330.12273   0.9063967   0.0008106   0.0488694   0.0053435
 2976280   330.12492   0.9063557   0.0008105   0.0488613   0.0053441
 2976300   330.12712   0.9063182   0.0008103   0.0488541   0.0053454
 2976320   330.12931   0.9062858   0.0008100   0.0488483   0.0053472
 2976340   330.13151   0.9062592   0.0008096   0.0488442   0.0053494
 2976360   330.13370   0.9062385   0.0008091   0.0488420   0.0053519
 2976380   330.13590   0.9062228   0.0008087   0.0488412   0.0053544
 2976400   330.13809   0.9062105   0.0008083   0.0488416   0.0053569
 2976420   330.14028   0.9062004   0.0008079   0.0488426   0.0053591
 2976440   330.14248   0.9061918   0.0008077   0.0488441   0.0053611
 2976460   330.14467   0.9061850   0.0008074   0.0488464   0.0053625
 2976480   330.14687   0.9061805   0.0008074   0.0488494   0.0053635
 2976500   330.14906   0.9061792   0.0008074   0.0488536   0.0053640
 2976520   330.15126   0.9061819   0.0008075   0.0488591   0.0053640
 2976540   330.15345   0.9061884   0.0008077   0.0488660   0.0053635
 2976560   330.15565   0.9061980   0.0008079   0.0488741   0.0053626
 2976580   330.15784   0.9062094   0.0008083   0.0488830   0.0053614
 2976600   330.16004   0.9062212   0.0008086   0.0488925   0.0053600
 2976620   330.16223   0.9062320   0.0008090   0.0489021   0.0053585
 2976640   330.16442   0.9062407   0.0008094   0.0489115   0.0053569
 2976660   330.16662   0.9062467   0.0008099   0.0489205   0.0053553
 2976680   330.16881   0.9062495   0.0008102   0.0489288   0.0053538
 2976700   330.17101   0.9062489   0.0008106   0.0489364   0.0053522
 2976720   330.17320   0.9062448   0.0008110   0.0489431   0.0053508
 2976740   330.17540   0.9062371   0.0008113   0.0489488   0.0053494
 2976760   330.17759   0.9062262   0.0008117   0.0489535   0.0053480
 2976780   330.17979   0.9062129   0.0008120   0.0489573   0.0053467
 2976800   330.18198   0.9061989   0.0008123   0.0489606   0.0053454
 2976820   330.18418   0.9061860   0.0008126   0.0489639   0.0053441
 2976840   330.18637   0.9061760   0.0008129   0.0489676   0.0053429
 2976860   330.18857   0.9061700   0.0008132   0.0489719   0.0053418
 2976880   330.19076   0.9061681   0.0008134   0.0489768   0.0053407
 2976900   330.19295   0.9061703   0.0008137   0.0489822   0.0053397
 2976920   330.19515   0.9061762   0.0008139   0.0489881   0.0053389
 2976940   330.19734   0.9061857   0.0008141   0.0489944   0.0053381
 2976960   330.19954   0.9061989   0.0008142   0.0490014   0.0053374
 2976980   330.20173   0.9062161   0.0008144   0.0490090   0.0053367
 2977000   330.20393   0.9062374   0.0008145   0.0490174   0.0053362
 2977020   330.20612   0.9062627   0.0008146   0.0490266   0.0053356
 2977040   330.20832   0.9062912   0.0008147   0.0490365   0.0053351
 2977060   330.21051   0.9063221   0.0008149   0.0490467   0.0053346
 2977080   330.21271   0.9063542   0.0008150   0.0490572   0.0053339
 2977100   330.21490   0.9063864   0.0008151   0.0490675   0.0053332
 2977120   330.21709   0.9064179   0.0008153   0.0490776   0.0053324
 2977140   330.21929   0.9064479   0.0008154   0.0490874   0.0053315
 2977160   330.22148   0.9064759   0.0008156   0.0490967   0.0053304
 2977180   330.22368   0.9065016   0.0008159   0.0491056   0.0053291
 2977200   330.22587   0.9065249   0.0008161   0.0491139   0.0053277
 2977220   330.22807   0.9065454   0.0008164   0.0491217   0.0053261
 2977240   330.23026   0.9065634   0.0008167   0.0491291   0.0053244
 2977260   330.23246   0.9065787   0.0008170   0.0491360   0.0053226
 2977280   330.23465   0.9065914   0.0008173   0.0491424   0.0053207
 2977300   330.23685   0.9066013   0.0008176   0.0491483   0.0053188
 2977320   330.23904   0.9066081   0.0008179   0.0491535   0.0053168
 2977340   330.24123   0.9066117   0.0008182   0.0491582   0.0053148
 2977360   330.24343   0.9066119   0.0008186   0.0491620   0.0053129
 2977380   330.24562   0.9066083   0.0008188   0.0491651   0.0053110
 2977400   330.24782   0.9066010   0.0008191   0.0491673   0.0053092
 2977420   330.25001   0.9065895   0.0008193   0.0491685   0.0053075
 2977440   330.25221   0.9065739   0.0008195   0.0491687   0.0053059
 2977460   330.25440   0.9065540   0.0008197   0.0491678   0.0053043
 2977480   330.25660   0.9065301   0.0008199   0.0491661   0.0053029
 2977500   330.25879   0.9065024   0.0008200   0.0491635   0.0053016
 2977520   330.26098   0.9064712   0.0008202   0.0491601   0.0053003
 2977540   330.26318   0.9064369   0.0008203   0.0491562   0.0052990
 2977560   330.26537   0.9063994   0.0008204   0.0491518   0.0052978
 2977580   330.26757   0.9063589   0.0008206   0.0491468   0.0052965
 2977600   330.26976   0.9063153   0.0008207   0.0491412   0.0052953
 2977620   330.27196   0.9062686   0.0008208   0.0491351   0.0052941
 2977640   330.27415   0.9062188   0.0008210   0.0491284   0.0052929
 2977660   330.27635   0.9061660   0.0008211   0.0491210   0.0052916
 2977680   330.27854   0.9061101   0.0008213   0.0491130   0.0052904
 2977700   330.28073   0.9060510   0.0008215   0.0491042   0.0052891
 2977720   330.28293   0.9059888   0.0008216   0.0490945   0.0052878
 2977740   330.28512   0.9059239   0.0008218   0.0490841   0.0052866
 2977760   330.28732   0.9058565   0.0008220   0.0490730   0.0052854
 2977780   330.28951   0.9057874   0.0008222   0.0490613   0.0052842
 2977800   330.29171   0.9057173   0.0008224   0.0490493   0.0052830
 2977820   330.29390   0.9056471   0.0008226   0.0490372   0.0052819
 2977840   330.29610   0.9055774   0.0008227   0.0490252   0.0052808
 2977860   330.29829   0.9055088   0.0008229   0.0490136   0.0052797
 2977880   330.30049   0.9054416   0.0008231   0.0490024   0.0052786
 2977900   330.30268   0.9053760   0.0008233   0.0489917   0.0052775
 2977920   330.30488   0.9053120   0.0008235   0.0489815   0.0052764
 2977940   330.30707   0.9052494   0.0008237   0.0489717   0.0052754
 2977960   330.30926   0.9051881   0.0008239   0.0489624   0.0052745
 2977980   330.31146   0.9051279   0.0008241   0.0489534   0.0052735
 2978000   330.31365   0.9050685   0.0008243   0.0489447   0.0052727
 2978020   330.31585   0.9050096   0.0008244   0.0489362   0.0052718
 2978040   330.31804   0.9049512   0.0008246   0.0489279   0.0052711
 2978060   330.32024   0.9048930   0.0008247   0.0489198   0.0052703
 2978080   330.32243   0.9048350   0.0008249   0.0489119   0.0052697
 2978100   330.32463   0.9047775   0.0008250   0.0489044   0.0052691
 2978120   330.32682   0.9047204   0.0008250   0.0488971   0.0052687
 2978140   330.32902   0.9046639   0.0008251   0.0488901   0.0052684
 2978160   330.33121   0.9046081   0.0008251   0.0488835   0.0052682
 2978180   330.33341   0.9045531   0.0008250   0.0488772   0.0052684
 2978200   330.33560   0.9044988   0.0008249   0.0488711   0.0052687
 2978220   330.33780   0.9044453   0.0008248   0.0488654   0.0052694
 2978240   330.33999   0.9043929   0.0008245   0.0488600   0.0052704
 2978260   330.34219   0.9043417   0.0008242   0.0488549   0.0052716
 2978280   330.34438   0.9042920   0.0008239   0.0488503   0.0052732
 2978300   330.34657   0.9042440   0.0008234   0.0488461   0.0052752
 2978320   330.34877   0.9041979   0.0008229   0.0488424   0.0052774
 2978340   330.35096   0.9041538   0.0008224   0.0488394   0.0052799
 2978360   330.35316   0.9041120   0.0008218   0.0488369   0.0052827
 2978380   330.35535   0.9040723   0.0008211   0.0488351   0.0052858
 2978400   330.35755   0.9040347   0.0008203   0.0488339   0.0052891
 2978420   330.35974   0.9039990   0.0008195   0.0488333   0.0052926
 2978440   330.36194   0.9039650   0.0008187   0.0488333   0.0052963
 2978460   330.36413   0.9039325   0.0008179   0.0488337   0.0053001
 2978480   330.36633   0.9039014   0.0008170   0.0488346   0.0053039
 2978500   330.36852   0.9038714   0.0008161   0.0488360   0.0053077
 2978520   330.37072   0.9038421   0.0008153   0.0488377   0.0053114
 2978540   330.37291   0.9038131   0.0008145   0.0488396   0.0053149
 2978560   330.37511   0.9037838   0.0008138   0.0488416   0.0053181
 2978580   330.37730   0.9037535   0.0008132   0.0488435   0.0053209
 2978600   330.37950   0.9037216   0.0008127   0.0488450   0.0053233
 2978620   330.38169   0.9036873   0.0008122   0.0488460   0.0053253
 2978640   330.38389   0.9036503   0.0008119   0.0488464   0.0053267
 2978660   330.38608   0.9036105   0.0008117   0.0488460   0.0053278
 2978680   330.38828   0.9035678   0.0008115   0.0488451   0.0053286
 2978700   330.39047   0.9035226   0.0008114   0.0488436   0.0053291
 2978720   330.39267   0.9034751   0.0008113   0.0488416   0.0053294
 2978740   330.39486   0.9034255   0.0008113   0.0488392   0.0053296
 2978760   330.39705   0.9033740   0.0008112   0.0488364   0.0053299
 2978780   330.39925   0.9033205   0.0008111   0.0488332   0.0053301
 2978800   330.40144   0.9032652   0.0008110   0.0488297   0.0053305
 2978820   330.40364   0.9032079   0.0008109   0.0488257   0.0053309
 2978840   330.40583   0.9031488   0.0008108   0.0488213   0.0053314
 2978860   330.40803   0.9030881   0.0008106   0.0488166   0.0053319
 2978880   330.41022   0.9030262   0.0008105   0.0488115   0.0053323
 2978900   330.41242   0.9029633   0.0008104   0.0488062   0.0053327
 2978920   330.41461   0.9028997   0.0008103   0.0488008   0.0053330
 2978940   330.41681   0.9028354   0.0008102   0.0487952   0.0053330
 2978960   330.41900   0.9027706   0.0008102   0.0487894   0.0053328
 2978980   330.42120   0.9027052   0.0008103   0.0487834   0.0053324
 2979000   330.42339   0.9026390   0.0008104   0.0487773   0.0053317
 2979020   330.42559   0.9025722   0.0008106   0.0487709   0.0053307
 2979040   330.42778   0.9025047   0.0008109   0.0487644   0.0053296
 2979060   330.42998   0.9024365   0.0008111   0.0487577   0.0053283
 2979080   330.43217   0.9023677   0.0008114   0.0487508   0.0053270
 2979100   330.43437   0.9022984   0.0008117   0.0487439   0.0053257
 2979120   330.43656   0.9022286   0.0008120   0.0487368   0.0053244
 2979140   330.43875   0.9021583   0.0008122   0.0487296   0.0053233
 2979160   330.44095   0.9020875   0.0008124   0.0487223   0.0053223
 2979180   330.44314   0.9020163   0.0008126   0.0487150   0.0053216
 2979200   330.44534   0.9019451   0.0008127   0.0487076   0.0053211
 2979220   330.44753   0.9018741   0.0008128   0.0487001   0.0053210
 2979240   330.44973   0.9018039   0.0008127   0.0486928   0.0053211
 2979260   330.45192   0.9017350   0.0008126   0.0486858   0.0053215
 2979280   330.45412   0.9016682   0.0008125   0.0486792   0.0053223
 2979300   330.45631   0.9016044   0.0008123   0.0486731   0.0053234
 2979320   330.45851   0.9015443   0.0008120   0.0486680   0.0053247
 2979340   330.46070   0.9014890   0.0008117   0.0486638   0.0053263
 2979360   330.46290   0.9014392   0.0008113   0.0486608   0.0053282
 2979380   330.46509   0.9013955   0.0008109   0.0486591   0.0053302
 2979400   330.46729   0.9013586   0.0008104   0.0486589   0.0053324
 2979420   330.46948   0.9013289   0.0008100   0.0486601   0.0053346
 2979440   330.47168   0.9013067   0.0008096   0.0486630   0.0053369
 2979460   330.47387   0.9012923   0.0008091   0.0486675   0.0053392
 2979480   330.47607   0.9012858   0.0008087   0.0486738   0.0053414
 2979500   330.47826   0.9012874   0.0008083   0.0486820   0.0053435
 2979520   330.48046   0.9012968   0.0008080   0.0486919   0.0053453
 2979540   330.48265   0.9013136   0.0008077   0.0487036   0.0053470
 2979560   330.48484   0.9013371   0.0008074   0.0487168   0.0053485
 2979580   330.48704   0.9013665   0.0008072   0.0487315   0.0053498
 2979600   330.48923   0.9014011   0.0008071   0.0487475   0.0053510
 2979620   330.49143   0.9014401   0.0008069   0.0487645   0.0053519
 2979640   330.49362   0.9014830   0.0008068   0.0487824   0.0053528
 2979660   330.49582   0.9015292   0.0008067   0.0488013   0.0053535
 2979680   330.49801   0.9015783   0.0008066   0.0488208   0.0053542
 2979700   330.50021   0.9016295   0.0008066   0.0488409   0.0053547
 2979720   330.50240   0.9016819   0.0008065   0.0488613   0.0053553
 2979740   330.50460   0.9017348   0.0008064   0.0488818   0.0053558
 2979760   330.50679   0.9017874   0.0008064   0.0489021   0.0053562
 2979780   330.50899   0.9018392   0.0008063   0.0489222   0.0053566
 2979800   330.51118   0.9018902   0.0008062   0.0489419   0.0053571
 2979820   330.51338   0.9019404   0.0008061   0.0489614   0.0053575
 2979840   330.51557   0.9019902   0.0008060   0.0489809   0.0053579
 2979860   330.51777   0.9020402   0.0008060   0.0490004   0.0053583
 2979880   330.51996   0.9020909   0.0008059   0.0490203   0.0053587
 2979900   330.52216   0.9021430   0.0008058   0.0490407   0.0053590
 2979920   330.52435   0.9021969   0.0008058   0.0490619   0.0053594
 2979940   330.52655   0.9022529   0.0008057   0.0490838   0.0053597
 2979960   330.52874   0.9023106   0.0008057   0.0491065   0.0053600
 2979980   330.53094   0.9023698   0.0008056   0.0491300   0.0053604
 2980000   330.53313   0.9024294   0.0008055   0.0491539   0.0053608
 2980020   330.53533   0.9024887   0.0008054   0.0491780   0.0053612
 2980040   330.53752   0.9025465   0.0008054   0.0492020   0.0053615
 2980060   330.53972   0.9026018   0.0008054   0.0492256   0.0053616
 2980080   330.54191   0.9026537   0.0008055   0.0492486   0.0053613
 2980100   330.54410   0.9027017   0.0008056   0.0492709   0.0053608
 2980120   330.54630   0.9027454   0.0008058   0.0492924   0.0053599
 2980140   330.54849   0.9027841   0.0008060   0.0493128   0.0053589
 2980160   330.55069   0.9028169   0.0008063   0.0493321   0.0053579
 2980180   330.55288   0.9028430   0.0008065   0.0493499   0.0053570
 2980200   330.55508   0.9028618   0.0008067   0.0493660   0.0053563
 2980220   330.55727   0.9028727   0.0008068   0.0493803   0.0053559
 2980240   330.55947   0.9028750   0.0008068   0.0493925   0.0053559
 2980260   330.56166   0.9028681   0.0008066   0.0494022   0.0053562
 2980280   330.56386   0.9028513   0.0008064   0.0494095   0.0053571
 2980300   330.56605   0.9028243   0.0008060   0.0494140   0.0053584
 2980320   330.56825   0.9027870   0.0008055   0.0494158   0.0053602
 2980340   330.57044   0.9027396   0.0008049   0.0494151   0.0053625
 2980360   330.57264   0.9026827   0.0008043   0.0494118   0.0053650
 2980380   330.57483   0.9026168   0.0008036   0.0494064   0.0053678
 2980400   330.57703   0.9025427   0.0008029   0.0493989   0.0053707
 2980420   330.57922   0.9024614   0.0008022   0.0493896   0.0053735
 2980440   330.58142   0.9023736   0.0008015   0.0493788   0.0053764
 2980460   330.58361   0.9022797   0.0008008   0.0493664   0.0053791
 2980480   330.58581   0.9021804   0.0008001   0.0493527   0.0053818
 2980500   330.58800   0.9020761   0.0007995   0.0493377   0.0053844
 2980520   330.59020   0.9019674   0.0007989   0.0493215   0.0053870
 2980540   330.59239   0.9018553   0.0007982   0.0493043   0.0053897
 2980560   330.59459   0.9017411   0.0007976   0.0492865   0.0053924
 2980580   330.59678   0.9016264   0.0007969   0.0492686   0.0053952
 2980600   330.59898   0.9015127   0.0007962   0.0492510   0.0053982
 2980620   330.60117   0.9014017   0.0007954   0.0492340   0.0054013
 2980640   330.60337   0.9012949   0.0007947   0.0492183   0.0054046
 2980660   330.60556   0.9011934   0.0007939   0.0492039   0.0054081
 2980680   330.60776   0.9010984   0.0007930   0.0491911   0.0054116
 2980700   330.60995   0.9010106   0.0007922   0.0491802   0.0054153
 2980720   330.61215   0.9009309   0.0007914   0.0491711   0.0054190
 2980740   330.61434   0.9008602   0.0007906   0.0491643   0.0054227
 2980760   330.61654   0.9007992   0.0007898   0.0491598   0.0054264
 2980780   330.61873   0.9007485   0.0007890   0.0491579   0.0054299
 2980800   330.62093   0.9007082   0.0007882   0.0491585   0.0054333
 2980820   330.62312   0.9006779   0.0007875   0.0491617   0.0054366
 2980840   330.62531   0.9006569   0.0007868   0.0491672   0.0054396
 2980860   330.62751   0.9006440   0.0007862   0.0491747   0.0054425
 2980880   330.62970   0.9006379   0.0007856   0.0491838   0.0054452
 2980900   330.63190   0.9006370   0.0007850   0.0491941   0.0054478
 2980920   330.63409   0.9006402   0.0007845   0.0492053   0.0054502
 2980940   330.63629   0.9006464   0.0007840   0.0492170   0.0054524
 2980960   330.63848   0.9006550   0.0007835   0.0492292   0.0054545
 2980980   330.64068   0.9006657   0.0007830   0.0492417   0.0054565
 2981000   330.64287   0.9006785   0.0007826   0.0492548   0.0054584
 2981020   330.64507   0.9006929   0.0007822   0.0492682   0.0054602
 2981040   330.64726   0.9007091   0.0007819   0.0492821   0.0054617
 2981060   330.64946   0.9007278   0.0007816   0.0492968   0.0054629
 2981080   330.65165   0.9007484   0.0007813   0.0493120   0.0054641
 2981100   330.65385   0.9007691   0.0007810   0.0493275   0.0054656
 2981120   330.65604   0.9007903   0.0007804   0.0493432   0.0054681
 2981140   330.65824   0.9008130   0.0007796   0.0493593   0.0054717
 2981160   330.66043   0.9008355   0.0007788   0.0493754   0.0054754
 2981180   330.66263   0.9008548   0.0007783   0.0493909   0.0054780
 2981200   330.66482   0.9008735   0.0007783   0.0494061   0.0054789
 2981220   330.66702   0.9008944   0.0007784   0.0494219   0.0054784
 2981240   330.66921   0.9009153   0.0007786   0.0494376   0.0054769
 2981260   330.67141   0.9009323   0.0007790   0.0494524   0.0054748
 2981280   330.67360   0.9009456   0.0007798   0.0494664   0.0054723
 2981300   330.67580   0.9009584   0.0007805   0.0494803   0.0054698
 2981320   330.67799   0.9009721   0.0007809   0.0494945   0.0054680
 2981340   330.68019   0.9009857   0.0007807   0.0495087   0.0054678
 2981360   330.68238   0.9009979   0.0007800   0.0495227   0.0054700
 2981380   330.68458   0.9010079   0.0007787   0.0495362   0.0054747
 2981400   330.68677   0.9010160   0.0007770   0.0495493   0.0054819
 2981420   330.68897   0.9010228   0.0007750   0.0495621   0.0054909
 2981440   330.69116   0.9010292   0.0007727   0.0495747   0.0055009
 2981460   330.69336   0.9010357   0.0007704   0.0495873   0.0055114
 2981480   330.69555   0.9010432   0.0007681   0.0496000   0.0055218
 2981500   330.69775   0.9010521   0.0007658   0.0496129   0.0055316
 2981520   330.69994   0.9010633   0.0007638   0.0496261   0.0055408
 2981540   330.70214   0.9010773   0.0007618   0.0496398   0.0055492
 2981560   330.70433   0.9010946   0.0007601   0.0496540   0.0055567
 2981580   330.70653   0.9011155   0.0007585   0.0496688   0.0055634
 2981600   330.70872   0.9011401   0.0007570   0.0496842   0.0055693
 2981620   330.71092   0.9011681   0.0007558   0.0497001   0.0055744
 2981640   330.71311   0.9011992   0.0007546   0.0497163   0.0055789
 2981660   330.71531   0.9012330   0.0007536   0.0497329   0.0055828
 2981680   330.71750   0.9012692   0.0007527   0.0497497   0.0055861
 2981700   330.71970   0.9013073   0.0007519   0.0497665   0.0055889
 2981720   330.72189   0.9013474   0.0007511   0.0497835   0.0055913
 2981740   330.72409   0.9013890   0.0007505   0.0498005   0.0055933
 2981760   330.72628   0.9014320   0.0007499   0.0498174   0.0055950
 2981780   330.72848   0.9014762   0.0007494   0.0498344   0.0055964
 2981800   330.73067   0.9015210   0.0007490   0.0498512   0.0055975
 2981820   330.73287   0.9015663   0.0007486   0.0498679   0.0055983
 2981840   330.73506   0.9016117   0.0007483   0.0498844   0.0055989
 2981860   330.73726   0.9016573   0.0007481   0.0499007   0.0055992
 2981880   330.73945   0.9017030   0.0007479   0.0499169   0.0055993
 2981900   330.74165   0.9017491   0.0007478   0.0499330   0.0055990
 2981920   330.74384   0.9017958   0.0007478   0.0499491   0.0055986
 2981940   330.74604   0.9018434   0.0007478   0.0499655   0.0055979
 2981960   330.74823   0.9018920   0.0007478   0.0499820   0.0055971
 2981980   330.75043   0.9019417   0.0007479   0.0499988   0.0055962
 2982000   330.75262   0.9019925   0.0007481   0.0500159   0.0055952
 2982020   330.75482   0.9020442   0.0007482   0.0500331   0.0055942
 2982040   330.75701   0.9020964   0.0007483   0.0500506   0.0055932
 2982060   330.75921   0.9021489   0.0007484   0.0500682   0.0055924
 2982080   330.76140   0.9022012   0.0007485   0.0500858   0.0055917
 2982100   330.76360   0.9022531   0.0007486   0.0501033   0.0055913
 2982120   330.76579   0.9023041   0.0007486   0.0501208   0.0055910
 2982140   330.76799   0.9023538   0.0007486   0.0501380   0.0055908
 2982160   330.77018   0.9024015   0.0007485   0.0501548   0.0055909
 2982180   330.77238   0.9024466   0.0007485   0.0501710   0.0055910
 2982200   330.77457   0.9024882   0.0007484   0.0501862   0.0055913
 2982220   330.77677   0.9025257   0.0007483   0.0502003   0.0055916
 2982240   330.77896   0.9025587   0.0007482   0.0502131   0.0055920
 2982260   330.78116   0.9025868   0.0007481   0.0502245   0.0055923
 2982280   330.78335   0.9026103   0.0007481   0.0502344   0.0055926
 2982300   330.78555   0.9026295   0.0007480   0.0502430   0.0055927
 2982320   330.78774   0.9026450   0.0007480   0.0502505   0.0055928
 2982340   330.78994   0.9026575   0.0007481   0.0502571   0.0055926
 2982360   330.79213   0.9026679   0.0007482   0.0502629   0.0055923
 2982380   330.79433   0.9026768   0.0007483   0.0502683   0.0055918
 2982400   330.79652   0.9026849   0.0007485   0.0502734   0.0055910
 2982420   330.79872   0.9026927   0.0007487   0.0502784   0.0055901
 2982440   330.80091   0.9027006   0.0007490   0.0502833   0.0055890
 2982460   330.80311   0.9027090   0.0007493   0.0502883   0.0055877
 2982480   330.80530   0.9027182   0.0007496   0.0502935   0.0055863
 2982500   330.80750   0.9027286   0.0007500   0.0502990   0.0055847
 2982520   330.80969   0.9027406   0.0007504   0.0503049   0.0055830
 2982540   330.81189   0.9027545   0.0007509   0.0503112   0.0055811
 2982560   330.81408   0.9027704   0.0007514   0.0503180   0.0055791
 2982580   330.81628   0.9027886   0.0007519   0.0503255   0.0055770
 2982600   330.81847   0.9028092   0.0007524   0.0503335   0.0055748
 2982620   330.82067   0.9028323   0.0007530   0.0503422   0.0055724
 2982640   330.82286   0.9028579   0.0007536   0.0503515   0.0055700
 2982660   330.82506   0.9028860   0.0007542   0.0503615   0.0055674
 2982680   330.82725   0.9029163   0.0007549   0.0503721   0.0055648
 2982700   330.82945   0.9029484   0.0007556   0.0503831   0.0055621
 2982720   330.83164   0.9029817   0.0007562   0.0503945   0.0055594
 2982740   330.83384   0.9030154   0.0007569   0.0504060   0.0055566
 2982760   330.83603   0.9030486   0.0007577   0.0504172   0.0055537
 2982780   330.83823   0.9030806   0.0007584   0.0504281   0.0055508
 2982800   330.84042   0.9031104   0.0007592   0.0504382   0.0055478
 2982820   330.84262   0.9031375   0.0007599   0.0504474   0.0055447
 2982840   330.84481   0.9031615   0.0007607   0.0504557   0.0055416
 2982860   330.84701   0.9031821   0.0007615   0.0504628   0.0055384
 2982880   330.84920   0.9031991   0.0007624   0.0504688   0.0055351
 2982900   330.85140   0.9032125   0.0007632   0.0504736   0.0055317
 2982920   330.85359   0.9032225   0.0007641   0.0504773   0.0055283
 2982940   330.85579   0.9032290   0.0007650   0.0504799   0.0055247
 2982960   330.85798   0.9032326   0.0007659   0.0504815   0.0055212
 2982980   330.86018   0.9032335   0.0007667   0.0504822   0.0055176
 2983000   330.86237   0.9032323   0.0007676   0.0504821   0.0055141
 2983020   330.86457   0.9032293   0.0007685   0.0504814   0.0055105
 2983040   330.86676   0.9032251   0.0007694   0.0504801   0.0055069
 2983060   330.86896   0.9032199   0.0007703   0.0504785   0.0055034
 2983080   330.87115   0.9032138   0.0007711   0.0504764   0.0054998
 2983100   330.87335   0.9032070   0.0007720   0.0504739   0.0054962
 2983120   330.87554   0.9031992   0.0007729   0.0504711   0.0054926
 2983140   330.87774   0.9031903   0.0007737   0.0504678   0.0054888
 2983160   330.87993   0.9031800   0.0007746   0.0504640   0.0054851
 2983180   330.88213   0.9031680   0.0007755   0.0504596   0.0054812
 2983200   330.88432   0.9031538   0.0007764   0.0504546   0.0054774
 2983220   330.88652   0.9031371   0.0007773   0.0504489   0.0054734
 2983240   330.88872   0.9031172   0.0007782   0.0504423   0.0054695
 2983260   330.89091   0.9030936   0.0007790   0.0504348   0.0054657
 2983280   330.89311   0.9030658   0.0007799   0.0504262   0.0054620
 2983300   330.89530   0.9030335   0.0007807   0.0504165   0.0054585
 2983320   330.89750   0.9029964   0.0007814   0.0504056   0.0054552
 2983340   330.89969   0.9029545   0.0007821   0.0503935   0.0054521
