t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  1.2100010E+02         9.2430454E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6021901E-01         9.2469358E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6049832E-01         9.3423218E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6731054E-01         9.7031140E-01         3.4870711E-01         1.0233035E-01         6.9764785E-02         6.8295008E-01         9.3737417E-01         4.2447656E-01         9.4375454E-02        -8.1368223E-02         6.5707958E-01         9.6073329E-01         2.2351284E-01        -6.3851988E-03         1.9655626E-01         6.8046427E-01         9.3125403E-01         3.7300974E-01         1.0056752E-01         1.9991717E-01         6.6391152E-01         9.3691254E-01         3.6522862E-01         9.4631501E-02        -1.0171004E-01         6.6612834E-01         9.5109791E-01         3.7412256E-01         3.9090406E-02         7.0424020E-02         6.7146903E-01
  1.2101570E+02         9.2421222E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6015226E-01         9.2382747E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5987796E-01         9.3311077E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6650271E-01         9.6168309E-01         3.7229997E-01         9.8353900E-02         5.6694463E-02         6.7617559E-01         9.1551769E-01         2.6417506E-01         1.7388855E-01         4.4261850E-02         6.5272486E-01         9.4851476E-01         2.2080497E-01        -2.9694628E-02         1.7189318E-01         6.7325366E-01         9.3355429E-01         3.6503035E-01         8.7716043E-02         2.0361309E-01         6.6703314E-01         9.2877018E-01         3.6775035E-01         1.1972530E-01        -9.9479161E-02         6.6151530E-01         9.4394737E-01         4.1012019E-01         2.6157415E-02         1.0525598E-01         6.6617215E-01
  1.2103130E+02         9.2431968E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6022825E-01         9.2277241E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5912634E-01         9.3306112E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6647315E-01         9.5504689E-01         4.0563998E-01         1.0234471E-01         2.7572570E-02         6.6946369E-01         9.3309295E-01         2.7867478E-01         1.9824429E-01         8.3618097E-02         6.6290122E-01         9.3727809E-01         1.9632944E-01        -5.3488858E-02         1.1646220E-01         6.6778892E-01         9.3525726E-01         3.4828731E-01         8.3433248E-02         2.0257625E-01         6.7029506E-01         9.2266238E-01         3.8118345E-01         1.4019401E-01        -8.8730201E-02         6.5605044E-01         9.3820763E-01         3.9843798E-01         2.5444932E-02         1.4071366E-01         6.6498166E-01
  1.2104700E+02         9.2450285E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6035998E-01         9.2137265E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5813178E-01         9.3239462E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.6600949E-01         9.4729280E-01         4.4676647E-01         9.5789410E-02         7.1716267E-03         6.6075903E-01         9.5555526E-01         3.6841214E-01         1.6669631E-01         4.4369772E-02         6.7038071E-01         9.3105674E-01         1.6685101E-01        -5.7775684E-02         3.0636402E-02         6.6473788E-01         9.3753999E-01         3.2348055E-01         9.0083212E-02         2.0797311E-01         6.7373461E-01         9.1888285E-01         3.8954580E-01         1.5422401E-01        -7.2930858E-02         6.5086937E-01         9.4038594E-01         3.5804713E-01         3.4508411E-02         1.4634952E-01         6.6817474E-01
  1.2106260E+02         9.2457634E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6041297E-01         9.1997731E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5713304E-01         9.3000889E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.6430992E-01         9.2848426E-01         4.6301359E-01         1.1667304E-01         6.2015573E-03         6.4834493E-01         9.5940661E-01         3.9030650E-01         1.5225415E-01         2.3863876E-02         6.7148584E-01         9.2741859E-01         1.3600740E-01        -3.7213441E-02        -5.3546514E-02         6.6116995E-01         9.4187343E-01         2.8382626E-01         1.0612099E-01         2.2312215E-01         6.7811257E-01         9.1581541E-01         3.8181165E-01         1.7701903E-01        -7.0780165E-02         6.4727187E-01         9.4380450E-01         3.3402729E-01         3.8577646E-02         9.4768092E-02         6.6948318E-01
  1.2107820E+02         9.2455971E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6040105E-01         9.1922581E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5659016E-01         9.2656791E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6184849E-01         9.1133165E-01         3.0763116E-01         1.8246415E-01         8.6742416E-02         6.4394122E-01         9.5800692E-01         3.8921240E-01         1.5018785E-01         3.5210628E-02         6.7252511E-01         9.2529279E-01         1.1544320E-01        -9.7299116E-03        -1.0499509E-01         6.5785199E-01         9.4904393E-01         2.5015306E-01         1.0355347E-01         2.3778413E-01         6.8378967E-01         9.1211098E-01         3.5255331E-01         1.9940294E-01        -7.5254686E-02         6.4431679E-01         9.4081455E-01         3.3048120E-01         3.9189532E-02         7.9520931E-03         6.6445279E-01
  1.2109390E+02         9.2474318E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6053039E-01         9.1940129E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.5671259E-01         9.2490518E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6061848E-01         9.1744083E-01         2.6168212E-01         1.4996813E-01         1.4461769E-01         6.5153468E-01         9.6131247E-01         3.7165684E-01         1.4550816E-01         4.2199276E-02         6.7643952E-01         9.2488915E-01         1.0495581E-01        -2.0161953E-03        -9.7013295E-02         6.5795135E-01         9.5792830E-01         2.4342328E-01         7.0877872E-02         2.3751445E-01         6.8911397E-01         9.0507537E-01         3.0355108E-01         2.1952929E-01        -8.0812767E-02         6.3838327E-01         9.3484414E-01         3.3641806E-01         5.4206599E-02        -7.3633447E-02         6.5766561E-01
  1.2110950E+02         9.2514533E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6081870E-01         9.1985047E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5703940E-01         9.2404443E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6002566E-01         9.2198807E-01         3.0722880E-01         1.0989112E-01         1.6715743E-01         6.5696353E-01         9.6577501E-01         3.4098262E-01         1.3596323E-01         2.9512573E-02         6.8031579E-01         9.2614704E-01         1.0418995E-01        -3.0641729E-02        -5.6584306E-02         6.5847510E-01         9.6560657E-01         2.5245363E-01         3.5361465E-02         2.2572966E-01         6.9246954E-01         8.9388978E-01         2.2051497E-01         2.7036846E-01        -7.5826198E-02         6.2830693E-01         9.3075156E-01         3.4387779E-01         7.8841001E-02        -1.2321229E-01         6.5459359E-01
  1.2112510E+02         9.2530990E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6093749E-01         9.2053539E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5752333E-01         9.2359787E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5971524E-01         9.2791229E-01         2.3624323E-01         8.8641614E-02         2.2951460E-01         6.6261524E-01         9.6904230E-01         3.1034493E-01         1.2108250E-01         4.2533283E-03         6.8287206E-01         9.2826879E-01         1.0305063E-01        -2.8472701E-02        -5.2840706E-02         6.6033137E-01         9.7081369E-01         2.5539446E-01         2.1332266E-02         2.0748597E-01         6.9484055E-01         8.8492894E-01         1.3438217E-01         3.2155192E-01        -3.0800186E-02         6.1760688E-01         9.3045402E-01         3.4163445E-01         1.0617072E-01        -1.4266647E-01         6.5638071E-01
  1.2114080E+02         9.2524755E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6089272E-01         9.2131186E-01         0.0000000E+00        -1.3877788E-17         0.0000000E+00         6.5807873E-01         9.2261326E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5901208E-01         9.4020349E-01         1.5396696E-01         3.5045076E-02         2.6515090E-01         6.7211610E-01         9.6832430E-01         2.9550239E-01         1.0617258E-01        -2.3129713E-02         6.8228501E-01         9.3899935E-01         1.5796541E-01         2.8623998E-02        -7.4521169E-02         6.7118037E-01         9.7370005E-01         2.5034571E-01         1.6542029E-02         1.8884157E-01         6.9631553E-01         8.7905258E-01         2.7343538E-02         3.4276289E-01         8.0413342E-02         6.1474741E-01         9.3327981E-01         3.3275887E-01         1.3525715E-01        -1.5041351E-01         6.6065115E-01
  1.2115640E+02         9.2524564E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6089129E-01         9.2150873E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5822595E-01         9.1972911E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5696234E-01         9.5124757E-01         1.2017781E-01         2.2200026E-02         2.1898414E-01         6.8251646E-01         9.5988971E-01         2.7837145E-01         7.9435870E-02        -4.4039819E-02         6.7779332E-01         9.5518714E-01         2.7784553E-01         5.8183935E-02        -8.8430487E-02         6.7866254E-01         9.7529125E-01         2.4311037E-01         8.2081826E-03         1.7857367E-01         6.9727147E-01         8.9156657E-01        -2.0355831E-03         3.1066751E-01         2.4218002E-01         6.2558138E-01         9.3489707E-01         3.3341095E-01         1.4977010E-01        -1.5196115E-01         6.6381061E-01
  1.2117200E+02         9.2513746E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6081458E-01         9.2119634E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.5800112E-01         9.1474158E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5341884E-01         9.5642281E-01         1.4961705E-01         3.7363529E-02         1.5561822E-01         6.8637598E-01         9.4495100E-01         2.3188870E-01         7.8502804E-02        -9.1591358E-02         6.6893387E-01         9.6469569E-01         3.4815300E-01         4.6821747E-02        -1.0266332E-01         6.7795056E-01         9.7636586E-01         2.3378535E-01        -2.1677460E-03         1.7710510E-01         6.9811088E-01         9.0973914E-01         3.6240045E-02         2.4550579E-01         3.3389884E-01         6.3909459E-01         9.3286300E-01         3.4834930E-01         1.3143361E-01        -1.4441873E-01         6.6394156E-01
  1.2118760E+02         9.2510575E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6079074E-01         9.2090547E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5778959E-01         9.0930325E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.4953548E-01         9.6261972E-01         1.9554894E-01         7.2204977E-02         1.1912853E-01         6.8770319E-01         9.2705202E-01         1.6986053E-01         1.2259599E-01        -1.0947347E-01         6.5519601E-01         9.6359462E-01         3.6192513E-01         3.6863793E-02        -9.6361525E-02         6.7692989E-01         9.7826087E-01         2.2315335E-01        -1.5876373E-02         1.7726496E-01         6.9923592E-01         9.2513967E-01         5.5850297E-02         1.8749355E-01         3.4994605E-01         6.5307939E-01         9.2683625E-01         3.7285066E-01         9.9204615E-02        -1.5023200E-01         6.5956044E-01
  1.2120330E+02         9.2543632E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6102457E-01         9.2085522E-01         0.0000000E+00         1.3877788E-17         0.0000000E+00         6.5775263E-01         9.0740216E-01         0.0000000E+00         1.3877788E-17         0.0000000E+00         6.4815414E-01         9.6948332E-01         2.3526874E-01         1.0130049E-01         1.0546236E-01         6.8777454E-01         9.1529799E-01         6.9117792E-02         1.0207847E-01         3.2166608E-02         6.5237945E-01         9.5912373E-01         3.8800529E-01         2.1434819E-02        -4.5294639E-02         6.7599583E-01         9.8057902E-01         2.1446168E-01        -3.0311471E-02         1.7028208E-01         7.0061260E-01         9.3562424E-01         5.8646224E-02         1.5071359E-01         3.1538668E-01         6.6397446E-01         9.1398084E-01         3.8618091E-01         8.8601984E-02        -1.6775584E-01         6.4853269E-01
  1.2121890E+02         9.2610502E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6150206E-01         9.2085803E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.5775591E-01         9.1219693E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5153360E-01         9.7358423E-01         2.7493989E-01         1.0331018E-01         9.7757228E-02         6.8651724E-01         9.2992526E-01        -2.2436292E-03         1.5717186E-01         2.0745866E-01         6.5968186E-01         9.5115614E-01         4.2022341E-01        -4.0279799E-03         2.7915008E-02         6.7028242E-01         9.8163033E-01         2.1106246E-01        -3.6724381E-02         1.5128550E-01         7.0070183E-01         9.4010252E-01         4.2731214E-02         1.2597433E-01         2.6605764E-01         6.6903722E-01         8.9825010E-01         3.1407022E-01         1.5144783E-01        -1.2120046E-01         6.3946456E-01
  1.2123450E+02         9.2676276E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6197264E-01         9.2105299E-01         5.5511151E-17         0.0000000E+00         0.0000000E+00         6.5789336E-01         9.2130107E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5801877E-01         9.7217596E-01         3.1373897E-01         8.7426253E-02         9.3603179E-02         6.8317103E-01         9.4013113E-01         2.5974691E-02         2.1299617E-01         2.6260158E-01         6.6798031E-01         9.3659580E-01         3.6021766E-01         2.5709390E-04         1.2467558E-01         6.6245860E-01         9.8262483E-01         2.1544586E-01        -3.8776200E-02         1.2671489E-01         6.9968772E-01         9.4132334E-01         2.1609077E-02         1.1098558E-01         2.3110016E-01         6.7020643E-01         9.0643299E-01         1.5391427E-01         2.6119018E-01        -2.4695073E-03         6.4373982E-01
  1.2125020E+02         9.2711985E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6222888E-01         9.2190200E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5849662E-01         9.2883551E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6344362E-01         9.6543694E-01         3.3529255E-01         7.4086435E-02         9.8795578E-02         6.7875534E-01         9.4646847E-01         1.1341699E-01         2.1189314E-01         2.2919175E-01         6.7650127E-01         9.2858249E-01         2.1983352E-01         6.9120839E-02         1.8804112E-01         6.5828413E-01         9.8476768E-01         2.2958522E-01        -5.3224154E-02         1.1602444E-01         6.9918793E-01         9.4318998E-01         2.5933245E-02         1.1449568E-01         2.1091032E-01         6.7159498E-01         9.2021620E-01         1.3989544E-01         2.9638737E-01         2.5527118E-02         6.5263277E-01
  1.2126580E+02         9.2738104E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.6241509E-01         9.2316020E-01         0.0000000E+00         0.0000000E+00         0.0000000E+00         6.5939742E-01         9.3111193E-01        -5.5511151E-17         0.0000000E+00         0.0000000E+00         6.6509748E-01         9.5989138E-01         3.5875744E-01         7.9358764E-02         1.0282657E-01         6.7465734E-01         9.4985318E-01         1.7161787E-01         1.8694185E-01         1.7310904E-01         6.8325245E-01         9.3423688E-01         1.2639475E-01         1.4481880E-01         1.4866187E-01         6.6254812E-01         9.8366505E-01         2.4014345E-01        -6.9526404E-02         1.2720037E-01         6.9771457E-01         9.4617099E-01         6.0437649E-02         1.1393056E-01         2.0941801E-01         6.7453033E-01         9.2209822E-01         2.5730336E-01         2.3116790E-01        -3.8265169E-02         6.5721422E-01
