t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  1.2100010E+02         9.4171506E-01         1.0638672E-01         5.2211084E-03        -5.1084571E-02         6.6828525E-01         9.5834494E-01         2.3797341E-01         2.9474571E-02        -1.4366052E-02         6.8330216E-01         9.4456172E-01         2.8823277E-02         9.8053724E-02        -1.1972054E-01         6.7238683E-01         8.9601475E-01         1.4517654E-01         5.4050624E-02         9.8736688E-02         6.2679833E-01         9.5845681E-01         1.7255957E-01        -3.8163092E-02        -1.1968555E-01         6.8634021E-01         9.5593947E-01         4.3847244E-02         1.1324794E-01         3.0197779E-02         6.9107372E-01         9.2832434E-01        -9.7028747E-02         1.5066440E-01        -1.3413171E-02         6.5959573E-01         9.3088102E-01         2.2540088E-01        -7.2442321E-03         1.3080376E-02         6.5610594E-01         9.6884620E-01         2.9740086E-01         9.1975018E-02         5.7243556E-02         6.8367249E-01
  1.2101570E+02         9.3119717E-01         3.5051201E-02         2.6639601E-02        -7.1772709E-02         6.5995419E-01         9.4547844E-01         2.4022652E-01         4.4217076E-02        -1.6908877E-02         6.7434120E-01         9.4941264E-01         3.4517765E-03         1.0776023E-01        -1.7858349E-01         6.7809010E-01         8.9182186E-01         1.5076995E-01         1.2677270E-01         7.1258754E-02         6.2386274E-01         9.5943731E-01         1.6525708E-01        -3.5254356E-02        -1.0583673E-01         6.8693298E-01         9.5734686E-01         6.6078864E-02         1.4026442E-01         5.3505290E-02         6.9161928E-01         9.2496878E-01        -8.4580436E-02         1.5517648E-01        -8.3530024E-03         6.5744388E-01         9.3055665E-01         1.9332127E-01         1.0737816E-02         2.5289454E-02         6.5611887E-01         9.6836805E-01         2.9752836E-01         8.0728330E-02         6.7636095E-02         6.8238014E-01
  1.2103130E+02         9.4145066E-01        -4.4955939E-02         5.1708650E-02        -1.1014205E-01         6.7001539E-01         9.3682808E-01         2.5731063E-01         5.4208864E-02        -2.8168876E-02         6.6573685E-01         9.5597482E-01         1.1359175E-02         1.2734942E-01        -1.7315999E-01         6.8631357E-01         8.8971543E-01         1.1752878E-01         1.4726995E-01         5.0985288E-02         6.2197286E-01         9.6132112E-01         1.7213236E-01        -3.1871032E-02        -9.9652514E-02         6.8773031E-01         9.6046662E-01         6.6939227E-02         1.7521164E-01         8.3363779E-02         6.9013047E-01         9.2302448E-01        -6.4985700E-02         1.6316073E-01        -2.2542262E-03         6.5581852E-01         9.2870528E-01         1.5352045E-01         5.2018356E-02         5.1312212E-02         6.5515828E-01         9.6936470E-01         3.0533564E-01         6.8509966E-02         8.7645613E-02         6.8119460E-01
  1.2104700E+02         9.5618224E-01        -1.5229440E-02         4.9701575E-02        -1.0577803E-01         6.8734294E-01         9.2831492E-01         2.8604650E-01         6.8854228E-02        -3.4129824E-02         6.5573478E-01         9.6189219E-01         3.9668698E-02         1.2988557E-01        -1.3947205E-01         6.9301444E-01         8.8818610E-01         6.4235643E-02         1.3441309E-01         4.5761365E-02         6.2033391E-01         9.6488023E-01         1.8378691E-01        -2.3176415E-02        -7.7278689E-02         6.8829775E-01         9.6156347E-01         5.5671010E-02         1.9828808E-01         1.1648037E-01         6.8608290E-01         9.2339450E-01        -4.6427693E-02         1.7999019E-01         8.3610807E-03         6.5588486E-01         9.2773318E-01         1.1887059E-01         9.7256295E-02         9.0687729E-02         6.5488905E-01         9.6711856E-01         3.2410735E-01         6.6745929E-02         1.2915763E-01         6.7963809E-01
  1.2106260E+02         9.6276855E-01         4.8725620E-02         7.5417873E-03        -8.2608804E-02         6.9430363E-01         9.1735333E-01         3.1315118E-01         8.2580157E-02        -3.8091727E-02         6.4366406E-01         9.6610594E-01         7.0297040E-02         1.2107262E-01        -1.1098723E-01         6.9719595E-01         8.9035398E-01        -3.2911199E-04         1.3504168E-01         4.3349605E-02         6.2065995E-01         9.6709162E-01         1.7687483E-01        -1.7354392E-02        -5.4591786E-02         6.8654305E-01         9.5694149E-01         4.9238071E-02         2.0010686E-01         1.3902901E-01         6.7931628E-01         9.2567885E-01        -3.3763625E-02         2.0648353E-01         2.3066798E-02         6.5767193E-01         9.2839152E-01         1.1976497E-01         1.2880421E-01         1.2654810E-01         6.5554935E-01         9.5634913E-01         3.4579876E-01         7.3671833E-02         1.7419200E-01         6.7454493E-01
  1.2107820E+02         9.6534252E-01         1.0260813E-01        -1.9178590E-02        -5.0928194E-02         6.9273955E-01         9.0492231E-01         3.1853643E-01         8.9387663E-02        -4.9943127E-02         6.3082713E-01         9.6756721E-01         9.1230154E-02         1.0157362E-01        -1.0611782E-01         7.0000809E-01         8.9574504E-01        -6.4025037E-02         1.5828577E-01         4.2015381E-02         6.2391526E-01         9.6803498E-01         1.7593573E-01        -3.2933258E-02        -5.1793344E-02         6.8518311E-01         9.4712961E-01         5.2047089E-02         1.8511634E-01         1.3713424E-01         6.7061150E-01         9.2849392E-01        -2.7591188E-02         2.3270182E-01         3.6155492E-02         6.6014743E-01         9.2820328E-01         1.5690283E-01         1.4795132E-01         1.4163169E-01         6.5514171E-01         9.3743408E-01         3.6568895E-01         6.7875661E-02         1.8590695E-01         6.6615653E-01
  1.2109390E+02         9.6205467E-01         1.5925707E-01         6.9500436E-03        -2.0850645E-02         6.8428123E-01         8.9255595E-01         2.8602767E-01         1.0103849E-01        -7.1069084E-02         6.1882383E-01         9.6770024E-01         9.9423222E-02         7.6225370E-02        -1.1688461E-01         7.0200104E-01         9.0187180E-01        -1.2151497E-01         1.8908930E-01         3.4956723E-02         6.2903076E-01         9.6519035E-01         1.9810884E-01        -5.2972618E-02        -4.8776541E-02         6.8352240E-01         9.3551493E-01         6.1872933E-02         1.5805937E-01         1.0618776E-01         6.6232967E-01         9.3091613E-01        -2.5400799E-02         2.4365354E-01         3.9166279E-02         6.6280049E-01         9.2529738E-01         1.7363240E-01         1.6348839E-01         1.5619729E-01         6.5299022E-01         9.2456031E-01         3.7882733E-01         3.2840610E-02         1.4845228E-01         6.6097486E-01
  1.2110950E+02         9.4783890E-01         1.9549054E-01         5.0009493E-02        -1.6632020E-02         6.7025667E-01         8.8073725E-01         1.9995025E-01         1.5483373E-01        -1.2525040E-01         6.1047655E-01         9.6969110E-01         1.0380275E-01         5.5365574E-02        -1.2054797E-01         7.0339882E-01         9.1026819E-01        -1.3779594E-01         2.2182727E-01         4.0098261E-03         6.3760459E-01         9.5600528E-01         2.1586283E-01        -4.7706962E-02        -1.8677060E-02         6.7943835E-01         9.2605448E-01         7.9468526E-02         1.2158278E-01         4.9773552E-02         6.5676641E-01         9.3273813E-01        -2.3171850E-02         2.3187961E-01         2.8242471E-02         6.6558731E-01         9.2141426E-01         1.4860161E-01         1.8362591E-01         1.8183695E-01         6.5055794E-01         9.2778164E-01         3.7990063E-01        -1.9562919E-02         8.6390547E-02         6.6230607E-01
  1.2112510E+02         9.3101180E-01         1.6930489E-01         8.5324056E-02        -3.8703583E-02         6.5825272E-01         8.8723439E-01         1.2593368E-01         2.5013107E-01        -1.8655226E-01         6.1619347E-01         9.7442108E-01         1.1516378E-01         4.6233714E-02        -1.0188706E-01         7.0392406E-01         9.2144293E-01        -6.5251306E-02         2.5469837E-01        -3.0348947E-02         6.4762777E-01         9.4539809E-01         2.0644520E-01        -1.6138213E-02         3.0792212E-02         6.7398846E-01         9.2202741E-01         1.0551021E-01         7.9518154E-02        -2.0159015E-02         6.5494192E-01         9.3386805E-01        -1.8732330E-02         2.0513663E-01         7.0859366E-03         6.6792512E-01         9.1777873E-01         1.2386000E-01         2.0878839E-01         1.9641481E-01         6.4809209E-01         9.4057292E-01         3.6532396E-01        -4.8765000E-02         3.6898736E-02         6.6736108E-01
  1.2114080E+02         9.3223095E-01         9.6899733E-02         1.1851079E-01        -7.3335968E-02         6.5911615E-01         9.1139007E-01         9.4239511E-02         3.0456129E-01        -1.9983326E-01         6.3675600E-01         9.7972226E-01         1.3428050E-01         4.0800914E-02        -6.6802673E-02         7.0254165E-01         9.2816406E-01        -7.1582176E-02         2.7135426E-01        -4.7297470E-02         6.5501630E-01         9.3965971E-01         1.9295047E-01         1.4841400E-02         6.9310158E-02         6.6896671E-01         9.2486739E-01         1.3626277E-01         3.8180873E-02        -8.5649483E-02         6.5723610E-01         9.3422580E-01        -1.3733338E-02         1.8074289E-01        -1.6670438E-02         6.6911584E-01         9.1562504E-01         1.2283657E-01         2.2047833E-01         1.9585440E-01         6.4614028E-01         9.5140880E-01         3.3889019E-01        -4.0581480E-02         2.7245415E-02         6.7095327E-01
