t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  1.2100010E+02         9.2793816E-01        -9.0306044E-02        -3.8094286E-02         5.6744736E-02         6.5075958E-01         9.5411944E-01         7.1631987E-03         1.6593488E-01         5.3642914E-02         6.8508393E-01         9.8129523E-01         6.9036685E-02         1.8307060E-01        -5.1877551E-02         7.0910084E-01         8.9608747E-01         1.7166384E-01         5.9571281E-02        -2.2176158E-02         6.2939143E-01         9.7189212E-01         1.6177550E-01         1.6105707E-01        -1.4441166E-02         6.9637376E-01         9.5094800E-01         7.2865434E-02         1.5372296E-01         4.4482838E-02         6.7631531E-01         9.4467986E-01         1.3201965E-01         2.7319429E-02        -5.5502009E-02         6.7414188E-01         9.1490036E-01         2.6011646E-01         4.6118051E-02         7.7391036E-02         6.5144718E-01         9.6543318E-01         3.1104738E-01        -4.5154385E-02        -9.7731622E-03         6.8065989E-01
  1.2101570E+02         9.3710613E-01        -1.0546010E-01        -3.9061034E-04         5.1261049E-02         6.5985221E-01         9.6529913E-01         7.3253033E-03         1.5517235E-01         3.5909861E-02         6.9494253E-01         9.8840678E-01         1.1351414E-01         1.4523438E-01        -5.0002880E-02         7.1093971E-01         8.9123452E-01         1.0350941E-01         9.4670281E-02        -6.3837707E-02         6.2727147E-01         9.7702634E-01         1.7265226E-01         1.6241738E-01        -8.0037583E-03         6.9618905E-01         9.5247936E-01         7.9883792E-02         1.4492771E-01         3.3103094E-02         6.7675906E-01         9.4234771E-01         1.1491577E-01         5.2930798E-02        -8.3930843E-02         6.7245287E-01         9.1863811E-01         2.1842839E-01         5.2979592E-02         1.1900560E-01         6.5284753E-01         9.6122736E-01         3.2483828E-01        -5.8019046E-02         4.4373069E-03         6.7809528E-01
  1.2103130E+02         9.4855654E-01        -1.0770809E-01         2.7452664E-02         4.1327175E-02         6.7128277E-01         9.7021198E-01         2.9942870E-02         1.3168669E-01         3.9199278E-02         6.9979507E-01         9.8905170E-01         1.4406794E-01         1.0469241E-01        -4.9394708E-02         7.0807183E-01         8.9305729E-01         8.7475479E-02         1.1062531E-01        -8.1696354E-02         6.3130474E-01         9.8065710E-01         1.7470868E-01         1.5541281E-01        -3.2570641E-03         6.9619781E-01         9.5493722E-01         9.5949568E-02         1.3846757E-01         2.6103558E-02         6.7743373E-01         9.4198066E-01         1.4095350E-01         7.3733546E-02        -6.8231612E-02         6.7123598E-01         9.2352211E-01         1.7747600E-01         7.3609352E-02         1.3907114E-01         6.5525293E-01         9.5605445E-01         3.2445732E-01        -5.9938435E-02         2.5279559E-02         6.7576492E-01
  1.2104700E+02         9.5889151E-01        -9.9522963E-02         4.0424310E-02         2.9518746E-02         6.8224025E-01         9.7363180E-01         6.4015903E-02         1.0371776E-01         6.8463571E-02         7.0193088E-01         9.8129094E-01         1.5489449E-01         7.0685640E-02        -3.7437167E-02         7.0133233E-01         8.9541686E-01         9.9868447E-02         1.1453789E-01        -8.3756708E-02         6.3507128E-01         9.8200977E-01         1.7835946E-01         1.3801770E-01         5.4867766E-03         6.9609636E-01         9.5643902E-01         1.1702584E-01         1.4029866E-01         3.4252495E-02         6.7854059E-01         9.4292879E-01         1.7583233E-01         8.5277282E-02        -4.3960582E-02         6.7011321E-01         9.2840272E-01         1.5023851E-01         9.3795046E-02         1.3436085E-01         6.5860444E-01         9.5141619E-01         3.1383529E-01        -5.7157982E-02         5.0701544E-02         6.7411035E-01
  1.2106260E+02         9.6559650E-01        -8.1693932E-02         3.6571972E-02         1.7686626E-02         6.9054872E-01         9.7810704E-01         1.0400346E-01         7.6095328E-02         1.0580340E-01         7.0263594E-01         9.6641111E-01         1.4795209E-01         5.3841729E-02        -1.9696403E-02         6.9202286E-01         8.9492846E-01         9.7661510E-02         1.3065934E-01        -9.5421471E-02         6.3591295E-01         9.8157132E-01         1.8502665E-01         1.1546615E-01         1.7861458E-02         6.9553107E-01         9.5505863E-01         1.4130989E-01         1.5852071E-01         5.8381882E-02         6.7970896E-01         9.4300628E-01         1.8429109E-01         8.8181764E-02        -2.9883496E-02         6.6895580E-01         9.3192309E-01         1.2825786E-01         1.1090500E-01         1.1428664E-01         6.6141182E-01         9.4841462E-01         3.0762598E-01        -6.1076947E-02         6.7597061E-02         6.7269832E-01
  1.2107820E+02         9.6766734E-01        -5.9488446E-02         1.6993584E-02         6.0956399E-03         6.9436598E-01         9.8102725E-01         1.4885269E-01         5.3976420E-02         1.2226582E-01         7.0106316E-01         9.4988221E-01         1.3204247E-01         6.6466667E-02        -9.8144766E-03         6.8315721E-01         8.9782071E-01         7.3130973E-02         1.5571149E-01        -1.0146945E-01         6.3826841E-01         9.7933817E-01         1.9358936E-01         9.1394700E-02         3.0266987E-02         6.9365066E-01         9.5085359E-01         1.8026724E-01         1.9738743E-01         8.1924155E-02         6.7933577E-01         9.4116265E-01         1.7579728E-01         7.6592237E-02        -1.4751238E-02         6.6775537E-01         9.3475181E-01         1.0590816E-01         1.2157939E-01         8.9740410E-02         6.6340548E-01         9.4487917E-01         3.0732432E-01        -6.3948013E-02         6.3400336E-02         6.7011583E-01
  1.2109390E+02         9.6517199E-01        -4.3507002E-02        -1.4151754E-02        -4.5711007E-03         6.9253635E-01         9.7817010E-01         1.9677001E-01         4.6819154E-02         1.0419209E-01         6.9582897E-01         9.4018036E-01         1.2056448E-01         1.1050631E-01        -1.3341554E-02         6.7858452E-01         9.0758240E-01         2.6545299E-02         1.8062191E-01        -8.7548897E-02         6.4436388E-01         9.7564775E-01         2.0171595E-01         6.0979843E-02         5.3189918E-02         6.8978781E-01         9.4633114E-01         2.3806930E-01         2.3958097E-01         8.8297106E-02         6.7621976E-01         9.3774635E-01         1.6415066E-01         5.1668044E-02         1.4438723E-02         6.6653717E-01         9.3707550E-01         8.4983990E-02         1.2402425E-01         6.5495498E-02         6.6474748E-01         9.3925357E-01         2.9911003E-01        -4.4690296E-02         5.0944671E-02         6.6708297E-01
  1.2110950E+02         9.5842224E-01        -4.4612180E-02        -4.8409015E-02        -1.1169097E-02         6.8548018E-01         9.6892965E-01         2.4378407E-01         5.6240987E-02         6.6132441E-02         6.8630409E-01         9.4093627E-01         1.2500824E-01         1.6801652E-01        -2.3618245E-02         6.7848414E-01         9.2299938E-01        -1.9836463E-02         1.9355606E-01        -5.8304802E-02         6.5374005E-01         9.6984136E-01         1.9992194E-01         8.8002961E-03         9.5156699E-02         6.8309474E-01         9.4420654E-01         2.9043767E-01         2.5463125E-01         7.6847121E-02         6.7329150E-01         9.3421030E-01         1.4612123E-01         2.9053411E-02         5.7321783E-02         6.6563624E-01         9.3861163E-01         6.9599941E-02         1.2254051E-01         4.2917538E-02         6.6572994E-01         9.3314534E-01         2.7492544E-01        -8.8641234E-03         5.6522623E-02         6.6525030E-01
  1.2112510E+02         9.4951141E-01        -6.6011772E-02        -7.2069980E-02        -1.1974339E-02         6.7651653E-01         9.5436746E-01         2.8268391E-01         6.8739556E-02         2.9818073E-02         6.7292553E-01         9.4783980E-01         1.4342372E-01         2.1385863E-01        -3.3942122E-02         6.8038267E-01         9.3731600E-01        -3.9133299E-02         1.9164290E-01        -2.6885306E-02         6.6290486E-01         9.5030451E-01         1.6201030E-01        -2.1167073E-02         1.1038811E-01         6.6886908E-01         9.4586205E-01         3.1765500E-01         2.3492128E-01         5.9284531E-02         6.7424268E-01         9.3247825E-01         1.2116069E-01         2.2342300E-02         1.0006110E-01         6.6534537E-01         9.3991423E-01         5.9845582E-02         1.2123569E-01         2.0489648E-02         6.6692203E-01         9.2887431E-01         2.3397782E-01         6.7666708E-03         9.2378572E-02         6.6398758E-01
  1.2114080E+02         9.4249678E-01        -9.8020084E-02        -7.3601127E-02        -1.0809560E-02         6.7038655E-01         9.3491906E-01         3.0380747E-01         7.5980805E-02        -3.5434444E-03         6.5699154E-01         9.5368350E-01         1.6308714E-01         2.3243703E-01        -4.9475659E-02         6.8303001E-01         9.4602072E-01        -2.6923014E-02         1.8086952E-01        -5.4587005E-03         6.6970468E-01         9.2828804E-01         1.0816551E-01        -3.9197676E-02         6.2277962E-02         6.5428805E-01         9.5127922E-01         3.2052070E-01         2.0288368E-01         5.2255757E-02         6.7813718E-01         9.3342739E-01         1.0053107E-01         2.9697562E-02         1.2859066E-01         6.6572833E-01         9.4106865E-01         5.3486023E-02         1.2084532E-01        -2.3077193E-03         6.6811383E-01         9.2879140E-01         1.8878558E-01         3.2128796E-03         1.3518606E-01         6.6285819E-01
