t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  1.2100010E+02         9.1560221E-01         8.7215364E-02        -6.2885536E-03        -1.9515289E-02         6.4424980E-01         8.9539689E-01         2.7397418E-02        -3.1968944E-02         5.2978424E-03         6.3068974E-01         8.9025486E-01        -4.8256018E-03         4.5424500E-03         1.4086750E-01         6.2484306E-01         9.3970358E-01        -4.5113981E-02         6.4580016E-02        -1.7419940E-01         6.6820163E-01         9.6004790E-01         6.6883370E-02         3.5693265E-02        -1.5383910E-01         6.8623298E-01         9.2589098E-01         2.0917834E-01         7.9735436E-02         1.2289903E-01         6.5394354E-01         9.4957328E-01         1.5481263E-01         8.7878734E-02        -4.2142946E-02         6.8023980E-01         9.3420005E-01         2.5251794E-01        -3.0143842E-02        -4.9210072E-02         6.6508520E-01         9.3037349E-01         4.3790221E-01        -2.7167635E-02        -4.0194853E-03         6.6222012E-01
  1.2101570E+02         8.9774930E-01         3.5494454E-02         1.1838973E-02        -1.6655939E-02         6.2937510E-01         8.9231086E-01        -2.3041826E-02         2.7443407E-02         2.9384026E-03         6.2896037E-01         8.9779526E-01        -6.7945398E-02         6.7441389E-02         9.2079483E-02         6.3343734E-01         9.4254583E-01        -2.3419840E-02         1.0033530E-01        -1.4606272E-01         6.7160237E-01         9.5400661E-01         8.5001551E-02         6.4719304E-02        -1.6685942E-01         6.8431187E-01         9.2099023E-01         1.6082197E-01         1.6922116E-01        -1.7179559E-03         6.5038985E-01         9.4697636E-01         8.9013740E-02         6.8067834E-02         3.6603652E-02         6.7727304E-01         9.3092328E-01         2.1557991E-01         2.6352024E-03        -3.1008670E-02         6.6077334E-01         9.3065852E-01         4.2592683E-01        -1.5694080E-02        -5.0452426E-02         6.6266888E-01
  1.2103130E+02         8.9685076E-01        -1.3941792E-02         6.2308077E-02        -3.0194808E-02         6.2736785E-01         9.0820950E-01        -5.9162579E-02         7.7205904E-02        -2.0888266E-03         6.4291781E-01         9.0597743E-01        -1.1097381E-01         1.1526601E-01         7.1157840E-05         6.4134073E-01         9.4523859E-01         3.7082810E-02         8.6635433E-02        -8.0571748E-02         6.7216128E-01         9.4145191E-01         6.6800840E-02         1.1219893E-01        -1.7247850E-01         6.7489040E-01         9.3752819E-01         1.6008106E-01         2.3983085E-01        -1.4586440E-01         6.6450483E-01         9.4840407E-01         8.4992729E-02         5.5522144E-02         7.5423419E-02         6.7764163E-01         9.3093026E-01         1.8475643E-01         7.1780130E-02        -2.2747789E-02         6.6108072E-01         9.2720062E-01         4.0042704E-01        -1.1198699E-02        -1.8634837E-02         6.6123557E-01
  1.2104700E+02         9.1294360E-01        -2.3013201E-02         1.0747530E-01        -6.0783558E-02         6.3899750E-01         9.3112820E-01        -4.6230175E-02         9.9961892E-02        -3.2736096E-03         6.6546184E-01         9.1364861E-01        -1.0715972E-01         1.5791114E-01        -5.7628185E-02         6.4607239E-01         9.4423002E-01         1.1305629E-01         2.3858776E-02        -1.8346069E-02         6.7181432E-01         9.3864572E-01         3.6469582E-02         1.7828038E-01        -1.6711651E-01         6.7423898E-01         9.4494671E-01         1.8458363E-01         2.4013247E-01        -1.3079183E-01         6.7639416E-01         9.5071709E-01         1.0260241E-01         5.4067571E-02         7.5826190E-02         6.7947084E-01         9.3560898E-01         1.8586834E-01         1.2668714E-01        -2.9016748E-02         6.6597563E-01         9.2425925E-01         4.0395600E-01         1.0259938E-02         6.4752169E-02         6.5982246E-01
  1.2106260E+02         9.2781550E-01         3.9289715E-03         1.1729884E-01        -8.2385257E-02         6.5194046E-01         9.4944674E-01         2.5969598E-02         9.1947965E-02        -1.4517799E-03         6.8392992E-01         9.1782713E-01        -8.1735827E-02         1.7451768E-01        -6.4447828E-02         6.4953715E-01         9.4190550E-01         1.7660955E-01        -3.6219142E-02         3.7605077E-02         6.6838783E-01         9.4502848E-01         4.7864746E-02         1.9624951E-01        -1.9915411E-01         6.7922705E-01         9.4793469E-01         2.1097077E-01         2.0168489E-01        -1.0585384E-01         6.8078667E-01         9.5190704E-01         8.7734476E-02         5.2267563E-02         8.3102092E-02         6.8058205E-01         9.4127303E-01         2.0244461E-01         1.4990157E-01        -4.5965884E-02         6.7127836E-01         9.2426521E-01         4.3602473E-01         4.3539856E-02         9.6320137E-02         6.5903538E-01
  1.2107820E+02         9.3237728E-01         4.4201564E-02         1.0410551E-01        -7.6235309E-02         6.5880990E-01         9.6164280E-01         1.2728894E-01         6.7046739E-02        -6.3428367E-03         6.8974376E-01         9.1488820E-01        -7.3123015E-02         1.2719265E-01        -4.8996840E-02         6.4930224E-01         9.3257129E-01         2.2263665E-01        -5.9480887E-02         1.0015851E-01         6.5860361E-01         9.4632757E-01         1.0081711E-01         1.6981387E-01        -2.2317392E-01         6.8411994E-01         9.4939393E-01         2.3290683E-01         1.6767682E-01        -9.8515429E-02         6.8343157E-01         9.5103359E-01         7.3554099E-02         4.0762406E-02         1.0670604E-01         6.8093306E-01         9.4592696E-01         2.2019666E-01         1.5342140E-01        -6.5488309E-02         6.7468703E-01         9.2824757E-01         4.4094232E-01         2.4604209E-02         8.2682006E-02         6.6251147E-01
  1.2109390E+02         9.3018830E-01         8.8646472E-02         8.7641411E-02        -5.4306239E-02         6.6020972E-01         9.6632975E-01         2.0254697E-01         3.6011964E-02        -1.6363939E-02         6.8444622E-01         9.0576631E-01        -8.4892727E-02         4.6252795E-02        -8.3928546E-03         6.4286041E-01         9.1818905E-01         2.4036728E-01        -3.0180665E-02         1.6562939E-01         6.4880741E-01         9.5195580E-01         1.4255460E-01         1.0237726E-01        -2.0346648E-01         6.9037092E-01         9.4994879E-01         2.4099208E-01         1.3919106E-01        -4.9162917E-02         6.8683511E-01         9.4943011E-01         1.1795782E-01         2.0290796E-02         1.2262775E-01         6.8124586E-01         9.4836241E-01         2.4302123E-01         1.2987180E-01        -7.3864751E-02         6.7637837E-01         9.3335468E-01         4.0358856E-01        -9.0517150E-03         5.8711983E-02         6.6720349E-01
  1.2110950E+02         9.2689997E-01         1.1889392E-01         7.0815787E-02        -3.7717529E-02         6.5823466E-01         9.5544964E-01         2.2543335E-01        -1.3825690E-03        -1.5417919E-02         6.7263395E-01         8.9547342E-01        -1.2682422E-01        -1.8116362E-02         4.1843429E-02         6.3152152E-01         9.1188025E-01         1.9588630E-01         5.5146277E-02         2.1789330E-01         6.4979434E-01         9.5928848E-01         1.3688409E-01         2.6735242E-02        -1.6669852E-01         6.9363105E-01         9.5467049E-01         2.4027249E-01         1.0809494E-01         2.5676735E-02         6.9030929E-01         9.4835931E-01         1.7177464E-01         2.2593522E-02         1.1871463E-01         6.8085915E-01         9.4677842E-01         2.5232190E-01         7.6166391E-02        -4.6559535E-02         6.7618632E-01         9.3447429E-01         3.7129286E-01        -1.4421063E-02         3.4392137E-02         6.6822785E-01
  1.2112510E+02         9.2284596E-01         1.1520119E-01         5.2244496E-02        -2.7216155E-02         6.5380478E-01         9.2985094E-01         2.0231415E-01        -1.8772142E-02        -1.3057377E-02         6.5607673E-01         8.9346629E-01        -2.0583522E-01        -4.1933276E-02         7.5794891E-02         6.2440062E-01         9.3208081E-01         1.0893670E-01         1.2270707E-01         2.3370588E-01         6.6718251E-01         9.6145701E-01         1.2340343E-01        -2.4315983E-02        -1.3023396E-01         6.9178247E-01         9.6153766E-01         2.3570722E-01         6.5752566E-02         6.1487719E-02         6.9223559E-01         9.4668031E-01         1.8028830E-01         7.1541317E-02         9.0341046E-02         6.8019593E-01         9.4268006E-01         2.3310471E-01         1.5888277E-02         1.9121155E-02         6.7435288E-01         9.3520331E-01         3.4795970E-01        -1.3814886E-02         2.7384182E-02         6.6882741E-01
  1.2114080E+02         9.1699970E-01         7.9806715E-02         4.2494975E-02        -1.5199933E-02         6.4800471E-01         9.0829366E-01         1.5443860E-01         1.7563133E-02        -4.1486796E-02         6.4323074E-01         8.9979917E-01        -2.7713209E-01        -1.1244920E-02         8.9304715E-02         6.2405860E-01         9.4842714E-01         8.1360914E-02         8.6754844E-02         2.1506828E-01         6.7746735E-01         9.5888883E-01         1.1168572E-01        -2.8751079E-02        -1.1855024E-01         6.9071853E-01         9.6424764E-01         2.2123827E-01         2.8822215E-02         3.7176576E-02         6.9291764E-01         9.4617301E-01         1.6175142E-01         1.3403319E-01         5.1440440E-02         6.7911541E-01         9.3993443E-01         2.0832172E-01        -2.1819318E-02         8.9254715E-02         6.7210442E-01         9.3489045E-01         3.2449764E-01        -1.9698812E-02         3.7302643E-02         6.6855896E-01
