t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  1.2100010E+02         9.5687604E-01         5.4882169E-02        -6.1607327E-02         9.7497791E-02         6.8580729E-01         9.5795655E-01         2.8389571E-03        -9.9344598E-04         1.7831697E-01         6.8585652E-01         9.7975403E-01         1.3154691E-01         1.7734939E-02         6.8363011E-02         7.0517600E-01         9.2527980E-01         1.1609530E-01         9.5176093E-02         2.3033968E-01         6.5193999E-01         9.3182534E-01         6.3723093E-04        -1.5942080E-02        -9.7199358E-02         6.5531772E-01         9.6060556E-01         1.1318879E-01         1.0196660E-01        -1.3875048E-02         6.8443954E-01         9.0432870E-01         2.0387100E-01         9.3379401E-02        -9.6577302E-02         6.4056838E-01         9.3478888E-01         3.5518717E-02         7.7301949E-02        -9.3542047E-02         6.6500735E-01         9.5058781E-01        -5.0623794E-03         2.3929283E-02         1.5340282E-02         6.8216592E-01
  1.2101570E+02         9.5188892E-01         6.6112436E-02        -6.0399685E-02         8.2889497E-02         6.7947179E-01         9.4784558E-01        -6.6718683E-03        -7.7154212E-02         1.6065150E-01         6.7433763E-01         9.8063719E-01         1.6301742E-01         2.4898527E-02         1.7979300E-02         7.0325243E-01         9.2011422E-01         1.1928122E-01         9.8874941E-02         2.0930921E-01         6.4994019E-01         9.3197334E-01        -8.8046473E-03        -3.3778802E-02         5.5232853E-02         6.6008085E-01         9.5647436E-01         9.6859090E-02         1.0802073E-01        -1.7554469E-02         6.8070805E-01         9.1259760E-01         1.5697290E-01         1.1472908E-01        -1.5716295E-01         6.4509898E-01         9.4104248E-01         6.3353293E-02         1.0154951E-01        -1.0909452E-01         6.7133051E-01         9.4941026E-01        -4.0239040E-03         2.0475142E-02         8.8585690E-03         6.8096626E-01
  1.2103130E+02         9.4162071E-01         5.1518511E-02        -3.5767123E-02         6.4275786E-02         6.6910493E-01         9.3840444E-01        -5.0526243E-02        -7.8840800E-02         1.6285680E-01         6.6456944E-01         9.7474027E-01         1.8428367E-01         1.5979789E-02        -1.8697193E-02         6.9740003E-01         9.2397743E-01         3.7278105E-02         1.6503130E-01         1.6616890E-01         6.5435332E-01         9.4182539E-01         5.8198076E-02        -3.7182663E-02         1.4920835E-01         6.6874075E-01         9.5389509E-01         9.7332641E-02         1.2783977E-01        -1.7295539E-02         6.7966628E-01         9.2596084E-01         1.5220061E-01         1.3435575E-01        -1.7882977E-01         6.5573728E-01         9.4585872E-01         1.0779838E-01         1.1500746E-01        -9.7203813E-02         6.7714196E-01         9.4870842E-01        -7.2697550E-04         1.7348723E-02         2.8465407E-03         6.7988878E-01
  1.2104700E+02         9.3287063E-01         1.0030751E-02         6.9915014E-03         6.1633538E-02         6.6046947E-01         9.3546557E-01        -9.0272412E-02        -4.4819124E-02         1.6042699E-01         6.6280991E-01         9.6065569E-01         1.8493006E-01        -2.7796470E-02        -7.3950202E-03         6.8777162E-01         9.3458831E-01        -3.0879792E-02         2.1514706E-01         1.1590620E-01         6.6377681E-01         9.5017809E-01         1.4581166E-01        -4.9329076E-02         1.2984283E-01         6.7583543E-01         9.5195061E-01         1.2137058E-01         1.6670008E-01        -2.2057461E-02         6.8142807E-01         9.3490660E-01         1.7481542E-01         1.3868566E-01        -1.6276155E-01         6.6503465E-01         9.4811553E-01         1.5202616E-01         1.2017383E-01        -5.5452503E-02         6.8140125E-01         9.4823587E-01         3.5114128E-03         1.6612569E-02        -2.4811842E-03         6.7883790E-01
  1.2106260E+02         9.3549848E-01        -2.8594609E-02         5.2981798E-02         8.4154926E-02         6.6212243E-01         9.3473929E-01        -1.2036867E-01        -2.1906490E-02         1.4732948E-01         6.6327292E-01         9.4350791E-01         1.7615825E-01        -7.8075700E-02         4.5927003E-02         6.7528003E-01         9.4205642E-01         7.0809368E-03         2.0836465E-01         5.1698454E-02         6.7186773E-01         9.5192426E-01         1.9910784E-01        -3.3629753E-02         9.1456309E-02         6.7638952E-01         9.4844794E-01         1.6301240E-01         2.0989089E-01        -1.6523575E-02         6.8408668E-01         9.3809903E-01         1.9641311E-01         1.3633600E-01        -1.3708830E-01         6.6984326E-01         9.4951713E-01         1.8880698E-01         1.2016310E-01         5.5841436E-03         6.8360478E-01         9.4794083E-01         7.7701551E-03         1.9742928E-02        -5.8408580E-03         6.7798322E-01
  1.2107820E+02         9.4619793E-01        -4.6010844E-02         7.9106085E-02         9.3563266E-02         6.7295963E-01         9.3727720E-01        -1.3902546E-01         4.8771054E-03         1.3716784E-01         6.6645515E-01         9.2913043E-01         1.7255893E-01        -1.0552384E-01         1.0767788E-01         6.6286755E-01         9.4546354E-01         4.2609066E-02         2.0474651E-01         5.4168319E-03         6.7498213E-01         9.5331675E-01         2.9203290E-01        -3.1408168E-02         4.8756544E-02         6.6992319E-01         9.5115882E-01         1.9061406E-01         2.0917131E-01        -1.4425332E-02         6.8604779E-01         9.3863147E-01         2.0482770E-01         1.3690327E-01        -1.2162288E-01         6.7174149E-01         9.5046496E-01         2.1911506E-01         1.1392780E-01         7.0800550E-02         6.8199164E-01         9.4782621E-01         1.2002541E-02         2.5506305E-02        -6.4364602E-03         6.7741632E-01
  1.2109390E+02         9.5583171E-01        -3.5883714E-02         7.8381449E-02         7.9349950E-02         6.8436152E-01         9.4581234E-01        -1.1989728E-01         4.6070203E-02         1.2247799E-01         6.7633176E-01         9.1980571E-01         1.7730345E-01        -1.0419399E-01         1.4507551E-01         6.5399128E-01         9.4834274E-01         1.5773045E-02         2.3294564E-01         1.7196326E-02         6.7801768E-01         9.3781483E-01         3.3331627E-01        -5.5493217E-02         6.0114503E-02         6.5512508E-01         9.6384984E-01         2.0109874E-01         1.6874543E-01        -6.6517964E-02         6.8566477E-01         9.3954110E-01         2.0158817E-01         1.3923354E-01        -1.1747117E-01         6.7278183E-01         9.4632989E-01         2.3504248E-01         1.0156122E-01         1.1780015E-01         6.7479694E-01         9.4782013E-01         1.6609512E-02         3.1628612E-02        -5.5303234E-03         6.7704874E-01
  1.2110950E+02         9.6155012E-01         2.6728071E-03         5.6347493E-02         6.1700970E-02         6.9227588E-01         9.5767605E-01        -7.3151603E-02         7.0525110E-02         1.0091354E-01         6.8969119E-01         9.1433281E-01         1.7140833E-01        -8.6939625E-02         1.5887719E-01         6.4948136E-01         9.5297915E-01        -3.2718906E-03         2.3376225E-01         6.1804906E-02         6.8218803E-01         9.1345096E-01         3.2415757E-01        -5.3587455E-02         8.3915822E-02         6.4064324E-01         9.7138208E-01         1.9278839E-01         1.5190488E-01        -9.4792068E-02         6.8565077E-01         9.4129980E-01         1.8916447E-01         1.4042915E-01        -1.1720101E-01         6.7373705E-01         9.3655825E-01         2.2131208E-01         9.1414914E-02         1.1496606E-01         6.6596913E-01         9.4776106E-01         2.1873383E-02         3.6960524E-02        -4.8537035E-03         6.7673171E-01
  1.2112510E+02         9.6461773E-01         3.9901689E-02         2.2539727E-02         5.4939643E-02         6.9532168E-01         9.6788126E-01        -2.9748468E-02         6.3046791E-02         7.6170944E-02         7.0118725E-01         9.1318321E-01         1.2566063E-01        -9.1564164E-02         1.6925389E-01         6.5022832E-01         9.5660430E-01         2.0614324E-02         2.0731524E-01         7.6875135E-02         6.8665248E-01         8.9753127E-01         2.8441572E-01        -4.9477402E-02         1.1701377E-01         6.3375366E-01         9.7218329E-01         1.6685872E-01         1.5020183E-01        -9.4216503E-02         6.8720281E-01         9.4300652E-01         1.6812553E-01         1.4096285E-01        -1.1506344E-01         6.7467743E-01         9.2899275E-01         1.8601109E-01         8.9925848E-02         5.4296888E-02         6.6189569E-01         9.4746846E-01         2.6923388E-02         4.1750822E-02        -4.3971613E-03         6.7640340E-01
  1.2114080E+02         9.6561682E-01         6.7914277E-02        -9.6724955E-03         6.4586505E-02         6.9460970E-01         9.7381818E-01        -6.0291053E-04         3.3346012E-02         4.6984188E-02         7.0697081E-01         9.1587132E-01         3.2004692E-02        -1.1546562E-01         1.8974069E-01         6.5148389E-01         9.6073276E-01         4.0972173E-02         1.9321498E-01         6.8901129E-02         6.9103032E-01         8.9854079E-01         2.2361499E-01        -8.8177212E-02         1.8898420E-01         6.3394630E-01         9.7108066E-01         1.2848482E-01         1.3893540E-01        -1.0578625E-01         6.8869102E-01         9.4423568E-01         1.4128427E-01         1.4111404E-01        -1.0924894E-01         6.7563701E-01         9.2818660E-01         1.6420138E-01         8.6195603E-02        -2.5805151E-02         6.6226667E-01         9.4700068E-01         2.9485848E-02         4.6649069E-02        -1.8290618E-03         6.7609417E-01
