x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	P4	x14	M8	x15	T4	x16	M9	
-5.000000e-01 	 1.632450e-02 	-5.149700e-01 	 1.741350e-02 	-5.000000e-01 	 1.803520e-02 	-4.850300e-01 	 2.624880e-02 	-5.000000e-01 	 1.863900e-02 	-5.149700e-01 	 1.842220e-02 	-5.000000e-01 	 1.861070e-02 	-4.850300e-01 	 2.632340e-02 	-5.000000e-01 	 1.870050e-02 	-5.149700e-01 	 1.844620e-02 	-5.000000e-01 	 1.861290e-02 	-4.850300e-01 	 2.636780e-02 	-5.000000e-01 	 1.816790e-02 	-5.149700e-01 	 1.740330e-02 	-5.000000e-01 	 1.645690e-02 	-4.850300e-01 	 2.154870e-02 	-5.000000e-01 	 1.632350e-02 	 
-4.999470e-01 	 3.461670e-03 	-5.149180e-01 	 -4.141810e-04 	-4.999470e-01 	 3.436560e-03 	-4.849760e-01 	 6.761540e-04 	-4.999470e-01 	 3.591270e-03 	-5.149180e-01 	 -3.413230e-04 	-4.999470e-01 	 3.556430e-03 	-4.849760e-01 	 4.396340e-04 	-4.999470e-01 	 3.563430e-03 	-5.149180e-01 	 -3.342260e-04 	-4.999470e-01 	 3.602260e-03 	-4.849760e-01 	 7.292460e-04 	-4.999470e-01 	 3.457550e-03 	-5.149180e-01 	 -4.021150e-04 	-4.999470e-01 	 3.013420e-03 	-4.849760e-01 	 -9.914540e-04 	-4.999470e-01 	 3.461670e-03 	 
-4.997880e-01 	 7.522630e-03 	-5.147610e-01 	 4.118780e-03 	-4.997880e-01 	 8.445630e-03 	-4.848140e-01 	 5.666650e-03 	-4.997880e-01 	 8.775060e-03 	-5.147610e-01 	 4.489610e-03 	-4.997880e-01 	 8.698600e-03 	-4.848140e-01 	 5.193730e-03 	-4.997880e-01 	 8.713620e-03 	-5.147610e-01 	 4.505240e-03 	-4.997880e-01 	 8.796930e-03 	-4.848140e-01 	 5.770000e-03 	-4.997880e-01 	 8.489010e-03 	-5.147610e-01 	 4.125710e-03 	-4.997880e-01 	 7.481670e-03 	-4.848140e-01 	 2.224690e-03 	-4.997880e-01 	 7.522630e-03 	 
-4.995210e-01 	 1.221800e-02 	-5.144990e-01 	 1.155770e-02 	-4.995210e-01 	 1.394610e-02 	-4.845430e-01 	 1.369270e-02 	-4.995210e-01 	 1.450880e-02 	-5.144990e-01 	 1.243490e-02 	-4.995210e-01 	 1.437980e-02 	-4.845430e-01 	 1.295050e-02 	-4.995210e-01 	 1.440770e-02 	-5.144990e-01 	 1.246430e-02 	-4.995210e-01 	 1.454060e-02 	-4.845430e-01 	 1.387070e-02 	-4.995210e-01 	 1.401870e-02 	-5.144990e-01 	 1.156150e-02 	-4.995210e-01 	 1.235700e-02 	-4.845430e-01 	 7.659830e-03 	-4.995210e-01 	 1.221800e-02 	 
-4.991480e-01 	 1.328770e-02 	-5.141310e-01 	 1.460000e-02 	-4.991480e-01 	 1.526730e-02 	-4.841650e-01 	 1.513780e-02 	-4.991480e-01 	 1.596290e-02 	-5.141310e-01 	 1.577540e-02 	-4.991480e-01 	 1.578190e-02 	-4.841650e-01 	 1.407800e-02 	-4.991480e-01 	 1.580740e-02 	-5.141310e-01 	 1.581470e-02 	-4.991480e-01 	 1.600820e-02 	-4.841650e-01 	 1.537890e-02 	-4.991480e-01 	 1.534490e-02 	-5.141310e-01 	 1.460690e-02 	-4.991480e-01 	 1.337600e-02 	-4.841650e-01 	 7.263510e-03 	-4.991480e-01 	 1.328770e-02 	 
-4.986690e-01 	 1.485680e-02 	-5.136590e-01 	 1.783450e-02 	-4.986690e-01 	 1.720830e-02 	-4.836790e-01 	 1.650700e-02 	-4.986690e-01 	 1.804690e-02 	-5.136590e-01 	 1.928110e-02 	-4.986690e-01 	 1.781070e-02 	-4.836790e-01 	 1.510950e-02 	-4.986690e-01 	 1.784020e-02 	-5.136590e-01 	 1.932850e-02 	-4.986690e-01 	 1.809990e-02 	-4.836790e-01 	 1.681470e-02 	-4.986690e-01 	 1.729750e-02 	-5.136590e-01 	 1.784100e-02 	-4.986690e-01 	 1.498480e-02 	-4.836790e-01 	 6.978150e-03 	-4.986690e-01 	 1.485680e-02 	 
-4.980870e-01 	 1.583310e-02 	-5.130860e-01 	 2.032090e-02 	-4.980870e-01 	 1.846470e-02 	-4.830880e-01 	 1.674370e-02 	-4.980870e-01 	 1.943050e-02 	-5.130860e-01 	 2.199440e-02 	-4.980870e-01 	 1.913650e-02 	-4.830880e-01 	 1.496680e-02 	-4.980870e-01 	 1.916840e-02 	-5.130860e-01 	 2.204810e-02 	-4.980870e-01 	 1.949100e-02 	-4.830880e-01 	 1.712390e-02 	-4.980870e-01 	 1.856320e-02 	-5.130860e-01 	 2.032510e-02 	-4.980870e-01 	 1.593980e-02 	-4.830880e-01 	 5.886210e-03 	-4.980870e-01 	 1.583310e-02 	 
-4.974060e-01 	 1.610010e-02 	-5.124130e-01 	 2.171340e-02 	-4.974060e-01 	 1.900820e-02 	-4.823970e-01 	 1.549660e-02 	-4.974060e-01 	 2.008240e-02 	-5.124130e-01 	 2.356580e-02 	-4.974060e-01 	 1.973070e-02 	-4.823970e-01 	 1.332040e-02 	-4.974060e-01 	 1.976170e-02 	-5.124130e-01 	 2.362450e-02 	-4.974060e-01 	 2.015190e-02 	-4.823970e-01 	 1.595110e-02 	-4.974060e-01 	 1.911140e-02 	-5.124130e-01 	 2.171430e-02 	-4.974060e-01 	 1.620720e-02 	-4.823970e-01 	 3.915900e-03 	-4.974060e-01 	 1.610010e-02 	 
-4.966270e-01 	 1.614930e-02 	-5.116450e-01 	 2.265620e-02 	-4.966270e-01 	 1.935150e-02 	-4.816080e-01 	 1.374490e-02 	-4.966270e-01 	 2.053020e-02 	-5.116450e-01 	 2.467580e-02 	-4.966270e-01 	 2.011870e-02 	-4.816080e-01 	 1.119480e-02 	-4.966270e-01 	 2.014780e-02 	-5.116450e-01 	 2.473860e-02 	-4.966270e-01 	 2.060960e-02 	-4.816080e-01 	 1.427410e-02 	-4.966270e-01 	 1.945860e-02 	-5.116450e-01 	 2.265280e-02 	-4.966270e-01 	 1.625020e-02 	-4.816080e-01 	 2.164480e-03 	-4.966270e-01 	 1.614930e-02 	 
-4.958020e-01 	 1.573960e-02 	-5.108310e-01 	 2.291750e-02 	-4.958020e-01 	 1.923290e-02 	-4.807710e-01 	 1.132550e-02 	-4.958020e-01 	 2.050480e-02 	-5.108310e-01 	 2.508120e-02 	-4.958020e-01 	 2.003010e-02 	-4.807710e-01 	 8.500580e-03 	-4.958020e-01 	 2.005880e-02 	-5.108310e-01 	 2.514730e-02 	-4.958020e-01 	 2.059150e-02 	-4.807710e-01 	 1.191780e-02 	-4.958020e-01 	 1.934520e-02 	-5.108310e-01 	 2.290990e-02 	-4.958020e-01 	 1.583190e-02 	-4.807710e-01 	 6.155340e-04 	-4.958020e-01 	 1.573960e-02 	 
