f	SCl	
0.000000e+00 	 1.765616e-05 	 
1.698488e-02 	 1.682817e-03 	 
3.396977e-02 	 9.994988e-04 	 
5.095465e-02 	 1.380316e-04 	 
6.793953e-02 	 1.140416e-04 	 
8.492441e-02 	 3.135558e-04 	 
1.019093e-01 	 8.355441e-04 	 
1.188942e-01 	 3.117199e-04 	 
1.358791e-01 	 1.009934e-04 	 
1.528639e-01 	 3.756462e-04 	 
1.698488e-01 	 4.234187e-04 	 
1.868337e-01 	 5.954991e-03 	 
2.038186e-01 	 3.166630e-03 	 
2.208035e-01 	 1.787061e-04 	 
2.377884e-01 	 1.865030e-05 	 
2.547732e-01 	 9.505603e-05 	 
2.717581e-01 	 6.211735e-05 	 
2.887430e-01 	 1.078007e-04 	 
3.057279e-01 	 6.498483e-05 	 
3.227128e-01 	 1.109325e-04 	 
3.396977e-01 	 6.996229e-05 	 
3.566825e-01 	 4.297254e-05 	 
3.736674e-01 	 1.032698e-04 	 
3.906523e-01 	 9.339342e-05 	 
4.076372e-01 	 3.622613e-05 	 
4.246221e-01 	 1.969945e-05 	 
4.416070e-01 	 3.261921e-06 	 
4.585918e-01 	 6.539730e-05 	 
4.755767e-01 	 8.863018e-05 	 
4.925616e-01 	 3.548878e-05 	 
5.095465e-01 	 1.069967e-05 	 
5.265314e-01 	 7.709546e-06 	 
5.435162e-01 	 9.164157e-06 	 
5.605011e-01 	 8.250123e-06 	 
5.774860e-01 	 2.721975e-06 	 
5.944709e-01 	 4.954123e-07 	 
6.114558e-01 	 3.347329e-06 	 
6.284407e-01 	 2.278898e-06 	 
6.454255e-01 	 6.668066e-06 	 
6.624104e-01 	 1.293872e-05 	 
6.793953e-01 	 9.103680e-06 	 
6.963802e-01 	 4.702392e-06 	 
7.133651e-01 	 5.326488e-06 	 
7.303500e-01 	 8.568941e-06 	 
7.473348e-01 	 8.255423e-06 	 
7.643197e-01 	 9.118846e-07 	 
7.813046e-01 	 2.071701e-06 	 
7.982895e-01 	 2.751234e-06 	 
8.152744e-01 	 3.152968e-06 	 
8.322593e-01 	 2.085234e-06 	 
8.492441e-01 	 7.207191e-07 	 
8.662290e-01 	 1.891257e-06 	 
8.832139e-01 	 1.937250e-06 	 
9.001988e-01 	 1.419734e-06 	 
9.171837e-01 	 6.857609e-07 	 
9.341685e-01 	 2.290255e-06 	 
9.511534e-01 	 1.418096e-06 	 
9.681383e-01 	 5.426778e-07 	 
9.851232e-01 	 1.962263e-06 	 
1.002108e+00 	 3.504671e-06 	 
1.019093e+00 	 3.915936e-06 	 
1.036078e+00 	 7.529804e-07 	 
1.053063e+00 	 5.395818e-07 	 
1.070048e+00 	 1.182783e-06 	 
1.087032e+00 	 3.507663e-07 	 
1.104017e+00 	 7.718135e-07 	 
1.121002e+00 	 1.654220e-06 	 
1.137987e+00 	 1.176895e-06 	 
1.154972e+00 	 3.662642e-07 	 
1.171957e+00 	 8.617668e-07 	 
1.188942e+00 	 1.549863e-06 	 
1.205927e+00 	 8.009478e-07 	 
1.222912e+00 	 4.718083e-07 	 
1.239896e+00 	 4.557194e-07 	 
1.256881e+00 	 1.850973e-07 	 
1.273866e+00 	 3.040297e-07 	 
1.290851e+00 	 7.138166e-07 	 
1.307836e+00 	 1.101507e-06 	 
1.324821e+00 	 1.249670e-06 	 
