"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"$C_p$"	"vtkValidPointMask"	"Time"	"Point Coordinates:0"	"Point Coordinates:1"	"Point Coordinates:2"
8.91571e-01	-1.72606e-01	1.05610e-01	-1.08013e-01	6.41070e-01	2.44626e-01	-4.57598e-01	1	1.46000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.96068e-01	-1.81021e-01	3.27431e-02	-8.37952e-02	6.45280e-01	2.48992e-01	-4.31283e-01	1	1.47000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.94870e-01	-1.88260e-01	1.70615e-02	-4.01655e-02	6.43831e-01	2.49186e-01	-4.40344e-01	1	1.48000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.12859e-01	-1.36312e-01	3.35644e-02	-1.92103e-02	6.60446e-01	2.59780e-01	-3.36496e-01	1	1.49000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.28851e-01	-4.40053e-02	-4.85472e-06	-2.29088e-02	6.78225e-01	2.70760e-01	-2.25381e-01	1	1.50000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.36820e-01	5.71835e-02	-1.01418e-01	-5.19497e-02	6.85131e-01	2.70582e-01	-1.82218e-01	1	1.51000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.35273e-01	1.72831e-01	-1.62900e-01	-4.62322e-02	6.61375e-01	2.52031e-01	-3.30691e-01	1	1.52000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.73055e-01	1.68785e-01	-8.64794e-02	-2.30817e-02	6.11698e-01	2.36318e-01	-6.41173e-01	1	1.53000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.58146e-01	2.38999e-01	6.88400e-02	7.04835e-03	6.02192e-01	2.26448e-01	-7.00586e-01	1	1.54000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.53691e-01	3.25974e-01	3.63403e-02	6.22551e-02	5.94720e-01	2.11776e-01	-7.47288e-01	1	1.55000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.39216e-01	2.90122e-01	1.71048e-02	9.88733e-02	5.79859e-01	2.09485e-01	-8.40165e-01	1	1.56000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.34170e-01	1.99100e-01	6.32736e-02	8.66789e-02	5.80044e-01	2.19752e-01	-8.39010e-01	1	1.57000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.33489e-01	1.72598e-01	9.54727e-02	7.01995e-02	5.81542e-01	2.22099e-01	-8.29646e-01	1	1.58000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.23089e-01	-1.28795e-02	9.76225e-02	9.13038e-02	5.77302e-01	2.26539e-01	-8.56151e-01	1	1.59000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.72228e-01	-2.46660e-01	2.07344e-01	9.05869e-02	6.17610e-01	2.21354e-01	-6.04223e-01	1	1.60000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.16858e-01	-9.73311e-03	1.94299e-01	2.38757e-02	6.66443e-01	2.58197e-01	-2.99014e-01	1	1.61000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.28900e-01	8.19592e-02	3.28484e-02	-4.92496e-03	6.76919e-01	2.69084e-01	-2.33542e-01	1	1.62000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.10909e-01	6.42256e-02	-7.62217e-02	4.18560e-02	6.45366e-01	2.55580e-01	-4.30749e-01	1	1.63000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.66559e-01	-1.89606e-02	-5.83432e-02	5.55639e-02	6.05086e-01	2.40453e-01	-6.82499e-01	1	1.64000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.54618e-01	-1.78353e-01	-2.96110e-02	7.04638e-02	5.91046e-01	2.27607e-01	-7.70246e-01	1	1.65000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.80592e-01	-2.13193e-01	8.68553e-02	2.31155e-02	6.25111e-01	2.37887e-01	-5.57341e-01	1	1.66000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.33291e-01	-4.81704e-02	1.23036e-01	4.06900e-02	6.77886e-01	2.67059e-01	-2.27496e-01	1	1.67000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.48243e-01	9.49165e-02	5.50415e-02	4.46575e-02	6.92553e-01	2.74061e-01	-1.35831e-01	1	1.68000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.59799e-01	2.45954e-01	-1.13301e-02	-4.07245e-02	6.77923e-01	2.58192e-01	-2.27265e-01	1	1.69000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.83868e-01	3.08160e-01	-4.07717e-02	-4.42566e-02	6.16983e-01	2.24486e-01	-6.08140e-01	1	1.70000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.13837e-01	3.08002e-01	2.19896e-02	5.10239e-02	5.62896e-01	2.01087e-01	-9.46187e-01	1	1.71000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
7.61861e-01	3.63307e-02	9.44920e-02	-2.17370e-02	5.19977e-01	2.05176e-01	-1.21443e+00	1	1.72000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.13169e-01	-3.38798e-02	1.80011e-01	2.37294e-02	5.66101e-01	2.18050e-01	-9.26157e-01	1	1.73000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.67158e-01	-1.59481e-02	2.24055e-01	3.78971e-02	6.05003e-01	2.30033e-01	-6.83016e-01	1	1.74000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.06186e-01	-6.70302e-02	1.90906e-01	1.11677e-02	6.33988e-01	2.44533e-01	-5.01858e-01	1	1.75000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.11844e-01	-8.54550e-02	1.18494e-01	7.69845e-03	6.43011e-01	2.52510e-01	-4.45465e-01	1	1.76000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.05180e-01	-8.01921e-02	7.32965e-02	7.08999e-03	6.41539e-01	2.53997e-01	-4.54667e-01	1	1.77000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.08061e-01	-6.56603e-02	6.50053e-02	2.36769e-03	6.47729e-01	2.57210e-01	-4.15978e-01	1	1.78000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.17051e-01	-5.75349e-02	5.70629e-02	1.17362e-02	6.61260e-01	2.63042e-01	-3.31408e-01	1	1.79000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.25138e-01	-2.43195e-02	5.25432e-02	9.04057e-03	6.71599e-01	2.67897e-01	-2.66790e-01	1	1.80000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.26461e-01	-8.39065e-03	1.40441e-02	5.25344e-03	6.73721e-01	2.69425e-01	-2.53532e-01	1	1.81000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.19427e-01	-9.19861e-03	-5.19170e-02	-2.51568e-02	6.66969e-01	2.66045e-01	-2.95727e-01	1	1.82000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.95857e-01	-3.31711e-02	-1.16118e-01	-6.62881e-02	6.38271e-01	2.51072e-01	-4.75092e-01	1	1.83000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.47352e-01	-1.48035e-01	-1.41806e-01	-6.74616e-02	5.83603e-01	2.22448e-01	-8.16768e-01	1	1.84000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.18102e-01	-3.10985e-01	-2.75832e-02	-7.15536e-02	5.54530e-01	1.96732e-01	-9.98472e-01	1	1.85000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.65154e-01	-2.39798e-01	1.43978e-01	-3.27164e-02	6.13834e-01	2.27201e-01	-6.27820e-01	1	1.86000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.11182e-01	-1.01749e-01	2.16051e-01	-5.16694e-02	6.59542e-01	2.50713e-01	-3.42151e-01	1	1.87000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.38305e-01	1.23760e-02	1.46091e-01	-4.02602e-02	6.91120e-01	2.71521e-01	-1.44787e-01	1	1.88000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.57824e-01	1.20405e-01	6.12126e-02	-1.78639e-02	6.94523e-01	2.73933e-01	-1.23519e-01	1	1.89000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.44179e-01	2.02933e-01	-4.47557e-02	-6.36134e-02	6.62742e-01	2.55092e-01	-3.22151e-01	1	1.90000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.58065e-01	1.27788e-01	-1.13159e-01	5.15270e-02	5.95563e-01	2.30816e-01	-7.42014e-01	1	1.91000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.07243e-01	-4.02880e-02	-5.77686e-02	2.25564e-01	5.56136e-01	2.08620e-01	-9.88433e-01	1	1.92000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.19149e-01	-1.59018e-01	1.51527e-02	1.11343e-01	5.68356e-01	2.18085e-01	-9.12063e-01	1	1.93000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.72821e-01	-8.48284e-02	6.18992e-02	-4.06440e-03	6.12108e-01	2.42313e-01	-6.38612e-01	1	1.94000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.03890e-01	2.30634e-02	7.65889e-02	-4.43455e-02	6.40382e-01	2.54302e-01	-4.61900e-01	1	1.95000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.95156e-01	3.60715e-02	1.43704e-02	-3.51957e-02	6.31898e-01	2.52145e-01	-5.14926e-01	1	1.96000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.73515e-01	-1.85583e-02	-1.65882e-02	-1.89127e-02	6.11255e-01	2.44278e-01	-6.43942e-01	1	1.97000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.90988e-01	-5.09412e-03	3.13964e-03	-3.54511e-02	6.27225e-01	2.50600e-01	-5.44130e-01	1	1.98000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.19069e-01	5.14354e-02	4.60995e-03	-4.48733e-02	6.52352e-01	2.59922e-01	-3.87088e-01	1	1.99000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.27901e-01	1.16368e-01	-7.47523e-03	-2.95279e-02	6.65870e-01	2.63229e-01	-3.02601e-01	1	2.00000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.28978e-01	1.80812e-01	-3.15992e-02	-4.15777e-02	6.59068e-01	2.56001e-01	-3.45114e-01	1	2.01000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.95635e-01	2.19912e-01	-1.10429e-01	-1.15323e-01	6.20809e-01	2.31831e-01	-5.84232e-01	1	2.02000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.34627e-01	7.69024e-02	-1.13526e-01	-1.28216e-01	5.80017e-01	2.23562e-01	-8.39181e-01	1	2.03000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.29863e-01	-3.16310e-04	-2.78179e-02	-1.44988e-01	5.76627e-01	2.25398e-01	-8.60366e-01	1	2.04000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.34593e-01	-1.34942e-02	2.57849e-02	-5.54904e-02	5.81130e-01	2.31511e-01	-8.32224e-01	1	2.05000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.26493e-01	-1.15049e-01	-1.04032e-03	-9.47127e-02	5.81289e-01	2.27142e-01	-8.31228e-01	1	2.06000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.39423e-01	-1.87984e-01	1.94508e-02	-2.86510e-01	5.85824e-01	2.06262e-01	-8.02888e-01	1	2.07000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.33950e-01	-1.57060e-01	-1.53476e-02	-1.27192e-01	5.90264e-01	2.26254e-01	-7.75133e-01	1	2.08000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.38882e-01	-1.41425e-01	-3.09607e-02	-1.13357e-01	5.94526e-01	2.29750e-01	-7.48499e-01	1	2.09000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.50840e-01	-1.50197e-01	7.24865e-02	-3.85746e-02	6.09681e-01	2.36985e-01	-6.53782e-01	1	2.10000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.93936e-01	-1.70082e-01	9.20192e-02	6.22374e-04	6.48090e-01	2.50870e-01	-4.13720e-01	1	2.11000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.23297e-01	-7.59165e-03	9.47142e-02	-2.79103e-02	6.75108e-01	2.67919e-01	-2.44861e-01	1	2.12000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.27107e-01	2.60016e-02	-2.96933e-02	-6.46151e-02	6.78749e-01	2.70263e-01	-2.22103e-01	1	2.13000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.10051e-01	1.97504e-02	-1.25212e-01	-1.41942e-01	6.46944e-01	2.50819e-01	-4.20886e-01	1	2.14000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.83814e-01	-9.09126e-03	-1.07692e-01	-1.37240e-01	6.15921e-01	2.39463e-01	-6.14782e-01	1	2.15000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.70011e-01	-3.69616e-02	-6.48671e-02	-6.19054e-02	6.08411e-01	2.41202e-01	-6.61714e-01	1	2.16000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.92455e-01	-7.15330e-02	4.05924e-02	-6.17911e-03	6.25008e-01	2.48479e-01	-5.57985e-01	1	2.17000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.25013e-01	-6.31209e-02	5.80437e-02	1.64617e-02	6.60300e-01	2.62471e-01	-3.37412e-01	1	2.18000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.23711e-01	-4.71382e-02	-1.15551e-02	3.33020e-02	6.63771e-01	2.64758e-01	-3.15715e-01	1	2.19000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.07531e-01	-7.64106e-02	-6.83900e-02	7.44490e-03	6.49046e-01	2.57289e-01	-4.07747e-01	1	2.20000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.90971e-01	-1.25384e-01	-5.91528e-02	-3.20431e-02	6.36272e-01	2.49964e-01	-4.87586e-01	1	2.21000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.89006e-01	-1.10888e-01	-5.80031e-03	-4.20917e-02	6.38856e-01	2.52370e-01	-4.71437e-01	1	2.22000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.02198e-01	-1.02619e-01	1.48084e-03	-5.09079e-02	6.51844e-01	2.57828e-01	-3.90262e-01	1	2.23000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.09327e-01	-1.11932e-01	-2.60644e-02	-5.15527e-02	6.56995e-01	2.59308e-01	-3.58066e-01	1	2.24000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.00422e-01	-1.37858e-01	-3.83596e-02	-7.99703e-02	6.46516e-01	2.52638e-01	-4.23558e-01	1	2.25000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.95551e-01	-1.65398e-01	-1.21158e-02	-1.01415e-01	6.39827e-01	2.47492e-01	-4.65368e-01	1	2.26000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.06106e-01	-1.56566e-01	2.33214e-02	-6.46079e-02	6.51194e-01	2.54026e-01	-3.94321e-01	1	2.27000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.31550e-01	-7.74781e-02	9.48422e-02	-2.32031e-02	6.76068e-01	2.67092e-01	-2.38861e-01	1	2.28000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.42001e-01	3.46249e-02	5.36918e-02	2.39829e-02	6.93287e-01	2.76326e-01	-1.31245e-01	1	2.29000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.54573e-01	1.38903e-01	-7.39630e-02	5.16836e-03	6.85291e-01	2.68922e-01	-1.81218e-01	1	2.30000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.24250e-01	9.96350e-02	-1.56402e-01	-4.32077e-02	6.51283e-01	2.52668e-01	-3.93768e-01	1	2.31000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.81217e-01	1.13034e-01	-8.69011e-02	-3.67760e-02	6.24646e-01	2.44938e-01	-5.60247e-01	1	2.32000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.48502e-01	2.01313e-01	3.87033e-02	-7.43612e-02	6.01197e-01	2.29270e-01	-7.06802e-01	1	2.33000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.11621e-01	2.46424e-01	5.48883e-02	-1.34202e-01	5.57828e-01	2.02987e-01	-9.77864e-01	1	2.34000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
7.60067e-01	8.62739e-02	7.88515e-02	-1.68672e-01	5.13518e-01	1.94326e-01	-1.25480e+00	1	2.35000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
7.96266e-01	-1.66415e-01	1.79248e-01	-1.96550e-01	5.43692e-01	1.92747e-01	-1.06621e+00	1	2.36000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.56013e-01	-1.85301e-01	2.53436e-01	-9.32517e-02	5.95242e-01	2.13036e-01	-7.44024e-01	1	2.37000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.93546e-01	-1.27494e-01	2.58603e-01	-6.50646e-02	6.36114e-01	2.34891e-01	-4.88571e-01	1	2.38000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.01898e-01	-8.89037e-02	1.71185e-01	-6.25324e-02	6.50607e-01	2.51125e-01	-3.97993e-01	1	2.39000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.83750e-01	-1.14147e-01	1.25824e-01	-5.43820e-02	6.32721e-01	2.45888e-01	-5.09778e-01	1	2.40000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.93961e-01	-1.06902e-01	1.47135e-01	-7.76404e-02	6.39443e-01	2.47029e-01	-4.67764e-01	1	2.41000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.19420e-01	-5.40808e-02	1.39096e-01	-7.89578e-02	6.62119e-01	2.58647e-01	-3.26042e-01	1	2.42000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.35976e-01	1.70520e-02	1.10298e-01	-3.32284e-02	6.78580e-01	2.68535e-01	-2.23159e-01	1	2.43000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.46768e-01	8.44496e-02	3.59164e-02	1.32926e-02	6.86249e-01	2.72683e-01	-1.75231e-01	1	2.44000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.23744e-01	1.19137e-01	-6.83703e-02	4.32699e-02	6.51022e-01	2.55918e-01	-3.95400e-01	1	2.45000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.73634e-01	1.02299e-01	-3.00265e-02	-6.63858e-02	6.15435e-01	2.42563e-01	-6.17818e-01	1	2.46000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.17869e-01	2.42365e-02	-5.16912e-02	-1.50454e-01	5.65776e-01	2.19978e-01	-9.28185e-01	1	2.47000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.48648e-01	-2.46941e-01	1.11660e-01	-1.00843e-01	5.84772e-01	2.14203e-01	-8.09458e-01	1	2.48000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.10487e-01	-8.64968e-02	1.64823e-01	-2.61180e-02	6.40226e-01	2.48329e-01	-4.62876e-01	1	2.49000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.20134e-01	3.86943e-02	1.04769e-01	-4.62409e-02	6.54050e-01	2.58444e-01	-3.76471e-01	1	2.50000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.18443e-01	1.23729e-01	1.02532e-01	-3.80881e-02	6.55789e-01	2.56377e-01	-3.65605e-01	1	2.51000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.15690e-01	1.75947e-01	4.93486e-02	-1.01427e-01	6.55063e-01	2.52485e-01	-3.70140e-01	1	2.52000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.05340e-01	1.45297e-01	-1.20412e-02	-2.09412e-01	6.42557e-01	2.42639e-01	-4.48304e-01	1	2.53000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.84771e-01	1.47724e-01	6.98225e-02	-8.44457e-02	6.35082e-01	2.46386e-01	-4.95021e-01	1	2.54000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.91681e-01	1.54485e-01	1.62213e-01	1.63887e-01	6.32339e-01	2.35656e-01	-5.12167e-01	1	2.55000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.88049e-01	5.33269e-02	1.20445e-01	2.32083e-01	6.22627e-01	2.33013e-01	-5.72868e-01	1	2.56000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.48525e-01	-1.75204e-01	9.94706e-02	1.75896e-01	5.84656e-01	2.17003e-01	-8.10186e-01	1	2.57000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.67138e-01	-9.53123e-02	2.09490e-01	1.72111e-01	5.98952e-01	2.20531e-01	-7.20837e-01	1	2.58000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.14898e-01	7.35848e-02	1.98673e-01	8.61085e-04	6.52484e-01	2.51182e-01	-3.86258e-01	1	2.59000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.28627e-01	1.21984e-01	1.04661e-01	-4.68802e-02	6.67903e-01	2.61124e-01	-2.89895e-01	1	2.60000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.20423e-01	1.11810e-01	4.59020e-02	-2.44397e-02	6.60465e-01	2.60882e-01	-3.36381e-01	1	2.61000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.01528e-01	1.10042e-01	1.64839e-03	9.77304e-02	6.38577e-01	2.50625e-01	-4.73179e-01	1	2.62000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.58142e-01	4.26008e-02	9.88415e-03	2.17566e-01	5.94394e-01	2.26280e-01	-7.49323e-01	1	2.63000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.58786e-01	-5.38378e-02	1.14831e-01	1.39537e-01	6.00354e-01	2.31861e-01	-7.12071e-01	1	2.64000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.90035e-01	-4.69091e-02	1.25945e-01	-4.92256e-02	6.32458e-01	2.48380e-01	-5.11426e-01	1	2.65000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.10915e-01	-5.71477e-02	9.26622e-02	-7.80232e-02	6.53575e-01	2.57491e-01	-3.79445e-01	1	2.66000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.20892e-01	4.14757e-02	6.01018e-02	3.75513e-02	6.67357e-01	2.65478e-01	-2.93305e-01	1	2.67000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.21543e-01	8.18564e-02	1.22421e-02	1.62199e-01	6.58980e-01	2.56396e-01	-3.45660e-01	1	2.68000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.79760e-01	-1.34222e-02	-4.36298e-02	1.09356e-01	6.14420e-01	2.42576e-01	-6.24158e-01	1	2.69000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.56576e-01	-1.72922e-01	4.37670e-02	2.48677e-02	5.90928e-01	2.28798e-01	-7.70986e-01	1	2.70000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.96984e-01	-1.32557e-01	1.36837e-01	-5.07341e-02	6.28356e-01	2.42676e-01	-5.37062e-01	1	2.71000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.26184e-01	-1.38973e-02	9.07025e-02	-1.16740e-01	6.58632e-01	2.58692e-01	-3.47834e-01	1	2.72000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.28821e-01	8.49372e-02	6.61089e-02	-6.05870e-02	6.65141e-01	2.62772e-01	-3.07153e-01	1	2.73000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.14621e-01	1.13755e-01	3.62457e-02	7.42192e-03	6.51243e-01	2.57368e-01	-3.94017e-01	1	2.74000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.79313e-01	1.11557e-02	5.89620e-03	4.53212e-02	6.17824e-01	2.46626e-01	-6.02883e-01	1	2.75000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.67628e-01	-4.69137e-02	7.94229e-02	5.79003e-02	6.05354e-01	2.39408e-01	-6.80820e-01	1	2.76000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.93463e-01	-1.89575e-02	1.06632e-01	1.67494e-02	6.26091e-01	2.47748e-01	-5.51217e-01	1	2.77000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.11486e-01	9.08798e-02	1.22003e-01	-5.75502e-03	6.46495e-01	2.53512e-01	-4.23694e-01	1	2.78000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.21787e-01	1.92985e-01	1.33362e-01	5.79395e-02	6.58658e-01	2.50795e-01	-3.47673e-01	1	2.79000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.22616e-01	1.93239e-01	5.71219e-02	1.57768e-01	6.52107e-01	2.46645e-01	-3.88620e-01	1	2.80000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.78609e-01	5.95805e-02	-2.34700e-02	5.99156e-02	6.16574e-01	2.44879e-01	-6.10696e-01	1	2.81000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.61577e-01	-6.32295e-02	4.95328e-02	-4.18053e-02	5.98583e-01	2.37530e-01	-7.23140e-01	1	2.82000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.93386e-01	-1.20409e-01	7.03349e-02	-7.08156e-02	6.31712e-01	2.47209e-01	-5.16084e-01	1	2.83000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.07930e-01	-1.99144e-03	3.10644e-02	-1.47870e-01	6.50270e-01	2.55078e-01	-4.00101e-01	1	2.84000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.11279e-01	2.40632e-02	-7.66499e-03	-1.14527e-01	6.55029e-01	2.58993e-01	-3.70353e-01	1	2.85000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.05359e-01	-5.48531e-03	-4.46490e-02	-9.84136e-02	6.50268e-01	2.57521e-01	-4.00110e-01	1	2.86000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.00437e-01	-5.75571e-02	-6.89016e-02	-9.48260e-02	6.46105e-01	2.54655e-01	-4.26128e-01	1	2.87000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.03818e-01	-7.72819e-02	-6.87059e-02	-6.87015e-02	6.50536e-01	2.56804e-01	-3.98439e-01	1	2.88000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.08857e-01	-4.97493e-02	-7.25065e-02	-2.96543e-02	6.56573e-01	2.60734e-01	-3.60707e-01	1	2.89000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.02924e-01	-2.51550e-02	-9.76675e-02	-1.81371e-02	6.49761e-01	2.57578e-01	-4.03282e-01	1	2.90000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.86967e-01	-4.77021e-02	-1.06856e-01	-4.37261e-02	6.32112e-01	2.49326e-01	-5.13587e-01	1	2.91000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
8.88342e-01	-8.25152e-02	-6.73354e-02	-5.62651e-02	6.33505e-01	2.50135e-01	-5.04881e-01	1	2.92000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
9.09071e-01	-5.47104e-02	-4.35450e-02	-2.38455e-02	6.55705e-01	2.61081e-01	-3.66130e-01	1	2.93000e+02	-4.34565e-01	9.44167e-02	2.64000e-02
