"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"$C_p$"	"vtkValidPointMask"	"Time"	"Point Coordinates:0"	"Point Coordinates:1"	"Point Coordinates:2"
9.12535e-01	-1.16605e-01	1.74558e-02	4.23038e-02	6.59144e-01	2.60219e-01	-3.44634e-01	1	3.70000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.29494e-01	-2.90962e-02	7.88375e-03	5.14029e-02	6.76960e-01	2.70020e-01	-2.33283e-01	1	3.80000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.26255e-01	2.42250e-02	-8.42559e-02	4.76063e-02	6.74666e-01	2.67717e-01	-2.47626e-01	1	3.90000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.06033e-01	3.78317e-02	-1.71892e-01	-1.73917e-02	6.39865e-01	2.49041e-01	-4.65130e-01	1	4.00000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.44861e-01	-1.40102e-02	-1.53200e-01	-3.94905e-02	5.80223e-01	2.26118e-01	-8.37890e-01	1	4.10000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.09459e-01	-1.20699e-01	-4.27175e-02	-3.31767e-02	5.51654e-01	2.16339e-01	-1.01645e+00	1	4.20000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.46638e-01	-1.58859e-01	1.20098e-01	-6.35598e-02	5.79977e-01	2.21668e-01	-8.39432e-01	1	4.30000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.89526e-01	-1.05406e-01	1.89736e-01	-4.08973e-02	6.19464e-01	2.36817e-01	-5.92638e-01	1	4.40000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.05891e-01	-7.38917e-02	1.66229e-01	-6.05588e-03	6.39391e-01	2.48442e-01	-4.68091e-01	1	4.50000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.03033e-01	-7.90746e-02	1.26092e-01	1.42852e-02	6.41803e-01	2.51770e-01	-4.53017e-01	1	4.60000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.96427e-01	-8.42859e-02	1.21650e-01	3.05265e-02	6.41042e-01	2.51322e-01	-4.57774e-01	1	4.70000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.06250e-01	-6.82586e-02	1.29626e-01	3.59327e-02	6.50185e-01	2.55052e-01	-4.00632e-01	1	4.80000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.22224e-01	-5.62307e-02	8.15375e-02	2.41535e-02	6.62680e-01	2.62818e-01	-3.22536e-01	1	4.90000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.19294e-01	-3.99353e-02	2.36468e-02	1.40945e-02	6.63247e-01	2.64787e-01	-3.18989e-01	1	5.00000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.10247e-01	-5.77707e-02	-1.87850e-02	1.39115e-02	6.57148e-01	2.62006e-01	-3.57108e-01	1	5.10000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.02732e-01	-9.09891e-02	-2.55416e-02	1.66717e-02	6.50829e-01	2.58291e-01	-3.96607e-01	1	5.20000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.10204e-01	-7.92637e-02	-7.74783e-03	1.51722e-02	6.57957e-01	2.61738e-01	-3.52055e-01	1	5.30000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.22014e-01	-3.12011e-02	-4.02116e-02	1.82042e-02	6.69665e-01	2.67232e-01	-2.78880e-01	1	5.40000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.18689e-01	-6.59204e-04	-1.34596e-01	1.60324e-02	6.65418e-01	2.62167e-01	-3.05421e-01	1	5.50000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.93406e-01	1.22279e-02	-1.88463e-01	-2.99940e-02	6.32225e-01	2.44704e-01	-5.12877e-01	1	5.60000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.47095e-01	1.14381e-02	-1.11228e-01	-7.13266e-02	5.84225e-01	2.29537e-01	-8.12877e-01	1	5.70000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.31057e-01	-9.06749e-03	3.28263e-02	-7.73300e-02	5.70734e-01	2.26576e-01	-8.97196e-01	1	5.80000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.54808e-01	-1.06661e-02	1.41847e-01	-7.47866e-02	5.90497e-01	2.30156e-01	-7.73682e-01	1	5.90000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.76904e-01	2.92959e-02	1.74205e-01	-4.21479e-02	6.11991e-01	2.37274e-01	-6.39342e-01	1	6.00000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.82574e-01	4.05238e-02	1.50768e-01	-1.78932e-02	6.17728e-01	2.41495e-01	-6.03487e-01	1	6.10000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.85558e-01	6.87370e-03	1.32407e-01	-3.29753e-02	6.20541e-01	2.44001e-01	-5.85907e-01	1	6.20000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.97280e-01	-4.95797e-02	7.97355e-02	-7.34457e-02	6.35826e-01	2.51163e-01	-4.90374e-01	1	6.30000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.09664e-01	-2.16856e-02	7.03962e-02	-6.19471e-02	6.54703e-01	2.59844e-01	-3.72393e-01	1	6.40000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.20628e-01	2.44986e-02	2.28941e-02	-7.99204e-02	6.66602e-01	2.65009e-01	-2.98025e-01	1	6.50000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.19085e-01	3.76076e-02	-6.74861e-02	-9.91937e-02	6.60395e-01	2.60718e-01	-3.36818e-01	1	6.60000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.97465e-01	-1.32800e-02	-1.40984e-01	-7.72301e-02	6.34216e-01	2.47889e-01	-5.00434e-01	1	6.70000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.63721e-01	-1.40208e-01	-1.26904e-01	-3.00539e-02	6.00092e-01	2.31547e-01	-7.13711e-01	1	6.80000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.69000e-01	-2.24509e-01	-3.66359e-02	-7.59468e-03	6.07689e-01	2.31153e-01	-6.66229e-01	1	6.90000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.88742e-01	-1.62462e-01	3.41656e-02	3.27262e-02	6.29906e-01	2.45519e-01	-5.27376e-01	1	7.00000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.00382e-01	-8.89109e-02	3.60853e-02	7.12345e-02	6.39715e-01	2.52714e-01	-4.66064e-01	1	7.10000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.04377e-01	-7.18020e-02	1.39456e-02	7.22139e-02	6.48807e-01	2.57186e-01	-4.09245e-01	1	7.20000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.08824e-01	-2.89218e-02	-6.41000e-03	8.54026e-02	6.55660e-01	2.60466e-01	-3.66409e-01	1	7.30000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.09239e-01	8.31069e-03	-3.58872e-02	6.83203e-02	6.56509e-01	2.61278e-01	-3.61105e-01	1	7.40000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
9.01784e-01	1.25249e-03	-5.59834e-02	-8.93235e-03	6.48896e-01	2.58845e-01	-4.08683e-01	1	7.50000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
8.85947e-01	-6.45717e-02	-5.43397e-02	-6.32533e-02	6.32372e-01	2.50438e-01	-5.11962e-01	1	7.60000e+01	-4.34565e-01	9.44167e-02	2.64000e-02
